#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40585173,6899.0,917798.0,217.0,34075097,"+3,454",5592278,10912.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,55702005,15675.0,789575.0,147.0,53091789,"+19,134",1820641,26568.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,32802935,2055.0,1001171.0,71.0,29760077,"+2,276",2041687,30429.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,47913335,1705.0,1101587.0,42.0,45385529,"+6,064",1426219,7166.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5514709,,142572.0,,4824876,,547261,4739.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,74204,50.0,1280.0,,68733,,4191,29.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,182593082,26384.0,3953998.0,477.0,167206807,"+30,928",11432277,79843.0,23425.0,507.3,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34527493,,619980.0,,29007373,,4900140,3839.0,103708.0,1862.0,505392599.0,1518019.0,"332,929,050 ",North America,10,537,1,,,"14,718",Dummy,Dummy
2,India,30362848,1149.0,398484.0,,29427330,"+7,833",537034,8944.0,21790.0,286.0,410100044.0,294304.0,"1,393,457,176 ",Asia,46,"3,497",3,0.8,,385,Dummy,Dummy
3,Brazil,18513305,,516119.0,,16779136,,1218050,8318.0,86487.0,2411.0,53209627.0,248575.0,"214,058,586 ",South America,12,415,4,,,"5,690",Dummy,Dummy
4,France,5772844,,111057.0,,5614435,,47352,1250.0,88247.0,1698.0,93089184.0,1423013.0,"65,416,978 ",Europe,11,589,1,,,724,Dummy,Dummy
5,Russia,5493557,,134545.0,,4984037,,374975,2300.0,37628.0,922.0,149200000.0,1021941.0,"145,996,642 ",Europe,27,"1,085",1,,,"2,568",Dummy,Dummy
6,Turkey,5420156,,49687.0,,5287094,,83375,730.0,63588.0,583.0,60558812.0,710461.0,"85,238,704 ",Asia,16,"1,716",1,,,978,Dummy,Dummy
7,UK,4775301,,128126.0,,4322070,,325105,297.0,69978.0,1878.0,211227935.0,3095369.0,"68,239,987 ",Europe,14,533,0,,,"4,764",Dummy,Dummy
8,Argentina,4447701,,93668.0,,4062245,,291788,6636.0,97522.0,2054.0,16594163.0,363851.0,"45,607,057 ",South America,10,487,3,,,"6,398",Dummy,Dummy
9,Italy,4259133,,127542.0,,4078767,,52824,289.0,70546.0,2113.0,71398190.0,1182609.0,"60,373,449 ",Europe,14,473,1,,,875,Dummy,Dummy
10,Colombia,4213074,,105934.0,,3908310,,198830,8155.0,81934.0,2060.0,19822624.0,385500.0,"51,420,530 ",South America,12,485,3,,,"3,867",Dummy,Dummy
11,Spain,3799733,,80829.0,,3597105,,121799,620.0,81238.0,1728.0,52691812.0,1126549.0,"46,772,773 ",Europe,12,579,1,,,"2,604",Dummy,Dummy
12,Germany,3735382,,91400.0,,3624200,"+1,600",19782,736.0,44442.0,1087.0,63813168.0,759229.0,"84,049,990 ",Europe,23,920,1,,,235,Dummy,Dummy
13,Iran,3192809,,84127.0,,2862261,,246421,3176.0,37537.0,989.0,23308926.0,274035.0,"85,058,108 ",Asia,27,"1,011",4,,,"2,897",Dummy,Dummy
14,Poland,2879811,,75005.0,,2651759,,153047,171.0,76175.0,1984.0,17301502.0,457646.0,"37,805,409 ",Europe,13,504,2,,,"4,048",Dummy,Dummy
15,Mexico,2513164,5711.0,232803.0,195.0,1997381,"+3,367",282980,4798.0,19291.0,1787.0,7483779.0,57446.0,"130,275,679 ",North America,52,560,17,44,1,"2,172",Dummy,Dummy
16,Ukraine,2235096,633.0,52340.0,40.0,2166668,"+2,294",16088,177.0,51414.0,1204.0,10840333.0,249362.0,"43,472,349 ",Europe,19,831,4,15,0.9,370,Dummy,Dummy
17,Indonesia,2156465,,58024.0,,1869606,,0,,7802.0,210.0,19781349.0,71570.0,"276,390,932 ",Asia,128,"4,763",14,,,828,Dummy,Dummy
18,Peru,2049567,,192163.0,,0,N/A,0,2422.0,61315.0,5749.0,14102037.0,421878.0,"33,426,786 ",South America,16,174,2,,,"4,091",Dummy,Dummy
19,South Africa,1954466,,60264.0,,1739976,,154226,546.0,32548.0,1004.0,13062835.0,217534.0,"60,049,601 ",Africa,31,996,5,,,"2,568",Dummy,Dummy
20,Netherlands,1684366,,17745.0,,1629673,,36948,139.0,98085.0,1033.0,14730069.0,857769.0,"17,172,531 ",Europe,10,968,1,,,"2,152",Dummy,Dummy
21,Czechia,1667115,,30298.0,,1635407,,1410,7.0,155388.0,2824.0,29083531.0,2710812.0,"10,728,717 ",Europe,6,354,0,,,131,Dummy,Dummy
22,Chile,1553774,,32489.0,,1494284,,27001,3017.0,80594.0,1685.0,16945956.0,878987.0,"19,278,954 ",South America,12,593,1,,,"1,401",Dummy,Dummy
23,Canada,1414736,,26273.0,,1381056,,7407,466.0,37161.0,690.0,36705571.0,964151.0,"38,070,356 ",North America,27,"1,449",1,,,195,Dummy,Dummy
24,Philippines,1408058,,24557.0,,1333464,,50037,1957.0,12682.0,221.0,14833058.0,133600.0,"111,025,935 ",Asia,79,"4,521",7,,,451,Dummy,Dummy
25,Iraq,1338604,,17156.0,,1240978,,80470,625.0,32558.0,417.0,11671869.0,283888.0,"41,114,390 ",Asia,31,"2,397",4,,,"1,957",Dummy,Dummy
26,Sweden,1089743,,14588.0,,1056495,,18660,49.0,107240.0,1436.0,10828578.0,1065620.0,"10,161,760 ",Europe,9,697,1,,,"1,836",Dummy,Dummy
27,Belgium,1084550,1072.0,25170.0,2.0,1036032,"+2,208",23348,147.0,93177.0,2162.0,15200004.0,1305876.0,"11,639,700 ",Europe,11,462,1,92,0.2,"2,006",Dummy,Dummy
28,Romania,1080740,,33605.0,,1045351,,1784,80.0,56554.0,1759.0,9779258.0,511735.0,"19,109,992 ",Europe,18,569,2,,,93,Dummy,Dummy
29,Pakistan,957371,979.0,22281.0,27.0,903484,"+1,499",31606,1871.0,4252.0,99.0,14544085.0,64602.0,"225,134,274 ",Asia,235,"10,104",15,4,0.1,140,Dummy,Dummy
30,Bangladesh,904436,,14388.0,,811700,,78348,1192.0,5438.0,87.0,6573822.0,39526.0,"166,316,200 ",Asia,184,"11,559",25,,,471,Dummy,Dummy
31,Portugal,877195,,17092.0,,827969,,32134,119.0,86277.0,1681.0,13137838.0,1292185.0,"10,167,146 ",Europe,12,595,1,,,"3,161",Dummy,Dummy
32,Israel,841486,,6429.0,,833397,,1660,22.0,90230.0,689.0,14964305.0,1604579.0,"9,326,000 ",Asia,11,"1,451",1,,,178,Dummy,Dummy
33,Hungary,808076,,29991.0,,738542,,39543,22.0,83860.0,3112.0,6120838.0,635208.0,"9,635,962 ",Europe,12,321,2,,,"4,104",Dummy,Dummy
34,Japan,796829,,14705.0,,764913,,17211,552.0,6319.0,117.0,16311962.0,129366.0,"126,091,460 ",Asia,158,"8,575",8,,,136,Dummy,Dummy
35,Jordan,750886,,9743.0,,734634,,6509,470.0,72876.0,946.0,7847488.0,761628.0,"10,303,565 ",Asia,14,"1,058",1,,,632,Dummy,Dummy
36,Malaysia,745703,,5108.0,,677751,,62844,905.0,22751.0,156.0,14473835.0,441587.0,"32,776,860 ",Asia,44,"6,417",2,,,"1,917",Dummy,Dummy
37,Serbia,716458,,7043.0,,707423,,1992,7.0,82329.0,809.0,4406080.0,506308.0,"8,702,368 ",Europe,12,"1,236",2,,,229,Dummy,Dummy
38,Switzerland,702875,,10887.0,,682154,,9834,43.0,80629.0,1249.0,8289363.0,950897.0,"8,717,417 ",Europe,12,801,1,,,"1,128",Dummy,Dummy
39,Austria,650353,,10700.0,,637613,,2040,57.0,71803.0,1181.0,54805030.0,6050855.0,"9,057,402 ",Europe,14,846,0,,,225,Dummy,Dummy
