#,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,1208798,North America,North America,,3552.0,493.0,,18247.0,,1828101,112123.0,507180.0,,
,331889,South America,South America,,1884.0,83.0,,10701.0,,580071,29444.0,218738.0,,
,850631,Europe,Europe,,71.0,7.0,,10475.0,,1868237,168426.0,849180.0,,
,354353,Asia,Asia,,2505.0,38.0,,4852.0,,914541,26712.0,533476.0,,
,59760,Africa,Africa,,,,,296.0,,105845,3204.0,42881.0,,
,546,Australia/Oceania,Oceania,,16.0,1.0,,6.0,,8719,123.0,8050.0,,
,2806032,All,World,43.6,8028.0,622.0,,44581.0,,5306235,340047.0,2160156.0,,681.0
1,1144246,North America,USA,295.0,,,"330,795,837 ",17109.0,42050.0,1645094,97647.0,403201.0,13909905.0,4973.0
2,175836,South America,Brazil,99.0,1492.0,68.0,"212,397,420 ",8318.0,3462.0,332382,21116.0,135430.0,735224.0,1565.0
3,223374,Europe,Russia,22.0,,,"145,927,974 ",2300.0,55689.0,326448,3249.0,99825.0,8126626.0,2237.0
4,56318,Europe,Spain,612.0,,,"46,752,901 ",1152.0,64977.0,281904,28628.0,196958.0,3037840.0,6030.0
5,0,Europe,UK,536.0,,,"67,848,130 ",1559.0,47635.0,254195,36393.0,0.0,3231921.0,3747.0
6,59322,Europe,Italy,539.0,,,"60,470,956 ",595.0,54882.0,228658,32616.0,136720.0,3318778.0,3781.0
7,89721,Europe,France,433.0,,,"65,258,400 ",1701.0,21218.0,182219,28289.0,64209.0,1384633.0,2792.0
8,12361,Europe,Germany,100.0,,,"83,755,775 ",965.0,42923.0,179713,8352.0,159000.0,3595059.0,2146.0
9,34113,Asia,Turkey,51.0,,,"84,239,988 ",800.0,20982.0,154500,4276.0,116111.0,1767495.0,1834.0
10,22076,Asia,Iran,87.0,,,"83,874,391 ",2659.0,9108.0,131652,7300.0,102276.0,763913.0,1570.0
11,69597,Asia,India,3.0,355.0,2.0,"1,378,529,934 ",,2056.0,125149,3728.0,51824.0,2834798.0,91.0
12,63606,South America,Peru,99.0,,,"32,920,920 ",886.0,22798.0,111698,3244.0,44848.0,750526.0,3393.0
13,33636,North America,Canada,166.0,,,"37,706,381 ",502.0,37267.0,82480,6250.0,42594.0,1405208.0,2187.0
14,28352,Asia,Saudi Arabia,10.0,,,"34,753,259 ",302.0,19194.0,67719,364.0,39003.0,667057.0,1949.0
15,12813,North America,Mexico,54.0,2960.0,479.0,"128,785,048 ",378.0,1567.0,62527,6989.0,42725.0,201838.0,486.0
16,35885,South America,Chile,33.0,,,"19,098,478 ",986.0,23148.0,61857,630.0,25342.0,442093.0,3239.0
17,32176,Europe,Belgium,795.0,,,"11,584,289 ",268.0,65375.0,56511,9212.0,15123.0,757328.0,4878.0
18,34683,Asia,Pakistan,5.0,1743.0,34.0,"220,403,741 ",111.0,2090.0,52437,1101.0,16653.0,460692.0,238.0
19,0,Europe,Netherlands,338.0,,,"17,130,906 ",252.0,18315.0,44888,5788.0,0.0,313755.0,2620.0
20,32569,Asia,Qatar,7.0,,,"2,875,579 ",175.0,62819.0,40481,19.0,7893.0,180642.0,14078.0
21,29215,South America,Ecuador,174.0,,,"17,613,161 ",191.0,5923.0,35828,3056.0,3557.0,104330.0,2034.0
22,21280,Europe,Belarus,20.0,,,"9,449,644 ",92.0,44341.0,34303,190.0,12833.0,419004.0,3630.0
23,23913,Europe,Sweden,389.0,,,"10,092,543 ",265.0,20798.0,32809,3925.0,4971.0,209900.0,3251.0
24,904,Europe,Switzerland,220.0,,,"8,647,829 ",51.0,42129.0,30707,1903.0,27900.0,364321.0,3551.0
25,17408,Asia,Singapore,4.0,,,"5,845,390 ",8.0,50367.0,30426,23.0,12995.0,294414.0,5205.0
26,23583,Asia,Bangladesh,3.0,,,"164,510,959 ",1.0,1361.0,30205,432.0,6190.0,223841.0,184.0
27,21321,Europe,Portugal,126.0,,,"10,199,740 ",84.0,67620.0,30200,1289.0,7590.0,689705.0,2961.0
28,13853,Asia,UAE,24.0,,,"9,877,270 ",1.0,162082.0,27892,241.0,13798.0,1600923.0,2824.0
29,1854,Europe,Ireland,323.0,,,"4,931,752 ",54.0,59943.0,24506,1592.0,21060.0,295626.0,4969.0
30,14413,Asia,Indonesia,5.0,,,"273,208,135 ",,839.0,20796,1326.0,5057.0,229334.0,76.0
31,10906,Europe,Poland,26.0,,,"37,850,876 ",160.0,19011.0,20619,982.0,8731.0,719571.0,545.0
32,12975,Europe,Ukraine,13.0,,,"43,760,129 ",256.0,6106.0,20148,588.0,6585.0,267185.0,460.0
33,9624,Africa,South Africa,7.0,,,"59,226,304 ",119.0,9169.0,20125,397.0,10104.0,543032.0,340.0
34,13911,Asia,Kuwait,32.0,,,"4,263,538 ",180.0,62145.0,19564,138.0,5515.0,264959.0,4589.0
35,13874,South America,Colombia,13.0,,,"50,823,711 ",136.0,4642.0,19131,682.0,4575.0,235948.0,376.0
36,5769,Europe,Romania,61.0,,,"19,250,526 ",200.0,18319.0,17712,1166.0,10777.0,352647.0,920.0
37,2496,Asia,Israel,30.0,,,"9,197,590 ",47.0,57746.0,16690,279.0,13915.0,531124.0,1815.0
38,2712,Asia,Japan,6.0,,,"126,515,903 ",176.0,2099.0,16513,796.0,13005.0,265502.0,131.0
39,796,Europe,Austria,71.0,,,"9,000,927 ",31.0,43383.0,16436,635.0,15005.0,390488.0,1826.0
40,10705,Africa,Egypt,7.0,,,"102,115,130 ",41.0,1322.0,15786,707.0,4374.0,135000.0,155.0
41,5961,North America,Dominican Republic,42.0,,,"10,836,077 ",113.0,5660.0,13989,456.0,7572.0,61330.0,1291.0
42,9648,Asia,Philippines,8.0,,,"109,419,831 ",81.0,2541.0,13597,857.0,3092.0,278041.0,124.0
43,905,Europe,Denmark,97.0,,,"5,790,054 ",23.0,88905.0,11230,561.0,9764.0,514765.0,1940.0
44,705,Asia,S. Korea,5.0,23.0,2.0,"51,264,600 ",15.0,15887.0,11165,266.0,10194.0,814420.0,218.0
45,5246,Europe,Serbia,27.0,,,"8,740,939 ",12.0,24002.0,11024,237.0,5541.0,209797.0,1261.0
46,7154,South America,Argentina,10.0,,,"45,150,850 ",171.0,2686.0,10649,433.0,3062.0,121278.0,236.0
47,3697,North America,Panama,68.0,,,"4,307,167 ",72.0,12774.0,10267,295.0,6275.0,55018.0,2384.0
48,8015,Asia,Afghanistan,5.0,,,"38,826,954 ",19.0,718.0,9216,205.0,996.0,27889.0,237.0
49,2476,Europe,Czechia,29.0,,,"10,706,906 ",29.0,36157.0,8813,312.0,6025.0,387127.0,823.0
50,4306,Asia,Bahrain,7.0,,,"1,694,317 ",7.0,158872.0,8414,12.0,4096.0,269179.0,4966.0
51,370,Europe,Norway,43.0,,,"5,416,680 ",13.0,42419.0,8332,235.0,7727.0,229769.0,1538.0
52,3788,Asia,Kazakhstan,2.0,322.0,,"18,752,041 ",31.0,33901.0,7919,35.0,4096.0,635712.0,422.0
53,3080,Africa,Algeria,13.0,,,"43,761,439 ",22.0,,7918,582.0,4256.0,,181.0
54,2758,Africa,Morocco,5.0,,,"36,862,538 ",1.0,3348.0,7332,197.0,4377.0,123402.0,199.0
55,5033,Africa,Nigeria,1.0,,,"205,542,168 ",7.0,204.0,7261,221.0,2007.0,41907.0,35.0
56,1163,Asia,Malaysia,4.0,,,"32,320,265 ",9.0,15214.0,7137,115.0,5859.0,491729.0,221.0
57,515,Australia/Oceania,Australia,4.0,16.0,1.0,"25,467,448 ",5.0,46771.0,7111,102.0,6494.0,1191127.0,279.0
58,3241,Europe,Moldova,59.0,,,"4,034,922 ",251.0,10053.0,6847,237.0,3369.0,40565.0,1697.0
59,4939,Asia,Oman,7.0,,,"5,091,392 ",31.0,14142.0,6794,34.0,1821.0,72000.0,1334.0
60,1431,Europe,Finland,55.0,,,"5,539,822 ",21.0,29423.0,6537,306.0,4800.0,163000.0,1180.0
61,4504,Africa,Ghana,1.0,,,"30,998,526 ",12.0,6200.0,6486,31.0,1951.0,192194.0,209.0
62,2980,Asia,Armenia,25.0,,,"2,962,665 ",10.0,16085.0,5928,74.0,2874.0,47654.0,2001.0
63,4774,South America,Bolivia,20.0,392.0,15.0,"11,655,388 ",3.0,1270.0,5579,230.0,575.0,14803.0,479.0
64,2419,Africa,Cameroon,6.0,,,"26,468,556 ",28.0,,4400,159.0,1822.0,,166.0
65,124,Europe,Luxembourg,174.0,,,"624,836 ",5.0,105186.0,3981,109.0,3748.0,65724.0,6371.0
66,1285,Asia,Iraq,4.0,,,"40,118,148 ",,4383.0,3964,147.0,2532.0,175830.0,99.0
67,1410,Asia,Azerbaijan,5.0,,,"10,129,286 ",42.0,24927.0,3855,46.0,2399.0,252496.0,381.0
68,1576,Europe,Hungary,50.0,35.0,6.0,"9,662,856 ",21.0,16482.0,3713,482.0,1655.0,159260.0,384.0
69,2871,North America,Honduras,17.0,273.0,11.0,"9,886,968 ",13.0,1196.0,3477,167.0,439.0,11820.0,352.0
70,2869,Africa,Sudan,3.0,,,"43,730,378 ",,9.0,3378,137.0,372.0,394.0,77.0
71,1473,Africa,Guinea,1.0,,,"13,090,666 ",24.0,1049.0,3067,19.0,1575.0,13726.0,234.0
72,68,Asia,Thailand,0.8,3.0,,"69,781,627 ",61.0,4701.0,3040,56.0,2916.0,328073.0,44.0
73,531,Asia,Uzbekistan,0.4,8.0,,"33,415,264 ",4.0,13766.0,3036,13.0,2492.0,460000.0,91.0
74,1565,Africa,Senegal,2.0,,,"16,691,939 ",6.0,1970.0,2909,33.0,1311.0,32883.0,174.0
75,1331,Europe,Greece,16.0,,,"10,428,193 ",19.0,14188.0,2874,169.0,1374.0,147958.0,276.0
76,2470,North America,Guatemala,3.0,231.0,3.0,"17,877,985 ",5.0,1424.0,2743,51.0,222.0,25464.0,153.0
77,1418,Asia,Tajikistan,5.0,,,"9,512,877 ",,,2551,44.0,1089.0,,268.0
78,1474,Europe,Bulgaria,18.0,36.0,1.0,"6,953,654 ",29.0,10528.0,2408,126.0,808.0,73210.0,346.0
79,617,Europe,Bosnia and Herzegovina,43.0,,,"3,282,865 ",4.0,17517.0,2372,141.0,1614.0,57507.0,723.0
