#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,9326842,5091.0,322402.0,401.0,6100400.0,"+3,981",2904040,17930.0,,,,,,North America,"
",,
,Asia,11413541,6654.0,206591.0,31.0,9708850.0,"+9,143",1498100,20723.0,,,,,,Asia,"
",,
,South America,8459726,238.0,265723.0,36.0,7345902.0,726,848101,17399.0,,,,,,South America,"
",,
,Europe,5625881,10048.0,227775.0,131.0,2948092.0,"+2,444",2450014,9789.0,,,,,,Europe,"
",,
,Africa,1545109,,37154.0,,1286083.0,,221872,1569.0,,,,,,Africa,"
",,
,Oceania,32027,25.0,941.0,,29178.0,3,1908,12.0,,,,,,Australia/Oceania,"
",,
,World,36403847,22056.0,1060601.0,599.0,27419156.0,"+16,297",7924090,67426.0,4670.0,136.1,,,,All,"
",,
1,USA,7776224,,216784.0,,4983380.0,,2576060,14571.0,23456.0,654.0,114158849.0,344343.0,"331,526,317 ",North America,43,"1,529",3
2,India,6835655,2667.0,105554.0,,5827704.0,"+3,242",902397,8944.0,4940.0,76.0,83465975.0,60323.0,"1,383,641,495 ",Asia,202,"13,108",17
3,Brazil,5002357,,148304.0,,4391424.0,,462629,8318.0,23489.0,696.0,17900000.0,84051.0,"212,966,256 ",South America,43,"1,436",12
4,Russia,1248619,,21865.0,,995275.0,,231479,2300.0,8555.0,150.0,49148954.0,336749.0,"145,951,488 ",Europe,117,"6,675",3
5,Colombia,877683,,27180.0,,773973.0,,76530,2220.0,17200.0,533.0,4005437.0,78495.0,"51,028,081 ",South America,58,"1,877",13
6,Spain,872276,,32562.0,,0.0,N/A,0,1568.0,18654.0,696.0,13689776.0,292769.0,"46,759,706 ",Europe,54,"1,436",3
7,Argentina,840915,,22226.0,,670725.0,,147964,3997.0,18560.0,491.0,2140435.0,47243.0,"45,307,070 ",South America,54,"2,038",21
8,Peru,835662,,33009.0,,723606.0,,79047,1247.0,25251.0,997.0,3988070.0,120507.0,"33,094,144 ",South America,40,"1,003",8
9,Mexico,799188,4580.0,82726.0,378.0,560895.0,"+3,417",155567,2421.0,6181.0,640.0,2037413.0,15758.0,"129,295,487 ",North America,162,"1,563",63
10,South Africa,685155,,17248.0,,618127.0,,49780,539.0,11514.0,290.0,4318514.0,72570.0,"59,508,227 ",Africa,87,"3,450",14
11,France,653509,,32445.0,,99793.0,,521271,1416.0,10006.0,497.0,11723039.0,179491.0,"65,312,702 ",Europe,100,"2,013",6
12,UK,544275,,42515.0,,0.0,N/A,0,410.0,8006.0,625.0,26417989.0,388601.0,"67,982,314 ",Europe,125,"1,599",3
13,Iran,483844,,27658.0,,397109.0,,59077,4274.0,5741.0,328.0,4207631.0,49925.0,"84,279,733 ",Asia,174,"3,047",20
