#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40330690,5126.0,911614.0,203.0,33652462,"+2,617",5766614,11257.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,54360249,10148.0,764705.0,67.0,51685915,"+13,318",1909629,26883.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,31547142,1648.0,968651.0,79.0,28544096,"+1,851",2034395,31668.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,47427669,884.0,1091930.0,31.0,44911329,"+5,687",1424410,8886.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5226362,,137476.0,,4631865,,457021,4021.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,71348,13.0,1265.0,,68038,5,2045,10.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,178964181,17819.0,3875656.0,380.0,163494411,"+23,478",11594114,82725.0,22959.0,497.2,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34401712,,617083.0,,28694843,,5089786,3989.0,103347.0,1854.0,498689211.0,1498123.0,"332,876,117 ",North America,10,539,1,,,"15,290",Dummy,Dummy
2,India,29881965,613.0,386740.0,,28766009,"+7,562",729216,8944.0,21450.0,278.0,391019083.0,280685.0,"1,393,086,773 ",Asia,47,"3,602",4,0.4,,523,Dummy,Dummy
3,Brazil,17883750,,500868.0,,16183849,,1199033,8318.0,83562.0,2340.0,52714701.0,246310.0,"214,017,366 ",South America,12,427,4,,,"5,603",Dummy,Dummy
