#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39204736,1988.0,878742.0,59.0,31693343,"+1,621",6632651,15839.0,,,,,,North America,"
",,,,,
,Asia,46845251,8280.0,608360.0,118.0,41224805,"+14,696",5012086,32855.0,,,,,,Asia,"
",,,,,
,South America,26789571,1051.0,729041.0,24.0,24236816,"+1,224",1823714,28328.0,,,,,,South America,"
",,,,,
,Europe,46090385,3988.0,1049516.0,132.0,41876472,"+21,054",3164397,22279.0,,,,,,Europe,"
",,,,,
,Africa,4730374,,126652.0,,4262058,,341664,2992.0,,,,,,Africa,"
",,,,,
,Oceania,65924,8.0,1225.0,,61834,6,2865,3.0,,,,,,Australia/Oceania,"
",,,,,
,World,163726962,15315.0,3393551.0,333.0,143356034,"+38,601",16977377,102296.0,21005.0,435.4,,,,All,"
",,,,,
1,USA,33715951,,600147.0,,27136020,,5979784,7971.0,101342.0,1804.0,466056452.0,1400847.0,"332,696,143 ",North America,10,554,1,,,"17,974"
2,India,24965463,538.0,274411.0,,21174076,"+6,467",3516976,8944.0,17937.0,197.0,316423658.0,227344.0,"1,391,827,403 ",Asia,56,"5,072",4,0.4,,"2,527"
3,Brazil,15627475,,435823.0,,14097287,,1094365,8318.0,73068.0,2038.0,47073060.0,220094.0,"213,877,218 ",South America,14,491,5,,,"5,117"
4,France,5877787,,107616.0,,5116705,,653466,4255.0,89875.0,1646.0,81239297.0,1242197.0,"65,399,664 ",Europe,11,608,1,,,"9,992"
5,Turkey,5117374,,44760.0,,4947256,,125358,2468.0,60113.0,526.0,50869896.0,597558.0,"85,129,663 ",Asia,17,"1,902",2,,,"1,473"
6,Russia,4940245,,115871.0,,4556073,,268301,2300.0,33840.0,794.0,133500000.0,914452.0,"145,989,144 ",Europe,30,"1,260",1,,,"1,838"
7,UK,4450777,,127679.0,,4277207,,45891,129.0,65263.0,1872.0,169007195.0,2478213.0,"68,197,203 ",Europe,15,534,0,,,673
