#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,30626142,7774.0,654245.0,489.0,19454869,"+9,356",10517028,32189.0,,,,,,North America,"
",,
,Asia,23097123,7368.0,372834.0,51.0,21551632,"+6,070",1172657,23455.0,,,,,,Asia,"
",,
,South America,15893960,1438.0,415956.0,49.0,14076368,723,1401636,19805.0,,,,,,South America,"
",,
,Europe,30282820,6886.0,702759.0,128.0,16962811,"+5,449",12617250,29740.0,,,,,,Europe,"
",,
,Africa,3585676,,91079.0,,3064238,,430359,2727.0,,,,,,Africa,"
",,
,Oceania,50181,8.0,1076.0,,34061,17,15044,10.0,,,,,,Australia/Oceania,"
",,
,World,103536623,23474.0,2237964.0,717.0,75144685,"+21,615",26153974,107926.0,13283.0,287.1,,,,All,"
",,
1,USA,26767229,,452279.0,,16403843,,9911107,24323.0,80590.0,1362.0,312136603.0,939773.0,"332,140,343 ",North America,12,734,1
2,India,10758619,,154428.0,,10434983,995,169208,8944.0,7752.0,111.0,197092635.0,142004.0,"1,387,938,171 ",Asia,129,"8,988",7
3,Brazil,9204731,,224534.0,,8027042,,953155,8318.0,43125.0,1052.0,28600000.0,133993.0,"213,444,408 ",South America,23,951,7
4,Russia,3850439,,73182.0,,3300004,,477253,2300.0,26378.0,501.0,102002995.0,698788.0,"145,971,253 ",Europe,38,"1,995",1
5,UK,3817176,,106158.0,,1673936,,2037082,3832.0,56057.0,1559.0,71677362.0,1052607.0,"68,095,107 ",Europe,18,641,1
6,France,3197114,,76057.0,,224406,,2896651,3158.0,48917.0,1164.0,44068668.0,674262.0,"65,358,347 ",Europe,20,859,1
7,Spain,2830478,,58319.0,,0,N/A,0,4723.0,60525.0,1247.0,32027728.0,684859.0,"46,765,426 ",Europe,17,802,1
8,Italy,2553032,,88516.0,,2010548,,453968,2215.0,42262.0,1465.0,32666726.0,540755.0,"60,409,500 ",Europe,24,682,2
9,Turkey,2477463,,25993.0,,2362415,,89055,1634.0,29191.0,306.0,29631422.0,349141.0,"84,869,451 ",Asia,34,"3,265",3
10,Germany,2225659,,57777.0,,1921700,,246182,4348.0,26514.0,688.0,38533736.0,459056.0,"83,941,211 ",Europe,38,"1,453",2
11,Colombia,2094884,,53983.0,,1938322,,102579,3482.0,40916.0,1054.0,10091218.0,197095.0,"51,199,870 ",South America,24,948,5
12,Argentina,1927239,,47974.0,,1721650,,157615,3617.0,42414.0,1056.0,6191638.0,136264.0,"45,438,385 ",South America,24,947,7
13,Mexico,1864260,7030.0,158536.0,462.0,1412393,"+9,329",293331,5692.0,14371.0,1222.0,4700463.0,36234.0,"129,724,552 ",North America,70,818,28
14,Poland,1513385,,37180.0,,1270467,,205738,1388.0,40013.0,983.0,8639461.0,228423.0,"37,822,220 ",Europe,25,"1,017",4
15,South Africa,1453761,,44164.0,,1299620,,109977,546.0,24333.0,739.0,8279200.0,138575.0,"59,745,206 ",Africa,41,"1,353",7
