#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40489257,6801.0,915905.0,301.0,33923032,"+2,851",5650320,10978.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,55160360,13599.0,780234.0,144.0,52550005,"+17,335",1830121,26293.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,32368095,2182.0,989751.0,82.0,29285754,"+2,402",2092590,31044.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,47701755,1506.0,1097591.0,43.0,45213833,"+5,021",1390331,7679.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5399250,,140574.0,,4737788,,520888,4491.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,72927,38.0,1273.0,,68499,2,3155,10.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,181192365,24126.0,3925343.0,570.0,165779617,"+27,611",11487405,80495.0,23245.0,503.6,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34482672,,619152.0,,28897460,,4966060,3855.0,103580.0,1860.0,503006392.0,1510948.0,"332,907,877 ",North America,10,538,1,,,"14,917",Dummy,Dummy
2,India,30183143,674.0,394524.0,,29193085,"+7,526",595534,8944.0,21663.0,283.0,401811892.0,288387.0,"1,393,309,015 ",Asia,46,"3,532",3,0.5,,427,Dummy,Dummy
3,Brazil,18322760,,511272.0,,16548159,,1263329,8318.0,85604.0,2389.0,53196856.0,248535.0,"214,042,098 ",South America,12,419,4,,,"5,902",Dummy,Dummy
4,France,5766315,,110939.0,,5596744,,58632,1389.0,88149.0,1696.0,92004378.0,1406463.0,"65,415,404 ",Europe,11,590,1,,,896,Dummy,Dummy
5,Russia,5409088,,132064.0,,4929639,,347385,2300.0,37050.0,905.0,147400000.0,1009617.0,"145,995,960 ",Europe,27,"1,105",1,,,"2,379",Dummy,Dummy
6,Turkey,5398878,,49473.0,,5261892,,87513,737.0,63346.0,580.0,59667586.0,700087.0,"85,228,791 ",Asia,16,"1,723",1,,,"1,027",Dummy,Dummy
7,UK,4699868,,128066.0,,4312164,,259638,259.0,68877.0,1877.0,207164164.0,3035991.0,"68,236,097 ",Europe,15,533,0,,,"3,805",Dummy,Dummy
8,Argentina,4374587,,91979.0,,3990289,,292319,7057.0,95929.0,2017.0,16275456.0,356898.0,"45,602,529 ",South America,10,496,3,,,"6,410",Dummy,Dummy
9,Italy,4256451,,127418.0,,4068798,,60235,306.0,70501.0,2110.0,70769618.0,1172179.0,"60,374,416 ",Europe,14,474,1,,,998,Dummy,Dummy
10,Colombia,4092746,,103321.0,,3800388,,189037,8155.0,79603.0,2010.0,19409243.0,377504.0,"51,414,606 ",South America,13,498,3,,,"3,677",Dummy,Dummy
11,Spain,3782463,,80779.0,,3575883,,125801,641.0,80869.0,1727.0,51240666.0,1095528.0,"46,772,576 ",Europe,12,579,1,,,"2,690",Dummy,Dummy
12,Germany,3733665,,91281.0,,3618400,"+1,600",23984,889.0,44423.0,1086.0,63091197.0,750665.0,"84,047,070 ",Europe,23,921,1,,,285,Dummy,Dummy
13,Iran,3150949,,83588.0,,2809595,,257766,3219.0,37050.0,983.0,22945493.0,269800.0,"85,046,359 ",Asia,27,"1,017",4,,,"3,031",Dummy,Dummy
14,Poland,2879470,,74953.0,,2651209,,153308,185.0,76165.0,1983.0,17163586.0,453993.0,"37,805,861 ",Europe,13,504,2,,,"4,055",Dummy,Dummy
15,Mexico,2498357,5270.0,232346.0,278.0,1985459,"+2,785",280552,4798.0,19180.0,1784.0,7425434.0,57004.0,"130,260,883 ",North America,52,561,18,40,2,"2,154",Dummy,Dummy
16,Ukraine,2233546,756.0,52269.0,35.0,2161972,"+1,835",19305,177.0,51375.0,1202.0,10780868.0,247977.0,"43,475,205 ",Europe,19,832,4,17,0.8,444,Dummy,Dummy
17,Indonesia,2072867,,56371.0,,1835061,,0,,7501.0,204.0,19304667.0,69853.0,"276,359,341 ",Asia,133,"4,903",14,,,657,Dummy,Dummy
18,Peru,2043262,,191447.0,,0,N/A,0,2464.0,61136.0,5728.0,13992580.0,418667.0,"33,421,765 ",South America,16,175,2,,,"3,924",Dummy,Dummy
19,South Africa,1895905,,59621.0,,1690380,,145904,546.0,31577.0,993.0,12842761.0,213898.0,"60,041,429 ",Africa,32,"1,007",5,,,"2,430",Dummy,Dummy
20,Netherlands,1682221,,17740.0,,1616398,,48083,162.0,97962.0,1033.0,14596733.0,850025.0,"17,172,118 ",Europe,10,968,1,,,"2,800",Dummy,Dummy
21,Czechia,1666821,138.0,30296.0,,1634734,12,1791,13.0,155364.0,2824.0,28784959.0,2683037.0,"10,728,500 ",Europe,6,354,0,13,,167,Dummy,Dummy
22,Chile,1537471,,32012.0,,1472337,,33122,3105.0,79756.0,1661.0,16694647.0,866032.0,"19,277,163 ",South America,13,602,1,,,"1,718",Dummy,Dummy
23,Canada,1412226,,26197.0,,1376904,,9125,512.0,37099.0,688.0,36484663.0,958439.0,"38,066,743 ",North America,27,"1,453",1,,,240,Dummy,Dummy
24,Philippines,1385053,,24152.0,,1305608,,55293,1957.0,12477.0,218.0,14690368.0,132334.0,"111,009,994 ",Asia,80,"4,596",8,,,498,Dummy,Dummy
25,Iraq,1316418,,17033.0,,1222494,,76891,547.0,32026.0,414.0,11506033.0,279921.0,"41,104,502 ",Asia,31,"2,413",4,,,"1,871",Dummy,Dummy
26,Sweden,1088896,,14584.0,,1053886,"+1,419",20426,64.0,107163.0,1435.0,10574760.0,1040713.0,"10,161,073 ",Europe,9,697,1,,,"2,010",Dummy,Dummy
27,Belgium,1082476,568.0,25160.0,8.0,1024673,,32643,175.0,93003.0,2162.0,15022137.0,1290656.0,"11,639,150 ",Europe,11,463,1,49,0.7,"2,805",Dummy,Dummy
28,Romania,1080522,,32911.0,,1045351,,2260,121.0,56538.0,1722.0,9694315.0,507253.0,"19,111,387 ",Europe,18,581,2,,,118,Dummy,Dummy
29,Pakistan,953842,935.0,22188.0,36.0,898944,"+1,110",32710,1995.0,4238.0,99.0,14371850.0,63850.0,"225,087,321 ",Asia,236,"10,145",16,4,0.2,145,Dummy,Dummy
30,Bangladesh,878804,,13976.0,,797559,,67269,1172.0,5285.0,84.0,6463119.0,38865.0,"166,298,282 ",Asia,189,"11,899",26,,,405,Dummy,Dummy
31,Portugal,871483,,17081.0,,823960,,30442,108.0,85713.0,1680.0,12926064.0,1271316.0,"10,167,470 ",Europe,12,595,1,,,"2,994",Dummy,Dummy
32,Israel,840638,,6429.0,,833221,,988,27.0,90139.0,689.0,14891479.0,1596770.0,"9,326,000 ",Asia,11,"1,451",1,,,106,Dummy,Dummy
33,Hungary,807910,,29980.0,,737233,,40697,22.0,83841.0,3111.0,6094415.0,632448.0,"9,636,229 ",Europe,12,321,2,,,"4,223",Dummy,Dummy
34,Japan,791082,,14598.0,,758173,,18311,590.0,6274.0,116.0,16082802.0,127544.0,"126,095,673 ",Asia,159,"8,638",8,,,145,Dummy,Dummy
35,Jordan,749046,,9710.0,,732811,,6525,470.0,72706.0,942.0,7776772.0,754846.0,"10,302,459 ",Asia,14,"1,061",1,,,633,Dummy,Dummy
36,Malaysia,722659,,4803.0,,657739,,60117,870.0,22051.0,147.0,14202036.0,433355.0,"32,772,328 ",Asia,45,"6,823",2,,,"1,834",Dummy,Dummy
37,Serbia,716172,,7024.0,,706659,,2489,13.0,82293.0,807.0,4377474.0,502999.0,"8,702,751 ",Europe,12,"1,239",2,,,286,Dummy,Dummy
38,Switzerland,702507,,10882.0,,680251,,11374,60.0,80593.0,1248.0,8221551.0,943193.0,"8,716,726 ",Europe,12,801,1,,,"1,305",Dummy,Dummy
39,Austria,650016,,10700.0,,637051,,2265,69.0,71771.0,1181.0,53295938.0,5884605.0,"9,056,842 ",Europe,14,846,0,,,250,Dummy,Dummy
40,Nepal,631152,,8945.0,,576413,,45794,,21287.0,302.0,3312335.0,111716.0,"29,649,567 ",Asia,47,"3,315",9,,,"1,545",Dummy,Dummy
41,UAE,622532,,1782.0,,601308,,19442,,62206.0,178.0,56378513.0,5633618.0,"10,007,514 ",Asia,16,"5,616",0,,,"1,943",Dummy,Dummy
42,Lebanon,544165,,7839.0,,531432,,4894,54.0,80079.0,1154.0,4731376.0,696264.0,"6,795,376 ",Asia,12,867,1,,,720,Dummy,Dummy
