#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39643351,3680.0,890424.0,444.0,32408086,"+1,912",6344841,14430.0,,,,,,North America,"
",,,,,
,Asia,50355389,19384.0,668294.0,246.0,45926528,"+15,276",3760567,30603.0,,,,,,Asia,"
",,,,,
,South America,28312151,3018.0,768084.0,86.0,25534800,"+1,462",2009267,29656.0,,,,,,South America,"
",,,,,
,Europe,46427107,6197.0,1067473.0,169.0,43215960,"+24,432",2143674,16594.0,,,,,,Europe,"
",,,,,
,Africa,4842467,,129912.0,,4362383,,350172,6678.0,,,,,,Africa,"
",,,,,
,Oceania,67932,12.0,1252.0,,65389,,1291,2.0,,,,,,Australia/Oceania,"
",,,,,
,World,169649118,32291.0,3525454.0,945.0,151513852,"+43,082",14609812,97963.0,21764.0,452.3,,,,All,"
",,,,,
1,USA,33999680,,607726.0,,27701879,,5690075,6561.0,102177.0,1826.0,477148649.0,1433937.0,"332,754,370 ",North America,10,548,1,,,"17,100"
2,India,27555457,7752.0,318895.0,74.0,24893410,"+3,084",2343152,8944.0,19792.0,229.0,339039861.0,243522.0,"1,392,234,846 ",Asia,51,"4,366",4,6,0.05,"1,683"
3,Brazil,16342162,,456753.0,,14786292,,1099117,8318.0,76393.0,2135.0,49076549.0,229413.0,"213,922,560 ",South America,13,468,4,,,"5,138"
4,France,5635629,,109165.0,,5284264,,242200,3206.0,86166.0,1669.0,83540500.0,1277300.0,"65,403,993 ",Europe,12,599,1,,,"3,703"
5,Turkey,5220549,,46970.0,,5070815,,102764,1504.0,61305.0,552.0,53258116.0,625411.0,"85,156,923 ",Asia,16,"1,813",2,,,"1,207"
6,Russia,5035207,,120002.0,,4651849,,263356,2300.0,34490.0,822.0,136800000.0,937044.0,"145,991,019 ",Europe,29,"1,217",1,,,"1,804"
7,UK,4473677,,127758.0,,4310572,,35347,125.0,65589.0,1873.0,180358488.0,2644246.0,"68,207,899 ",Europe,15,534,0,,,518
