#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,35636568,2228.0,815334.0,198.0,27288328,"+3,267",7532906,15170.0,,,,,,North America,"
",,
,South America,20826207,326.0,540886.0,21.0,18536035,582,1749286,20110.0,,,,,,South America,"
",,
,Asia,28001323,6280.0,424266.0,48.0,25770139,"+5,460",1806918,25099.0,,,,,,Asia,"
",,
,Europe,39045933,13040.0,902552.0,205.0,27554590,"+13,335",10588791,30556.0,,,,,,Europe,"
",,
,Africa,4218223,,112170.0,,3785928,,320125,2726.0,,,,,,Africa,"
",,
,Oceania,56148,29.0,1127.0,,34534,6,20487,6.0,,,,,,Australia/Oceania,"
",,
,World,127785123,21903.0,2796350.0,472.0,102970260,"+22,650",22018513,93667.0,16394.0,358.7,,,,All,"
",,
1,USA,30962803,,562526.0,,23410884,,6989393,8546.0,93139.0,1692.0,399342018.0,1201257.0,"332,436,770 ",North America,11,591,1
2,Brazil,12534688,,312299.0,,10912941,,1309448,8318.0,58662.0,1462.0,28600000.0,133848.0,"213,675,240 ",South America,17,684,7
3,India,12039644,434.0,161881.0,,11355993,"+2,266",521770,8944.0,8662.0,116.0,241864161.0,174001.0,"1,390,012,428 ",Asia,115,"8,587",6
4,France,4545589,,94596.0,,289752,,4161241,4872.0,69525.0,1447.0,63048069.0,964327.0,"65,380,383 ",Europe,14,691,1
5,Russia,4519832,,97740.0,,4139128,,282964,2300.0,30962.0,670.0,119500000.0,818601.0,"145,980,795 ",Europe,32,"1,494",1
6,UK,4333042,,126592.0,,3805416,,401034,615.0,63581.0,1858.0,121517399.0,1783099.0,"68,149,558 ",Europe,16,538,1
7,Italy,3532057,,107933.0,,2850889,,573235,3679.0,58482.0,1787.0,49093293.0,812857.0,"60,395,950 ",Europe,17,560,1
8,Spain,3255324,,75010.0,,3016247,,164067,1830.0,69606.0,1604.0,41884958.0,895587.0,"46,768,187 ",Europe,14,623,1
9,Turkey,3208173,,31076.0,,2957093,,220004,1968.0,37740.0,366.0,37877236.0,445571.0,"85,008,231 ",Asia,26,"2,735",2
10,Germany,2786345,,76468.0,,2494800,"+10,200",215077,3209.0,33178.0,911.0,48979281.0,583211.0,"83,982,094 ",Europe,30,"1,098",2
11,Colombia,2382730,,62955.0,,2267760,,52015,1982.0,46463.0,1228.0,12586788.0,245439.0,"51,282,802 ",South America,22,815,4
12,Argentina,2308597,,55449.0,,2079515,,173633,3505.0,50736.0,1219.0,8687916.0,190936.0,"45,501,779 ",South America,20,821,5
13,Poland,2250991,,51884.0,,1798922,,400185,2894.0,59525.0,1372.0,11798342.0,311994.0,"37,815,902 ",Europe,17,729,3
14,Mexico,2226550,1783.0,201623.0,194.0,1761786,"+2,663",263141,4798.0,17136.0,1552.0,6034939.0,46447.0,"129,931,687 ",North America,58,644,22
15,Iran,1855674,,62397.0,,1593219,,200058,3920.0,21887.0,736.0,12618420.0,148829.0,"84,784,942 ",Asia,46,"1,359",7
16,Ukraine,1652409,8346.0,32132.0,178.0,1303500,"+2,875",316777,177.0,37953.0,738.0,7983023.0,183354.0,"43,538,760 ",Europe,26,"1,355",5
17,South Africa,1545431,,52663.0,,1471899,,20869,546.0,25818.0,880.0,9803871.0,163781.0,"59,859,609 ",Africa,39,"1,137",6
18,Peru,1529882,,51469.0,,1442405,,36008,2255.0,45929.0,1545.0,9160551.0,275009.0,"33,310,047 ",South America,22,647,4
19,Czechia,1515029,,25874.0,,1315571,,173584,1800.0,141279.0,2413.0,11956620.0,1114973.0,"10,723,683 ",Europe,7,414,1
20,Indonesia,1496085,,40449.0,,1331400,,124236,,5427.0,147.0,12533033.0,45466.0,"275,656,440 ",Asia,184,"6,815",22
21,Netherlands,1252437,,16465.0,,0,N/A,0,646.0,72973.0,959.0,9747836.0,567959.0,"17,162,925 ",Europe,14,"1,042",2
22,Chile,977243,,22754.0,,912058,,42431,2539.0,50799.0,1183.0,11045213.0,574156.0,"19,237,306 ",South America,20,845,2
23,Canada,965404,,22880.0,,898934,,43590,661.0,25414.0,602.0,27346309.0,719898.0,"37,986,362 ",North America,39,"1,660",1
24,Romania,936618,,23114.0,,837060,,76444,1386.0,48929.0,1207.0,7222072.0,377281.0,"19,142,423 ",Europe,20,828,3
25,Belgium,870757,4694.0,22897.0,27.0,56631,260,791229,700.0,74892.0,1969.0,10998006.0,945909.0,"11,626,913 ",Europe,13,508,1
26,Iraq,832428,,14212.0,,745935,,72281,492.0,20360.0,348.0,7908378.0,193432.0,"40,884,488 ",Asia,49,"2,877",5
27,Israel,831924,,6185.0,,816218,,9521,468.0,90450.0,672.0,13445227.0,1461821.0,"9,197,590 ",Asia,11,"1,487",1
28,Portugal,820407,,16837.0,,775391,,28179,142.0,80632.0,1655.0,8978009.0,882388.0,"10,174,668 ",Europe,12,604,1
29,Sweden,780018,,13402.0,,0,N/A,0,284.0,76881.0,1321.0,6627544.0,653231.0,"10,145,787 ",Europe,13,757,2
30,Philippines,721892,,13170.0,,603154,,105568,785.0,6524.0,119.0,10041878.0,90749.0,"110,655,296 ",Asia,153,"8,402",11
31,Pakistan,659116,4525.0,14256.0,41.0,598197,"+2,268",46663,3055.0,2942.0,64.0,10107095.0,45112.0,"224,042,612 ",Asia,340,"15,716",22
32,Hungary,633861,,19972.0,,395790,,218099,1527.0,65738.0,2071.0,4515464.0,468304.0,"9,642,168 ",Europe,15,483,2
33,Bangladesh,595714,,8904.0,,535641,,51169,,3591.0,54.0,4588830.0,27660.0,"165,899,606 ",Asia,278,"18,632",36
34,Switzerland,592217,,10300.0,,542535,,39382,162.0,68060.0,1184.0,5851917.0,672529.0,"8,701,358 ",Europe,15,845,1
35,Jordan,589316,,6554.0,,485507,,97255,729.0,57338.0,638.0,5776686.0,562052.0,"10,277,847 ",Asia,17,"1,568",2
36,Serbia,585506,,5190.0,,488992,,91324,269.0,67212.0,596.0,3374035.0,387318.0,"8,711,269  ",Europe,15,"1,678",3
37,Austria,536465,,9256.0,,491619,,35590,519.0,59315.0,1023.0,22455472.0,2482812.0,"9,044,369 ",Europe,17,977,0
38,Morocco,494659,,8798.0,,482352,,3509,254.0,13286.0,236.0,5938604.0,159498.0,"37,232,992 ",Africa,75,"4,232",6
39,Japan,466849,,9031.0,,441237,,16581,341.0,3700.0,72.0,9666033.0,76599.0,"126,189,409 ",Asia,270,"13,973",13
