#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40889495,10382.0,923145.0,283.0,34385371,"+4,368",5580979,10763.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,57122270,21799.0,812297.0,150.0,54280289,"+19,388",2029684,27513.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,33760255,1537.0,1029679.0,59.0,30936640,"+2,052",1793936,28691.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,48630087,2044.0,1110424.0,12.0,45759776,"+1,658",1759887,6199.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5873881,,150021.0,,5062808,,661052,4598.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,79301,47.0,1313.0,,69541,10,8447,47.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,186356010,35809.0,4026894.0,504.0,170495131,"+27,476",11833985,77811.0,23908.0,516.6,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34676896,,622213.0,,29203308,,4851375,3850.0,104142.0,1869.0,510480341.0,1533081.0,"332,976,690 ",North America,10,535,1,,,"14,570",Dummy,Dummy
2,India,30752950,842.0,405967.0,,29888284,"+7,560",458699,8944.0,22064.0,291.0,427016605.0,306371.0,"1,393,790,539 ",Asia,45,"3,433",3,0.6,,329,Dummy,Dummy
3,Brazil,18962786,,530344.0,,17422854,,1009588,8318.0,88572.0,2477.0,54204686.0,253180.0,"214,095,684 ",South America,11,404,4,,,"4,716",Dummy,Dummy
4,France,5799107,,111284.0,,5641588,,46235,971.0,88644.0,1701.0,95427384.0,1458677.0,"65,420,519 ",Europe,11,588,1,,,707,Dummy,Dummy
