#,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,1149425,North America,North America,,2465.0,147.0,,17516.0,,1686723,103066.0,434232.0,,
,847031,Europe,Europe,,26.0,11.0,,11603.0,,1780794,162850.0,770913.0,,
,263920,South America,South America,,262.0,8.0,,10426.0,,440444,23125.0,153399.0,,
,317000,Asia,Asia,,2856.0,35.0,,4970.0,,801164,24769.0,459395.0,,
,50377,Africa,Africa,,302.0,8.0,,288.0,,86683,2785.0,33521.0,,
,612,Australia/Oceania,Oceania,,9.0,1.0,,12.0,,8657,120.0,7925.0,,
,2628420,All,World,40.6,5920.0,210.0,,44819.0,,4805186,316730.0,1860036.0,,616.0
1,1090297,North America,USA,275.0,,,"330,769,370 ",16355.0,35903.0,1527664,90978.0,346389.0,11875580.0,4619.0
2,211748,Europe,Russia,18.0,,,"145,927,122 ",2300.0,47394.0,281752,2631.0,67373.0,6916088.0,1931.0
3,54124,Europe,Spain,591.0,,,"46,752,654 ",1152.0,64977.0,277719,27650.0,195945.0,3037840.0,5940.0
4,0,Europe,UK,511.0,,,"67,843,268 ",1559.0,38040.0,243695,34636.0,0.0,2580769.0,3592.0
5,130836,South America,Brazil,76.0,,4.0,"212,376,810 ",8318.0,3462.0,241080,16122.0,94122.0,735224.0,1135.0
6,68351,Europe,Italy,528.0,,,"60,472,166 ",762.0,49692.0,225435,31908.0,125176.0,3004960.0,3728.0
7,90248,Europe,France,431.0,,,"65,256,433 ",2087.0,21218.0,179569,28108.0,61213.0,1384633.0,2752.0
8,14002,Europe,Germany,96.0,,,"83,752,125 ",1166.0,37584.0,176651,8049.0,154600.0,3147771.0,2109.0
9,35333,Asia,Turkey,49.0,,,"84,227,597 ",914.0,19293.0,149435,4140.0,109962.0,1624994.0,1774.0
10,18746,Asia,Iran,83.0,,,"83,859,705 ",2705.0,8191.0,120198,6988.0,94464.0,686935.0,1433.0
11,56316,Asia,India,2.0,471.0,4.0,"1,378,344,732 ",,1671.0,96169,3029.0,36824.0,2302792.0,70.0
12,61004,South America,Peru,80.0,,,"32,914,644 ",850.0,19767.0,92273,2648.0,28621.0,650613.0,2803.0
13,32670,North America,Canada,153.0,,,"37,701,865 ",502.0,34500.0,77002,5782.0,38550.0,1300729.0,2042.0
14,31598,Europe,Belgium,781.0,,,"11,583,602 ",371.0,58961.0,55280,9052.0,14630.0,682980.0,4772.0
15,28718,Asia,Saudi Arabia,9.0,,,"34,745,848 ",202.0,16877.0,54752,312.0,25722.0,586405.0,1576.0
16,10713,North America,Mexico,40.0,2075.0,132.0,"128,766,554 ",378.0,1271.0,49219,5177.0,33329.0,163691.0,382.0
17,0,Europe,Netherlands,332.0,,,"17,130,389 ",349.0,16809.0,43995,5680.0,0.0,287943.0,2568.0
18,24118,South America,Chile,24.0,,,"19,096,239 ",769.0,19035.0,43781,450.0,19213.0,363496.0,2293.0
19,29300,Asia,Pakistan,4.0,1974.0,30.0,"220,345,049 ",111.0,1758.0,42125,903.0,11922.0,387335.0,191.0
20,27013,South America,Ecuador,155.0,,,"17,609,499 ",189.0,5397.0,33182,2736.0,3433.0,95047.0,1884.0
21,28219,Asia,Qatar,5.0,,,"2,874,914 ",165.0,54809.0,32604,15.0,4370.0,157570.0,11341.0
22,1206,Europe,Switzerland,218.0,,,"8,646,966 ",69.0,39709.0,30587,1881.0,27500.0,343359.0,3537.0
23,21493,Europe,Sweden,365.0,,,"10,091,684 ",287.0,17589.0,30143,3679.0,4971.0,177500.0,2987.0
24,19553,Europe,Belarus,17.0,,,"9,449,686 ",92.0,37093.0,29650,165.0,9932.0,350515.0,3138.0
25,23182,Europe,Portugal,119.0,,,"10,200,144 ",108.0,60594.0,29036,1218.0,4636.0,618066.0,2847.0
26,18676,Asia,Singapore,4.0,,,"5,844,763 ",16.0,42132.0,28038,22.0,9340.0,246254.0,4797.0
27,3099,Europe,Ireland,313.0,,,"4,930,999 ",54.0,52486.0,24112,1543.0,19470.0,258808.0,4890.0
28,14626,Asia,UAE,22.0,,,"9,875,638 ",1.0,162108.0,23358,220.0,8512.0,1600923.0,2365.0
29,17567,Asia,Bangladesh,2.0,,,"164,488,562 ",1.0,1065.0,22268,328.0,4373.0,175228.0,135.0
30,10153,Europe,Poland,24.0,,,"37,851,440 ",160.0,16386.0,18529,925.0,7451.0,620249.0,490.0
31,12661,Europe,Ukraine,12.0,,,"43,763,700 ",238.0,5205.0,18291,514.0,5116.0,227801.0,418.0
32,12237,Asia,Indonesia,4.0,,,"273,168,646 ",,688.0,17514,1148.0,4129.0,187965.0,64.0
33,5874,Europe,Romania,57.0,,,"19,252,270 ",205.0,16123.0,16871,1107.0,9890.0,310407.0,876.0
