#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39704577,3226.0,893207.0,399.0,32547772,"+1,287",6263598,13961.0,,,,,,North America,"
",,,,,
,Asia,50857513,13531.0,678118.0,147.0,46662261,"+19,718",3517134,30266.0,,,,,,Asia,"
",,,,,
,South America,28605177,2144.0,775730.0,58.0,25757676,"+1,516",2071771,29823.0,,,,,,South America,"
",,,,,
,Europe,46537298,4420.0,1070108.0,125.0,43374012,"+22,442",2093178,15521.0,,,,,,Europe,"
",,,,,
,Africa,4866114,,130465.0,,4380558,,355091,2427.0,,,,,,Africa,"
",,,,,
,Oceania,68487,119.0,1252.0,,66031,90,1204,4.0,,,,,,Australia/Oceania,"
",,,,,
,World,170639887,23440.0,3548895.0,729.0,152789016,"+45,053",14301976,92002.0,21892.0,455.3,,,,All,"
",,,,,
1,USA,34035318,,609421.0,,27818961,,5606936,6197.0,102280.0,1831.0,478917136.0,1439205.0,"332,764,957 ",North America,10,546,1,,,"16,850"
2,India,27894800,1328.0,325998.0,,25454320,"+7,500",2114482,8944.0,20035.0,234.0,343183748.0,246485.0,"1,392,308,927 ",Asia,50,"4,271",4,1.0,,"1,519"
3,Brazil,16471600,,461142.0,,14869696,,1140762,8318.0,76995.0,2156.0,49076549.0,229404.0,"213,930,804 ",South America,13,464,4,,,"5,332"
4,France,5657572,,109358.0,,5312105,,236109,3028.0,86501.0,1672.0,84383310.0,1290170.0,"65,404,780 ",Europe,12,598,1,,,"3,610"
5,Turkey,5235978,,47271.0,,5094279,,94428,1391.0,61483.0,555.0,53700891.0,630574.0,"85,161,879 ",Asia,16,"1,802",2,,,"1,109"
6,Russia,5053748,,120807.0,,4670484,,262457,2300.0,34617.0,827.0,137500000.0,941837.0,"145,991,359 ",Europe,29,"1,208",1,,,"1,798"
7,UK,4480945,,127775.0,,4286249,,66921,120.0,65694.0,1873.0,181453219.0,2660220.0,"68,209,844 ",Europe,15,534,0,,,981
8,Italy,4213055,,126002.0,,3845087,,241966,1095.0,69775.0,2087.0,65920783.0,1091748.0,"60,380,949 ",Europe,14,479,1,,,"4,007"
9,Argentina,3732263,,77108.0,,3288467,,366688,6909.0,81898.0,1692.0,13788201.0,302559.0,"45,571,964 ",South America,12,591,3,,,"8,046"
10,Germany,3684672,,89008.0,,3478600,"+6,800",117064,2702.0,43851.0,1059.0,60408571.0,718916.0,"84,027,358 ",Europe,23,944,1,,,"1,393"
11,Spain,3668658,,79905.0,,3424911,,163842,1426.0,78438.0,1708.0,49708830.0,1062808.0,"46,771,244 ",Europe,13,585,1,,,"3,503"
12,Colombia,3363061,,87747.0,,3141549,,133765,6582.0,65462.0,1708.0,16878897.0,328545.0,"51,374,621 ",South America,15,585,3,,,"2,604"
13,Iran,2893218,,79741.0,,2425033,,388444,4296.0,34051.0,938.0,19687077.0,231702.0,"84,967,053 ",Asia,29,"1,066",4,,,"4,572"
14,Poland,2871371,,73682.0,,2636675,,161014,734.0,75944.0,1949.0,15882644.0,420077.0,"37,808,907 ",Europe,13,513,2,,,"4,259"
15,Mexico,2411503,2725.0,223455.0,387.0,1924865,"+1,121",263183,4798.0,18527.0,1717.0,7033895.0,54040.0,"130,161,015 ",North America,54,582,19,21,3,"2,022"
16,Ukraine,2201472,1703.0,50472.0,84.0,2036148,"+5,733",114852,177.0,50615.0,1160.0,10156756.0,233518.0,"43,494,486 ",Europe,20,862,4,39,2,"2,641"
17,Peru,1951651,,69202.0,,1720665,,161784,2671.0,58454.0,2073.0,12790076.0,383075.0,"33,387,873 ",South America,17,482,3,,,"4,846"
18,Indonesia,1809926,,50262.0,,1659974,,99690,,6554.0,182.0,16610468.0,60151.0,"276,146,101 ",Asia,153,"5,494",17,,,361
19,Czechia,1661159,222.0,30104.0,1.0,1617517,14,13538,97.0,154857.0,2806.0,24286003.0,2263999.0,"10,727,039 ",Europe,6,356,0,21,0.09,"1,262"
20,South Africa,1659070,,56363.0,,1554184,,48523,546.0,27657.0,940.0,11575047.0,192962.0,"59,986,270 ",Africa,36,"1,064",5,,,809
21,Netherlands,1644699,,17615.0,,1470979,,156105,497.0,95793.0,1026.0,13797380.0,803606.0,"17,169,329 ",Europe,10,975,1,,,"9,092"
22,Canada,1376734,,25478.0,,1313448,,37808,1122.0,36190.0,670.0,34650354.0,910836.0,"38,042,358 ",North America,28,"1,493",1,,,994
23,Chile,1369756,,29047.0,,1295646,,45063,3092.0,71100.0,1508.0,14676125.0,761800.0,"19,265,071 ",South America,14,663,1,,,"2,339"
24,Philippines,1216582,,20722.0,,1142246,,53614,1704.0,10970.0,187.0,13304523.0,119966.0,"110,902,389 ",Asia,91,"5,352",8,,,483
25,Iraq,1193608,,16334.0,,1107101,,70173,421.0,29086.0,398.0,10371421.0,252729.0,"41,037,756 ",Asia,34,"2,512",4,,,"1,710"
26,Romania,1077426,,30247.0,,1038539,,8640,452.0,56348.0,1582.0,9034341.0,472488.0,"19,120,803 ",Europe,18,632,2,,,452
27,Sweden,1068473,,14413.0,,959065,"+5,932",94995,214.0,105202.0,1419.0,9762557.0,961219.0,"10,156,435 ",Europe,10,705,1,,,"9,353"
28,Belgium,1059763,1860.0,24921.0,11.0,951215,,83627,469.0,91081.0,2142.0,13904087.0,1194978.0,"11,635,438 ",Europe,11,467,1,160,0.9,"7,187"
29,Pakistan,918936,2697.0,20736.0,56.0,839322,"+2,620",58878,4017.0,4088.0,92.0,13169358.0,58590.0,"224,770,387 ",Asia,245,"10,840",17,12,0.2,262
30,Portugal,848213,,17023.0,,808557,,22633,49.0,83406.0,1674.0,11701650.0,1150644.0,"10,169,653 ",Europe,12,597,1,,,"2,226"
31,Israel,839453,,6407.0,,832648,,398,48.0,90012.0,687.0,14677053.0,1573778.0,"9,326,000 ",Asia,11,"1,456",1,,,43
32,Hungary,804382,350.0,29728.0,19.0,696029,"+3,781",78625,114.0,83459.0,3084.0,5816796.0,603525.0,"9,638,031 ",Europe,12,324,2,36,2,"8,158"
33,Bangladesh,797386,,12549.0,,737408,,47429,1133.0,4798.0,76.0,5915058.0,35595.0,"166,177,335 ",Asia,208,"13,242",28,,,285
34,Japan,738045,,12819.0,,666942,,58284,1383.0,5852.0,102.0,14274027.0,113174.0,"126,124,110 ",Asia,171,"9,839",9,,,462
35,Jordan,735139,,9443.0,,713902,,11794,637.0,71407.0,917.0,7245152.0,703755.0,"10,294,992 ",Asia,14,"1,090",1,,,"1,146"
36,Serbia,712046,,6844.0,,694492,,10710,55.0,81794.0,786.0,4137413.0,475273.0,"8,705,335 ",Europe,12,"1,272",2,,,"1,230"
37,Switzerland,693023,,10805.0,,645322,,36896,133.0,79548.0,1240.0,7630534.0,875858.0,"8,712,064 ",Europe,13,806,1,,,"4,235"
38,Austria,644207,,10592.0,,627672,,5943,168.0,71159.0,1170.0,41224239.0,4553626.0,"9,053,058 ",Europe,14,855,0,,,656
39,UAE,567263,,1673.0,,547008,,18582,,56734.0,167.0,49906055.0,4991254.0,"9,998,701 ",Asia,18,"5,977",0,,,"1,858"
40,Malaysia,558534,,2650.0,,479666,,76218,844.0,17059.0,81.0,11867335.0,362453.0,"32,741,737 ",Asia,59,"12,355",3,,,"2,328"
41,Nepal,553422,,7163.0,,434750,,111509,,18690.0,242.0,3031383.0,102374.0,"29,610,858 ",Asia,54,"4,134",10,,,"3,766"
42,Lebanon,540132,,7718.0,,517859,,14555,175.0,79459.0,1135.0,4373990.0,643459.0,"6,797,620 ",Asia,13,881,2,,,"2,141"
43,Morocco,518868,,9138.0,,506740,,2990,107.0,13908.0,245.0,6500713.0,174249.0,"37,307,083 ",Africa,72,"4,083",6,,,80
44,Saudi Arabia,448284,,7334.0,,430937,,10013,1394.0,12698.0,208.0,19046117.0,539478.0,"35,304,697 ",Asia,79,"4,814",2,,,284
45,Ecuador,424741,,20485.0,,366425,,37831,515.0,23748.0,1145.0,1418641.0,79317.0,"17,885,618 ",South America,42,873,13,,,"2,115"
46,Bulgaria,418221,,17657.0,,380359,,20205,364.0,60605.0,2559.0,2816677.0,408167.0,"6,900,794 ",Europe,17,391,2,,,"2,928"
47,Greece,400395,,12024.0,,366490,,21881,510.0,38586.0,1159.0,9477804.0,913374.0,"10,376,701 ",Europe,26,863,1,,,"2,109"
48,Belarus,392629,,2831.0,,383380,,6418,,41563.0,300.0,6304240.0,667363.0,"9,446,496  ",Europe,24,"3,337",1,,,679
49,Slovakia,389588,,12335.0,,375188,,2065,102.0,71326.0,2258.0,2826756.0,517527.0,"5,462,047 ",Europe,14,443,2,,,378
50,Kazakhstan,385144,1549.0,3935.0,21.0,353545,"+2,459",27664,221.0,20292.0,207.0,11575012.0,609845.0,"18,980,262 ",Asia,49,"4,823",2,82,1,"1,458"
51,Panama,377428,,6369.0,,364783,,6276,105.0,86245.0,1455.0,2643052.0,603953.0,"4,376,253 ",North America,12,687,2,,,"1,434"
52,Bolivia,366714,2144.0,14435.0,58.0,291325,"+1,516",60954,200.0,31032.0,1222.0,1461778.0,123699.0,"11,817,258 ",South America,32,819,8,181,5,"5,158"
53,Croatia,355955,,8002.0,,345396,,2557,88.0,87197.0,1960.0,2005789.0,491349.0,"4,082,211 ",Europe,11,510,2,,,626
54,Paraguay,350613,,8987.0,,288232,,53394,597.0,48616.0,1246.0,1282643.0,177850.0,"7,211,936 ",South America,21,802,6,,,"7,404"
55,Georgia,343603,723.0,4757.0,18.0,326423,"+1,407",12423,,86285.0,1195.0,4963379.0,1246391.0,"3,982,200 ",Asia,12,837,1,182,5,"3,120"
56,Tunisia,343374,,12574.0,,301273,,29527,408.0,28781.0,1054.0,1466886.0,122950.0,"11,930,751 ",Africa,35,949,8,,,"2,475"
57,Azerbaijan,333723,,4903.0,,323617,,5203,,32647.0,480.0,3503639.0,342752.0,"10,222,078 ",Asia,31,"2,085",3,,,509
58,Costa Rica,314102,,3962.0,,242019,,68121,527.0,61153.0,771.0,1193313.0,232329.0,"5,136,313 ",North America,16,"1,296",4,,,"13,263"
59,Palestine,307838,,3492.0,,300524,,3822,45.0,59103.0,670.0,1821906.0,349795.0,"5,208,500 ",Asia,17,"1,492",3,,,734
60,Kuwait,306717,,1764.0,,291521,,13432,148.0,70872.0,408.0,2587580.0,597903.0,"4,327,761 ",Asia,14,"2,453",2,,,"3,104"
61,Dominican Republic,290526,,3628.0,,238810,,48088,393.0,26540.0,331.0,1541405.0,140812.0,"10,946,560 ",North America,38,"3,017",7,,,"4,393"
62,Uruguay,288172,,4176.0,,246321,,37675,539.0,82697.0,1198.0,2232389.0,640632.0,"3,484,668 ",South America,12,834,2,,,"10,812"
63,Denmark,279434,,2516.0,,263618,,13300,22.0,48089.0,433.0,54786306.0,9428467.0,"5,810,733 ",Europe,21,"2,310",0,,,"2,289"
64,Lithuania,274199,285.0,4257.0,10.0,254582,260,15360,142.0,102022.0,1584.0,3355561.0,1248518.0,"2,687,635 ",Europe,10,631,1,106,4,"5,715"
65,Ethiopia,271200,,4143.0,,236774,,30283,422.0,2307.0,35.0,2716923.0,23116.0,"117,533,716 ",Africa,433,"28,369",43,,,258
66,Ireland,261230,,4941.0,,243385,,12904,35.0,52374.0,991.0,4729538.0,948224.0,"4,987,788 ",Europe,19,"1,009",1,,,"2,587"
67,Egypt,260659,,15001.0,,191475,,54183,90.0,2504.0,144.0,2824316.0,27136.0,"104,079,855 ",Africa,399,"6,938",37,,,521
68,Moldova,255105,,6100.0,,247349,,1656,85.0,63373.0,1515.0,1103363.0,274098.0,"4,025,432 ",Europe,16,660,4,,,411
69,Guatemala,253837,,8121.0,,232359,,13357,5.0,13935.0,446.0,1416959.0,77789.0,"18,215,302 ",North America,72,"2,243",13,,,733
70,Slovenia,253493,,4372.0,,244646,,4475,76.0,121919.0,2103.0,1275596.0,613504.0,"2,079,198 ",Europe,8,476,2,,,"2,152"
71,Honduras,236952,501.0,6296.0,12.0,84389,166,146267,508.0,23584.0,627.0,716997.0,71363.0,"10,047,201 ",North America,42,"1,596",14,50,1,"14,558"
72,Bahrain,235698,,939.0,,205962,,28797,291.0,134318.0,535.0,4607670.0,2625788.0,"1,754,776 ",Asia,7,"1,869",0,,,"16,411"
