#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40309824,4915.0,911109.0,202.0,33625554,"+2,681",5773161,11461.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,54232681,11561.0,762003.0,115.0,51527082,"+17,488",1943596,26869.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,31403277,2118.0,964614.0,85.0,28428687,"+2,623",2009976,31771.0,,,,,,South America,"
",,,,,,Dummy,Dummy
, Europe,47387734,,1091032.0,,44867062,"+3,028",1429640,9027.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5201976,,137032.0,,4614411,,450533,2973.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,71051,9.0,1259.0,,67835,,1957,10.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,178607264,18603.0,3867064.0,402.0,163131337,"+25,820",11608863,82111.0,22914.0,496.1,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34393269,,616920.0,,28675929,,5100420,4160.0,103323.0,1853.0,498230075.0,1496767.0,"332,870,823 ",North America,10,540,1,,,"15,323",Dummy,Dummy
2,India,29823546,782.0,385167.0,,28678390,"+7,511",759989,8944.0,21409.0,276.0,389207637.0,279392.0,"1,393,049,733 ",Asia,47,"3,617",4,0.6,,546,Dummy,Dummy
3,Brazil,17802176,,498621.0,,16136968,,1166587,8318.0,83183.0,2330.0,52714701.0,246315.0,"214,013,244 ",South America,12,429,4,,,"5,451",Dummy,Dummy
4,France,5752872,,110702.0,,5546870,,95300,1740.0,87947.0,1692.0,90215804.0,1379180.0,"65,412,649 ",Europe,11,591,1,,,"1,457",Dummy,Dummy
5,Turkey,5359728,,49071.0,,5224224,,86433,856.0,62899.0,576.0,58123990.0,682115.0,"85,211,443 ",Asia,16,"1,736",1,,,"1,014",Dummy,Dummy
6,Russia,5281309,,128445.0,,4850659,,302205,2300.0,36175.0,880.0,144400000.0,989077.0,"145,994,767 ",Europe,28,"1,137",1,,,"2,070",Dummy,Dummy
7,UK,4610893,,127956.0,,4297757,,185180,210.0,67579.0,1875.0,200024844.0,2931656.0,"68,229,291 ",Europe,15,533,0,,,"2,714",Dummy,Dummy
8,Italy,4250902,,127225.0,,4031605,,92072,416.0,70407.0,2107.0,69515711.0,1151378.0,"60,376,110 ",Europe,14,475,1,,,"1,525",Dummy,Dummy
9,Argentina,4242763,,88247.0,,3844329,,310187,7467.0,93054.0,1935.0,15714020.0,344646.0,"45,594,605 ",South America,11,517,3,,,"6,803",Dummy,Dummy
10,Colombia,3888614,,98746.0,,3616680,,173188,8155.0,75648.0,1921.0,18671429.0,363227.0,"51,404,240 ",South America,13,521,3,,,"3,369",Dummy,Dummy
11,Spain,3757442,,80652.0,,3544205,,132585,793.0,80335.0,1724.0,51240666.0,1095536.0,"46,772,231 ",Europe,12,580,1,,,"2,835",Dummy,Dummy
12,Germany,3728559,,90877.0,,3601200,"+3,100",36482,1210.0,44365.0,1081.0,63091197.0,750711.0,"84,041,960 ",Europe,23,925,1,,,434,Dummy,Dummy
13,Iran,3080526,,82746.0,,2722612,,275168,3316.0,36230.0,973.0,22194745.0,261035.0,"85,025,798 ",Asia,28,"1,028",4,,,"3,236",Dummy,Dummy
14,Poland,2878466,,74782.0,,2649879,,153805,245.0,76136.0,1978.0,16872894.0,446294.0,"37,806,650 ",Europe,13,506,2,,,"4,068",Dummy,Dummy
15,Mexico,2471741,4098.0,230959.0,167.0,1966702,"+2,402",274080,4798.0,18979.0,1773.0,7308357.0,56117.0,"130,234,992 ",North America,53,564,18,31,1,"2,105",Dummy,Dummy
16,Ukraine,2228192,,51952.0,,2147972,,28268,177.0,51246.0,1195.0,10603856.0,243878.0,"43,480,204 ",Europe,20,837,4,,,650,Dummy,Dummy
17,Peru,2023179,,189933.0,,0,N/A,0,2529.0,60551.0,5684.0,13673551.0,409229.0,"33,412,978 ",South America,17,176,2,,,"3,369",Dummy,Dummy
18,Indonesia,1963266,,54043.0,,1779127,,130096,,7105.0,196.0,18459028.0,66807.0,"276,304,056 ",Asia,141,"5,113",15,,,471,Dummy,Dummy
19,South Africa,1796589,,58441.0,,1632182,,105966,546.0,29930.0,974.0,12383955.0,206306.0,"60,027,129 ",Africa,33,"1,027",5,,,"1,765",Dummy,Dummy
20,Netherlands,1677596,,17723.0,,1593145,,66728,218.0,97697.0,1032.0,14444249.0,841181.0,"17,171,395 ",Europe,10,969,1,,,"3,886",Dummy,Dummy
21,Czechia,1665818,,30275.0,,1631624,,3919,14.0,155276.0,2822.0,27635546.0,2575991.0,"10,728,121 ",Europe,6,354,0,,,365,Dummy,Dummy
22,Chile,1505001,,31259.0,,1431515,,42227,3286.0,78084.0,1622.0,16284160.0,844876.0,"19,274,028 ",South America,13,617,1,,,"2,191",Dummy,Dummy
23,Canada,1407269,,26023.0,,1368449,,12797,567.0,36975.0,684.0,36052705.0,947249.0,"38,060,421 ",North America,27,"1,463",1,,,336,Dummy,Dummy
24,Philippines,1346276,,23385.0,,1261115,,61776,2029.0,12131.0,211.0,14339573.0,129206.0,"110,982,096 ",Asia,82,"4,746",8,,,557,Dummy,Dummy
25,Iraq,1279697,,16834.0,,1192285,,70578,496.0,31146.0,410.0,11199518.0,272579.0,"41,087,198 ",Asia,32,"2,441",4,,,"1,718",Dummy,Dummy
26,Sweden,1084636,,14537.0,,1040578,,29521,79.0,106757.0,1431.0,10423085.0,1025907.0,"10,159,870 ",Europe,9,699,1,,,"2,906",Dummy,Dummy
27,Romania,1080140,,32212.0,,1044919,,3009,181.0,56511.0,1685.0,9524657.0,498312.0,"19,113,828 ",Europe,18,593,2,,,157,Dummy,Dummy
28,Belgium,1078251,,25117.0,,1007785,,45349,247.0,92648.0,2158.0,14687400.0,1262001.0,"11,638,188 ",Europe,11,463,1,,,"3,897",Dummy,Dummy
29,Pakistan,947218,991.0,21940.0,27.0,889787,"+1,282",35491,2296.0,4210.0,98.0,14072605.0,62543.0,"225,005,153 ",Asia,238,"10,255",16,4,0.1,158,Dummy,Dummy
30,Portugal,862926,,17061.0,,818440,,27425,94.0,84867.0,1678.0,12598069.0,1238987.0,"10,168,036 ",Europe,12,596,1,,,"2,697",Dummy,Dummy
31,Bangladesh,844970,,13399.0,,778421,,53150,1176.0,5082.0,81.0,6288539.0,37822.0,"166,266,925 ",Asia,197,"12,409",26,,,320,Dummy,Dummy
32,Israel,839769,,6428.0,,833061,,280,25.0,90046.0,689.0,14758111.0,1582470.0,"9,326,000 ",Asia,11,"1,451",1,,,30,Dummy,Dummy
33,Hungary,807428,,29950.0,,734627,,42851,43.0,83787.0,3108.0,6033519.0,626098.0,"9,636,696 ",Europe,12,322,2,,,"4,447",Dummy,Dummy
34,Japan,780898,,14320.0,,742848,,23730,775.0,6193.0,114.0,15698345.0,124488.0,"126,103,046 ",Asia,161,"8,806",8,,,188,Dummy,Dummy
35,Jordan,745667,,9647.0,,729368,,6652,540.0,72391.0,937.0,7642608.0,741963.0,"10,300,523 ",Asia,14,"1,068",1,,,646,Dummy,Dummy
36,Serbia,715604,,6990.0,,705239,,3375,19.0,82221.0,803.0,4321518.0,496531.0,"8,703,421 ",Europe,12,"1,245",2,,,388,Dummy,Dummy
37,Switzerland,701627,,10869.0,,674103,,16655,65.0,80503.0,1247.0,8084820.0,927635.0,"8,715,517 ",Europe,12,802,1,,,"1,911",Dummy,Dummy
38,Malaysia,685204,,4276.0,,615326,,65602,894.0,20913.0,131.0,13687898.0,417767.0,"32,764,397 ",Asia,48,"7,662",2,,,"2,002",Dummy,Dummy
39,Austria,649309,,10677.0,,635544,,3088,86.0,71700.0,1179.0,50183597.0,5541560.0,"9,055,861 ",Europe,14,848,0,,,341,Dummy,Dummy
40,Nepal,617947,,8641.0,,549682,,59624,,20849.0,292.0,3255579.0,109839.0,"29,639,532 ",Asia,48,"3,430",9,,,"2,012",Dummy,Dummy
41,UAE,608070,,1747.0,,587160,,19163,,60775.0,175.0,54512557.0,5448406.0,"10,005,230 ",Asia,16,"5,727",0,,,"1,915",Dummy,Dummy
42,Lebanon,543267,,7815.0,,529228,,6224,77.0,79940.0,1150.0,4599186.0,676753.0,"6,795,958 ",Asia,13,870,1,,,916,Dummy,Dummy
43,Morocco,525924,,9233.0,,512937,,3754,101.0,14088.0,247.0,6690836.0,179230.0,"37,330,983 ",Africa,71,"4,043",6,,,101,Dummy,Dummy
44,Saudi Arabia,471959,,7650.0,,453259,,11050,1496.0,13357.0,217.0,20799293.0,588642.0,"35,334,344 ",Asia,75,"4,619",2,,,313,Dummy,Dummy
45,Ecuador,444395,,21234.0,,407512,,15649,469.0,24826.0,1186.0,1490507.0,83267.0,"17,900,266 ",South America,40,843,12,,,874,Dummy,Dummy
46,Bulgaria,420964,,17987.0,,392772,,10205,208.0,61027.0,2608.0,3054028.0,442744.0,"6,897,952 ",Europe,16,383,2,,,"1,479",Dummy,Dummy
47,Bolivia,419313,2118.0,16009.0,85.0,335285,"+2,623",68019,200.0,35457.0,1354.0,1704820.0,144159.0,"11,825,961 ",South America,28,739,7,179,7,"5,752",Dummy,Dummy
