#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,38509734,1794.0,864683.0,148.0,30275098,"+5,630",7369953,17255.0,,,,,,North America,"
",,,,,
,Asia,40970792,17568.0,536171.0,266.0,35192904,"+23,539",5241717,33637.0,,,,,,Asia,"
",,,,,
,South America,25178210,1423.0,681871.0,14.0,22803916,"+1,277",1692423,27861.0,,,,,,South America,"
",,,,,
,Europe,44856178,1334.0,1020387.0,31.0,39865236,"+20,398",3970555,29118.0,,,,,,Europe,"
",,,,,
,Africa,4618499,,122873.0,,4147869,,347757,3561.0,,,,,,Africa,"
",,,,,
,Oceania,63221,10.0,1202.0,,59728,2,2291,5.0,,,,,,Australia/Oceania,"
",,,,,
,World,154197355,22129.0,3227202.0,459.0,132345457,"+50,846",18624696,111437.0,19782.0,414.0,,,,All,"
",,,,,
1,USA,33230561,,591514.0,,25909393,,6729654,9427.0,99903.0,1778.0,450287188.0,1353729.0,"332,627,330 ",North America,10,562,1,,,"20,232"
2,India,20282833,7290.0,222408.0,25.0,16613292,"+12,589",3447133,8944.0,14578.0,160.0,293310779.0,210811.0,"1,391,345,879 ",Asia,69,"6,256",5,5,0.02,"2,478"
3,Brazil,14791434,,408829.0,,13336476,,1046129,8318.0,69176.0,1912.0,46439030.0,217184.0,"213,823,632 ",South America,14,523,5,,,"4,892"
4,France,5656007,,105130.0,,4656418,,894459,5630.0,86490.0,1608.0,77161949.0,1179945.0,"65,394,549 ",Europe,12,622,1,,,"13,678"
5,Turkey,4900121,,41191.0,,4515819,,343111,3438.0,57582.0,484.0,47987986.0,563918.0,"85,097,446 ",Asia,17,"2,066",2,,,"4,032"
6,Russia,4831744,,111198.0,,4450289,,270257,2300.0,33097.0,762.0,130000000.0,890491.0,"145,986,929 ",Europe,30,"1,313",1,,,"1,851"
7,UK,4421850,,127539.0,,4231750,,62561,185.0,64851.0,1870.0,156302824.0,2292349.0,"68,184,563 ",Europe,15,535,0,,,918
8,Italy,4050708,,121433.0,,3505717,,423558,2490.0,67079.0,2011.0,59236655.0,980947.0,"60,387,240 ",Europe,15,497,1,,,"7,014"
9,Spain,3540430,,78293.0,,3222697,,239440,2323.0,75699.0,1674.0,47213067.0,1009474.0,"46,769,962 ",Europe,13,597,1,,,"5,120"
10,Germany,3435877,,84020.0,,3061500,"+20,800",290357,5049.0,40899.0,1000.0,55490413.0,660534.0,"84,008,377 ",Europe,24,"1,000",2,,,"3,456"
11,Argentina,3021179,,64792.0,,2698072,,258315,5426.0,66338.0,1423.0,11329752.0,248773.0,"45,542,532 ",South America,15,703,4,,,"5,672"
12,Colombia,2905254,,75164.0,,2721317,,108773,6006.0,56593.0,1464.0,14999981.0,292192.0,"51,336,116 ",South America,18,683,3,,,"2,119"
13,Poland,2805756,,68105.0,,2529844,,207807,2593.0,74203.0,1801.0,14459033.0,382394.0,"37,811,840 ",Europe,13,555,3,,,"5,496"
14,Iran,2555587,,72875.0,,2004949,,477763,5461.0,30104.0,858.0,16240345.0,191309.0,"84,890,684 ",Asia,33,"1,165",5,,,"5,628"
15,Mexico,2349900,1027.0,217345.0,112.0,1872375,"+5,184",260180,4798.0,18067.0,1671.0,6659184.0,51199.0,"130,064,845 ",North America,55,598,20,8,0.9,"2,000"
16,Ukraine,2085938,,44750.0,,1681815,,359373,177.0,47938.0,1028.0,9487141.0,218030.0,"43,513,052 ",Europe,21,972,5,,,"8,259"
17,Peru,1814127,,62375.0,,1688091,,63661,2654.0,54388.0,1870.0,11293108.0,338571.0,"33,355,236 ",South America,18,535,3,,,"1,909"
18,Indonesia,1682004,,45949.0,,1535491,,100564,,6096.0,167.0,14791816.0,53605.0,"275,940,759 ",Asia,164,"6,005",19,,,364
19,Czechia,1634619,,29365.0,,1562295,,42959,458.0,152403.0,2738.0,18530196.0,1727655.0,"10,725,632 ",Europe,7,365,1,,,"4,005"
20,South Africa,1584961,,54452.0,,1508558,,21951,546.0,26445.0,909.0,10715773.0,178795.0,"59,933,154 ",Africa,38,"1,101",6,,,366
21,Netherlands,1516802,,17189.0,,1278135,,221478,818.0,88358.0,1001.0,12762141.0,743427.0,"17,166,644 ",Europe,11,999,1,,,"12,902"
22,Canada,1243257,,24342.0,,1135356,,83559,1456.0,32701.0,640.0,31897888.0,839001.0,"38,018,875 ",North America,31,"1,562",1,,,"2,198"
23,Chile,1215815,,26659.0,,1149795,,39361,3303.0,63148.0,1385.0,13243447.0,687849.0,"19,253,428 ",South America,16,722,1,,,"2,044"
24,Iraq,1079998,,15566.0,,964551,,99881,555.0,26358.0,380.0,9445914.0,230537.0,"40,973,483 ",Asia,38,"2,632",4,,,"2,438"
25,Philippines,1062225,,17525.0,,975234,,69466,750.0,9587.0,158.0,11951899.0,107870.0,"110,798,769 ",Asia,104,"6,322",9,,,627
26,Romania,1058337,,28380.0,,997749,,32208,1214.0,55324.0,1484.0,8291517.0,433433.0,"19,129,869 ",Europe,18,674,2,,,"1,684"
27,Belgium,996896,1334.0,24322.0,31.0,868294,,104280,825.0,85704.0,2091.0,12642980.0,1086926.0,"11,631,863 ",Europe,12,478,1,115,3,"8,965"
