#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,38441002,2027.0,863923.0,83.0,30169231,376,7407848,17240.0,,,,,,North America,"
",,,,,
,Asia,40510107,17538.0,531093.0,150.0,34761003,"+22,700",5218011,33766.0,,,,,,Asia,"
",,,,,
,South America,25098283,,679238.0,,22687904,,1731141,27796.0,,,,,,South America,"
",,,,,
,Europe,44780108,4886.0,1018490.0,187.0,39720689,"+38,451",4040929,29259.0,,,,,,Europe,"
",,,,,
,Africa,4611244,,122616.0,,4139345,,349283,3612.0,,,,,,Africa,"
",,,,,
,Oceania,63143,16.0,1202.0,,59498,3,2443,5.0,,,,,,Australia/Oceania,"
",,,,,
,World,153504608,24467.0,3216577.0,420.0,131538376,"+61,530",18749655,111678.0,19693.0,412.7,,,,All,"
",,,,,
1,USA,33180441,,591062.0,,25823800,,6765579,9466.0,99754.0,1777.0,448984680.0,1349834.0,"332,622,037 ",North America,10,563,1,,,"20,340"
2,India,19925604,5889.0,218959.0,14.0,16293003,"+11,265",3413642,8944.0,14321.0,157.0,291647037.0,209621.0,"1,391,308,838 ",Asia,70,"6,354",5,4,0.01,"2,454"
3,Brazil,14754910,,407775.0,,13278718,,1068417,8318.0,69006.0,1907.0,43818216.0,204931.0,"213,819,510 ",South America,14,524,5,,,"4,997"
4,France,5652247,,104819.0,,4636940,,910488,5585.0,86434.0,1603.0,76694164.0,1172798.0,"65,394,155 ",Europe,12,624,1,,,"13,923"
5,Turkey,4875388,,40844.0,,4480381,,354163,3532.0,57293.0,480.0,47744338.0,561071.0,"85,094,968 ",Asia,17,"2,083",2,,,"4,162"
6,Russia,4823255,,110862.0,,4443922,,268471,2300.0,33039.0,759.0,129800000.0,889122.0,"145,986,759 ",Europe,30,"1,317",1,,,"1,839"
7,UK,4420201,,127538.0,,4221582,,71081,185.0,64828.0,1871.0,156302824.0,2292382.0,"68,183,590 ",Europe,15,535,0,,,"1,042"
8,Italy,4044762,,121177.0,,3492679,,430906,2524.0,66980.0,2007.0,59114826.0,978925.0,"60,387,482 ",Europe,15,498,1,,,"7,136"
9,Spain,3524077,,78216.0,,3206273,,239588,2308.0,75349.0,1672.0,46199597.0,987806.0,"46,769,913 ",Europe,13,598,1,,,"5,123"
10,Germany,3425598,,83826.0,,3040700,"+16,100",301072,5049.0,40777.0,998.0,55490413.0,660540.0,"84,007,647 ",Europe,25,"1,002",2,,,"3,584"
11,Argentina,3005259,,64252.0,,2676197,,264810,5371.0,65990.0,1411.0,11245454.0,246928.0,"45,541,400 ",South America,15,709,4,,,"5,815"
12,Colombia,2893655,,74700.0,,2700594,,118361,6006.0,56368.0,1455.0,14944628.0,291122.0,"51,334,635 ",South America,18,687,3,,,"2,306"
13,Poland,2803233,,68068.0,,2520968,,214197,2652.0,74136.0,1800.0,14428003.0,381573.0,"37,811,953 ",Europe,13,556,3,,,"5,665"
14,Iran,2534855,,72484.0,,1988165,,474206,5443.0,29861.0,854.0,16101399.0,189679.0,"84,887,747 ",Asia,33,"1,171",5,,,"5,586"
15,Mexico,2348873,1093.0,217233.0,65.0,1867191,,264449,4798.0,18060.0,1670.0,6654713.0,51166.0,"130,061,146 ",North America,55,599,20,8,0.5,"2,033"
16,Ukraine,2085938,2758.0,44750.0,154.0,1681815,"+5,550",359373,177.0,47937.0,1028.0,9477843.0,217813.0,"43,513,767 ",Europe,21,972,5,63,4,"8,259"
17,Peru,1810998,,62126.0,,1688091,,60781,2654.0,54296.0,1863.0,11269734.0,337883.0,"33,353,981 ",South America,18,537,3,,,"1,822"
18,Indonesia,1677274,,45796.0,,1530718,,100760,,6079.0,166.0,14703659.0,53287.0,"275,932,862 ",Asia,165,"6,025",19,,,365
19,Czechia,1634114,,29343.0,,1555215,,49556,497.0,152357.0,2736.0,18422238.0,1717599.0,"10,725,578 ",Europe,7,366,1,,,"4,620"
20,South Africa,1584064,,54417.0,,1507778,,21869,546.0,26431.0,908.0,10699021.0,178522.0,"59,931,112 ",Africa,38,"1,101",6,,,365
21,Netherlands,1507615,,17172.0,,1270524,,219919,810.0,87823.0,1000.0,12274847.0,715045.0,"17,166,540 ",Europe,11,"1,000",1,,,"12,811"
22,Canada,1234181,,24300.0,,1126138,,83743,1422.0,32463.0,639.0,31756698.0,835308.0,"38,017,972 ",North America,31,"1,565",1,,,"2,203"
23,Chile,1210920,,26561.0,,1143565,,40794,3318.0,62895.0,1380.0,13182710.0,684710.0,"19,252,980 ",South America,16,725,1,,,"2,119"
24,Iraq,1074930,,15536.0,,957200,,102194,578.0,26236.0,379.0,9408134.0,229629.0,"40,971,011 ",Asia,38,"2,637",4,,,"2,494"
25,Romania,1057655,,28282.0,,995506,,33867,1253.0,55287.0,1478.0,8285525.0,433112.0,"19,130,218 ",Europe,18,676,2,,,"1,770"
26,Philippines,1054983,,17431.0,,966080,,71472,750.0,9522.0,157.0,11901873.0,107423.0,"110,794,784 ",Asia,105,"6,356",9,,,645
27,Belgium,995562,2128.0,24291.0,33.0,868327,"+10,104",102944,824.0,85590.0,2088.0,12622262.0,1085158.0,"11,631,725 ",Europe,12,479,1,183,3,"8,850"
28,Sweden,973604,,14048.0,,812942,"+6,847",146614,392.0,95905.0,1384.0,8482276.0,835544.0,"10,151,798 ",Europe,10,723,1,,,"14,442"
29,Israel,838554,,6366.0,,830878,,1310,100.0,91171.0,692.0,14209340.0,1544898.0,"9,197,590 ",Asia,11,"1,445",1,,,142
30,Portugal,837277,,16977.0,,796721,,23579,85.0,82313.0,1669.0,10515374.0,1033773.0,"10,171,837 ",Europe,12,599,1,,,"2,318"
31,Pakistan,834146,4213.0,18149.0,79.0,728044,"+5,842",87953,5377.0,3716.0,81.0,11928095.0,53143.0,"224,453,453 ",Asia,269,"12,367",19,19,0.4,392
32,Hungary,782892,,27802.0,,523510,,231580,587.0,81214.0,2884.0,5415983.0,561834.0,"9,639,833 ",Europe,12,347,2,,,"24,023"
33,Bangladesh,761943,,11579.0,,687328,,63036,1069.0,4588.0,70.0,5498979.0,33115.0,"166,056,388 ",Asia,218,"14,341",30,,,380
34,Jordan,712901,,8897.0,,688519,,15485,729.0,69298.0,865.0,6727600.0,653957.0,"10,287,526 ",Asia,14,"1,156",2,,,"1,505"
35,Serbia,691920,,6409.0,,642359,,43152,153.0,79459.0,736.0,3853869.0,442571.0,"8,707,919 ",Europe,13,"1,359",2,,,"4,955"
36,Switzerland,659974,,10634.0,,590565,,58775,238.0,75795.0,1221.0,6911371.0,793735.0,"8,707,402 ",Europe,13,819,1,,,"6,750"
37,Austria,622110,,10245.0,,589534,,22331,476.0,68747.0,1132.0,32383974.0,3578627.0,"9,049,274 ",Europe,15,883,0,,,"2,468"
38,Japan,597225,,10296.0,,527233,,59696,1050.0,4734.0,82.0,11968449.0,94873.0,"126,152,546 ",Asia,211,"12,253",11,,,473
39,Lebanon,528208,,7324.0,,464660,,56224,560.0,77679.0,1077.0,4011613.0,589955.0,"6,799,864 ",Asia,13,928,2,,,"8,268"
40,UAE,523795,,1593.0,,504251,,17951,,52433.0,159.0,44517421.0,4456249.0,"9,989,887 ",Asia,19,"6,271",0,,,"1,797"
41,Morocco,511856,,9028.0,,498415,,4413,198.0,13732.0,242.0,6278157.0,168429.0,"37,274,817 ",Africa,73,"4,129",6,,,118
42,Saudi Arabia,419348,,6979.0,,402664,,9705,1351.0,11891.0,198.0,17031714.0,482968.0,"35,264,673 ",Asia,84,"5,053",2,,,275
43,Malaysia,415012,,1533.0,,383140,,30339,345.0,12687.0,47.0,9540805.0,291668.0,"32,711,147 ",Asia,79,"21,338",3,,,927
44,Bulgaria,405194,,16492.0,,340442,,48260,662.0,58684.0,2389.0,2528642.0,366224.0,"6,904,630 ",Europe,17,419,3,,,"6,990"
45,Ecuador,387299,,18740.0,,329582,,38977,617.0,21678.0,1049.0,1294163.0,72438.0,"17,865,843 ",South America,46,953,14,,,"2,182"
46,Slovakia,383098,,11766.0,,364208,,7124,310.0,70141.0,2154.0,2664217.0,487786.0,"5,461,852 ",Europe,14,464,2,,,"1,304"
47,Panama,365104,,6238.0,,354974,,3892,105.0,83524.0,1427.0,2408437.0,550974.0,"4,371,239 ",North America,12,701,2,,,890
48,Belarus,361063,,2562.0,,351816,,6685,,38221.0,271.0,5887035.0,623183.0,"9,446,725 ",Europe,26,"3,687",2,,,708
