#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40510430,6330.0,916407.0,189.0,33947287,"+2,693",5646736,10964.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,55291456,12923.0,782662.0,116.0,52680979,"+15,716",1827815,26388.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,32499687,1653.0,992930.0,55.0,29383542,"+1,715",2123215,30971.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,47749977,450.0,1098630.0,17.0,45249297,"+2,175",1402050,7598.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5433622,,141064.0,,4758115,,534443,4739.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,73251,39.0,1274.0,,68598,,3379,10.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,181559144,21395.0,3932982.0,377.0,166088524,"+22,299",11537638,80670.0,23292.0,504.6,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34490134,,619343.0,,28912906,,4957885,3833.0,103601.0,1860.0,503457674.0,1512279.0,"332,913,170 ",North America,10,538,1,,,"14,892",Dummy,Dummy
2,India,30233183,863.0,395780.0,,29251029,"+7,694",586374,8944.0,21698.0,284.0,404265101.0,290140.0,"1,393,346,055 ",Asia,46,"3,521",3,0.6,,421,Dummy,Dummy
3,Brazil,18386894,,512819.0,,16582053,,1292022,8318.0,85902.0,2396.0,53196856.0,248530.0,"214,046,220 ",South America,12,417,4,,,"6,036",Dummy,Dummy
4,France,5768443,,110951.0,,5601802,,55690,1349.0,88181.0,1696.0,92238273.0,1410031.0,"65,415,797 ",Europe,11,590,1,,,851,Dummy,Dummy
5,Russia,5430753,,132683.0,,4943986,,354084,2300.0,37198.0,909.0,147900000.0,1013041.0,"145,996,130 ",Europe,27,"1,100",1,,,"2,425",Dummy,Dummy
6,Turkey,5404144,,49524.0,,5269294,,85326,733.0,63406.0,581.0,59890147.0,702678.0,"85,231,269 ",Asia,16,"1,721",1,,,"1,001",Dummy,Dummy
7,UK,4717811,,128089.0,,4314125,,275597,259.0,69139.0,1877.0,207164164.0,3035948.0,"68,237,070 ",Europe,14,533,0,,,"4,039",Dummy,Dummy
8,Argentina,4393142,,92317.0,,4010346,,290479,6998.0,96333.0,2024.0,16367985.0,358918.0,"45,603,661 ",South America,10,494,3,,,"6,370",Dummy,Dummy
9,Italy,4257289,,127458.0,,4072099,,57732,298.0,70515.0,2111.0,70994111.0,1175902.0,"60,374,174 ",Europe,14,474,1,,,956,Dummy,Dummy
10,Colombia,4126340,,104014.0,,3829487,,192839,8155.0,80254.0,2023.0,19519944.0,379647.0,"51,416,087 ",South America,12,494,3,,,"3,751",Dummy,Dummy
11,Spain,3782463,,80779.0,,3575883,,125801,641.0,80869.0,1727.0,51240666.0,1095527.0,"46,772,625 ",Europe,12,579,1,,,"2,690",Dummy,Dummy
12,Germany,3733749,,91286.0,,3619400,"+1,000",23063,889.0,44424.0,1086.0,63091197.0,750659.0,"84,047,800 ",Europe,23,921,1,,,274,Dummy,Dummy
13,Iran,3157983,,83711.0,,2822704,,251568,3195.0,37131.0,984.0,22945493.0,269791.0,"85,049,296 ",Asia,27,"1,016",4,,,"2,958",Dummy,Dummy
14,Poland,2879569,,74974.0,,2651360,,153235,171.0,76167.0,1983.0,17249401.0,456264.0,"37,805,748 ",Europe,13,504,2,,,"4,053",Dummy,Dummy
15,Mexico,2503408,5051.0,232521.0,175.0,1988096,"+2,637",282791,4798.0,19218.0,1785.0,7446966.0,57168.0,"130,264,582 ",North America,52,560,17,39,1,"2,171",Dummy,Dummy
16,Ukraine,2233996,450.0,52286.0,17.0,2163069,"+1,097",18641,177.0,51386.0,1203.0,10794794.0,248302.0,"43,474,491 ",Europe,19,831,4,10,0.4,429,Dummy,Dummy
17,Indonesia,2093962,,56729.0,,1842457,,0,,7577.0,205.0,19440301.0,70342.0,"276,367,238 ",Asia,132,"4,872",14,,,705,Dummy,Dummy
18,Peru,2046057,,191584.0,,0,N/A,0,2441.0,61217.0,5732.0,14042806.0,420154.0,"33,423,020 ",South America,16,174,2,,,"4,003",Dummy,Dummy
19,South Africa,1913861,,59778.0,,1702070,,152013,546.0,31875.0,996.0,12912828.0,215058.0,"60,043,472 ",Africa,31,"1,004",5,,,"2,532",Dummy,Dummy
20,Netherlands,1682773,,17740.0,,1619726,,45307,157.0,97994.0,1033.0,14596733.0,850020.0,"17,172,221 ",Europe,10,968,1,,,"2,638",Dummy,Dummy
21,Czechia,1666821,,30296.0,,1634734,,1791,13.0,155363.0,2824.0,28784959.0,2683023.0,"10,728,554 ",Europe,6,354,0,,,167,Dummy,Dummy
22,Chile,1542642,,32163.0,,1478841,,31638,3091.0,80022.0,1668.0,16767781.0,869806.0,"19,277,611 ",South America,12,599,1,,,"1,641",Dummy,Dummy
23,Canada,1412768,,26214.0,,1377730,,8824,512.0,37112.0,689.0,36527044.0,959530.0,"38,067,646 ",North America,27,"1,452",1,,,232,Dummy,Dummy
24,Philippines,1391911,,24244.0,,1314220,,53447,1957.0,12538.0,218.0,14745954.0,132830.0,"111,013,979 ",Asia,80,"4,579",8,,,481,Dummy,Dummy
25,Iraq,1321232,,17061.0,,1226959,,77212,560.0,32141.0,415.0,11541261.0,280762.0,"41,106,974 ",Asia,31,"2,409",4,,,"1,878",Dummy,Dummy
26,Sweden,1088896,,14584.0,,1053976,90,20336,64.0,107162.0,1435.0,10574760.0,1040695.0,"10,161,244 ",Europe,9,697,1,,,"2,001",Dummy,Dummy
27,Belgium,1082476,,25160.0,,1025525,,31791,175.0,93002.0,2162.0,15022137.0,1290641.0,"11,639,288 ",Europe,11,463,1,,,"2,731",Dummy,Dummy
28,Romania,1080584,,33177.0,,1045351,,2056,97.0,56542.0,1736.0,9721376.0,508679.0,"19,111,039 ",Europe,18,576,2,,,108,Dummy,Dummy
29,Pakistan,954743,901.0,22211.0,23.0,900291,"+1,347",32241,1941.0,4241.0,99.0,14416394.0,64045.0,"225,099,059 ",Asia,236,"10,135",16,4,0.1,143,Dummy,Dummy
30,Bangladesh,883138,,14053.0,,800854,,68231,1165.0,5310.0,85.0,6482381.0,38979.0,"166,302,761 ",Asia,188,"11,834",26,,,410,Dummy,Dummy
31,Portugal,873051,,17083.0,,825209,,30759,113.0,85868.0,1680.0,12926064.0,1271326.0,"10,167,389 ",Europe,12,595,1,,,"3,025",Dummy,Dummy
32,Israel,840823,,6429.0,,833237,,1157,26.0,90159.0,689.0,14891479.0,1596770.0,"9,326,000  ",Asia,11,"1,451",1,,,124,Dummy,Dummy
33,Hungary,807910,,29980.0,,737233,,40697,22.0,83841.0,3111.0,6094415.0,632453.0,"9,636,162 ",Europe,12,321,2,,,"4,223",Dummy,Dummy
34,Japan,792832,,14626.0,,760243,,17963,577.0,6288.0,116.0,16174842.0,128275.0,"126,094,620 ",Asia,159,"8,621",8,,,142,Dummy,Dummy
35,Jordan,749319,,9718.0,,733113,,6488,470.0,72730.0,943.0,7789302.0,756042.0,"10,302,735 ",Asia,14,"1,060",1,,,630,Dummy,Dummy
36,Malaysia,728462,,4884.0,,662932,,60646,866.0,22227.0,149.0,14277789.0,435651.0,"32,773,461 ",Asia,45,"6,710",2,,,"1,850",Dummy,Dummy
37,Serbia,716238,,7029.0,,706816,,2393,11.0,82301.0,808.0,4384783.0,503844.0,"8,702,656 ",Europe,12,"1,238",2,,,275,Dummy,Dummy
38,Switzerland,702507,,10882.0,,680251,,11374,60.0,80591.0,1248.0,8221551.0,943174.0,"8,716,899 ",Europe,12,801,1,,,"1,305",Dummy,Dummy
39,Austria,650192,,10699.0,,637238,,2255,72.0,71789.0,1181.0,53713546.0,5930623.0,"9,056,982 ",Europe,14,847,0,,,249,Dummy,Dummy
40,Nepal,632326,,8975.0,,581327,,42024,,21326.0,303.0,3317039.0,111869.0,"29,651,001 ",Asia,47,"3,304",9,,,"1,417",Dummy,Dummy
41,UAE,624814,,1792.0,,603541,,19481,,62432.0,179.0,56653430.0,5660904.0,"10,007,841 ",Asia,16,"5,585",0,,,"1,947",Dummy,Dummy
