#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,38338432,5088.0,862349.0,480.0,30031365,"+3,174",7444718,17370.0,,,,,,North America,"
",,,,,
,Asia,39546487,31503.0,521153.0,396.0,33846490,"+36,846",5178844,32602.0,,,,,,Asia,"
",,,,,
,South America,24906496,1862.0,673045.0,24.0,22492995,"+1,284",1740456,27824.0,,,,,,South America,"
",,,,,
,Europe,44621426,36088.0,1015753.0,1467.0,39444018,"+69,975",4161655,29696.0,,,,,,Europe,"
",,,,,
,Africa,4597348,2.0,122103.0,,4122287,4,352958,3781.0,,,,,,Africa,"
",,,,,
,Oceania,62898,12.0,1194.0,,45145,,16559,5.0,,,,,,Australia/Oceania,"
",,,,,
,World,152073808,74555.0,3195612.0,2367.0,129983006,"+111,283",18895190,111278.0,19510.0,410.0,,,,All,"
",,,,,
1,USA,33103974,,590055.0,,25710142,,6803777,9625.0,99527.0,1774.0,446627197.0,1342790.0,"332,611,450 ",North America,10,564,1,,,"20,456"
2,India,19164969,7875.0,211853.0,18.0,15684406,"+11,403",3268710,8944.0,13776.0,152.0,288337385.0,207253.0,"1,391,234,758 ",Asia,73,"6,567",5,6,0.01,"2,350"
3,Brazil,14665962,,404287.0,,13194538,,1067137,8318.0,68593.0,1891.0,43818216.0,204939.0,"213,811,266 ",South America,15,529,5,,,"4,991"
4,France,5616689,,104514.0,,4539909,,972266,5675.0,85891.0,1598.0,75976229.0,1161834.0,"65,393,368 ",Europe,12,626,1,,,"14,868"
5,Turkey,4820591,,40131.0,,4323897,,456563,3534.0,56653.0,472.0,47261999.0,555435.0,"85,090,011 ",Asia,18,"2,120",2,,,"5,366"
6,Russia,4814558,9270.0,110520.0,392.0,4436583,"+8,637",267455,2300.0,32979.0,757.0,129500000.0,887069.0,"145,986,418 ",Europe,30,"1,321",1,63,3,"1,832"
7,UK,4416623,,127517.0,,4214791,,74315,196.0,64777.0,1870.0,156302824.0,2292447.0,"68,181,646 ",Europe,15,535,0,,,"1,090"
8,Italy,4022653,,120807.0,,3465676,,436170,2583.0,66613.0,2001.0,58579752.0,970057.0,"60,387,966 ",Europe,15,500,1,,,"7,223"
9,Spain,3524077,,78216.0,,3206273,,239588,2308.0,75349.0,1672.0,46199597.0,987808.0,"46,769,814 ",Europe,13,598,1,,,"5,123"
10,Germany,3392232,,83542.0,,3012100,"+16,900",296590,5049.0,40381.0,994.0,55490413.0,660552.0,"84,006,186 ",Europe,25,"1,006",2,,,"3,531"
11,Argentina,2977363,,63865.0,,2634306,,279192,5369.0,65380.0,1402.0,11148350.0,244808.0,"45,539,136 ",South America,15,713,4,,,"6,131"
12,Colombia,2859724,,73720.0,,2669308,,116696,6006.0,55711.0,1436.0,14802786.0,288375.0,"51,331,673 ",South America,18,696,3,,,"2,273"
13,Poland,2798617,6469.0,67924.0,423.0,2510858,"+14,048",219835,2723.0,74014.0,1796.0,14321250.0,378747.0,"37,812,179 ",Europe,14,557,3,171,11,"5,814"
14,Iran,2499077,,71758.0,,1954321,,472998,5398.0,29442.0,845.0,15830271.0,186498.0,"84,881,872 ",Asia,34,"1,183",5,,,"5,572"
15,Mexico,2344755,3821.0,216907.0,460.0,1864914,"+3,053",262934,4798.0,18029.0,1668.0,6632938.0,51002.0,"130,053,749 ",North America,55,600,20,29,4,"2,022"
16,Ukraine,2078086,8549.0,44436.0,351.0,1670481,"+14,956",363169,177.0,47755.0,1021.0,9456234.0,217309.0,"43,515,195 ",Europe,21,979,5,196,8,"8,346"
17,Peru,1799445,,61477.0,,1688091,,49877,2652.0,53954.0,1843.0,11169530.0,334904.0,"33,351,471 ",South America,19,543,3,,,"1,495"
18,Indonesia,1668368,,45521.0,,1522634,,100213,,6047.0,165.0,14640442.0,53061.0,"275,917,066 ",Asia,165,"6,061",19,,,363
19,Czechia,1632932,2161.0,29316.0,16.0,1555152,150,48464,527.0,152248.0,2733.0,18347631.0,1710660.0,"10,725,469 ",Europe,7,366,1,201,1,"4,519"
20,South Africa,1581210,,54350.0,,1505620,,21240,546.0,26386.0,907.0,10654870.0,177797.0,"59,927,026  ",Africa,38,"1,103",6,,,354
21,Netherlands,1496352,,17148.0,,1255468,,223736,811.0,87168.0,999.0,12274847.0,715053.0,"17,166,334 ",Europe,11,"1,001",1,,,"13,033"
22,Canada,1219425,,24219.0,,1111887,,83319,1422.0,32076.0,637.0,31479292.0,828050.0,"38,016,166 ",North America,31,"1,570",1,,,"2,192"
