#,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,1161598,North America,North America,,2686.0,163.0,,18026.0,,1713686,104299.0,447789.0,,
,852307,Europe,Europe,,,,,11376.0,,1797528,163619.0,781602.0,,
,274620,South America,South America,,175.0,5.0,,10478.0,,461372,24120.0,162632.0,,
,322244,Asia,Asia,,333.0,,,4585.0,,819268,25111.0,471913.0,,
,52351,Africa,Africa,,,1.0,,285.0,,90080,2850.0,34879.0,,
,604,Australia/Oceania,Oceania,,8.0,,,11.0,,8671,120.0,7947.0,,
,2663779,All,World,41.1,3202.0,169.0,,44765.0,,4891326,320134.0,1907413.0,,628.0
1,1101930,North America,USA,278.0,,,"330,774,664 ",16868.0,37188.0,1550294,91981.0,356383.0,12300744.0,4687.0
2,217747,Europe,Russia,19.0,,,"145,927,292 ",2300.0,48977.0,290678,2722.0,70209.0,7147014.0,1992.0
3,53521,Europe,Spain,593.0,,,"46,752,703 ",1152.0,64977.0,278188,27709.0,196958.0,3037840.0,5950.0
4,138056,South America,Brazil,79.0,,,"212,380,932 ",8318.0,3462.0,255368,16853.0,100459.0,735224.0,1202.0
5,0,Europe,UK,513.0,,,"67,844,241 ",1559.0,39542.0,246406,34796.0,0.0,2682716.0,3632.0
6,66553,Europe,Italy,529.0,,,"60,471,924 ",749.0,50294.0,225886,32007.0,127326.0,3041366.0,3735.0
7,89960,Europe,France,433.0,,,"65,256,826 ",1998.0,21218.0,179927,28239.0,61728.0,1384633.0,2757.0
8,14566,Europe,Germany,97.0,,,"83,752,855 ",1133.0,37584.0,177289,8123.0,154600.0,3147771.0,2117.0
9,34845,Asia,Turkey,50.0,,,"84,230,075 ",903.0,19591.0,150593,4171.0,111577.0,1650135.0,1788.0
10,19774,Asia,Iran,84.0,,,"83,862,642 ",2294.0,8367.0,122492,7057.0,95661.0,701640.0,1461.0
11,57939,Asia,India,2.0,,,"1,378,381,772 ",,1671.0,100328,3156.0,39233.0,2302792.0,73.0
12,61838,South America,Peru,85.0,,,"32,915,899 ",866.0,20085.0,94933,2789.0,30306.0,661132.0,2884.0
13,33002,North America,Canada,155.0,,,"37,702,769 ",502.0,35100.0,78072,5842.0,39228.0,1323371.0,2071.0
14,28277,Asia,Saudi Arabia,9.0,,,"34,747,330 ",237.0,17324.0,57345,320.0,28748.0,601954.0,1650.0
15,31822,Europe,Belgium,784.0,,,"11,583,739 ",342.0,60157.0,55559,9080.0,14657.0,696840.0,4796.0
16,10913,North America,Mexico,41.0,2414.0,155.0,"128,770,253 ",378.0,1376.0,51633,5332.0,35388.0,177133.0,401.0
17,25416,South America,Chile,25.0,,,"19,096,687 ",807.0,19952.0,46059,478.0,20165.0,381011.0,2412.0
18,0,Europe,Netherlands,332.0,,,"17,130,492 ",323.0,17358.0,44141,5694.0,0.0,297347.0,2577.0
19,29300,Asia,Pakistan,4.0,,,"220,356,788 ",111.0,1758.0,42125,903.0,11922.0,387335.0,191.0
20,29055,Asia,Qatar,5.0,,,"2,875,047 ",172.0,56241.0,33969,15.0,4899.0,161695.0,11815.0
21,27350,South America,Ecuador,159.0,,,"17,610,231 ",186.0,5482.0,33582,2799.0,3433.0,96536.0,1907.0
22,1111,Europe,Switzerland,218.0,,,"8,647,139 ",57.0,39985.0,30597,1886.0,27600.0,345760.0,3538.0
23,20271,Europe,Belarus,18.0,,,"9,449,678 ",92.0,38554.0,30572,171.0,10130.0,364319.0,3235.0
24,21708,Europe,Sweden,366.0,,,"10,091,856 ",287.0,17588.0,30377,3698.0,4971.0,177500.0,3010.0
25,21548,Europe,Portugal,121.0,,,"10,200,063 ",105.0,63970.0,29209,1231.0,6430.0,652497.0,2864.0
26,18486,Asia,Singapore,4.0,,,"5,844,888 ",12.0,42132.0,28343,22.0,9835.0,246254.0,4849.0
27,3183,Europe,Ireland,314.0,,,"4,931,150 ",54.0,52484.0,24200,1547.0,19470.0,258808.0,4908.0
28,14389,Asia,UAE,23.0,,,"9,875,965 ",1.0,162103.0,24190,224.0,9577.0,1600923.0,2449.0
29,18936,Asia,Bangladesh,2.0,,,"164,493,041 ",1.0,1125.0,23870,349.0,4585.0,185086.0,145.0
30,10321,Europe,Poland,25.0,,,"37,851,327 ",160.0,16804.0,18885,936.0,7628.0,636046.0,499.0
