#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40714915,7972.0,920592.0,177.0,34198019,"+3,729",5596304,10854.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,56298626,17530.0,799126.0,146.0,53631005,"+17,888",1868495,26618.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,33274949,1206.0,1015467.0,41.0,30248842,"+1,408",2010640,29209.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,48197704,351.0,1105644.0,10.0,45553722,"+2,186",1538338,6510.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5683862,,145325.0,,4923946,,614591,4577.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
, Oceania,76380,550.0,1289.0,3.0,69207,112,5884,29.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,184247157,27609.0,3987458.0,377.0,168625447,"+25,323",11634252,77797.0,23637.0,511.6,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34588176,,621255.0,,29087421,,4879500,3798.0,103884.0,1866.0,507601876.0,1524558.0,"332,950,223 ",North America,10,536,1,,,"14,655",Dummy,Dummy
2,India,30545433,948.0,402015.0,,29658078,"+7,909",485340,8944.0,21918.0,288.0,418254953.0,300124.0,"1,393,605,337 ",Asia,46,"3,467",3,0.7,,348,Dummy,Dummy
3,Brazil,18742025,,523699.0,,17033808,,1184518,8318.0,87549.0,2446.0,54003112.0,252262.0,"214,075,074 ",South America,11,409,4,,,"5,533",Dummy,Dummy
4,France,5783654,,111152.0,,5629513,,42989,1102.0,88410.0,1699.0,93999106.0,1436888.0,"65,418,552 ",Europe,11,589,1,,,657,Dummy,Dummy
5,Russia,5585799,,137262.0,,5053417,,395120,2300.0,38260.0,940.0,150700000.0,1032211.0,"145,997,323 ",Europe,26,"1,064",1,,,"2,706",Dummy,Dummy
6,Turkey,5440368,,49874.0,,5310769,,79725,702.0,63818.0,585.0,61455218.0,720894.0,"85,248,616 ",Asia,16,"1,709",1,,,935,Dummy,Dummy
7,UK,4879616,,128207.0,,4332181,,419228,300.0,71503.0,1879.0,214786845.0,3147342.0,"68,243,876 ",Europe,14,532,0,,,"6,143",Dummy,Dummy
8,Argentina,4526473,,95594.0,,4136824,,294055,5667.0,99240.0,2096.0,16983108.0,372342.0,"45,611,585 ",South America,10,477,3,,,"6,447",Dummy,Dummy
9,Colombia,4324230,,108314.0,,4021254,,194662,8155.0,84086.0,2106.0,20282143.0,394391.0,"51,426,454 ",South America,12,475,3,,,"3,785",Dummy,Dummy
10,Italy,4262511,,127637.0,,4089298,,45576,204.0,70604.0,2114.0,72199045.0,1195893.0,"60,372,481 ",Europe,14,473,1,,,755,Dummy,Dummy
11,Spain,3833868,,80911.0,,3606789,,146168,586.0,81968.0,1730.0,52691812.0,1126544.0,"46,772,970 ",Europe,12,578,1,,,"3,125",Dummy,Dummy
12,Germany,3738040,,91583.0,,3628400,600,18057,590.0,44472.0,1090.0,63813168.0,759202.0,"84,052,910 ",Europe,22,918,1,,,215,Dummy,Dummy
13,Iran,3241037,,84627.0,,2914830,,241580,3207.0,38099.0,995.0,23806452.0,279846.0,"85,069,857 ",Asia,26,"1,005",4,,,"2,840",Dummy,Dummy
14,Poland,2880215,,75083.0,,2652072,,153060,91.0,76186.0,1986.0,17534032.0,463802.0,"37,804,958 ",Europe,13,504,2,,,"4,049",Dummy,Dummy
15,Mexico,2537457,6228.0,233580.0,155.0,2010754,"+3,415",293123,4798.0,19475.0,1793.0,7573379.0,58127.0,"130,290,474 ",North America,51,558,17,48,1,"2,250",Dummy,Dummy
16,Indonesia,2256851,,60027.0,,1915147,,281677,,8164.0,217.0,20390106.0,73764.0,"276,422,523 ",Asia,122,"4,605",14,,,"1,019",Dummy,Dummy
17,Ukraine,2237553,351.0,52470.0,10.0,2171182,526,0,177.0,51474.0,1207.0,10915176.0,251100.0,"43,469,493 ",Europe,19,828,4,8,0.2,320,Dummy,Dummy
18,Peru,2063112,,193069.0,,0,N/A,0,2316.0,61711.0,5775.0,14331473.0,428678.0,"33,431,807 ",South America,16,173,2,,,"4,468",Dummy,Dummy
19,South Africa,2046311,,61507.0,,1792361,,192443,546.0,34072.0,1024.0,13395135.0,223037.0,"60,057,772 ",Africa,29,976,4,,,"3,204",Dummy,Dummy
20,Netherlands,1687891,,17756.0,,1639261,,30874,110.0,98288.0,1034.0,14730069.0,857749.0,"17,172,944 ",Europe,10,967,1,,,"1,798",Dummy,Dummy
21,Czechia,1667796,,30310.0,,1636004,,1482,8.0,155448.0,2825.0,30186998.0,2813607.0,"10,728,933 ",Europe,6,354,0,,,138,Dummy,Dummy
22,Chile,1566461,,32973.0,,1509297,,24191,2885.0,81245.0,1710.0,17155642.0,889781.0,"19,280,745 ",South America,12,585,1,,,"1,255",Dummy,Dummy
23,Philippines,1430419,,25063.0,,1351691,,53665,1881.0,12882.0,226.0,15126953.0,136227.0,"111,041,877 ",Asia,78,"4,431",7,,,483,Dummy,Dummy
24,Canada,1416661,,26348.0,,1384057,,6256,466.0,37208.0,692.0,36942317.0,970278.0,"38,073,968 ",North America,27,"1,445",1,,,164,Dummy,Dummy
25,Iraq,1365211,,17281.0,,1260297,,87633,639.0,33197.0,420.0,11850977.0,288175.0,"41,124,279 ",Asia,30,"2,380",3,,,"2,131",Dummy,Dummy
26,Sweden,1090880,,14592.0,,1063631,"+1,080",12657,37.0,107344.0,1436.0,10828578.0,1065548.0,"10,162,447 ",Europe,9,696,1,,,"1,245",Dummy,Dummy
27,Belgium,1086508,,25185.0,,1040178,,21145,126.0,93341.0,2164.0,15423491.0,1325014.0,"11,640,250 ",Europe,11,462,1,,,"1,817",Dummy,Dummy
28,Romania,1080918,,33925.0,,1045351,,1642,66.0,56567.0,1775.0,9880687.0,517081.0,"19,108,598 ",Europe,18,563,2,,,86,Dummy,Dummy
