#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,27951885,11774.0,587512.0,480.0,17110646.0,"+10,781",10253727,36048.0,,,,,,North America,"
",,
,Asia,22058810,7572.0,356744.0,98.0,20476969.0,"+12,061",1225097,25900.0,,,,,,Asia,"
",,
,South America,14652944,1503.0,388516.0,40.0,12933605.0,489,1330823,19042.0,,,,,,South America,"
",,
,Europe,27501858,7282.0,627049.0,169.0,14965200.0,"+25,087",11909609,29510.0,,,,,,Europe,"
",,
,Africa,3278299,,79011.0,,2688882.0,,510406,2635.0,,,,,,Africa,"
",,
,Oceania,49580,19.0,1071.0,,33780.0,5,14729,18.0,,,,,,Australia/Oceania,"
",,
,World,95494097,28150.0,2039918.0,787.0,68209788.0,"+48,423",25244391,113153.0,12251.0,261.7,,,,All,"
",,
1,USA,24482050,,407202.0,,14428351.0,,9646497,28733.0,73726.0,1226.0,285693539.0,860351.0,"332,066,237 ",North America,14,815,1
2,India,10572672,,152456.0,,10211342.0,645,208874,8944.0,7620.0,110.0,187093036.0,134850.0,"1,387,419,607 ",Asia,131,"9,100",7
3,Brazil,8488099,,209868.0,,7411654.0,,866577,8318.0,39778.0,984.0,28600000.0,134029.0,"213,386,700 ",South America,25,"1,017",7
4,Russia,3568209,,65566.0,,2960431.0,,542212,2300.0,24445.0,449.0,96600000.0,661785.0,"145,968,868 ",Europe,41,"2,226",2
5,UK,3395959,,89261.0,,1534736.0,,1771962,3789.0,49881.0,1311.0,63139169.0,927406.0,"68,081,494 ",Europe,20,763,1
6,France,2910989,,70283.0,,208071.0,,2632635,2740.0,44543.0,1075.0,39871355.0,610094.0,"65,352,839 ",Europe,22,930,2
7,Turkey,2387101,,23997.0,,2262864.0,,100240,2201.0,28138.0,283.0,27372081.0,322652.0,"84,834,756 ",Asia,36,"3,535",3
8,Italy,2381277,,82177.0,,1745726.0,,553374,2503.0,39417.0,1360.0,29206692.0,483451.0,"60,412,887 ",Europe,25,735,2
9,Spain,2252164,,53314.0,,0.0,N/A,0,2953.0,48159.0,1140.0,28775103.0,615316.0,"46,764,735 ",Europe,21,877,2
10,Germany,2050099,,47440.0,,1691700.0,"+19,700",310959,5074.0,24426.0,565.0,36353196.0,433132.0,"83,930,990 ",Europe,41,"1,769",2
11,Colombia,1908413,,48631.0,,1729633.0,,130149,3482.0,37289.0,950.0,9130554.0,178404.0,"51,179,137 ",South America,27,"1,052",6
12,Argentina,1799243,,45407.0,,1583465.0,,170371,3547.0,39611.0,1000.0,5551195.0,122212.0,"45,422,537 ",South America,25,"1,000",8
13,Mexico,1641428,11170.0,140704.0,463.0,1223108.0,"+10,705",277616,5174.0,12658.0,1085.0,4121929.0,31787.0,"129,672,769 ",North America,79,922,31
14,Poland,1435582,,33355.0,,1181326.0,,220901,1651.0,37954.0,882.0,8014701.0,211896.0,"37,823,799 ",Europe,26,"1,134",5
15,South Africa,1337926,,37105.0,,1098441.0,,202380,546.0,22405.0,621.0,7613470.0,127493.0,"59,716,605 ",Africa,45,"1,609",8
16,Iran,1330411,,56803.0,,1119137.0,,154471,6016.0,15730.0,672.0,8527307.0,100820.0,"84,579,334 ",Asia,64,"1,489",10
17,Ukraine,1163716,3034.0,20869.0,67.0,871196.0,"+5,236",271651,177.0,26698.0,479.0,5934439.0,136146.0,"43,588,746 ",Europe,37,"2,089",7
18,Peru,1064909,,38871.0,,982111.0,,43927,1646.0,32054.0,1170.0,5876017.0,176870.0,"33,222,180 ",South America,31,855,6
19,Netherlands,912554,,13006.0,,0.0,N/A,0,676.0,53192.0,758.0,6352647.0,370294.0,"17,155,695 ",Europe,19,"1,319",3
20,Indonesia,907929,,25987.0,,736460.0,,145482,,3300.0,94.0,8315839.0,30228.0,"275,103,597 ",Asia,303,"10,586",33
21,Czechia,891852,2618.0,14449.0,63.0,732446.0,151,144957,1122.0,83196.0,1348.0,5438980.0,507373.0,"10,719,895 ",Europe,12,742,2
22,Canada,708619,,18014.0,,615324.0,,75281,897.0,18686.0,475.0,16557083.0,436596.0,"37,923,140 ",North America,54,"2,105",2
23,Romania,693644,,17221.0,,622414.0,,54009,1076.0,36190.0,898.0,5164549.0,269452.0,"19,166,834 ",Europe,28,"1,113",4
24,Belgium,678839,1630.0,20435.0,39.0,46959.0,,611445,352.0,58434.0,1759.0,7602778.0,654437.0,"11,617,288 ",Europe,17,568,2
25,Chile,669832,,17477.0,,626528.0,,25827,1049.0,34876.0,910.0,7269294.0,378492.0,"19,205,958 ",South America,29,"1,099",3
26,Iraq,608232,,12944.0,,569429.0,,25859,143.0,14940.0,318.0,5119479.0,125750.0,"40,711,444 ",Asia,67,"3,145",8
27,Israel,551689,3357.0,4005.0,,467248.0,"+6,025",80436,1130.0,59982.0,435.0,9490422.0,1031838.0,"9,197,590 ",Asia,17,"2,297",1
28,Portugal,549801,,8861.0,,406929.0,,134011,647.0,54006.0,870.0,6247758.0,613709.0,"10,180,329 ",Europe,19,"1,149",2
29,Bangladesh,527632,,7906.0,,472437.0,,47289,,3186.0,48.0,3457453.0,20880.0,"165,586,040 ",Asia,314,"20,944",48
30,Sweden,523486,,10323.0,,0.0,N/A,0,365.0,51658.0,1019.0,4916367.0,485147.0,"10,133,764 ",Europe,19,982,2
31,Pakistan,521211,1920.0,10997.0,46.0,475228.0,"+1,589",34986,2348.0,2335.0,49.0,7405571.0,33176.0,"223,220,932 ",Asia,428,"20,298",30
32,Philippines,500577,,9895.0,,465991.0,,24691,727.0,4535.0,90.0,7306065.0,66192.0,"110,376,320 ",Asia,220,"11,155",15
33,Switzerland,495228,,8682.0,,317600.0,,168946,349.0,56993.0,999.0,3978686.0,457885.0,"8,689,271 ",Europe,18,"1,001",2
34,Morocco,459671,,7942.0,,434925.0,,16804,581.0,12374.0,214.0,5185741.0,139592.0,"37,149,341 ",Africa,81,"4,678",7
35,Austria,393778,,7082.0,,369218.0,,17478,328.0,43586.0,784.0,4027073.0,445741.0,"9,034,560 ",Europe,23,"1,276",2
36,Serbia,372533,,3750.0,,31536.0,,337247,199.0,42732.0,430.0,2476551.0,284074.0,"8,717,969 ",Europe,23,"2,325",4
37,Saudi Arabia,364929,,6323.0,,356687.0,,1919,319.0,10394.0,180.0,11668932.0,332363.0,"35,109,025 ",Asia,96,"5,553",3
38,Hungary,351828,,11341.0,,228615.0,,111872,329.0,36471.0,1176.0,2953710.0,306184.0,"9,646,840 ",Europe,27,851,3
39,Japan,322296,,4446.0,,248488.0,,69362,972.0,2553.0,35.0,5841014.0,46261.0,"126,263,133 ",Asia,392,"28,399",22
40,Jordan,314514,,4145.0,,298868.0,,11501,162.0,30659.0,404.0,3572034.0,348203.0,"10,258,490 ",Asia,33,"2,475",3
41,Panama,298019,,4787.0,,238999.0,,54233,233.0,68483.0,1100.0,1529352.0,351435.0,"4,351,739 ",North America,15,909,3
42,Nepal,267322,,1959.0,,261444.0,,3919,,9086.0,67.0,2012452.0,68400.0,"29,421,611 ",Asia,110,"15,019",15
43,UAE,253261,,745.0,,225374.0,,27142,,25439.0,75.0,23401405.0,2350574.0,"9,955,613 ",Asia,39,"13,363",0
44,Lebanon,252812,,1906.0,,153038.0,,97868,744.0,37131.0,280.0,2369606.0,348032.0,"6,808,590 ",Asia,27,"3,572",3
45,Georgia,247915,110.0,2958.0,25.0,234636.0,"+1,643",10321,,62213.0,742.0,2032580.0,510064.0,"3,984,951 ",Asia,16,"1,347",2
46,Ecuador,231482,,14319.0,,199332.0,,17831,488.0,13013.0,805.0,811969.0,45645.0,"17,788,940 ",South America,77,"1,242",22
47,Azerbaijan,227273,,3009.0,,215268.0,,8996,,22305.0,295.0,2318193.0,227516.0,"10,189,152 ",Asia,45,"3,386",4
48,Belarus,225461,,1582.0,,209208.0,,14671,,23864.0,167.0,4259914.0,450898.0,"9,447,613 ",Europe,42,"5,972",2
49,Croatia,224954,,4616.0,,216280.0,,4058,147.0,54984.0,1128.0,1118525.0,273392.0,"4,091,293 ",Europe,18,886,4
50,Slovakia,223325,,3474.0,,168915.0,,50936,527.0,40894.0,636.0,1606529.0,294177.0,"5,461,096 ",Europe,24,"1,572",3
51,Bulgaria,211813,,8483.0,,156722.0,,46608,341.0,30611.0,1226.0,1269647.0,183487.0,"6,919,550 ",Europe,33,816,5
52,Dominican Republic,193118,,2437.0,,143050.0,,47631,322.0,17705.0,223.0,953837.0,87449.0,"10,907,356 ",North America,56,"4,476",11
53,Denmark,189088,,1775.0,,168379.0,,18934,131.0,32582.0,306.0,11921504.0,2054229.0,"5,803,396 ",Europe,31,"3,270",0
54,Bolivia,187183,1503.0,9636.0,40.0,143437.0,489,34110,71.0,15917.0,819.0,482613.0,41039.0,"11,759,820 ",South America,63,"1,220",24
55,Costa Rica,184187,,2416.0,,141374.0,,40397,245.0,35977.0,472.0,546784.0,106803.0,"5,119,553 ",North America,28,"2,119",9
56,Tunisia,180090,,5692.0,,128992.0,,45406,383.0,15151.0,479.0,756252.0,63624.0,"11,886,179 ",Africa,66,"2,088",16
57,Ireland,172726,,2608.0,,23364.0,,146754,193.0,34768.0,525.0,2770344.0,557648.0,"4,967,904 ",Europe,29,"1,905",2
58,Kazakhstan,169099,1003.0,2349.0,,153503.0,468,13247,221.0,8947.0,124.0,5942556.0,314433.0,"18,899,280 ",Asia,112,"8,046",3
59,Lithuania,167516,,2445.0,,104188.0,,60883,147.0,62015.0,905.0,1806254.0,668678.0,"2,701,230 ",Europe,16,"1,105",1
60,Armenia,164676,90.0,2998.0,6.0,153064.0,292,8614,,55516.0,1011.0,624153.0,210416.0,"2,966,286 ",Asia,18,989,5
61,Malaysia,158434,,601.0,,120051.0,,37782,240.0,4861.0,18.0,3928774.0,120543.0,"32,592,183 ",Asia,206,"54,230",8
62,Kuwait,157777,,947.0,,151142.0,,5688,54.0,36650.0,220.0,1397545.0,324635.0,"4,304,972 ",Asia,27,"4,546",3
63,Egypt,156397,,8583.0,,122993.0,,24821,90.0,1513.0,83.0,1000000.0,9673.0,"103,382,694 ",Africa,661,"12,045",103
64,Moldova,152854,,3250.0,,143150.0,,6454,226.0,37940.0,807.0,595291.0,147759.0,"4,028,800 ",Europe,26,"1,240",7
65,Palestine,152031,,1718.0,,139131.0,,11182,84.0,29431.0,333.0,959581.0,185763.0,"5,165,618 ",Asia,34,"3,007",5
66,Slovenia,149125,,3180.0,,122008.0,,23937,191.0,71726.0,1530.0,747594.0,359577.0,"2,079,095 ",Europe,14,654,3
67,Guatemala,148888,,5254.0,,134344.0,,9290,5.0,8228.0,290.0,700101.0,38689.0,"18,095,609 ",North America,122,"3,444",26
68,Greece,148607,,5469.0,,9989.0,,133149,320.0,14296.0,526.0,3798538.0,365421.0,"10,394,972 ",Europe,70,"1,901",3
69,Qatar,147277,,246.0,,143858.0,,3173,30.0,52453.0,88.0,1317969.0,469395.0,"2,807,805 ",Asia,19,"11,414",2
70,Myanmar,134318,,2955.0,,117663.0,,13700,,2460.0,54.0,2132993.0,39059.0,"54,609,562 ",Asia,407,"18,480",26
71,Honduras,134111,604.0,3354.0,6.0,60132.0,76,70625,216.0,13424.0,336.0,338931.0,33926.0,"9,990,344 ",North America,74,"2,979",29
72,Oman,131790,,1512.0,,124067.0,,6211,21.0,25458.0,292.0,883340.0,170633.0,"5,176,827 ",Asia,39,"3,424",6
73,Ethiopia,131195,,2030.0,,116147.0,,13018,225.0,1126.0,17.0,1886939.0,16196.0,"116,503,590 ",Africa,888,"57,391",62
74,Paraguay,122160,,2505.0,,97588.0,,22067,186.0,17013.0,349.0,607933.0,84666.0,"7,180,343 ",South America,59,"2,866",12
75,Venezuela,119803,,1106.0,,113002.0,,5695,122.0,4220.0,39.0,2492661.0,87796.0,"28,391,554 ",South America,237,"25,670",11
76,Bosnia and Herzegovina,117011,,4411.0,,84650.0,,27950,,35788.0,1349.0,556009.0,170057.0,"3,269,554 ",Europe,28,741,6
77,Nigeria,110387,,1435.0,,89317.0,,19635,10.0,528.0,7.0,1135535.0,5436.0,"208,902,585 ",Africa,"1,892","145,577",184
78,Libya,109088,,1665.0,,86125.0,,21298,,15759.0,241.0,597597.0,86330.0,"6,922,228 ",Africa,63,"4,157",12
79,Algeria,103833,,2836.0,,70554.0,,30443,42.0,2345.0,64.0,,,"44,281,354 ",Africa,426,"15,614",
80,Kenya,99162,,1731.0,,83350.0,,14081,30.0,1822.0,32.0,1125679.0,20688.0,"54,413,118 ",Africa,549,"31,434",48
81,Bahrain,97607,,360.0,,94297.0,,2950,15.0,56312.0,208.0,2552701.0,1472721.0,"1,733,323 ",Asia,18,"4,815",1
82,North Macedonia,88938,,2702.0,,73601.0,,12635,138.0,42690.0,1297.0,431712.0,207222.0,"2,083,327 ",Europe,23,771,5
83,Kyrgyzstan,83178,69.0,1387.0,3.0,79104.0,110,2687,50.0,12636.0,211.0,631672.0,95959.0,"6,582,754 ",Asia,79,"4,746",10
84,Uzbekistan,78036,68.0,619.0,,76538.0,102,879,158.0,2313.0,18.0,1377915.0,40847.0,"33,733,464 ",Asia,432,"54,497",24
85,S. Korea,72729,389.0,1264.0,15.0,58723.0,470,12742,343.0,1418.0,25.0,5087220.0,99179.0,"51,293,439 ",Asia,705,"40,580",10
86,Albania,67690,,1277.0,,40453.0,,25960,39.0,23536.0,444.0,308789.0,107365.0,"2,876,068 ",Europe,42,"2,252",9
87,Singapore,59113,,29.0,,58846.0,,238,,10061.0,5.0,5837181.0,993475.0,"5,875,521 ",Asia,99,"202,604",1
88,Norway,58651,,517.0,,46611.0,,11523,38.0,10773.0,95.0,3122606.0,573540.0,"5,444,440 ",Europe,93,"10,531",2
89,Ghana,57714,,346.0,,55592.0,,1776,65.0,1837.0,11.0,709758.0,22586.0,"31,424,706 ",Africa,544,"90,823",44
90,Latvia,55664,,978.0,,41817.0,,12869,73.0,29693.0,522.0,1037260.0,553307.0,"1,874,655 ",Europe,34,"1,917",2
91,Montenegro,55493,,745.0,,45348.0,,9400,68.0,88349.0,1186.0,208739.0,332329.0,"628,110 ",Europe,11,843,3
92,Afghanistan,54141,79.0,2346.0,3.0,46359.0,491,5436,750.0,1374.0,60.0,228105.0,5789.0,"39,403,247 ",Asia,728,"16,796",173
93,Sri Lanka,53062,,264.0,,45171.0,,7627,,2472.0,12.0,1474909.0,68720.0,"21,462,499 ",Asia,404,"81,297",15
94,El Salvador,50784,,1498.0,11.0,44777.0,,4509,109.0,7808.0,230.0,660519.0,101554.0,"6,504,148 ",North America,128,"4,342",10
95,Luxembourg,48852,,552.0,,45654.0,,2646,18.0,77356.0,874.0,1798782.0,2848342.0,"631,519 ",Europe,13,"1,144",0
96,Finland,40337,,618.0,,31000.0,,8719,28.0,7274.0,111.0,2639515.0,475979.0,"5,545,449 ",Europe,137,"8,973",2
97,Uganda,38085,,304.0,,13083.0,,24698,,819.0,7.0,793837.0,17065.0,"46,518,259 ",Africa,"1,221","153,021",59
98,Zambia,37605,,546.0,,26159.0,,10900,305.0,2015.0,29.0,767568.0,41131.0,"18,661,722 ",Africa,496,"34,179",24
99,Estonia,37079,,325.0,,26443.0,,10311,45.0,27941.0,245.0,708890.0,534195.0,"1,327,025 ",Europe,36,"4,083",2
100,Uruguay,32378,,311.0,,23910.0,,8157,114.0,9303.0,89.0,753084.0,216382.0,"3,480,337 ",South America,107,"11,191",5
