#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40948274,10430.0,924005.0,246.0,34419656,"+5,078",5604613,10859.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,57301790,21817.0,815460.0,180.0,54421996,"+20,650",2064334,27817.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,33863587,,1032379.0,,31046449,,1784759,28498.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,48739130,1730.0,1111371.0,22.0,45805428,"+3,575",1822331,6153.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5920409,,150902.0,,5142940,,626567,4451.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,80225,64.0,1316.0,,69603,,9306,47.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,186854136,34041.0,4035448.0,448.0,170906778,"+29,303",11911910,77825.0,23972.0,517.7,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34711416,,622708.0,,29222972,,4865736,3937.0,104244.0,1870.0,511428004.0,1535903.0,"332,981,983 ",North America,10,535,1,,,"14,613",Dummy,Dummy
2,India,30795716,960.0,407173.0,,29933538,"+7,655",455005,8944.0,22094.0,292.0,429041970.0,307816.0,"1,393,827,579 ",Asia,45,"3,423",3,0.7,,326,Dummy,Dummy
3,Brazil,19020499,,531777.0,,17479277,,1009445,8318.0,88839.0,2484.0,54204686.0,253175.0,"214,099,806 ",South America,11,403,4,,,"4,715",Dummy,Dummy
4,France,5803687,,111302.0,,5644194,,48191,953.0,88713.0,1701.0,95721796.0,1463168.0,"65,420,913 ",Europe,11,588,1,,,737,Dummy,Dummy
5,Russia,5733218,,141501.0,,5165087,,426630,2300.0,39269.0,969.0,154100000.0,1055491.0,"145,998,345 ",Europe,25,"1,032",1,,,"2,922",Dummy,Dummy
6,Turkey,5470764,,50155.0,,5338885,,81724,684.0,64163.0,588.0,62798364.0,736521.0,"85,263,486 ",Asia,16,"1,700",1,,,958,Dummy,Dummy
