#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1597033,North America,North America,,5108.0,499.0,"+4,578",,18919.0,,3129426,167602.0,1364791.0,,
,"
",,,835986,South America,South America,,601.0,57.0,411,,12789.0,,2187129,83671.0,1267472.0,,
,"
",,,880263,Europe,Europe,,,,"+1,000",,5753.0,,2429234,191026.0,1357945.0,,
,"
",,,724759,Asia,Asia,,3737.0,144.0,"+3,292",,19392.0,,2260121,55874.0,1479488.0,,
,"
",,,196678,Africa,Africa,,,,,,924.0,,396314,9914.0,189722.0,,
,"
",,,751,Australia/Oceania,Oceania,,69.0,,,,1.0,,9476,126.0,8599.0,,
,"
",,,4235525,All,World,65.2,9515.0,700.0,"+9,281",,57782.0,,10412421,508228.0,5668668.0,,1336.0
1,123,"2,570",10,1435851,North America,USA,389.0,,,,"330,996,984 ",15864.0,100271.0,2681811,128783.0,1117177.0,33189513.0,8102.0
2,155,"3,641",69,554641,South America,Brazil,275.0,,,,"212,554,056 ",8318.0,14445.0,1370488,58385.0,757462.0,3070447.0,6448.0
3,228,"15,921",8,228560,Europe,Russia,63.0,,,,"145,934,449 ",2300.0,132487.0,641156,9166.0,403430.0,19334442.0,4393.0
4,"2,431","81,634",160,215361,Asia,India,12.0,,,,"1,379,937,465 ",8944.0,6238.0,567536,16904.0,335271.0,8608654.0,411.0
5,218,"1,558",7,0,Europe,UK,642.0,,,N/A,"67,885,079 ",276.0,136852.0,311965,43575.0,0.0,9290215.0,4595.0
6,158,"1,649",9,0,Europe,Spain,606.0,,,N/A,"46,754,775 ",617.0,110425.0,296050,28346.0,0.0,5162909.0,6332.0
7,117,"3,469",20,101702,South America,Peru,288.0,,,,"32,968,619 ",1183.0,50391.0,282365,9504.0,171159.0,1661324.0,8565.0
8,69,"3,429",17,34270,South America,Chile,292.0,,,,"19,115,496 ",2090.0,57359.0,275999,5575.0,236154.0,1096443.0,14438.0
