#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,41193273,13430.0,926759.0,262.0,34597758,"+5,547",5668756,11647.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,58231688,24889.0,830977.0,252.0,55151786,"+23,321",2248925,29121.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,34266282,1397.0,1044591.0,58.0,31672348,"+1,435",1549343,27670.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,49287409,2907.0,1116026.0,20.0,46001544,"+1,181",2169839,6257.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,6119864,,154981.0,,5314031,,650852,4474.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,83961,86.0,1338.0,,71232,1,11391,51.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,189183198,42709.0,4074687.0,592.0,172809405,"+31,485",12299106,79220.0,24270.0,522.7,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34848068,,623838.0,,29324300,,4899930,4702.0,104646.0,1873.0,514574420.0,1545229.0,"333,008,450 ",North America,10,534,1,,,"14,714",Dummy,Dummy
2,India,30987880,1077.0,412019.0,,30143850,"+7,367",432011,8944.0,22229.0,296.0,438011958.0,314209.0,"1,394,012,781 ",Asia,45,"3,383",3,0.8,,310,Dummy,Dummy
3,Brazil,19209729,,537498.0,,17858633,,813598,8318.0,89715.0,2510.0,54204686.0,253150.0,"214,120,416 ",South America,11,398,4,,,"3,800",Dummy,Dummy
4,Russia,5857002,,145278.0,,5257483,,454241,2300.0,40117.0,995.0,156700000.0,1073294.0,"145,999,197 ",Europe,25,"1,005",1,,,"3,111",Dummy,Dummy
5,France,5829724,,111413.0,,5652916,,65395,931.0,89108.0,1703.0,97291563.0,1487118.0,"65,422,880 ",Europe,11,587,1,,,"1,000",Dummy,Dummy
6,Turkey,5500151,,50367.0,,5365075,,84709,684.0,64498.0,591.0,63945195.0,749863.0,"85,275,877 ",Asia,16,"1,693",1,,,993,Dummy,Dummy
7,UK,5233207,,128530.0,,4374314,,730363,522.0,76672.0,1883.0,227859646.0,3338379.0,"68,254,572 ",Europe,13,531,0,,,"10,701",Dummy,Dummy
8,Argentina,4702657,,100250.0,,4326403,,276004,5092.0,103074.0,2197.0,17914318.0,392651.0,"45,624,038 ",South America,10,455,3,,,"6,050",Dummy,Dummy
9,Colombia,4565372,,114337.0,,4317436,,133599,8155.0,88747.0,2223.0,21249424.0,413069.0,"51,442,744 ",South America,11,450,2,,,"2,597",Dummy,Dummy
10,Italy,4275846,,127831.0,,4106315,,41700,151.0,70828.0,2117.0,73985973.0,1225546.0,"60,369,819 ",Europe,14,472,1,,,691,Dummy,Dummy
11,Spain,4041474,,81043.0,,3654790,,305641,798.0,86405.0,1733.0,54183930.0,1158432.0,"46,773,513 ",Europe,12,577,1,,,"6,534",Dummy,Dummy
12,Germany,3746916,,91831.0,,3637400,600,17685,398.0,44574.0,1092.0,65247345.0,776191.0,"84,060,941 ",Europe,22,915,1,,,210,Dummy,Dummy
13,Iran,3440400,,86391.0,,3069943,,284066,3963.0,40427.0,1015.0,24671220.0,289901.0,"85,102,167 ",Asia,25,985,3,,,"3,338",Dummy,Dummy
14,Poland,2881046,,75179.0,,2652604,,153263,57.0,76211.0,1989.0,17958574.0,475048.0,"37,803,717 ",Europe,13,503,2,,,"4,054",Dummy,Dummy
15,Indonesia,2670046,,69210.0,,2157363,,443473,,9656.0,250.0,22373873.0,80915.0,"276,509,398 ",Asia,104,"3,995",12,,,"1,604",Dummy,Dummy
16,Mexico,2616827,12116.0,235507.0,230.0,2061595,"+5,278",319725,4798.0,20078.0,1807.0,7824073.0,60032.0,"130,331,161 ",North America,50,553,17,93,2,"2,453",Dummy,Dummy
17,Ukraine,2242868,623.0,52685.0,20.0,2179665,589,0,177.0,51606.0,1212.0,11101770.0,255438.0,"43,461,638 ",Europe,19,825,4,14,0.5,242,Dummy,Dummy
18,South Africa,2236805,,65595.0,,1970516,,200694,546.0,37230.0,1092.0,14045630.0,233781.0,"60,080,245 ",Africa,27,916,4,,,"3,340",Dummy,Dummy
