#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,16891008,11660.0,420483.0,624.0,10326940.0,"+6,757",6143585,30934.0,,,,,,North America,"
",,
,Asia,17145520,11617.0,297016.0,127.0,15184799.0,"+9,647",1663705,27858.0,,,,,,Asia,"
",,
,South America,11361557,192.0,329257.0,10.0,10141778.0,342,890522,16967.0,,,,,,South America,"
",,
,Europe,17883145,17736.0,411495.0,357.0,7816079.0,"+13,699",9655571,28137.0,,,,,,Europe,"
",,
,Africa,2230391,,52937.0,,1891336.0,,286118,2573.0,,,,,,Africa,"
",,
,Oceania,45689,12.0,1020.0,,33127.0,20,11542,26.0,,,,,,Australia/Oceania,"
",,
,World,65558031,41217.0,1512223.0,1118.0,45394765.0,"+30,465",18651043,106495.0,8410.0,194.0,,,,All,"
",,
1,USA,14535196,,282829.0,,8561427.0,,5690940,26196.0,43803.0,852.0,201769463.0,608054.0,"331,828,037 ",North America,23,"1,173",2
2,India,9571780,,139227.0,,9016289.0,605,416264,8944.0,6907.0,100.0,144727749.0,104440.0,"1,385,752,793 ",Asia,145,"9,953",10
3,Brazil,6487516,,175307.0,,5725010.0,,587199,8318.0,30429.0,822.0,25700000.0,120543.0,"213,201,210 ",South America,33,"1,216",8
4,Russia,2375546,,41607.0,,1859851.0,,474088,2300.0,16275.0,285.0,78227415.0,535947.0,"145,961,200 ",Europe,61,"3,508",2
5,France,2257331,,54140.0,,166940.0,,2036251,3425.0,34550.0,829.0,20787734.0,318171.0,"65,335,131 ",Europe,29,"1,207",3
6,Spain,1693591,,46038.0,,0.0,N/A,0,2440.0,36217.0,985.0,22992742.0,491692.0,"46,762,516 ",Europe,28,"1,016",2
7,UK,1674134,,60113.0,,0.0,N/A,0,1315.0,24606.0,884.0,44416420.0,652820.0,"68,037,738 ",Europe,41,"1,132",2
8,Italy,1664829,,58038.0,,846809.0,,759982,3597.0,27553.0,961.0,22561071.0,373381.0,"60,423,775 ",Europe,36,"1,041",3
9,Argentina,1447732,,39305.0,,1274675.0,,133752,3916.0,31908.0,866.0,4022872.0,88665.0,"45,371,596 ",South America,31,"1,154",11
10,Colombia,1343322,,37305.0,,1233115.0,,72902,2376.0,26282.0,730.0,6592775.0,128986.0,"51,112,494 ",South America,38,"1,370",8
11,Mexico,1144643,11030.0,108173.0,608.0,843231.0,"+6,664",193239,3377.0,8839.0,835.0,2948516.0,22767.0,"129,506,321 ",North America,113,"1,197",44
12,Germany,1128742,,18260.0,,800000.0,,310482,3957.0,13454.0,218.0,29141172.0,347340.0,"83,898,137 ",Europe,74,"4,595",3
13,Poland,1028610,,18828.0,,646560.0,,363222,1986.0,27191.0,498.0,6355941.0,168018.0,"37,828,876 ",Europe,37,"2,009",6
14,Iran,1003494,,49348.0,,699315.0,,254831,5824.0,11883.0,584.0,6256715.0,74090.0,"84,447,157 ",Asia,84,"1,711",13
15,Peru,968846,,36104.0,,901544.0,,31198,957.0,29212.0,1089.0,5119245.0,154354.0,"33,165,694 ",South America,34,919,6
16,South Africa,800872,,21803.0,,739367.0,,39702,546.0,13432.0,366.0,5500669.0,92255.0,"59,624,674 ",Africa,74,"2,735",11
17,Ukraine,787891,15131.0,13195.0,235.0,397809.0,"+13,383",376887,177.0,18062.0,302.0,4528772.0,103821.0,"43,620,881 ",Europe,55,"3,306",10
18,Turkey,733261,,14316.0,,418331.0,,300614,5611.0,8655.0,169.0,19143746.0,225956.0,"84,723,237 ",Asia,116,"5,918",4
19,Belgium,584857,2605.0,17033.0,122.0,38577.0,316,529247,788.0,50371.0,1467.0,6012323.0,517808.0,"11,611,101 ",Europe,20,682,2
20,Iraq,558767,,12361.0,,487863.0,,58543,270.0,13763.0,304.0,3576592.0,88093.0,"40,600,201 ",Asia,73,"3,285",11
21,Indonesia,557877,,17355.0,,462553.0,,77969,,2031.0,63.0,5867621.0,21356.0,"274,748,198 ",Asia,492,"15,831",47
22,Chile,555406,,15519.0,,530470.0,,9417,687.0,28949.0,809.0,5414795.0,282229.0,"19,185,805 ",South America,35,"1,236",4
