#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,38819692,3702.0,871215.0,307.0,30850149,"+2,416",7098328,16782.0,,,,,,North America,"
",,,,,
,Asia,43505729,12342.0,564133.0,203.0,37490770,"+20,314",5450826,33050.0,,,,,,Asia,"
",,,,,
,South America,25843129,1394.0,702207.0,23.0,23425672,"+1,007",1715250,27665.0,,,,,,South America,"
",,,,,
,Europe,45438365,10336.0,1033821.0,239.0,40656112,"+32,518",3748432,26580.0,,,,,,Europe,"
",,,,,
,Africa,4666135,6.0,124495.0,,4198739,2,342901,3417.0,,,,,,Africa,"
",,,,,
,Oceania,63715,12.0,1209.0,,60504,,2002,3.0,,,,,,Australia/Oceania,"
",,,,,
,World,158337486,27792.0,3297095.0,772.0,136682652,"+56,257",18357739,107497.0,20313.0,423.0,,,,All,"
",,,,,
1,USA,33454581,,595588.0,,26405871,,6453122,9002.0,100569.0,1790.0,457294673.0,1374686.0,"332,653,797 ",North America,10,559,1,,,"19,399"
2,India,22296414,503.0,242398.0,,18317404,"+5,906",3736612,8944.0,16023.0,174.0,302275471.0,217225.0,"1,391,531,080 ",Asia,62,"5,741",5,0.4,,"2,685"
3,Brazil,15150628,,421484.0,,13677668,,1051476,8318.0,70849.0,1971.0,46834128.0,219010.0,"213,844,242 ",South America,14,507,5,,,"4,917"
4,France,5767959,,106277.0,,4832981,,828701,5005.0,88200.0,1625.0,78568784.0,1201422.0,"65,396,516 ",Europe,11,615,1,,,"12,672"
5,Turkey,5016141,,42746.0,,4691224,,282171,3175.0,58937.0,502.0,49192673.0,577990.0,"85,109,837 ",Asia,17,"1,991",2,,,"3,315"
6,Russia,4871843,,112992.0,,4488615,,270236,2300.0,33372.0,774.0,131100000.0,898020.0,"145,987,781 ",Europe,30,"1,292",1,,,"1,851"
7,UK,4433090,,127603.0,,4245744,,59743,163.0,65011.0,1871.0,163171777.0,2392919.0,"68,189,424 ",Europe,15,534,0,,,876
8,Italy,4102921,,122694.0,,3590107,,390120,2211.0,67945.0,2032.0,60871018.0,1008031.0,"60,386,030 ",Europe,15,492,1,,,"6,460"
9,Spain,3567408,,78792.0,,3248010,,240606,2183.0,76275.0,1685.0,47213067.0,1009469.0,"46,770,209 ",Europe,13,594,1,,,"5,144"
10,Germany,3519250,,85252.0,,3159200,"+12,100",274798,5049.0,41890.0,1015.0,56836969.0,676534.0,"84,012,027 ",Europe,24,985,1,,,"3,271"
11,Argentina,3136158,,67042.0,,2798328,,270788,5285.0,68854.0,1472.0,11779602.0,258618.0,"45,548,192 ",South America,15,679,4,,,"5,945"
12,Colombia,2985536,,77359.0,,2806310,,101867,6006.0,58148.0,1507.0,15365234.0,299263.0,"51,343,521 ",South America,17,664,3,,,"1,984"
13,Poland,2829196,,69866.0,,2563079,,196251,2157.0,74824.0,1848.0,14678781.0,388212.0,"37,811,276 ",Europe,13,541,3,,,"5,190"
14,Iran,2640670,,74524.0,,2092381,,473765,5545.0,31101.0,878.0,16929609.0,199394.0,"84,905,370 ",Asia,32,"1,139",5,,,"5,580"
15,Mexico,2364617,2743.0,218928.0,271.0,1884008,"+2,190",261681,4798.0,18178.0,1683.0,6751476.0,51901.0,"130,083,339 ",North America,55,594,19,21,2,"2,012"
16,Ukraine,2119510,5372.0,46393.0,193.0,1759751,"+9,181",313366,177.0,48714.0,1066.0,9655779.0,221924.0,"43,509,482 ",Europe,21,938,5,123,4,"7,202"
17,Peru,1845056,,63826.0,,1720665,,60565,2670.0,55305.0,1913.0,11624047.0,348427.0,"33,361,513 ",South America,18,523,3,,,"1,815"
18,Indonesia,1709762,,46842.0,,1563917,,99003,,6195.0,170.0,15173829.0,54982.0,"275,980,248 ",Asia,161,"5,892",18,,,359
19,Czechia,1645061,717.0,29667.0,10.0,1575449,32,39945,366.0,153373.0,2766.0,19893984.0,1854761.0,"10,725,902 ",Europe,7,362,1,67,0.9,"3,724"
20,South Africa,1594817,,54724.0,,1514088,,26005,546.0,26605.0,913.0,10861611.0,181198.0,"59,943,369 ",Africa,38,"1,095",6,,,434
