#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40985576,10553.0,924509.0,261.0,34444421,"+4,831",5616646,11287.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,57468046,22745.0,818359.0,163.0,54564983,"+20,789",2084704,28053.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,33955392,919.0,1034954.0,27.0,31155314,"+1,420",1765124,28423.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,48823002,290.0,1112271.0,5.0,45838422,"+1,481",1872309,6090.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5965783,,151594.0,,5180735,,633454,4482.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,80818,87.0,1318.0,1.0,69782,,9718,47.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,187279338,34594.0,4043020.0,457.0,171254363,"+28,521",11981955,78382.0,24026.0,518.7,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34726111,,622821.0,,29234930,,4868360,4340.0,104287.0,1870.0,511670665.0,1536607.0,"332,987,277 ",North America,10,535,1,,,"14,620",Dummy,Dummy
2,India,30837222,991.0,408072.0,,29975064,"+7,586",454086,8944.0,22124.0,293.0,430885470.0,309130.0,"1,393,864,619 ",Asia,45,"3,416",3,0.7,,326,Dummy,Dummy
3,Brazil,19069003,,532949.0,,17530369,,1005685,8318.0,89064.0,2489.0,54204686.0,253170.0,"214,103,928 ",South America,11,402,4,,,"4,697",Dummy,Dummy
4,France,5808383,,111321.0,,5645990,,51072,947.0,88784.0,1702.0,96032030.0,1467901.0,"65,421,306 ",Europe,11,588,1,,,781,Dummy,Dummy
5,Russia,5758300,,142253.0,,5182837,,433210,2300.0,39441.0,974.0,154900000.0,1060970.0,"145,998,516  ",Europe,25,"1,026",1,,,"2,967",Dummy,Dummy
6,Turkey,5476294,,50192.0,,5344102,,82000,684.0,64226.0,589.0,63022548.0,739129.0,"85,265,964 ",Asia,16,"1,699",1,,,962,Dummy,Dummy
7,UK,5089893,,128399.0,,4355423,,606071,417.0,74576.0,1881.0,222632706.0,3261985.0,"68,250,682 ",Europe,13,532,0,,,"8,880",Dummy,Dummy
8,Argentina,4639098,,98501.0,,4264937,,275660,5427.0,101691.0,2159.0,17573118.0,385211.0,"45,619,510 ",South America,10,463,3,,,"6,043",Dummy,Dummy
9,Colombia,4492537,,112298.0,,4228198,,152041,8155.0,87341.0,2183.0,20915420.0,406624.0,"51,436,820 ",South America,11,458,2,,,"2,956",Dummy,Dummy
10,Italy,4269885,,127768.0,,4101102,,41015,161.0,70728.0,2116.0,73365928.0,1215255.0,"60,370,787 ",Europe,14,473,1,,,679,Dummy,Dummy
11,Spain,3937192,,81003.0,,3635907,,220282,627.0,84176.0,1732.0,53392296.0,1141512.0,"46,773,316 ",Europe,12,577,1,,,"4,710",Dummy,Dummy
12,Germany,3743138,,91759.0,,3634400,400,16979,436.0,44530.0,1092.0,65247345.0,776218.0,"84,058,021 ",Europe,22,916,1,,,202,Dummy,Dummy
13,Iran,3355786,,85694.0,,3010090,,260002,3602.0,39438.0,1007.0,24437503.0,287195.0,"85,090,418 ",Asia,25,993,3,,,"3,056",Dummy,Dummy
14,Poland,2880755,,75159.0,,2652458,,153138,70.0,76202.0,1988.0,17723903.0,468835.0,"37,804,168 ",Europe,13,503,2,,,"4,051",Dummy,Dummy
15,Mexico,2586721,9581.0,234907.0,232.0,2041418,"+4,642",310396,4798.0,19850.0,1803.0,7732694.0,59338.0,"130,316,366 ",North America,50,555,17,74,2,"2,382",Dummy,Dummy
16,Indonesia,2491006,,65457.0,,2052109,,373440,,9010.0,237.0,21618106.0,78191.0,"276,477,807 ",Asia,111,"4,224",13,,,"1,351",Dummy,Dummy
17,Ukraine,2241043,290.0,52597.0,5.0,2177293,374,0,177.0,51560.0,1210.0,11033147.0,253843.0,"43,464,494 ",Europe,19,826,4,7,0.1,257,Dummy,Dummy
18,South Africa,2179297,,64138.0,,1904107,,211052,546.0,36278.0,1068.0,13848194.0,230526.0,"60,072,073 ",Africa,28,937,4,,,"3,513",Dummy,Dummy
19,Peru,2078815,,194249.0,,0,N/A,0,2191.0,62164.0,5809.0,14642569.0,437868.0,"33,440,593 ",South America,16,172,2,,,"4,901",Dummy,Dummy
20,Netherlands,1719120,,17765.0,,1651356,,49999,86.0,100102.0,1034.0,14730069.0,857713.0,"17,173,667 ",Europe,10,967,1,,,"2,911",Dummy,Dummy
21,Czechia,1669182,,30331.0,,1636783,,2068,4.0,155572.0,2827.0,30721451.0,2863320.0,"10,729,312 ",Europe,6,354,0,,,193,Dummy,Dummy
22,Chile,1585160,,33767.0,,1532078,,19315,2447.0,82201.0,1751.0,17567509.0,910995.0,"19,283,880 ",South America,12,571,1,,,"1,002",Dummy,Dummy
23,Philippines,1467119,,25816.0,,1391335,,49968,2031.0,13209.0,232.0,15477991.0,139354.0,"111,069,775 ",Asia,76,"4,302",7,,,450,Dummy,Dummy
24,Iraq,1421746,,17515.0,,1300517,,103714,650.0,34557.0,426.0,12170342.0,295816.0,"41,141,583 ",Asia,29,"2,349",3,,,"2,521",Dummy,Dummy
25,Canada,1420278,,26428.0,,1388437,,5413,345.0,37297.0,694.0,37328076.0,980247.0,"38,080,290 ",North America,27,"1,441",1,,,142,Dummy,Dummy
