#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40651648,6740.0,919264.0,226.0,34139094,"+2,965",5593290,10916.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,56007970,20792.0,794456.0,211.0,53370604,"+22,412",1842910,26674.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,33039478,1662.0,1008722.0,55.0,30022393,"+2,505",2008363,29690.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,48059544,1450.0,1103779.0,40.0,45472638,"+2,253",1483127,6843.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5597466,,144152.0,,4865664,,587650,4587.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,74986,40.0,1283.0,,68857,,4846,29.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,183431813,30684.0,3971671.0,532.0,167939956,"+30,135",11520186,78739.0,23533.0,509.5,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34561403,,620645.0,,29052087,,4888671,3868.0,103807.0,1864.0,506604612.0,1521611.0,"332,939,637 ",North America,10,536,1,,,"14,683",Dummy,Dummy
2,India,30458251,4314.0,400312.0,41.0,29548302,"+12,215",509637,8944.0,21857.0,287.0,414251520.0,297267.0,"1,393,531,257 ",Asia,46,"3,481",3,3,0.03,366,Dummy,Dummy
3,Brazil,18622304,,520189.0,,16931272,,1170843,8318.0,86993.0,2430.0,53209627.0,248565.0,"214,066,830 ",South America,11,412,4,,,"5,470",Dummy,Dummy
4,France,5777965,,111111.0,,5622727,,44127,1162.0,88324.0,1698.0,93465436.0,1428747.0,"65,417,765 ",Europe,11,589,1,,,675,Dummy,Dummy
5,Russia,5538142,,135886.0,,5017321,,384935,2300.0,37933.0,931.0,150121327.0,1028250.0,"145,996,982 ",Europe,26,"1,074",1,,,"2,637",Dummy,Dummy
6,Turkey,5430940,,49774.0,,5300504,,80662,706.0,63711.0,584.0,61012512.0,715743.0,"85,243,660 ",Asia,16,"1,713",1,,,946,Dummy,Dummy
7,UK,4828463,,128162.0,,4327556,,372745,287.0,70755.0,1878.0,213530473.0,3129022.0,"68,241,931 ",Europe,14,532,0,,,"5,462",Dummy,Dummy
8,Argentina,4491551,,94772.0,,4092053,,304726,6046.0,98479.0,2078.0,16798807.0,368320.0,"45,609,321 ",South America,10,481,3,,,"6,681",Dummy,Dummy
9,Colombia,4269297,,107137.0,,3964074,,198086,8155.0,83022.0,2083.0,20060182.0,390098.0,"51,423,492 ",South America,12,480,3,,,"3,852",Dummy,Dummy
10,Italy,4260788,,127587.0,,4083843,,49358,229.0,70574.0,2113.0,71771680.0,1188805.0,"60,372,965 ",Europe,14,473,1,,,818,Dummy,Dummy
11,Spain,3821305,,80883.0,,3603584,,136838,584.0,81699.0,1729.0,52691812.0,1126546.0,"46,772,872 ",Europe,12,578,1,,,"2,926",Dummy,Dummy
12,Germany,3736940,,91530.0,,3626800,"+1,100",18610,736.0,44460.0,1089.0,63813168.0,759216.0,"84,051,450 ",Europe,22,918,1,,,221,Dummy,Dummy
13,Iran,3218860,,84389.0,,2889939,,244532,3187.0,37840.0,992.0,23308926.0,274016.0,"85,063,982 ",Asia,26,"1,008",4,,,"2,875",Dummy,Dummy
14,Poland,2880010,,75044.0,,2651906,,153060,130.0,76180.0,1985.0,17444955.0,461443.0,"37,805,184 ",Europe,13,504,2,,,"4,049",Dummy,Dummy
15,Mexico,2525350,6081.0,233248.0,201.0,2003477,"+2,947",288625,4798.0,19384.0,1790.0,7530188.0,57799.0,"130,283,076 ",North America,52,559,17,47,2,"2,215",Dummy,Dummy
16,Ukraine,2236497,696.0,52424.0,33.0,2169584,"+1,197",14489,177.0,51448.0,1206.0,10881002.0,250305.0,"43,470,921 ",Europe,19,829,4,16,0.8,333,Dummy,Dummy
17,Indonesia,2203108,,58995.0,,1890287,,0,,7971.0,213.0,20079271.0,72644.0,"276,406,727 ",Asia,125,"4,685",14,,,918,Dummy,Dummy
18,Peru,2057554,,192687.0,,0,N/A,0,2346.0,61549.0,5764.0,14224136.0,425499.0,"33,429,296 ",South America,16,173,2,,,"4,314",Dummy,Dummy
19,South Africa,1995556,,61029.0,,1754793,,179734,546.0,33230.0,1016.0,13209499.0,219961.0,"60,053,687 ",Africa,30,984,5,,,"2,993",Dummy,Dummy
20,Netherlands,1685825,,17748.0,,1634032,,34045,126.0,98169.0,1033.0,14730069.0,857759.0,"17,172,738 ",Europe,10,968,1,,,"1,983",Dummy,Dummy
21,Czechia,1667435,,30304.0,,1635643,,1488,11.0,155416.0,2825.0,29875529.0,2784604.0,"10,728,825 ",Europe,6,354,0,,,139,Dummy,Dummy
22,Chile,1558557,,32588.0,,1502411,,23558,2943.0,80839.0,1690.0,17012734.0,882410.0,"19,279,850 ",South America,12,592,1,,,"1,222",Dummy,Dummy
23,Philippines,1418337,,24797.0,,1341973,,51567,1957.0,12774.0,223.0,14988187.0,134987.0,"111,033,906 ",Asia,78,"4,478",7,,,464,Dummy,Dummy
24,Canada,1415310,,26295.0,,1381943,,7072,466.0,37174.0,691.0,36768392.0,965755.0,"38,072,162 ",North America,27,"1,448",1,,,186,Dummy,Dummy
25,Iraq,1353458,,17216.0,,1250121,,86121,633.0,32915.0,419.0,11771294.0,286272.0,"41,119,335 ",Asia,30,"2,388",3,,,"2,094",Dummy,Dummy
26,Sweden,1090553,,14592.0,,1061185,,14776,41.0,107316.0,1436.0,10828578.0,1065584.0,"10,162,103 ",Europe,9,696,1,,,"1,454",Dummy,Dummy
27,Belgium,1085885,754.0,25180.0,7.0,1036831,,23874,134.0,93289.0,2163.0,15345692.0,1318361.0,"11,639,975 ",Europe,11,462,1,65,0.6,"2,051",Dummy,Dummy
