#,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
56,2531,Africa,Morocco,5.0,,,"36,864,928 ",1.0,3876.0,7433,199.0,4703.0,142882.0,202.0
57,1185,Asia,Malaysia,4.0,,,"32,322,531 ",9.0,15707.0,7245,115.0,5945.0,507682.0,224.0
58,481,Australia/Oceania,Australia,4.0,,,"25,469,064 ",5.0,48810.0,7114,102.0,6531.0,1243157.0,279.0
59,3130,Europe,Moldova,62.0,,,"4,034,871 ",286.0,10054.0,7093,250.0,3713.0,40565.0,1758.0
60,4653,Africa,Ghana,1.0,,,"31,002,078 ",16.0,6248.0,6683,32.0,1998.0,193705.0,216.0
61,3516,Asia,Armenia,27.0,,,"2,962,695 ",10.0,17011.0,6661,81.0,3064.0,50397.0,2248.0
62,1472,Europe,Finland,55.0,,,"5,539,869 ",19.0,30127.0,6579,307.0,4800.0,166900.0,1188.0
63,5384,South America,Bolivia,21.0,348.0,10.0,"11,656,259 ",3.0,1913.0,6263,250.0,629.0,22294.0,537.0
64,2860,Africa,Cameroon,6.0,,,"26,472,178 ",28.0,,4890,165.0,1865.0,,185.0
65,1571,Asia,Iraq,4.0,,,"40,123,092 ",,4658.0,4469,160.0,2738.0,186885.0,111.0
66,1466,Asia,Azerbaijan,5.0,,,"10,129,784 ",42.0,26727.0,4122,49.0,2607.0,270739.0,407.0
67,115,Europe,Luxembourg,176.0,,,"624,891 ",7.0,108385.0,3992,110.0,3767.0,67729.0,6388.0
68,3302,North America,Honduras,18.0,207.0,6.0,"9,887,829  ",13.0,1496.0,3950,180.0,468.0,14790.0,399.0
69,3197,Africa,Sudan,4.0,192.0,19.0,"43,735,987 ",,9.0,3820,165.0,458.0,401.0,87.0
70,1554,Europe,Hungary,51.0,15.0,5.0,"9,662,723 ",28.0,17037.0,3756,491.0,1711.0,164619.0,389.0
71,3108,North America,Guatemala,3.0,370.0,3.0,"17,879,798 ",5.0,1758.0,3424,58.0,258.0,31427.0,192.0
72,1582,Africa,Guinea,2.0,,,"13,092,620 ",24.0,1100.0,3275,20.0,1673.0,14407.0,250.0
73,586,Asia,Uzbekistan,0.4,,,"33,417,915 ",4.0,13765.0,3164,13.0,2565.0,460000.0,95.0
74,1556,Africa,Senegal,2.0,,,"16,694,358 ",12.0,2097.0,3047,35.0,1456.0,35016.0,183.0
75,57,Asia,Thailand,0.8,2.0,1.0,"69,782,581 ",61.0,4701.0,3042,57.0,2928.0,328073.0,44.0
76,1582,Asia,Tajikistan,5.0,,,"9,514,051 ",,,2929,46.0,1301.0,,308.0
77,1333,Europe,Greece,16.0,,,"10,427,916 ",19.0,14765.0,2878,171.0,1374.0,153963.0,276.0
78,1457,Europe,Bulgaria,19.0,,,"6,953,369 ",29.0,10656.0,2427,130.0,840.0,74096.0,349.0
79,577,Europe,Bosnia and Herzegovina,44.0,,,"3,282,754 ",4.0,18135.0,2401,144.0,1680.0,59532.0,731.0
80,1127,Africa,Ivory Coast,1.0,,,"26,305,483 ",,891.0,2376,30.0,1219.0,23444.0,90.0
81,1196,Africa,Djibouti,10.0,,,"986,480 ",,22400.0,2270,10.0,1064.0,22097.0,2301.0
82,118,Europe,Croatia,24.0,,,"4,107,668 ",6.0,14968.0,2244,99.0,2027.0,61482.0,546.0
83,1761,Africa,DRC,0.7,,,"89,249,182 ",,,2141,63.0,317.0,,24.0
84,1250,North America,El Salvador,5.0,68.0,,"6,482,911 ",25.0,11591.0,1983,35.0,698.0,75146.0,306.0
85,443,Europe,North Macedonia,54.0,,,"2,083,382 ",21.0,12129.0,1978,113.0,1422.0,25270.0,949.0
86,170,North America,Cuba,7.0,,,"11,327,291 ",3.0,8304.0,1941,82.0,1689.0,94060.0,171.0
87,1463,Africa,Gabon,5.0,,,"2,219,916 ",10.0,4463.0,1934,12.0,459.0,9908.0,871.0
88,227,Europe,Estonia,48.0,,,"1,326,447 ",1.0,57129.0,1823,64.0,1532.0,75779.0,1374.0
89,3,Europe,Iceland,29.0,,,"341,018 ",,170739.0,1804,10.0,1791.0,58225.0,5290.0
90,422,Europe,Lithuania,23.0,,,"2,725,743 ",17.0,98219.0,1623,63.0,1138.0,267719.0,595.0
91,1329,Africa,Somalia,4.0,,,"15,843,017 ",2.0,,1594,61.0,204.0,,101.0
92,673,Africa,Mayotte,74.0,,,"272,084 ",11.0,19112.0,1587,20.0,894.0,5200.0,5833.0
93,180,Europe,Slovakia,5.0,,,"5,459,382 ",1.0,29017.0,1509,28.0,1301.0,158414.0,276.0
94,27,Australia/Oceania,New Zealand,4.0,,,"4,818,226 ",1.0,54235.0,1504,21.0,1456.0,261315.0,312.0
95,21,Europe,Slovenia,51.0,,,"2,078,910 ",4.0,36130.0,1468,107.0,1340.0,75110.0,706.0
96,425,Asia,Kyrgyzstan,2.0,30.0,2.0,"6,512,696 ",5.0,15430.0,1433,16.0,992.0,100488.0,220.0
97,1223,Asia,Maldives,7.0,,,"539,521 ",9.0,21825.0,1371,4.0,144.0,11775.0,2541.0
98,780,Africa,Kenya,1.0,,,"53,641,131 ",1.0,1105.0,1214,51.0,383.0,59260.0,23.0
99,458,Asia,Sri Lanka,0.4,,,"21,404,252 ",1.0,2562.0,1141,9.0,674.0,54834.0,53.0
100,849,South America,Venezuela,0.4,,,"28,443,719 ",2.0,28266.0,1121,10.0,262.0,804004.0,39.0
101,400,Asia,Lebanon,4.0,,,"6,828,370 ",4.0,10870.0,1114,26.0,688.0,74224.0,163.0
102,1066,Africa,Guinea-Bissau,3.0,,,"1,962,847 ",,764.0,1114,6.0,42.0,1500.0,568.0
103,32,Asia,Hong Kong,0.5,,,"7,490,759 ",1.0,27091.0,1066,4.0,1030.0,202930.0,142.0
104,86,Africa,Tunisia,4.0,3.0,,"11,805,813 ",3.0,4050.0,1051,48.0,917.0,47816.0,89.0
105,313,Europe,Latvia,12.0,,,"1,888,124 ",2.0,52459.0,1047,22.0,712.0,99049.0,555.0
106,368,Africa,Mali,3.0,,,"20,184,488 ",,173.0,1030,65.0,597.0,3483.0,51.0
107,177,Europe,Albania,11.0,,,"2,878,103 ",5.0,4614.0,998,32.0,789.0,13279.0,347.0
108,784,Africa,Equatorial Guinea,8.0,,,"1,397,634 ",,611.0,960,11.0,165.0,854.0,687.0
109,909,North America,Haiti,2.0,93.0,1.0,"11,388,004 ",,239.0,958,27.0,22.0,2718.0,84.0
110,101,Africa,Niger,3.0,,,"24,103,187 ",,248.0,945,61.0,783.0,5989.0,39.0
111,324,Asia,Cyprus,14.0,,,"1,206,464 ",10.0,82666.0,935,17.0,594.0,99733.0,775.0
112,300,North America,Costa Rica,2.0,,,"5,089,334 ",3.0,4594.0,930,10.0,620.0,23378.0,183.0
113,577,Africa,Zambia,0.4,,,"18,325,629 ",1.0,1092.0,920,7.0,336.0,20011.0,50.0
114,544,South America,Paraguay,2.0,,,"7,123,379 ",,3483.0,862,11.0,307.0,24812.0,121.0
115,90,Africa,Burkina Faso,2.0,,,"20,838,531 ",,,814,52.0,672.0,,39.0
116,129,South America,Uruguay,6.0,,,"3,472,528 ",5.0,10985.0,769,22.0,618.0,38146.0,221.0
117,58,Europe,Andorra,660.0,,,"77,253 ",3.0,48542.0,762,51.0,653.0,3750.0,9864.0
118,196,Asia,Georgia,3.0,,,"3,989,910 ",6.0,12172.0,730,12.0,522.0,48565.0,183.0
119,48,,Diamond Princess,,,,0,4.0,,712,13.0,651.0,,
120,228,Asia,Jordan,0.9,,,"10,192,674 ",5.0,16009.0,708,9.0,471.0,163173.0,69.0
121,426,Africa,Sierra Leone,5.0,,,"7,959,309 ",,,707,40.0,241.0,,89.0
122,400,Africa,Chad,4.0,,,"16,372,282 ",,,675,60.0,215.0,,41.0
123,357,Europe,San Marino,1238.0,,,"33,924 ",1.0,116967.0,665,42.0,266.0,3968.0,19603.0
124,641,Africa,South Sudan,0.7,,,"11,180,046 ",,300.0,655,8.0,6.0,3356.0,59.0
125,128,Europe,Malta,14.0,,,"441,426 ",1.0,137763.0,610,6.0,476.0,60812.0,1382.0
126,581,Africa,CAR,0.2,,,"4,820,755 ",,2400.0,604,1.0,22.0,11570.0,125.0
127,513,Asia,Nepal,0.1,,,"29,080,393 ",,4774.0,603,3.0,87.0,138841.0,21.0
128,425,Africa,Ethiopia,0.04,,,"114,646,241 ",,707.0,582,5.0,152.0,81010.0,5.0
129,-4,Europe,Channel Islands,259.0,,,"173,698 ",,59039.0,558,45.0,517.0,10255.0,3212.0
130,332,North America,Jamaica,3.0,2.0,,"2,959,871 ",1.0,3456.0,552,9.0,211.0,10230.0,186.0
131,383,Africa,Madagascar,0.07,,,"27,611,307 ",6.0,205.0,527,2.0,142.0,5670.0,19.0
132,305,Africa,Tanzania,0.4,,,"59,541,003 ",7.0,,509,21.0,183.0,,9.0
133,324,Africa,Congo,3.0,,,"5,502,963 ",,,487,16.0,147.0,,88.0
134,40,Africa,Réunion,1.0,,,"894,662 ",2.0,19225.0,452,1.0,411.0,17200.0,505.0
135,20,Asia,Taiwan,0.3,,,"23,812,509 ",,2969.0,441,7.0,414.0,70697.0,19.0
136,63,Asia,Palestine,0.6,,,"5,088,300 ",,8819.0,423,3.0,357.0,44876.0,83.0
137,228,Africa,Togo,1.0,,,"8,257,247 ",,2028.0,381,12.0,141.0,16747.0,46.0
138,222,Africa,Cabo Verde,5.0,,,"555,360 ",,2353.0,380,3.0,155.0,1307.0,684.0
139,9,Europe,Isle of Man,282.0,,,"84,988 ",2.0,53219.0,336,24.0,303.0,4523.0,3953.0
140,2,Africa,Mauritius,8.0,,,"1,271,559 ",,80411.0,334,10.0,322.0,102247.0,263.0
141,182,South America,French Guiana,3.0,,,"297,814 ",,,328,1.0,145.0,,1101.0
142,90,Africa,Rwanda,,,,"12,916,434 ",,4527.0,327,,237.0,58477.0,25.0
143,58,Asia,Vietnam,,,,"97,248,575 ",2.0,2828.0,325,,267.0,275000.0,3.0
144,0,Europe,Montenegro,14.0,,,"628,058 ",,16188.0,324,9.0,315.0,10167.0,516.0
145,63,North America,Nicaragua,3.0,,,"6,616,331 ",,,279,17.0,199.0,,42.0
146,100,Africa,Liberia,5.0,,,"5,044,519 ",,,265,26.0,139.0,,53.0
147,239,Africa,Sao Tome and Principe,37.0,,,"218,720 ",,800.0,251,8.0,4.0,175.0,1148.0
148,92,Africa,Eswatini,2.0,,,"1,158,921 ",,4309.0,250,2.0,156.0,4994.0,216.0
149,216,Africa,Mauritania,1.0,,,"4,635,933 ",,557.0,237,6.0,15.0,2583.0,51.0
150,170,Asia,Yemen,1.0,,,"29,753,775 ",,4.0,222,42.0,10.0,120.0,7.0
151,73,Asia,Myanmar,0.1,,,"54,372,762 ",,343.0,201,6.0,122.0,18644.0,4.0
152,130,Africa,Uganda,,,,"45,574,375 ",,1865.0,198,,68.0,84975.0,4.0
153,92,North America,Martinique,37.0,,,"375,293 ",,,197,14.0,91.0,,525.0
154,143,Africa,Mozambique,,,,"31,156,229 ",,272.0,194,,51.0,8463.0,6.0
155,106,Africa,Benin,0.2,,,"12,087,557 ",,2313.0,191,3.0,82.0,27954.0,16.0
156,0,Europe,Faeroe Islands,,,,"48,844 ",,187904.0,187,,187.0,9178.0,3829.0
157,32,North America,Guadeloupe,35.0,,,"400,117 ",3.0,8930.0,161,14.0,115.0,3573.0,402.0
158,7,Europe,Gibraltar,,,,"33,692 ",,193636.0,154,,147.0,6524.0,4571.0
159,3,Asia,Brunei ,2.0,,,"437,047 ",2.0,42126.0,141,1.0,137.0,18411.0,323.0
160,108,Asia,Mongolia,,,,"3,272,661 ",25.0,3791.0,141,,33.0,12407.0,43.0
161,63,South America,Guyana,13.0,,,"786,170 ",2.0,1853.0,135,10.0,62.0,1457.0,172.0
162,43,North America,Bermuda,144.0,,,"62,300 ",2.0,102119.0,133,9.0,81.0,6362.0,2135.0
163,67,North America,Cayman Islands,15.0,,,"65,642 ",,128363.0,129,1.0,61.0,8426.0,1965.0
164,2,Asia,Cambodia,,,,"16,694,582 ",1.0,997.0,124,,122.0,16642.0,7.0
165,0,North America,Trinidad and Tobago,6.0,,,"1,399,036 ",,2094.0,116,8.0,108.0,2930.0,83.0
166,3,North America,Aruba,28.0,,,"106,721 ",3.0,19396.0,101,3.0,95.0,2070.0,946.0
167,43,North America,Bahamas,28.0,,,"392,857 ",1.0,5020.0,100,11.0,46.0,1972.0,255.0
168,4,Europe,Monaco,102.0,,,"39,214 ",2.0,,98,4.0,90.0,,2499.0
169,15,North America,Barbados,24.0,,,"287,340 ",4.0,16232.0,92,7.0,70.0,4664.0,320.0
170,65,Africa,Comoros,1.0,,,"867,573 ",,,87,1.0,21.0,,100.0
171,41,Asia,Syria,0.2,,,"17,453,396 ",,,86,4.0,41.0,,5.0
172,46,Africa,Malawi,0.2,,,"19,074,564 ",1.0,126.0,83,4.0,33.0,2411.0,4.0
173,26,Europe,Liechtenstein,26.0,,,"38,117 ",,23612.0,82,1.0,55.0,900.0,2151.0
174,3,North America,Sint Maarten,350.0,,,"42,825 ",1.0,10228.0,77,15.0,59.0,438.0,1798.0
175,33,Africa,Libya,0.4,,,"6,861,458 ",,634.0,75,3.0,39.0,4351.0,11.0
176,47,Africa,Angola,0.1,,,"32,748,622 ",,305.0,69,4.0,18.0,10000.0,2.0
177,0,Australia/Oceania,French Polynesia,,,,"280,744 ",,13795.0,60,,60.0,3873.0,214.0
178,27,Africa,Zimbabwe,0.3,,,"14,840,039 ",,2496.0,56,4.0,25.0,37039.0,4.0
179,0,Asia,Macao,,,,"648,403 ",,,45,,45.0,,69.0
180,21,Africa,Burundi,0.08,,,"11,850,302 ",,24.0,42,1.0,20.0,284.0,4.0
181,4,North America,Saint Martin,78.0,,,"38,595 ",1.0,14328.0,40,3.0,33.0,553.0,1036.0
182,0,Africa,Eritrea,,,,"3,541,249  ",,,39,,39.0,,11.0
183,15,Africa,Botswana,0.4,,,"2,346,458 ",,6861.0,35,1.0,19.0,16100.0,15.0
184,21,Asia,Bhutan,,3.0,,"770,726 ",,19906.0,27,,6.0,15342.0,35.0
185,3,North America,Antigua and Barbuda,31.0,,,"97,846 ",1.0,1870.0,25,3.0,19.0,183.0,256.0
186,11,Africa,Gambia,0.4,,,"2,408,973 ",,613.0,25,1.0,13.0,1476.0,10.0
187,0,Asia,Timor-Leste,,,,"1,315,727 ",,561.0,24,,24.0,738.0,18.0
188,5,North America,Grenada,,,,"112,471 ",4.0,26736.0,22,,17.0,3007.0,196.0
189,7,Africa,Namibia,,,,"2,535,948 ",,1194.0,21,,14.0,3027.0,8.0
190,5,Asia,Laos,,,,"7,264,396 ",,755.0,19,,14.0,5487.0,3.0
191,0,North America,Belize,5.0,,,"396,850 ",,3616.0,18,2.0,16.0,1435.0,45.0
192,3,Australia/Oceania,Fiji,,,,"895,784 ",,1451.0,18,,15.0,1300.0,20.0
193,0,Australia/Oceania,New Caledonia,,,,"285,215 ",,19122.0,18,,18.0,5454.0,63.0
194,0,North America,Saint Lucia,,,,"183,543 ",,4893.0,18,,18.0,898.0,98.0
195,4,North America,St. Vincent Grenadines,,,,"110,905 ",,1884.0,18,,14.0,209.0,162.0
196,2,North America,Curaçao,6.0,,,"164,026 ",,3073.0,17,1.0,14.0,504.0,104.0
197,0,North America,Dominica,,,,"71,968 ",,6017.0,16,,16.0,433.0,222.0
198,0,North America,Saint Kitts and Nevis,,,,"53,161 ",,7355.0,15,,15.0,391.0,282.0
199,0,South America,Falkland Islands,,,,"3,468 ",,128316.0,13,,13.0,445.0,3749.0
200,1,North America,Turks and Caicos,26.0,,,"38,662 ",,3259.0,12,1.0,10.0,126.0,310.0
201,1,North America,Greenland,,,,"56,760 ",,33210.0,12,,11.0,1885.0,211.0
202,10,Europe,Vatican City,,,,801,,,12,,2.0,,14981.0
203,0,North America,Montserrat,200.0,,,"4,992 ",,7212.0,11,1.0,10.0,36.0,2204.0
204,1,South America,Suriname,2.0,,,"586,092 ",,833.0,11,1.0,9.0,488.0,19.0
205,0,Africa,Seychelles,,,,"98,285 ",,,11,,11.0,,112.0
206,7,,MS Zaandam,,,,0,,,9,2.0,,,
207,3,Africa,Western Sahara,,,,"595,704 ",,,9,,6.0,,15.0
208,1,North America,British Virgin Islands,33.0,,,"30,211 ",,5528.0,8,1.0,6.0,167.0,265.0
209,0,Australia/Oceania,Papua New Guinea,,,,"8,928,690 ",,269.0,8,,8.0,2402.0,0.9
210,0,North America,Caribbean Netherlands,,,,"26,198 ",,16184.0,6,,6.0,424.0,229.0
211,0,North America,St. Barth,,,,"9,874 ",,13875.0,6,,6.0,137.0,608.0
212,0,North America,Anguilla,,,,"14,989 ",,2001.0,3,,3.0,30.0,200.0
213,2,Africa,Lesotho,,,,"2,140,514 ",,132.0,2,,,283.0,0.9
214,0,North America,Saint Pierre Miquelon,,,,"5,797 ",,,1,,1.0,,173.0
215,83,Asia,China,3.0,11.0,,"1,439,323,776 ",7.0,,82985,4634.0,78268.0,,58.0
,1203830,North America,Total:,,3504.0,225.0,,18270.0,,1880853,114394.0,562629.0,,
,360064,South America,Total:,,1943.0,40.0,,10855.0,,633783,31512.0,242207.0,,
,849287,Europe,Total:,,15.0,5.0,,9977.0,,1901764,169849.0,882628.0,,
,375387,Asia,Total:,,2400.0,38.0,,13788.0,,962818,27493.0,559938.0,,
,64170,Africa,Total:,,195.0,19.0,,323.0,,113851,3375.0,46306.0,,
,511,Australia/Oceania,Total:,,,,,6.0,,8722,123.0,8088.0,,
,55,,Total:,,,,,4.0,,721,15.0,651.0,,
,314298,Europe,European Union,282.11533968043886,15.0,5.0,,5382.0,41042.88131153061,1173776,125612.0,694452.0,18274364.0,2636.214811871054
