#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,19319756,8924.0,451670.0,255.0,11677251,"+6,785",7190835,32678.0,,,,,,North America,"
",,
,Asia,19091181,6714.0,312349.0,114.0,17274280,"+8,370",1504552,27403.0,,,,,,Asia,"
",,
,South America,11966242,120.0,340036.0,4.0,10595951,129,1030255,16567.0,,,,,,South America,"
",,
,Europe,19838391,8622.0,457545.0,142.0,9269716,"+5,226",10111130,26888.0,,,,,,Europe,"
",,
,Africa,2393061,,56428.0,,2023832,,312801,2620.0,,,,,,Africa,"
",,
,Oceania,46587,12.0,1034.0,,33219,3,12334,26.0,,,,,,Australia/Oceania,"
",,
,World,72655939,24392.0,1619077.0,515.0,50874955,"+20,513",20161907,106182.0,9321.0,207.7,,,,All,"
",,
1,USA,16737267,,306459.0,,9724439,,6706369,27611.0,50432.0,923.0,221195630.0,666491.0,"331,880,970 ",North America,20,"1,083",2
2,India,9884716,,143393.0,,9388159,551,353164,8944.0,7131.0,103.0,154566990.0,111510.0,"1,386,123,196 ",Asia,140,"9,667",9
3,Brazil,6901990,,181419.0,,5982953,,737618,8318.0,32367.0,851.0,25700000.0,120520.0,"213,242,430 ",South America,31,"1,175",8
4,Russia,2653928,,46941.0,,2106235,,500752,2300.0,18182.0,322.0,82600000.0,565897.0,"145,962,904 ",Europe,55,"3,109",2
5,France,2376852,,57911.0,,176995,,2141946,2871.0,36377.0,886.0,28942112.0,442953.0,"65,339,066 ",Europe,27,"1,128",2
6,UK,1849403,,64170.0,,0,N/A,0,1275.0,27178.0,943.0,47141344.0,692772.0,"68,047,462 ",Europe,37,"1,060",1
7,Italy,1843712,,64520.0,,1093161,,686031,3158.0,30514.0,1068.0,24215726.0,400781.0,"60,421,355 ",Europe,33,936,2
8,Turkey,1836728,,16417.0,,1603780,,216531,5973.0,21673.0,194.0,21079716.0,248734.0,"84,748,019 ",Asia,46,"5,162",4
9,Spain,1741439,,47624.0,,0,N/A,0,2100.0,37240.0,1018.0,24101272.0,515392.0,"46,763,009 ",Europe,27,982,2
10,Argentina,1498160,,40766.0,,1335317,,122077,3537.0,33012.0,898.0,4259194.0,93850.0,"45,382,916 ",South America,30,"1,113",11
11,Colombia,1425774,,39053.0,,1314836,,71885,2376.0,27887.0,764.0,7069223.0,138267.0,"51,127,304 ",South America,36,"1,309",7
12,Germany,1338483,,22406.0,,967900,,348177,4552.0,15952.0,267.0,30494036.0,363433.0,"83,905,438 ",Europe,63,"3,745",3
13,Mexico,1250044,8608.0,113953.0,249.0,918681,"+6,716",217410,3550.0,9650.0,880.0,3194264.0,24658.0,"129,543,309 ",North America,104,"1,137",41
14,Poland,1135676,,22864.0,,858895,,253917,1784.0,30022.0,604.0,6675849.0,176480.0,"37,827,748 ",Europe,33,"1,654",6
