#,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,1138252,North America,North America,,2524.0,288.0,,17398.0,,1662832,101950.0,422630.0,,
,843371,Europe,Europe,,72.0,6.0,,11759.0,,1761424,161678.0,756375.0,,
,255557,South America,South America,,618.0,30.0,,10423.0,,425165,22436.0,147172.0,,
,309555,Asia,Asia,,1998.0,40.0,,4941.0,,780079,24342.0,446182.0,,
,48532,Africa,Africa,,2.0,,,288.0,,83365,2726.0,32107.0,,
,631,Australia/Oceania,Oceania,,9.0,,,16.0,,8647,119.0,7897.0,,
,2595953,All,World,40.2,5223.0,364.0,,44829.0,,4722233,313266.0,1813014.0,,606.0
1,1078428,North America,USA,272.0,,,"330,764,077 ",16248.0,36127.0,1507773,90113.0,339232.0,11949625.0,4558.0
2,56689,Europe,Spain,590.0,,,"46,752,605 ",1208.0,64977.0,276505,27563.0,192253.0,3037840.0,5914.0
3,206340,Europe,Russia,17.0,,,"145,926,952 ",2300.0,45614.0,272043,2537.0,63166.0,6656340.0,1864.0
4,0,Europe,UK,508.0,,,"67,842,296 ",1559.0,36696.0,240161,34466.0,0.0,2489563.0,3540.0
5,128177,South America,Brazil,74.0,369.0,29.0,"212,372,688 ",8318.0,3462.0,233511,15662.0,89672.0,735224.0,1100.0
6,70187,Europe,Italy,525.0,,,"60,472,408 ",775.0,48698.0,224760,31763.0,122810.0,2944859.0,3717.0
7,90674,Europe,France,423.0,,,"65,256,039 ",2132.0,21218.0,179365,27625.0,61066.0,1384633.0,2749.0
8,14817,Europe,Germany,96.0,,,"83,751,395 ",1203.0,37585.0,176244,8027.0,153400.0,3147771.0,2104.0
9,35834,Asia,Turkey,49.0,,,"84,225,118 ",906.0,18874.0,148067,4096.0,108137.0,1589625.0,1758.0
10,18308,Asia,Iran,83.0,,,"83,856,767 ",2716.0,8022.0,118392,6937.0,93147.0,672679.0,1412.0
11,53831,Asia,India,2.0,279.0,1.0,"1,378,307,692 ",,1616.0,90927,2872.0,34224.0,2227642.0,66.0
12,57746,South America,Peru,77.0,,,"32,913,388 ",840.0,19156.0,88541,2523.0,28272.0,630482.0,2690.0
13,32366,North America,Canada,151.0,,,"37,700,962 ",502.0,33567.0,75864,5679.0,37819.0,1265502.0,2012.0
14,31524,Europe,Belgium,777.0,,,"11,583,464 ",364.0,57302.0,54989,9005.0,14460.0,663755.0,4747.0
15,28048,Asia,Saudi Arabia,9.0,,,"34,744,365 ",166.0,16268.0,52016,302.0,23666.0,565228.0,1497.0
16,10251,North America,Mexico,39.0,2112.0,278.0,"128,762,855 ",378.0,1271.0,47144,5045.0,31848.0,163691.0,366.0
17,0,Europe,Netherlands,331.0,,,"17,130,286 ",346.0,16809.0,43870,5670.0,0.0,287943.0,2561.0
18,22993,South America,Chile,22.0,,,"19,095,791 ",751.0,18346.0,41428,421.0,18014.0,350325.0,2169.0
19,27937,Asia,Pakistan,4.0,1352.0,39.0,"220,333,311 ",111.0,1695.0,40151,873.0,11341.0,373410.0,182.0
20,26642,South America,Ecuador,153.0,,,"17,608,766 ",197.0,5301.0,32763,2688.0,3433.0,93344.0,1861.0
21,27169,Asia,Qatar,5.0,,,"2,874,781 ",158.0,53118.0,30972,15.0,3788.0,152704.0,10774.0
22,1293,Europe,Switzerland,217.0,,,"8,646,793 ",69.0,39247.0,30572,1879.0,27400.0,339364.0,3536.0
23,21032,Europe,Sweden,364.0,,,"10,091,512 ",278.0,17589.0,29677,3674.0,4971.0,177500.0,2941.0
24,23785,Europe,Portugal,118.0,,,"10,200,225 ",115.0,58828.0,28810,1203.0,3822.0,600061.0,2824.0
25,19023,Europe,Belarus,17.0,,,"9,449,695 ",92.0,35457.0,28681,160.0,9498.0,335057.0,3035.0
26,18992,Asia,Singapore,4.0,,,"5,844,637 ",16.0,42133.0,27356,22.0,8342.0,246254.0,4681.0
27,3045,Europe,Ireland,311.0,,,"4,930,848 ",69.0,52488.0,24048,1533.0,19470.0,258808.0,4877.0
28,14482,Asia,UAE,22.0,,,"9,875,312 ",1.0,158063.0,22627,214.0,7931.0,1560923.0,2291.0
29,16564,Asia,Bangladesh,2.0,,,"164,484,082 ",1.0,1016.0,20995,314.0,4117.0,167114.0,128.0
30,10167,Europe,Poland,24.0,,,"37,851,553 ",160.0,15888.0,18257,915.0,7175.0,601394.0,482.0
31,12455,Europe,Ukraine,11.0,,,"43,764,414 ",231.0,5041.0,17858,497.0,4906.0,220638.0,408.0
32,12025,Asia,Indonesia,4.0,,,"273,160,748 ",,669.0,17025,1089.0,3911.0,182818.0,62.0
33,6036,Europe,Romania,57.0,,,"19,252,618 ",206.0,15776.0,16704,1094.0,9574.0,303734.0,868.0
34,3485,Asia,Israel,31.0,,,"8,638,177 ",59.0,57733.0,16608,268.0,12855.0,498711.0,1923.0
35,5174,Asia,Japan,6.0,,,"126,522,222 ",232.0,1900.0,16237,725.0,10338.0,240368.0,128.0
36,1048,Europe,Austria,70.0,,,"9,000,086 ",50.0,39710.0,16201,629.0,14524.0,357393.0,1800.0
37,10790,South America,Colombia,11.0,,,"50,814,825 ",136.0,3741.0,14939,562.0,3587.0,190114.0,294.0
38,7616,Africa,South Africa,4.0,,,"59,214,047 ",119.0,7423.0,14355,261.0,6478.0,439559.0,242.0
39,9852,Asia,Kuwait,25.0,,,"4,262,502 ",169.0,56473.0,13802,107.0,3843.0,240716.0,3238.0
40,8927,Asia,Philippines,7.0,,,"109,395,919 ",79.0,1966.0,12305,817.0,2561.0,215060.0,112.0
41,7956,North America,Dominican Republic,40.0,,,"10,834,295 ",127.0,4625.0,12110,428.0,3726.0,50108.0,1118.0
42,8157,Africa,Egypt,6.0,,,"102,083,440 ",41.0,1322.0,11719,612.0,2950.0,135000.0,115.0
43,900,Asia,S. Korea,5.0,13.0,,"51,263,879 ",55.0,14584.0,11050,262.0,9888.0,747653.0,216.0
44,1208,Europe,Denmark,94.0,,,"5,789,720 ",28.0,76785.0,10858,543.0,9107.0,444562.0,1875.0
45,5789,Europe,Serbia,26.0,,,"8,741,513 ",18.0,19990.0,10496,228.0,4479.0,174746.0,1201.0
46,3100,North America,Panama,62.0,181.0,3.0,"4,306,053 ",72.0,11403.0,9449,269.0,6080.0,49104.0,2194.0
47,2737,Europe,Czechia,28.0,,,"10,706,582 ",39.0,32583.0,8455,296.0,5422.0,348849.0,790.0
48,7973,Europe,Norway,43.0,,,"5,415,986 ",20.0,39947.0,8237,232.0,32.0,216350.0,1521.0
49,4908,South America,Argentina,8.0,,,"45,144,058 ",170.0,2223.0,7805,363.0,2534.0,100362.0,173.0
50,582,Australia/Oceania,Australia,4.0,8.0,,"25,462,599 ",16.0,40940.0,7044,98.0,6364.0,1042431.0,277.0
51,1247,Asia,Malaysia,3.0,,,"32,313,467 ",13.0,13435.0,6872,113.0,5512.0,434136.0,213.0
52,2870,Africa,Algeria,12.0,,,"43,748,441 ",22.0,149.0,6821,542.0,3409.0,6500.0,156.0
53,3973,Asia,Bahrain,7.0,,,"1,693,342 ",3.0,135937.0,6747,12.0,2762.0,230188.0,3984.0
54,3062,Africa,Morocco,5.0,,,"36,855,368 ",1.0,2306.0,6741,192.0,3487.0,85004.0,183.0
55,5489,Asia,Afghanistan,4.0,,,"38,812,546 ",19.0,566.0,6402,168.0,745.0,21967.0,165.0
56,989,Europe,Finland,54.0,,,"5,539,682 ",30.0,25976.0,6286,297.0,5000.0,143900.0,1135.0
57,3143,Asia,Kazakhstan,2.0,307.0,,"18,748,360 ",31.0,26947.0,6157,34.0,2980.0,505216.0,328.0
58,3383,Europe,Moldova,51.0,,,"4,035,075 ",251.0,5067.0,5934,207.0,2344.0,20447.0,1471.0
59,3952,Africa,Ghana,0.9,,,"30,987,872 ",5.0,5539.0,5735,29.0,1754.0,171642.0,185.0
60,3973,Africa,Nigeria,0.9,,,"205,458,157 ",7.0,160.0,5621,176.0,1472.0,32942.0,27.0
61,3572,Asia,Oman,4.0,,,"5,089,256 ",31.0,11986.0,5029,21.0,1436.0,61000.0,988.0
62,2437,Asia,Armenia,19.0,,,"2,962,574 ",10.0,13166.0,4283,55.0,1791.0,39005.0,1446.0
63,127,Europe,Luxembourg,166.0,,,"624,669 ",15.0,96445.0,3930,104.0,3699.0,60246.0,6291.0
64,3188,South America,Bolivia,14.0,249.0,1.0,"11,652,778 ",3.0,1270.0,3826,165.0,473.0,14803.0,328.0
65,1662,Europe,Hungary,47.0,36.0,3.0,"9,663,257 ",47.0,13985.0,3509,451.0,1396.0,135137.0,363.0
66,1013,Asia,Iraq,3.0,,,"40,103,316 ",,3505.0,3260,121.0,2126.0,140573.0,81.0
67,1158,Asia,Azerbaijan,4.0,,,"10,127,789 ",37.0,22315.0,3138,36.0,1944.0,226005.0,310.0
68,1398,Africa,Cameroon,5.0,,,"26,457,691 ",28.0,,3105,140.0,1567.0,,117.0
69,116,Asia,Thailand,0.8,3.0,,"69,778,764 ",61.0,4099.0,3028,56.0,2856.0,286008.0,43.0
70,1283,Europe,Greece,16.0,,,"10,429,023 ",23.0,12109.0,2819,162.0,1374.0,126283.0,270.0
71,517,Asia,Uzbekistan,0.3,3.0,,"33,407,309 ",8.0,13769.0,2741,11.0,2213.0,460000.0,82.0
72,1509,Africa,Guinea,1.0,,,"13,084,805 ",18.0,787.0,2658,16.0,1133.0,10304.0,203.0
73,2149,North America,Honduras,14.0,105.0,4.0,"9,884,383 ",10.0,572.0,2565,138.0,278.0,5653.0,260.0
74,1455,Africa,Senegal,1.0,,,"16,684,681 ",6.0,1474.0,2429,25.0,949.0,24599.0,146.0
75,1970,Africa,Sudan,2.0,,,"43,713,550 ",,,2289,97.0,222.0,,52.0
76,783,Europe,Bosnia and Herzegovina,39.0,,,"3,283,197 ",4.0,14781.0,2267,129.0,1355.0,48528.0,690.0
77,216,Europe,Croatia,23.0,,,"4,108,218 ",9.0,12761.0,2224,95.0,1913.0,52425.0,541.0
78,1505,Europe,Bulgaria,16.0,36.0,3.0,"6,954,506 ",45.0,9429.0,2211,108.0,598.0,65574.0,318.0
79,1049,Africa,Ivory Coast,1.0,,,"26,291,162 ",,580.0,2061,25.0,987.0,15260.0,78.0
80,323,North America,Cuba,7.0,,,"11,327,442 ",7.0,7048.0,1862,79.0,1460.0,79834.0,164.0
81,6,Europe,Iceland,29.0,,,"340,970 ",,166413.0,1802,10.0,1786.0,56742.0,5285.0
82,773,Europe,Estonia,47.0,,,"1,326,428 ",5.0,51899.0,1770,63.0,934.0,68840.0,1334.0
83,1592,North America,Guatemala,2.0,120.0,3.0,"17,872,544 ",5.0,403.0,1763,33.0,138.0,7200.0,99.0
84,397,Europe,North Macedonia,47.0,,,"2,083,384 ",21.0,10085.0,1762,98.0,1267.0,21010.0,846.0
85,491,Europe,Lithuania,20.0,,,"2,726,566 ",17.0,82169.0,1534,55.0,988.0,224040.0,563.0
86,45,Australia/Oceania,New Zealand,4.0,1.0,,"4,817,371 ",,47359.0,1499,21.0,1433.0,228148.0,311.0
87,314,Europe,Slovakia,5.0,,,"5,459,325 ",3.0,25642.0,1493,28.0,1151.0,139986.0,273.0
88,1090,Europe,Slovenia,50.0,,,"2,078,904 ",6.0,33119.0,1465,103.0,272.0,68852.0,705.0
89,1124,Africa,DRC,0.7,,,"89,189,398 ",,,1455,61.0,270.0,,16.0
90,1154,Africa,Somalia,3.0,,,"15,833,288 ",2.0,,1357,55.0,148.0,,86.0
91,377,Africa,Djibouti,4.0,,,"986,166 ",,17346.0,1331,4.0,950.0,17106.0,1350.0
92,1286,Asia,Tajikistan,4.0,,,"9,509,357 ",,,1322,36.0,,,139.0
93,1065,Africa,Gabon,5.0,,,"2,218,765 ",10.0,3355.0,1320,11.0,244.0,7445.0,595.0
94,667,Africa,Mayotte,66.0,,,"271,940 ",9.0,19122.0,1312,18.0,627.0,5200.0,4825.0
95,796,North America,El Salvador,4.0,,,"6,482,197 ",18.0,8240.0,1265,26.0,443.0,53412.0,195.0
96,320,Asia,Kyrgyzstan,2.0,21.0,,"6,510,341 ",5.0,9138.0,1138,14.0,804.0,59490.0,175.0
