#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1229629,North America,North America,,5797.0,756.0,"+3,295",,19404.0,,2361252,140392.0,991231.0,,
,"
",,,544785,South America,South America,,637.0,25.0,"+42,652",,11987.0,,1267858,54648.0,668425.0,,
,"
",,,838020,Europe,Europe,,,,,,6907.0,,2139738,180941.0,1120777.0,,
,"
",,,540048,Asia,Asia,,6988.0,122.0,"+2,509",,15081.0,,1469184,37203.0,891933.0,,
,"
",,,109189,Africa,Africa,,81.0,1.0,22,,503.0,,212092,5718.0,97185.0,,
,"
",,,437,Australia/Oceania,Oceania,,9.0,,3,,3.0,,8896,124.0,8335.0,,
,"
",,,3262163,All,World,53.8,13512.0,904.0,"+48,481",,53889.0,,7459741,419041.0,3778537.0,,957.0
1,160,"2,874",15,1142777,North America,USA,348.0,,,,"330,896,410 ",16838.0,68377.0,2066401,115130.0,808494.0,22625758.0,6245.0
2,274,"5,339",156,338695,South America,Brazil,187.0,,,"+16,392","212,475,738 ",8318.0,6422.0,775184,39797.0,396692.0,1364423.0,3648.0
3,296,"22,952",11,234516,Europe,Russia,44.0,,,,"145,931,211 ",2300.0,92820.0,493657,6358.0,252783.0,13545303.0,3383.0
4,234,"1,650",11,0,Europe,UK,606.0,,,N/A,"67,866,605 ",516.0,89037.0,290143,41128.0,0.0,6042622.0,4275.0
5,162,"1,723",10,0,Europe,Spain,580.0,,,N/A,"46,753,838 ",617.0,95507.0,289360,27136.0,0.0,4465338.0,6189.0
6,"4,803","170,129",265,138069,Asia,India,6.0,,,,"1,379,233,699 ",8944.0,3780.0,287155,8107.0,140979.0,5213140.0,208.0
7,256,"1,772",14,31710,Europe,Italy,564.0,,,,"60,466,359 ",249.0,72459.0,235763,34114.0,169939.0,4381349.0,3899.0
8,158,"5,581",26,104889,South America,Peru,179.0,,,,"32,944,770 ",1065.0,38117.0,208823,5903.0,98031.0,1255756.0,6339.0
9,448,"9,472",18,7322,Europe,Germany,106.0,,,,"83,769,646 ",492.0,56036.0,186866,8844.0,170700.0,4694147.0,2231.0
10,472,"9,867",74,28842,Asia,Iran,101.0,,,,"83,930,199 ",2639.0,13447.0,177938,8506.0,140590.0,1128601.0,2120.0
11,487,"17,760",34,21451,Asia,Turkey,56.0,,,,"84,287,073 ",631.0,29087.0,173036,4746.0,146839.0,2451700.0,2053.0
12,421,"2,226",47,53985,Europe,France,449.0,,,,"65,265,877 ",933.0,21215.0,155136,29319.0,71832.0,1384633.0,2377.0
13,129,"7,720",25,24201,South America,Chile,130.0,,,"+26,189","19,106,987 ",1689.0,39833.0,148496,2475.0,121820.0,761090.0,7772.0
14,997,"8,391",349,19897,North America,Mexico,119.0,4883.0,708.0,"+3,182","128,855,326 ",378.0,2866.0,129184,15357.0,93930.0,369362.0,1003.0
15,"1,846","93,645",283,78789,Asia,Pakistan,11.0,5834.0,101.0,"+2,083","220,626,768 ",111.0,3539.0,119536,2356.0,38391.0,780825.0,542.0
16,310,"42,468",34,33515,Asia,Saudi Arabia,24.0,,,,"34,781,424 ",1693.0,29321.0,112288,819.0,77954.0,1019812.0,3228.0
17,388,"4,739",19,32526,North America,Canada,211.0,,,,"37,723,541 ",1864.0,52732.0,97125,7960.0,56639.0,1989255.0,2575.0
18,"2,199","162,644",373,57953,Asia,Bangladesh,6.0,,,,"164,596,070 ",1.0,2683.0,74865,1012.0,15900.0,441560.0,455.0
19,38,"42,543",10,24116,Asia,Qatar,24.0,,,,"2,807,805 ",226.0,96148.0,73595,66.0,49413.0,269964.0,26211.0
20,195,"1,203",12,33548,Europe,Belgium,831.0,,,,"11,586,902 ",102.0,83682.0,59569,9629.0,16392.0,969619.0,5141.0
21,"1,069","48,979",59,22706,Africa,South Africa,20.0,,,,"59,265,120 ",208.0,16846.0,55421,1210.0,31505.0,998400.0,935.0
22,185,"32,811",14,25111,Europe,Belarus,30.0,,,,"9,449,483 ",92.0,69799.0,51066,288.0,25667.0,659565.0,5404.0
23,356,"2,836",39,0,Europe,Netherlands,353.0,,,N/A,"17,132,868 ",80.0,25424.0,48087,6042.0,0.0,435587.0,2807.0
24,216,"2,105",31,0,Europe,Sweden,475.0,,,N/A,"10,095,806 ",288.0,32192.0,46814,4795.0,0.0,325000.0,4637.0
25,397,"4,738",138,18858,South America,Ecuador,211.0,,,,"17,627,077 ",219.0,7271.0,44440,3720.0,21862.0,128175.0,2521.0
26,"1,164","35,486",114,24916,South America,Colombia,28.0,,,,"50,851,849 ",335.0,8750.0,43682,1433.0,17333.0,444933.0,859.0
27,244,"34,801",4,16206,Asia,UAE,29.0,,,,"9,883,472 ",1.0,256691.0,40507,284.0,24017.0,2537000.0,4098.0
28,150,"233,911",12,12408,Asia,Singapore,4.0,,,,"5,847,776 ",3.0,83569.0,38965,25.0,26532.0,488695.0,6663.0
29,"2,670","76,167",757,26653,Africa,Egypt,13.0,,,,"102,215,478 ",41.0,1321.0,38284,1342.0,10289.0,135000.0,375.0
30,286,"6,812",11,12361,Europe,Portugal,147.0,,,,"10,198,203 ",70.0,93553.0,35600,1497.0,21742.0,954069.0,3491.0
31,"7,966","139,540",612,20228,Asia,Indonesia,7.0,,,,"273,358,192 ",,1635.0,34316,1959.0,12129.0,446918.0,126.0
32,126,"15,516",13,10260,Asia,Kuwait,64.0,,,,"4,266,818 ",193.0,76022.0,33823,275.0,23288.0,324373.0,7927.0
33,279,"4,469",20,375,Europe,Switzerland,224.0,,,,"8,651,110 ",21.0,50336.0,31011,1936.0,28700.0,435458.0,3585.0
34,"1,541","52,517",98,14779,Europe,Ukraine,19.0,,,,"43,746,561 ",306.0,10194.0,28381,833.0,12769.0,445940.0,649.0
35,"1,359","31,384",34,13225,Europe,Poland,32.0,,,,"37,848,732 ",160.0,29325.0,27842,1206.0,13411.0,1109909.0,736.0
36,"1,738","61,459",217,17261,South America,Argentina,16.0,,,,"45,172,359 ",274.0,4616.0,25987,735.0,7991.0,208519.0,575.0
37,196,"2,911",13,838,Europe,Ireland,343.0,,,,"4,934,614 ",34.0,74531.0,25231,1695.0,22698.0,367780.0,5113.0
38,"4,614","106,617",236,17810,Asia,Philippines,9.0,,,,"109,495,553 ",82.0,4229.0,23732,1027.0,4895.0,463025.0,217.0
39,"1,698","91,250",740,19138,Asia,Afghanistan,11.0,748.0,21.0,313,"38,872,577 ",19.0,1352.0,22890,426.0,3326.0,52546.0,589.0
