#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39523109,1155.0,885661.0,94.0,32223754,"+2,143",6413694,14638.0,,,,,,North America,"
",,,,,
,Asia,49500595,10795.0,652680.0,138.0,44835928,"+17,640",4011987,32560.0,,,,,,Asia,"
",,,,,
,South America,27847250,2517.0,756505.0,59.0,25117932,"+1,663",1972813,29239.0,,,,,,South America,"
",,,,,
,Europe,46248090,3549.0,1062349.0,260.0,42848803,"+20,988",2336938,18369.0,,,,,,Europe,"
",,,,,
,Africa,4809316,,129025.0,,4336687,,343604,2775.0,,,,,,Africa,"
",,,,,
,Oceania,67580,22.0,1245.0,,65068,6,1267,3.0,,,,,,Australia/Oceania,"
",,,,,
,World,167996661,18038.0,3487480.0,551.0,149428878,"+42,440",15080303,97584.0,21552.0,447.4,,,,All,"
",,,,,
1,USA,33922937,,604416.0,,27563930,,5754591,6841.0,101951.0,1816.0,474368613.0,1425650.0,"332,738,490 ",North America,10,551,1,,,"17,295"
2,India,26948874,1378.0,307249.0,,24054861,"+7,101",2586764,8944.0,19358.0,221.0,332594176.0,238911.0,"1,392,123,725 ",Asia,52,"4,531",4,1.0,,"1,858"
3,Brazil,16121136,,450026.0,,14552024,,1119086,8318.0,75364.0,2104.0,49013934.0,229133.0,"213,910,194 ",South America,13,475,4,,,"5,232"
4,France,5605895,,108658.0,,5222049,,275188,3496.0,85713.0,1661.0,83136527.0,1271146.0,"65,402,812 ",Europe,12,602,1,,,"4,208"
5,Turkey,5194010,,46446.0,,5034316,,113248,1745.0,60999.0,545.0,52594333.0,617671.0,"85,149,488 ",Asia,16,"1,833",2,,,"1,330"
6,Russia,5009911,,118801.0,,4624212,,266898,2300.0,34317.0,814.0,135900000.0,930882.0,"145,990,507 ",Europe,29,"1,229",1,,,"1,828"
7,UK,4464900,,127724.0,,4303621,,33555,124.0,65463.0,1873.0,177198405.0,2598027.0,"68,204,982 ",Europe,15,534,0,,,492
8,Italy,4194672,,125335.0,,3792898,,276439,1382.0,69469.0,2076.0,64665967.0,1070945.0,"60,382,159 ",Europe,14,482,1,,,"4,578"
9,Germany,3659990,,88039.0,,3408800,,163151,3477.0,43559.0,1048.0,59197639.0,704535.0,"84,023,708 ",Europe,23,954,1,,,"1,942"
10,Spain,3647520,,79711.0,,3394340,,173469,1627.0,77987.0,1704.0,49708830.0,1062813.0,"46,770,998 ",Europe,13,587,1,,,"3,709"
11,Argentina,3562135,,74480.0,,3133183,,354472,6373.0,78175.0,1635.0,13256309.0,290924.0,"45,566,304 ",South America,13,612,3,,,"7,779"
12,Colombia,3249433,,85207.0,,3046147,,118079,6582.0,63259.0,1659.0,16419432.0,319648.0,"51,367,216 ",South America,16,603,3,,,"2,299"
13,Poland,2866181,,72945.0,,2627679,,165557,1092.0,75806.0,1929.0,15506202.0,410114.0,"37,809,471 ",Europe,13,518,2,,,"4,379"
14,Iran,2843523,,78848.0,,2347752,,416923,5752.0,33472.0,928.0,19054521.0,224297.0,"84,952,366 ",Asia,30,"1,077",4,,,"4,908"
15,Mexico,2397307,703.0,221695.0,48.0,1916144,"+2,043",259468,4798.0,18421.0,1703.0,6946817.0,53379.0,"130,142,521 ",North America,54,587,19,5,0.4,"1,994"
16,Ukraine,2186463,2608.0,49685.0,249.0,1975064,"+17,503",161714,177.0,50266.0,1142.0,10022457.0,230412.0,"43,498,056 ",Europe,20,875,4,60,6,"3,718"
17,Peru,1926923,,68358.0,,1720665,,137900,2682.0,57724.0,2048.0,12506500.0,374653.0,"33,381,597 ",South America,17,488,3,,,"4,131"
18,Indonesia,1781127,,49455.0,,1638279,,93393,,6451.0,179.0,16146147.0,58478.0,"276,106,612 ",Asia,155,"5,583",17,,,338
19,Czechia,1658092,,30028.0,,1611189,,16875,152.0,154575.0,2799.0,22950252.0,2139531.0,"10,726,768 ",Europe,6,357,0,,,"1,573"
20,South Africa,1637848,,55874.0,,1541250,,40724,546.0,27308.0,932.0,11378282.0,189714.0,"59,976,056 ",Africa,37,"1,073",5,,,679
21,Netherlands,1628922,,17553.0,,1435571,,175798,591.0,94877.0,1022.0,13797380.0,803630.0,"17,168,813 ",Europe,11,978,1,,,"10,239"
22,Canada,1361564,,25265.0,,1284481,,51818,1236.0,35795.0,664.0,34218813.0,899599.0,"38,037,842 ",North America,28,"1,506",1,,,"1,362"
23,Chile,1335261,,28548.0,,1265116,,41597,3037.0,69318.0,1482.0,14392767.0,747178.0,"19,262,832 ",South America,14,675,1,,,"2,159"
24,Philippines,1184706,,19983.0,,1115806,,48917,1704.0,10684.0,180.0,13043749.0,117636.0,"110,882,462 ",Asia,94,"5,549",9,,,441
25,Iraq,1172042,,16214.0,,1086612,,69216,456.0,28569.0,395.0,10161013.0,247676.0,"41,025,396 ",Asia,35,"2,530",4,,,"1,687"
26,Romania,1075773,,29977.0,,1033984,,11812,580.0,56257.0,1568.0,8876467.0,464189.0,"19,122,546 ",Europe,18,638,2,,,618
27,Sweden,1058341,,14366.0,,933940,,110035,227.0,104213.0,1415.0,9762557.0,961300.0,"10,155,577 ",Europe,10,707,1,,,"10,835"
28,Belgium,1049822,941.0,24853.0,11.0,943265,"+3,562",81704,542.0,90232.0,2136.0,13657044.0,1173815.0,"11,634,750 ",Europe,11,468,1,81,0.9,"7,022"
29,Pakistan,905852,2253.0,20400.0,92.0,823157,"+2,783",62295,4723.0,4031.0,91.0,12884544.0,57338.0,"224,711,695 ",Asia,248,"11,015",17,10,0.4,277
30,Portugal,845465,,17018.0,,805979,,22468,57.0,83133.0,1673.0,11451197.0,1125972.0,"10,170,058 ",Europe,12,598,1,,,"2,209"
31,Israel,839361,,6406.0,,832441,,514,59.0,90002.0,687.0,14549665.0,1560118.0,"9,326,000 ",Asia,11,"1,456",1,,,55
32,Hungary,802346,,29560.0,,670205,,102581,169.0,83245.0,3067.0,5743991.0,595951.0,"9,638,364 ",Europe,12,326,2,,,"10,643"
33,Bangladesh,790521,,12401.0,,731531,,46589,1129.0,4758.0,75.0,5838295.0,35138.0,"166,154,937 ",Asia,210,"13,399",28,,,280
34,Jordan,731436,,9384.0,,711614,,10438,637.0,71057.0,912.0,7139945.0,693629.0,"10,293,610 ",Asia,14,"1,097",1,,,"1,014"
35,Japan,718864,,12312.0,,639887,,66665,1300.0,5699.0,98.0,13781400.0,109264.0,"126,129,376 ",Asia,175,"10,244",9,,,529
36,Serbia,710315,,6788.0,,689098,,14429,68.0,81591.0,780.0,4086694.0,469421.0,"8,705,814 ",Europe,12,"1,283",2,,,"1,657"
37,Switzerland,687353,,10779.0,,631406,,45168,151.0,78905.0,1237.0,7460843.0,856465.0,"8,711,201 ",Europe,13,808,1,,,"5,185"
38,Austria,641740,,10547.0,,623668,,7525,231.0,70892.0,1165.0,39089224.0,4318127.0,"9,052,357 ",Europe,14,858,0,,,831
39,UAE,557619,,1654.0,,537531,,18434,,55778.0,165.0,48785803.0,4880011.0,"9,997,069 ",Asia,18,"6,044",0,,,"1,844"
40,Lebanon,538668,,7684.0,,511931,,19053,234.0,79239.0,1130.0,4312975.0,634444.0,"6,798,035 ",Asia,13,885,2,,,"2,803"
41,Nepal,520461,,6531.0,,398483,,115447,,17581.0,221.0,2936314.0,99187.0,"29,603,689 ",Asia,57,"4,533",10,,,"3,900"
42,Malaysia,518600,,2309.0,,456273,,60018,711.0,15842.0,71.0,11301784.0,345239.0,"32,736,072 ",Asia,63,"14,178",3,,,"1,833"
43,Morocco,517113,,9126.0,,505392,,2595,95.0,13863.0,245.0,6439348.0,172632.0,"37,301,108 ",Africa,72,"4,087",6,,,70
44,Saudi Arabia,442071,,7264.0,,425677,,9130,1334.0,12524.0,206.0,18607508.0,527165.0,"35,297,285 ",Asia,80,"4,859",2,,,259
45,Ecuador,419198,,20210.0,,366425,,32563,579.0,23443.0,1130.0,1398548.0,78210.0,"17,881,956 ",South America,43,885,13,,,"1,821"
46,Bulgaria,416727,,17513.0,,373703,,25511,406.0,60382.0,2538.0,2754463.0,399111.0,"6,901,504 ",Europe,17,394,3,,,"3,696"
47,Greece,391181,,11822.0,,357782,,21577,563.0,37695.0,1139.0,9208817.0,887392.0,"10,377,393 ",Europe,27,878,1,,,"2,079"
48,Slovakia,388854,,12296.0,,373490,,3068,125.0,71192.0,2251.0,2799241.0,512493.0,"5,462,011 ",Europe,14,444,2,,,562
49,Belarus,386978,,2780.0,,377105,,7093,,40965.0,294.0,6221882.0,658641.0,"9,446,539 ",Europe,24,"3,398",2,,,751
50,Kazakhstan,376572,1558.0,3805.0,,340978,"+2,248",31789,221.0,19843.0,201.0,11270949.0,593921.0,"18,977,195 ",Asia,50,"4,987",2,82,,"1,675"
51,Panama,374356,,6346.0,,362177,,5833,105.0,85561.0,1450.0,2589074.0,591745.0,"4,375,324 ",North America,12,689,2,,,"1,333"
52,Croatia,354060,,7929.0,,342868,,3263,116.0,86725.0,1942.0,1973701.0,483447.0,"4,082,555 ",Europe,12,515,2,,,799
53,Bolivia,352170,2517.0,14024.0,59.0,283673,"+1,663",54473,200.0,29807.0,1187.0,1395226.0,118089.0,"11,815,082 ",South America,34,842,8,213,5,"4,610"
54,Georgia,337961,,4639.0,,319956,,13366,,84866.0,1165.0,4761361.0,1195629.0,"3,982,305 ",Asia,12,858,1,,,"3,356"
55,Tunisia,336414,,12273.0,,297123,,27018,417.0,28201.0,1029.0,1436240.0,120398.0,"11,929,063 ",Africa,35,972,8,,,"2,265"
56,Paraguay,335691,,8474.0,,277128,,50089,566.0,46554.0,1175.0,1244572.0,172600.0,"7,210,739 ",South America,21,851,6,,,"6,946"
57,Azerbaijan,332610,,4867.0,,321132,,6611,,32542.0,476.0,3458790.0,338406.0,"10,220,831 ",Asia,31,"2,100",3,,,647
58,Palestine,305777,,3470.0,,298502,,3805,46.0,58726.0,666.0,1804900.0,346638.0,"5,206,876 ",Asia,17,"1,501",3,,,731
59,Costa Rica,304529,,3849.0,,230635,,70045,534.0,59297.0,749.0,1177571.0,229292.0,"5,135,678 ",North America,17,"1,334",4,,,"13,639"
60,Kuwait,300455,,1741.0,,286199,,12515,145.0,69439.0,402.0,2535029.0,585877.0,"4,326,898 ",Asia,14,"2,485",2,,,"2,892"
61,Dominican Republic,284567,,3610.0,,236771,,44186,324.0,26000.0,330.0,1517163.0,138616.0,"10,945,075 ",North America,38,"3,032",7,,,"4,037"
62,Denmark,274413,,2509.0,,258184,,13720,20.0,47227.0,432.0,51566591.0,8874792.0,"5,810,456 ",Europe,21,"2,316",0,,,"2,361"
63,Lithuania,271130,,4195.0,,247819,,19116,152.0,100861.0,1561.0,3233354.0,1202818.0,"2,688,150 ",Europe,10,641,1,,,"7,111"
64,Ethiopia,269500,,4084.0,,230784,,34632,485.0,2294.0,35.0,2691240.0,22905.0,"117,494,696 ",Africa,436,"28,770",44,,,295
65,Uruguay,267888,,3922.0,,230641,,33325,504.0,76880.0,1126.0,2124792.0,609783.0,"3,484,504 ",South America,13,888,2,,,"9,564"
66,Ireland,259050,,4941.0,,241263,,12846,44.0,51945.0,991.0,4729538.0,948367.0,"4,987,034 ",Europe,19,"1,009",1,,,"2,576"
67,Egypt,254984,,14766.0,,187446,,52772,90.0,2451.0,142.0,2715258.0,26095.0,"104,053,447 ",Africa,408,"7,047",38,,,507
68,Moldova,254741,,6080.0,,246766,,1895,111.0,63281.0,1510.0,1078443.0,267899.0,"4,025,560 ",Europe,16,662,4,,,471
69,Slovenia,251773,,4355.0,,241879,,5539,94.0,121092.0,2095.0,1256501.0,604321.0,"2,079,194 ",Europe,8,477,2,,,"2,664"
70,Guatemala,247644,,8009.0,,228169,,11466,5.0,13599.0,440.0,1383617.0,75978.0,"18,210,768 ",North America,74,"2,274",13,,,630
71,Honduras,233116,444.0,6188.0,42.0,83725,100,143203,496.0,23207.0,616.0,702450.0,69930.0,"10,045,048 ",North America,43,"1,623",14,44,4,"14,256"
72,Venezuela,224819,,2528.0,,208218,,14073,316.0,7926.0,89.0,3359014.0,118426.0,"28,363,718 ",South America,126,"11,220",8,,,496
73,Armenia,221982,,4394.0,,211375,,6213,,74787.0,1480.0,1062006.0,357794.0,"2,968,202 ",Asia,13,676,3,,,"2,093"
74,Bahrain,220847,,848.0,,196685,,23314,205.0,125913.0,483.0,4509481.0,2571024.0,"1,753,963 ",Asia,8,"2,068",0,,,"13,292"
75,Qatar,215742,,547.0,,211296,,3899,154.0,76837.0,195.0,1998695.0,711835.0,"2,807,805 ",Asia,13,"5,133",1,,,"1,389"
76,Oman,211221,,2274.0,,195435,,13512,237.0,40448.0,435.0,1550000.0,296819.0,"5,222,037 ",Asia,25,"2,296",3,,,"2,587"
77,Bosnia and Herzegovina,203391,,9150.0,,172730,,21511,,62342.0,2805.0,962537.0,295030.0,"3,262,511 ",Europe,16,357,3,,,"6,593"
78,Libya,183592,,3112.0,,170195,,10285,,26398.0,447.0,1006161.0,144674.0,"6,954,656 ",Africa,38,"2,235",7,,,"1,479"
79,Kenya,168543,,3073.0,,114679,,50791,121.0,3074.0,56.0,1783374.0,32528.0,"54,825,060 ",Africa,325,"17,841",31,,,926
80,Sri Lanka,167172,,1243.0,,139947,,25982,,7778.0,58.0,3277624.0,152493.0,"21,493,581 ",Asia,129,"17,292",7,,,"1,209"
81,Nigeria,166061,,2067.0,,156492,,7502,11.0,788.0,10.0,2093243.0,9936.0,"210,680,806 ",Africa,"1,269","101,926",101,,,36
82,North Macedonia,155067,,5329.0,,146940,,2798,25.0,74433.0,2558.0,778092.0,373491.0,"2,083,297 ",Europe,13,391,3,,,"1,343"
83,Myanmar,143262,,3216.0,,132218,,7828,,2617.0,59.0,2611626.0,47713.0,"54,735,922 ",Asia,382,"17,020",21,,,143
84,S. Korea,136983,516.0,1938.0,4.0,126993,566,8052,160.0,2670.0,38.0,9592727.0,186961.0,"51,308,699 ",Asia,375,"26,475",5,10,0.08,157
85,Thailand,135439,3226.0,832.0,26.0,89194,"+3,094",45413,1169.0,1936.0,12.0,8124896.0,116142.0,"69,956,760 ",Asia,517,"84,083",9,46,0.4,649
86,Cuba,134208,,890.0,,126459,,6859,136.0,11855.0,79.0,4171500.0,368493.0,"11,320,422 ",North America,84,"12,720",3,,,606
87,Albania,132215,,2445.0,,128826,,944,18.0,45988.0,850.0,700966.0,243816.0,"2,874,982 ",Europe,22,"1,176",4,,,328
88,Latvia,131079,,2328.0,,122088,,6663,81.0,70191.0,1247.0,2582583.0,1382933.0,"1,867,468 ",Europe,14,802,1,,,"3,568"
89,Estonia,128669,,1241.0,,121114,,6314,30.0,96938.0,935.0,1395229.0,1051151.0,"1,327,334 ",Europe,10,"1,070",1,,,"4,757"
90,Algeria,127107,,3426.0,,88497,,35184,20.0,2853.0,77.0,230861.0,5181.0,"44,556,476 ",Africa,351,"13,005",193,,,790
91,Norway,122652,,782.0,,88952,,32918,17.0,22467.0,143.0,5635246.0,1032261.0,"5,459,130 ",Europe,45,"6,981",1,,,"6,030"
92,Kyrgyzstan,103000,298.0,1765.0,8.0,96433,314,4802,86.0,15559.0,267.0,1099787.0,166127.0,"6,620,139 ",Asia,64,"3,751",6,45,1,725
93,Montenegro,99291,,1574.0,,96666,,1051,60.0,158072.0,2506.0,404680.0,644254.0,"628,137 ",Europe,6,399,2,,,"1,673"
94,Uzbekistan,98849,192.0,682.0,2.0,94385,242,3782,23.0,2916.0,20.0,1377915.0,40644.0,"33,901,844 ",Asia,343,"49,709",25,6,0.06,112
95,Ghana,93644,,783.0,,91602,,1259,6.0,2959.0,25.0,1146633.0,36228.0,"31,650,226 ",Africa,338,"40,422",28,,,40
96,Zambia,93279,,1271.0,,91200,,808,51.0,4951.0,67.0,1515012.0,80410.0,"18,841,066 ",Africa,202,"14,824",12,,,43
97,Finland,91619,,939.0,,46000,,44680,22.0,16513.0,169.0,4882687.0,880013.0,"5,548,427 ",Europe,61,"5,909",1,,,"8,053"
98,Cameroon,77733,,1239.0,,72226,,4268,385.0,2865.0,46.0,1518411.0,55961.0,"27,133,170 ",Africa,349,"21,899",18,,,157
99,El Salvador,72220,,2224.0,4.0,67510,,2486,22.0,11084.0,341.0,968755.0,148685.0,"6,515,480 ",North America,90,"2,930",7,,0.6,382
100,Cyprus,72011,,356.0,,66557,,5098,43.0,59258.0,293.0,6337093.0,5214787.0,"1,215,216 ",Asia,17,"3,414",0,,,"4,195"
