#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,8740733,4488.0,307675.0,188.0,5573523.0,"+2,907",2859535,17405.0,,,,,,North America,"
",,
,Asia,10298831,2940.0,189550.0,28.0,8592088.0,"+4,194",1517193,20671.0,,,,,,Asia,"
",,
,South America,7919407,309.0,248752.0,30.0,6742088.0,385,928567,17214.0,,,,,,South America,"
",,
,Europe,4861375,12972.0,220402.0,117.0,2492288.0,"+3,320",2148685,8172.0,,,,,,Europe,"
",,
,Africa,1467555,,35215.0,,1213045.0,,219295,1515.0,,,,,,Africa,"
",,
,Oceania,31047,4.0,915.0,3.0,28334.0,48,1798,21.0,,,,,,Australia/Oceania,"
",,
,World,33319669,20713.0,1002524.0,366.0,24642017.0,"+10,854",7675128,65002.0,4275.0,128.6,,,,All,"
",,
1,USA,7321343,,209453.0,,4560456.0,,2551434,14130.0,22087.0,632.0,104335162.0,314762.0,"331,473,384 ",North America,45,"1,583",3
2,India,6074702,1354.0,95574.0,,5016520.0,"+3,153",962608,8944.0,4392.0,69.0,71967230.0,52027.0,"1,383,271,092 ",Asia,228,"14,473",19
3,Brazil,4732309,,141776.0,,4060088.0,,530445,8318.0,22225.0,666.0,17900000.0,84067.0,"212,925,036 ",South America,45,"1,502",12
4,Russia,1159573,8135.0,20385.0,61.0,945920.0,"+2,702",193268,2300.0,7945.0,140.0,45400000.0,311066.0,"145,949,784 ",Europe,126,"7,160",3
5,Colombia,813056,,25488.0,,711472.0,,76096,2220.0,15938.0,500.0,3636868.0,71293.0,"51,013,271 ",South America,63,"2,001",14
6,Peru,805302,,32262.0,,664490.0,,108550,1370.0,24343.0,975.0,3850122.0,116383.0,"33,081,592 ",South America,41,"1,025",9
7,Spain,735198,,31232.0,,0.0,N/A,0,1465.0,15723.0,668.0,11820505.0,252795.0,"46,759,213 ",Europe,64,"1,497",4
8,Mexico,730317,3886.0,76430.0,187.0,523831.0,"+2,590",130056,2385.0,5650.0,591.0,1671189.0,12929.0,"129,258,499 ",North America,177,"1,691",77
9,Argentina,711325,,15749.0,,565935.0,,129641,3604.0,15704.0,348.0,1905361.0,42065.0,"45,295,750 ",South America,64,"2,876",24
10,South Africa,670766,,16398.0,,603721.0,,50647,539.0,11276.0,276.0,4143466.0,69652.0,"59,487,798 ",Africa,89,"3,628",14
11,France,538569,,31727.0,,94891.0,,411951,1098.0,8247.0,486.0,10556474.0,161639.0,"65,308,767 ",Europe,121,"2,058",6
12,Chile,457901,,12641.0,,431704.0,,13556,888.0,23904.0,660.0,3228414.0,168535.0,"19,155,801 ",South America,42,"1,515",6
13,Iran,446448,,25589.0,,374170.0,,46689,4059.0,5299.0,304.0,3932571.0,46677.0,"84,250,361 ",Asia,189,"3,292",21
14,UK,434969,,41988.0,,0.0,N/A,0,262.0,6399.0,618.0,23188836.0,341150.0,"67,972,591 ",Europe,156,"1,619",3
15,Bangladesh,359148,,5161.0,,270491.0,,83496,,2176.0,31.0,1909460.0,11567.0,"165,084,336 ",Asia,460,"31,987",86
16,Iraq,349450,,8990.0,,280673.0,,59787,533.0,8642.0,222.0,2198859.0,54381.0,"40,434,573 ",Asia,116,"4,498",18
17,Saudi Arabia,333193,,4683.0,,317005.0,,11505,1032.0,9535.0,134.0,6348385.0,181678.0,"34,943,001 ",Asia,105,"7,462",6
18,Turkey,314433,,7997.0,,275630.0,,30806,1583.0,3719.0,95.0,10037700.0,118709.0,"84,557,198 ",Asia,269,"10,574",8
19,Pakistan,310841,566.0,6466.0,9.0,296022.0,409,8353,451.0,1401.0,29.0,3449541.0,15545.0,"221,906,243 ",Asia,714,"34,319",64
20,Italy,309870,,35835.0,,224417.0,,49618,254.0,5127.0,593.0,11087064.0,183439.0,"60,439,986 ",Europe,195,"1,687",5
21,Philippines,304226,,5344.0,,252510.0,,46372,1758.0,2767.0,49.0,3624620.0,32972.0,"109,929,959 ",Asia,361,"20,571",30
22,Germany,286338,,9534.0,,250800.0,,26004,325.0,3415.0,114.0,15642654.0,186557.0,"83,849,223 ",Europe,293,"8,795",5
23,Indonesia,275213,,10386.0,,203014.0,,61813,,1004.0,38.0,3207055.0,11695.0,"274,219,048 ",Asia,996,"26,403",86
24,Israel,231026,,1466.0,,159931.0,,69629,767.0,25118.0,159.0,3424497.0,372325.0,"9,197,590 ",Asia,40,"6,274",3
25,Ukraine,201305,2671.0,3996.0,37.0,88453.0,571,108856,177.0,4610.0,92.0,2189926.0,50149.0,"43,668,725 ",Europe,217,"10,928",20
26,Canada,153125,,9268.0,,131098.0,,12759,97.0,4049.0,245.0,7117709.0,188190.0,"37,821,986 ",North America,247,"4,081",5
27,Ecuador,134747,,11279.0,,112296.0,,11172,355.0,7610.0,637.0,418785.0,23651.0,"17,706,909 ",South America,131,"1,570",42
28,Bolivia,133901,309.0,7858.0,30.0,93791.0,385,32252,71.0,11434.0,671.0,297176.0,25376.0,"11,711,085 ",South America,87,"1,490",39
29,Qatar,125084,,214.0,,121995.0,,2875,52.0,44549.0,76.0,760267.0,270769.0,"2,807,805 ",Asia,22,"13,121",4
30,Romania,122673,,4718.0,,98607.0,,19348,535.0,6387.0,246.0,2366178.0,123201.0,"19,205,890 ",Europe,157,"4,071",8
31,Morocco,117685,,2069.0,,95591.0,,20025,369.0,3179.0,56.0,2553350.0,68981.0,"37,015,500 ",Africa,315,"17,891",14
32,Belgium,114179,1376.0,9980.0,6.0,19275.0,29,84924,135.0,9841.0,860.0,3135283.0,270239.0,"11,601,889 ",Europe,102,"1,163",4
33,Netherlands,111626,,6374.0,,0.0,N/A,0,130.0,6511.0,372.0,2240526.0,130688.0,"17,144,127 ",Europe,154,"2,690",8
34,Dominican Republic,111386,,2095.0,,85965.0,,23326,205.0,10243.0,193.0,470261.0,43246.0,"10,874,092 ",North America,98,"5,190",23
35,Panama,110555,,2340.0,,87215.0,,21000,108.0,25527.0,540.0,468323.0,108134.0,"4,330,939 ",North America,39,"1,851",9
36,Kazakhstan,107775,52.0,1699.0,,102736.0,70,3340,221.0,5723.0,90.0,2895805.0,153782.0,"18,830,569 ",Asia,175,"11,083",7
37,Kuwait,103544,,601.0,,94929.0,,8014,109.0,24161.0,140.0,735918.0,171717.0,"4,285,636 ",Asia,41,"7,131",6
38,Egypt,102840,,5883.0,,95080.0,,1877,41.0,1000.0,57.0,135000.0,1313.0,"102,791,164 ",Africa,"1,000","17,473",761
39,Oman,97450,,909.0,,87801.0,,8740,200.0,18970.0,177.0,376700.0,73331.0,"5,136,957 ",Asia,53,"5,651",14
