#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,38177104,4961.0,859328.0,385.0,29872689,"+2,315",7445087,17542.0,,,,,,North America,"
",,,,,
,Asia,38503378,21123.0,510515.0,213.0,32972603,"+17,972",5020260,31397.0,,,,,,Asia,"
",,,,,
,South America,24629090,1573.0,663606.0,35.0,22277934,"+1,142",1687550,27648.0,,,,,,South America,"
",,,,,
,Europe,44314151,18035.0,1008541.0,456.0,39066131,"+41,552",4239479,30631.0,,,,,,Europe,"
",,,,,
,Africa,4572189,,121452.0,,4095129,,355608,3555.0,,,,,,Africa,"
",,,,,
,Oceania,62753,23.0,1193.0,1.0,44959,7,16601,7.0,,,,,,Australia/Oceania,"
",,,,,
,World,150259386,45715.0,3164650.0,1090.0,128330151,"+62,988",18764585,110780.0,19277.0,406.0,,,,All,"
",,,,,
1,USA,32983695,,588337.0,,25584747,,6810611,9867.0,99169.0,1769.0,443986997.0,1334894.0,"332,600,863 ",North America,10,565,1,,,"20,477"
2,India,18376524,8428.0,204832.0,20.0,15086878,"+8,602",3084814,8944.0,13209.0,147.0,284471979.0,204485.0,"1,391,160,677 ",Asia,76,"6,792",5,6,0.01,"2,217"
3,Brazil,14523807,,398343.0,,13091714,,1033750,8318.0,67931.0,1863.0,43538104.0,203637.0,"213,803,022 ",South America,15,537,5,,,"4,835"
4,France,5565852,,103918.0,,4470275,,991659,5879.0,85114.0,1589.0,75184385.0,1149739.0,"65,392,581 ",Europe,12,629,1,,,"15,165"
5,Russia,4787273,,109367.0,,4411098,,266808,2300.0,32793.0,749.0,128500000.0,880221.0,"145,986,077 ",Europe,30,"1,335",1,,,"1,828"
6,Turkey,4751026,,39398.0,,4212461,,499167,3558.0,55839.0,463.0,46718604.0,549081.0,"85,085,055 ",Asia,18,"2,160",2,,,"5,867"
7,UK,4411797,,127480.0,,4206327,,77990,227.0,64708.0,1870.0,153652532.0,2253640.0,"68,179,701 ",Europe,15,535,0,,,"1,144"
8,Italy,3994894,,120256.0,,3431867,,442771,2711.0,66153.0,1991.0,57910906.0,958973.0,"60,388,450 ",Europe,15,502,1,,,"7,332"
9,Spain,3504799,,77943.0,,3192970,,233886,2316.0,74937.0,1667.0,46199597.0,987810.0,"46,769,716 ",Europe,13,600,1,,,"5,001"
10,Germany,3351474,,83018.0,,2975200,"+21,200",293256,5049.0,39896.0,988.0,55490413.0,660563.0,"84,004,726 ",Europe,25,"1,012",2,,,"3,491"
11,Argentina,2928890,,62947.0,,2582164,,283779,5178.0,64319.0,1382.0,10980050.0,241124.0,"45,536,872 ",South America,16,723,4,,,"6,232"
12,Colombia,2824626,,72725.0,,2632699,,119202,6006.0,55030.0,1417.0,14626169.0,284951.0,"51,328,712 ",South America,18,706,4,,,"2,322"
13,Poland,2776927,,66533.0,,2473974,,236420,2945.0,73440.0,1760.0,14194145.0,375383.0,"37,812,404 ",Europe,14,568,3,,,"6,252"
