#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,33050196,2894.0,740775.0,457.0,22590076,"+6,807",9719345,23174.0,,,,,,North America,"
",,
,Asia,24568309,3597.0,392436.0,68.0,23129881,"+5,500",1045992,22007.0,,,,,,Asia,"
",,
,South America,17481247,884.0,455439.0,29.0,15840034,963,1185774,19635.0,,,,,,South America,"
",,
,Europe,33266115,18646.0,794308.0,367.0,22816570,"+17,843",9655237,26032.0,,,,,,Europe,"
",,
,Africa,3864120,60.0,101817.0,1.0,3406316,49,355987,2487.0,,,,,,Africa,"
",,
,Oceania,50857,13.0,1085.0,,34251,3,15521,5.0,,,,,,Australia/Oceania,"
",,
,World,112281565,26094.0,2485875.0,922.0,87817834,"+31,165",21977856,93340.0,14405.0,318.9,,,,All,"
",,
1,USA,28826307,,512590.0,,19114140,,9199577,16582.0,86759.0,1543.0,349829288.0,1052888.0,"332,256,797 ",North America,12,648,1
2,India,11016434,571.0,156498.0,,10712665,"+2,182",147271,8944.0,7933.0,113.0,212230431.0,152821.0,"1,388,753,057 ",Asia,126,"8,874",7
3,Brazil,10197531,,247276.0,,9139215,,811040,8318.0,47756.0,1158.0,28600000.0,133936.0,"213,535,092 ",South America,21,864,7
4,Russia,4177330,,83630.0,,3726388,,367312,2300.0,28617.0,573.0,109400000.0,749443.0,"145,975,002 ",Europe,35,"1,745",1
5,UK,4126150,,120757.0,,2548621,,1456772,2469.0,60575.0,1773.0,86272167.0,1266538.0,"68,116,498 ",Europe,17,564,1
6,France,3609827,,84613.0,,250532,,3274682,3407.0,55224.0,1294.0,51162866.0,782702.0,"65,367,004 ",Europe,18,773,1
7,Spain,3153971,,67636.0,,2542353,,543982,3533.0,67441.0,1446.0,38491517.0,823057.0,"46,766,511 ",Europe,15,691,1
8,Italy,2818863,,95992.0,,2334968,,387903,2118.0,46667.0,1589.0,38229611.0,632897.0,"60,404,177 ",Europe,21,629,2
9,Turkey,2646526,,28138.0,,2529450,,88938,1189.0,31163.0,331.0,32436998.0,381953.0,"84,923,972 ",Asia,32,"3,018",3
10,Germany,2399500,,68772.0,,2207700,"+9,700",123028,3057.0,28580.0,819.0,42872730.0,510649.0,"83,957,272 ",Europe,35,"1,221",2
11,Colombia,2229663,,58974.0,,2124695,,45994,3092.0,43521.0,1151.0,11216586.0,218935.0,"51,232,450 ",South America,23,869,5
12,Argentina,2069751,,51359.0,,1872213,,146179,3550.0,45526.0,1130.0,7174337.0,157805.0,"45,463,290 ",South America,22,885,6
13,Mexico,2043632,2252.0,180536.0,429.0,1602024,"+6,704",261072,4798.0,15744.0,1391.0,5285123.0,40716.0,"129,805,927 ",North America,64,719,25
14,Poland,1642658,,42188.0,,1384373,,216097,1336.0,43434.0,1116.0,9552909.0,252591.0,"37,819,738 ",Europe,23,896,4
15,Iran,1582275,,59572.0,,1351390,,171313,3685.0,18684.0,703.0,10444695.0,123336.0,"84,685,076 ",Asia,54,"1,422",8
16,South Africa,1504588,,49150.0,,1413566,,41872,546.0,25164.0,822.0,8907857.0,148985.0,"59,790,150 ",Africa,40,"1,216",7
17,Ukraine,1311844,4182.0,25309.0,153.0,1151777,"+4,351",134758,177.0,30114.0,581.0,6714484.0,154133.0,"43,563,039 ",Europe,33,"1,721",6
18,Indonesia,1288833,,34691.0,,1096994,,157148,,4680.0,126.0,10436446.0,37897.0,"275,387,916 ",Asia,214,"7,938",26
19,Peru,1286757,,45263.0,,1188995,,52499,2083.0,38679.0,1361.0,7281747.0,218886.0,"33,267,369 ",South America,26,735,5
20,Czechia,1168491,11233.0,19537.0,84.0,1028131,526,120823,1329.0,108982.0,1822.0,7576422.0,706634.0,"10,721,843 ",Europe,9,549,1
21,Netherlands,1060801,,15249.0,,0,N/A,0,561.0,61820.0,889.0,6970400.0,406214.0,"17,159,413 ",Europe,16,"1,125",2
22,Canada,849517,,21723.0,,796630,,31164,556.0,22382.0,572.0,23799411.0,627032.0,"37,955,654 ",North America,45,"1,747",2
23,Chile,803009,,20126.0,,760577,,22306,1574.0,41775.0,1047.0,9091927.0,472994.0,"19,222,080 ",South America,24,955,2
24,Portugal,798074,,16023.0,,701409,,80642,627.0,78416.0,1574.0,8044334.0,790410.0,"10,177,418 ",Europe,13,635,1
25,Romania,781329,,19894.0,,725526,,35909,972.0,40791.0,1039.0,5881162.0,307042.0,"19,154,280 ",Europe,25,963,3
26,Belgium,755594,1121.0,21923.0,20.0,51730,52,681941,329.0,65013.0,1886.0,9198605.0,791466.0,"11,622,238 ",Europe,15,530,1
27,Israel,754998,,5596.0,,709621,,39781,814.0,82087.0,608.0,11640263.0,1265578.0,"9,197,590 ",Asia,12,"1,644",1
28,Iraq,671801,,13295.0,,620745,,37761,348.0,16466.0,326.0,6597133.0,161693.0,"40,800,438 ",Asia,61,"3,069",6
29,Sweden,631166,,12649.0,,0,N/A,0,207.0,62245.0,1247.0,5708037.0,562926.0,"10,139,947 ",Europe,16,802,2
30,Pakistan,573384,1050.0,12658.0,41.0,536243,752,24483,1616.0,2564.0,57.0,8752533.0,39136.0,"223,643,510 ",Asia,390,"17,668",26
31,Philippines,563456,,12094.0,,522874,,28488,785.0,5098.0,109.0,8576408.0,77601.0,"110,519,793 ",Asia,196,"9,138",13
32,Switzerland,550224,,9907.0,,499524,,40793,186.0,63277.0,1139.0,4916472.0,565405.0,"8,695,487 ",Europe,16,878,2
33,Bangladesh,543717,,8356.0,,492059,,43302,,3280.0,50.0,3958776.0,23884.0,"165,747,302 ",Asia,305,"19,836",42
34,Morocco,481263,,8559.0,,465297,,7407,284.0,12940.0,230.0,5593136.0,150384.0,"37,192,362 ",Africa,77,"4,345",7
35,Austria,446644,,8397.0,,421811,,16436,255.0,49410.0,929.0,5120189.0,566417.0,"9,039,605 ",Europe,20,"1,077",2
36,Serbia,439596,,4351.0,,400347,,34898,153.0,50444.0,499.0,2858176.0,327978.0,"8,714,523 ",Europe,20,"2,003",3
37,Japan,425597,,7474.0,,400250,,17873,510.0,3372.0,59.0,7951577.0,62995.0,"126,225,218 ",Asia,297,"16,889",16
38,Hungary,407274,1628.0,14450.0,103.0,310848,"+2,198",81976,396.0,42229.0,1498.0,3528862.0,365896.0,"9,644,437 ",Europe,24,667,3
39,Saudi Arabia,375333,,6466.0,,366412,,2455,497.0,10674.0,184.0,13373336.0,380331.0,"35,162,390 ",Asia,94,"5,438",3
40,UAE,372530,,1140.0,,363052,,8338,,37375.0,114.0,29516558.0,2961320.0,"9,967,364 ",Asia,27,"8,743",0
41,Jordan,368278,,4570.0,,337359,,26349,197.0,35865.0,445.0,4405368.0,429020.0,"10,268,445 ",Asia,28,"2,247",2
42,Lebanon,356614,,4387.0,,272200,,80027,941.0,52400.0,645.0,2912040.0,427889.0,"6,805,598 ",Asia,19,"1,551",2
43,Panama,337087,,5756.0,,321439,,9892,195.0,77341.0,1321.0,1856433.0,425941.0,"4,358,425 ",North America,13,757,2
44,Slovakia,292792,,6577.0,,255300,,30915,646.0,53612.0,1204.0,1973949.0,361439.0,"5,461,355 ",Europe,19,830,3
45,Malaysia,285761,,1062.0,,252623,,32076,199.0,8757.0,33.0,5909779.0,181098.0,"32,632,970 ",Asia,114,"30,728",6
