#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,36358355,5952.0,827277.0,612.0,28102176,"+3,544",7428902,15824.0,,,,,,North America,"
",,
,South America,21807354,1498.0,572962.0,22.0,19530501,"+1,304",1703891,21702.0,,,,,,South America,"
",,
,Asia,29802187,10682.0,438096.0,146.0,26920640,"+8,855",2443451,26788.0,,,,,,Asia,"
",,
,Europe,40706015,24579.0,933105.0,890.0,28846732,"+29,887",10926178,32206.0,,,,,,Europe,"
",,
,Africa,4324965,12.0,114610.0,,3875884,,334471,3081.0,,,,,,Africa,"
",,
,Oceania,58595,21.0,1149.0,,34628,6,22818,6.0,,,,,,Australia/Oceania,"
",,
,World,133058192,42744.0,2887214.0,1670.0,107311267,"+43,596",22859711,99607.0,17070.0,370.4,,,,All,"
",,
1,USA,31560438,,570260.0,,24122221,,6867957,8960.0,94923.0,1715.0,412210783.0,1239790.0,"332,484,410 ",North America,11,583,1
2,Brazil,13106058,,337364.0,,11558784,,1209910,8318.0,61326.0,1579.0,28600000.0,133825.0,"213,712,338 ",South America,16,633,7
3,India,12801785,2039.0,166208.0,,11792135,"+2,376",843442,8944.0,9208.0,120.0,251439598.0,180847.0,"1,390,345,791 ",Asia,109,"8,365",6
4,France,4841308,,97273.0,,301299,,4442736,5626.0,74044.0,1488.0,67791157.0,1036817.0,"65,383,924 ",Europe,14,672,1
5,Russia,4597868,,101106.0,,4220035,,276727,2300.0,31496.0,693.0,122100000.0,836403.0,"145,982,329 ",Europe,32,"1,444",1
6,UK,4364529,,126882.0,,3922263,,315384,517.0,64035.0,1862.0,127546869.0,1871333.0,"68,158,309 ",Europe,16,537,1
7,Italy,3686707,,111747.0,,3019255,,555705,3743.0,61044.0,1850.0,51415800.0,851343.0,"60,393,773 ",Europe,16,540,1
