#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1203657,North America,North America,,4589.0,491.0,"+2,939",,19481.0,,2125375,127645.0,794073.0,,
,"
",,,456047,South America,South America,,2029.0,64.0,"+54,331",,11404.0,,947759,42722.0,448990.0,,
,"
",,,821591,Europe,Europe,,22.0,2.0,967,,8722.0,,2011171,175559.0,1014021.0,,
,"
",,,434358,Asia,Asia,,4773.0,68.0,"+1,853",,14487.0,,1199000,31899.0,732743.0,,
,"
",,,86333,Africa,Africa,,,,,,425.0,,159838,4520.0,68985.0,,
,"
",,,497,Australia/Oceania,Oceania,,8.0,,10,,5.0,,8839,124.0,8218.0,,
,"
",,,3002538,All,World,49.1,11421.0,625.0,"+60,100",,54528.0,,6452703,382484.0,3067681.0,,828.0
1,176,"3,062",18,1127172,North America,USA,327.0,,,,"330,854,064 ",17114.0,56228.0,1881205,108059.0,645974.0,18603174.0,5686.0
2,381,"6,785",228,273358,South America,Brazil,147.0,1569.0,31.0,"+12,943","212,442,762 ",8318.0,4378.0,558237,31309.0,253570.0,930013.0,2628.0
3,344,"28,972",13,231719,Europe,Russia,35.0,,,,"145,929,848 ",2300.0,76418.0,423741,5037.0,186985.0,11151622.0,2904.0
4,163,"1,724",12,0,Europe,Spain,580.0,,,N/A,"46,753,443 ",617.0,86921.0,287012,27127.0,0.0,4063843.0,6139.0
5,244,"1,724",15,0,Europe,UK,580.0,,,N/A,"67,858,826 ",1559.0,68011.0,277985,39369.0,0.0,4615146.0,4097.0
6,259,"1,803",15,39893,Europe,Italy,555.0,,,,"60,468,295 ",408.0,65527.0,233515,33530.0,160092.0,3962292.0,3862.0
7,"6,642","236,565",336,101483,Asia,India,4.0,424.0,,18,"1,378,937,377 ",8944.0,2976.0,207615,5829.0,100303.0,4103233.0,151.0
8,455,"9,657",21,8117,Europe,Germany,104.0,,,900,"83,763,806 ",689.0,47192.0,184091,8674.0,167300.0,3952971.0,2198.0
9,188,"6,909",30,100860,South America,Peru,145.0,,,,"32,934,728 ",964.0,33176.0,174884,4767.0,69257.0,1092646.0,5310.0
10,509,"18,379",40,31049,Asia,Turkey,54.0,,,,"84,267,248 ",633.0,24957.0,165555,4585.0,129921.0,2103044.0,1965.0
11,533,"10,565",86,26543,Asia,Iran,95.0,,,,"83,906,701 ",2565.0,11631.0,157562,7942.0,123077.0,975936.0,1878.0
12,431,"2,255",47,53573,Europe,France,443.0,,,,"65,262,729 ",1253.0,21216.0,151325,28940.0,68812.0,1384633.0,2319.0
13,176,"16,080",31,21325,South America,Chile,62.0,,,"+41,227","19,103,405 ",1446.0,32077.0,108686,1188.0,86173.0,612772.0,5689.0
14,"1,324","12,111",440,16381,North America,Mexico,83.0,3891.0,470.0,"+2,817","128,825,735 ",378.0,2275.0,97326,10637.0,70308.0,293078.0,755.0
15,408,"5,100",22,34658,North America,Canada,196.0,,,,"37,716,316 ",1709.0,45716.0,92410,7395.0,50357.0,1724250.0,2450.0
16,391,"63,333",41,22672,Asia,Saudi Arabia,16.0,,,,"34,769,565 ",1264.0,24561.0,89011,549.0,65790.0,853987.0,2560.0
17,"2,741","130,647",370,49852,Asia,Pakistan,8.0,4065.0,67.0,"+1,813","220,532,862 ",111.0,2700.0,80463,1688.0,28923.0,595344.0,365.0
18,47,"65,298",12,24180,Asia,Qatar,15.0,,,,"2,807,805 ",239.0,82306.0,60259,43.0,36036.0,231098.0,21461.0
19,198,"1,219",13,33176,Europe,Belgium,820.0,,,,"11,585,802 ",166.0,76334.0,58615,9505.0,15934.0,884386.0,5059.0
20,"3,138","232,102",494,40616,Asia,Bangladesh,4.0,,,,"164,560,234 ",1.0,2024.0,52445,709.0,11120.0,333073.0,319.0
21,367,"2,871",48,0,Europe,Netherlands,348.0,,,N/A,"17,132,042 ",154.0,21004.0,46647,5967.0,0.0,359833.0,2723.0
22,214,"38,887",17,24817,Europe,Belarus,26.0,,,,"9,449,551 ",92.0,59574.0,44255,243.0,19195.0,562945.0,4683.0
23,436,"5,125",148,16957,South America,Ecuador,195.0,,,,"17,621,217 ",252.0,6739.0,40414,3438.0,20019.0,118754.0,2293.0
24,262,"2,259",37,0,Europe,Sweden,443.0,,,N/A,"10,094,432 ",283.0,27292.0,38589,4468.0,0.0,275500.0,3823.0
25,163,"243,615",14,12637,Asia,Singapore,4.0,,,,"5,846,771 ",6.0,69867.0,35836,24.0,23175.0,408495.0,6129.0
26,"1,654","78,475",78,16744,Africa,South Africa,13.0,,,,"59,248,777 ",208.0,12853.0,35812,755.0,18313.0,761534.0,604.0
27,276,"36,732",5,16793,Asia,UAE,27.0,,,,"9,880,861 ",1.0,217136.0,35788,269.0,18726.0,2145493.0,3622.0
28,310,"7,102",12,11590,Europe,Portugal,141.0,,,,"10,198,850 ",58.0,83066.0,32895,1436.0,19869.0,847181.0,3225.0
29,"1,597","50,387",145,19682,South America,Colombia,20.0,,,,"50,840,001 ",136.0,6889.0,31833,1009.0,11142.0,350213.0,626.0
30,280,"4,505",22,454,Europe,Switzerland,222.0,,,,"8,649,729 ",29.0,46336.0,30874,1920.0,28500.0,400793.0,3569.0
31,149,"18,874",15,14142,Asia,Kuwait,53.0,,,,"4,265,437 ",187.0,67991.0,28649,226.0,14281.0,290013.0,6717.0
32,"9,920","164,339",798,17951,Asia,Indonesia,6.0,,,,"273,295,010 ",,1253.0,27549,1663.0,7935.0,342464.0,101.0
33,"3,711","97,123",757,19657,Africa,Egypt,10.0,,,,"102,173,226 ",41.0,1321.0,27536,1052.0,6827.0,135000.0,270.0
34,197,"2,976",14,1319,Europe,Ireland,336.0,,,,"4,933,409 ",36.0,70624.0,25066,1658.0,22089.0,348416.0,5081.0
35,"1,552","34,661",40,11577,Europe,Poland,29.0,,,,"37,849,635 ",160.0,24992.0,24395,1092.0,11726.0,945955.0,645.0
36,"1,798","60,182",118,13535,Europe,Ukraine,17.0,,,,"43,752,274 ",286.0,8495.0,24340,727.0,10078.0,371668.0,556.0
37,986,"14,943",43,4703,Europe,Romania,67.0,,,,"19,246,690 ",166.0,23319.0,19517,1288.0,13526.0,448813.0,1014.0
38,"5,762","113,316",299,13968,Asia,Philippines,9.0,,,,"109,463,670 ",78.0,3346.0,18997,966.0,4063.0,366269.0,174.0
39,"2,465","79,373",269,12041,South America,Argentina,13.0,,,,"45,163,302 ",274.0,3715.0,18319,569.0,5709.0,167799.0,406.0
40,611,"21,047",128,6162,North America,Dominican Republic,48.0,,,,"10,839,344 ",110.0,7808.0,17752,515.0,11075.0,84638.0,1638.0
41,532,"31,716",16,2055,Asia,Israel,32.0,,,,"9,197,590 ",31.0,63326.0,17285,290.0,14940.0,582445.0,1879.0
42,"7,472","141,504",427,1386,Asia,Japan,7.0,,,,"126,504,317 ",113.0,2343.0,16930,894.0,14650.0,296383.0,134.0
43,537,"13,457",20,461,Europe,Austria,74.0,,,,"9,002,468 ",26.0,50695.0,16759,669.0,15629.0,456378.0,1862.0
44,"2,353","143,901",949,14789,Asia,Afghanistan,7.0,,,,"38,853,367 ",19.0,1054.0,16509,270.0,1450.0,40950.0,425.0
45,306,"12,242",62,4229,North America,Panama,82.0,,,,"4,309,210 ",78.0,16124.0,14095,352.0,9514.0,69483.0,3271.0
46,398,"86,361",51,9928,Asia,Oman,12.0,,,,"5,095,308 ",31.0,19661.0,12799,59.0,2812.0,100181.0,2512.0
47,138,"89,269",5,4885,Asia,Bahrain,11.0,,,,"1,696,105 ",10.0,194996.0,12311,19.0,7407.0,330733.0,7258.0
48,"1,590","426,336",22,5811,Asia,Kazakhstan,2.0,225.0,,,"18,758,789 ",62.0,46234.0,11796,44.0,5941.0,867286.0,629.0
49,493,"9,984",9,665,Europe,Denmark,100.0,,,,"5,790,665 ",21.0,111574.0,11734,580.0,10489.0,646086.0,2026.0
50,"4,423","187,787",54,850,Asia,S. Korea,5.0,49.0,1.0,21,"51,265,922 ",15.0,18664.0,11590,273.0,10467.0,956852.0,226.0
51,763,"35,673",35,4443,Europe,Serbia,28.0,,,,"8,739,886 ",10.0,28848.0,11454,245.0,6766.0,252132.0,1311.0
52,"1,061","31,011",413,9317,South America,Bolivia,32.0,460.0,33.0,161,"11,660,175 ",3.0,2422.0,10991,376.0,1298.0,28239.0,943.0
53,"19,012","655,083","3,122",7265,Africa,Nigeria,2.0,,,,"205,696,187 ",7.0,320.0,10819,314.0,3240.0,65885.0,53.0
54,296,"18,752",49,6424,Asia,Armenia,53.0,,,,"2,962,831 ",10.0,20223.0,10009,158.0,3427.0,59917.0,3378.0
55,"4,549","65,645",,2892,Africa,Algeria,15.0,,,,"43,785,268 ",25.0,,9626,667.0,6067.0,,220.0
56,"1,143","33,150",24,2355,Europe,Czechia,30.0,,,,"10,707,502 ",17.0,41836.0,9364,323.0,6686.0,447957.0,875.0
57,472,"13,142",71,3503,Europe,Moldova,76.0,,,,"4,034,641 ",255.0,14128.0,8548,307.0,4738.0,57003.0,2119.0
58,641,"22,861",22,491,Europe,Norway,44.0,,,,"5,417,952 ",9.0,46322.0,8455,237.0,7727.0,250968.0,1561.0
59,"3,738","816,265",142,5273,Africa,Ghana,1.0,,,,"31,018,059 ",3.0,7042.0,8297,38.0,2986.0,218425.0,267.0
