#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,12369373,5079.0,365757.0,213.0,8014319.0,"+5,339",3989297,22481.0,,,,,,North America,"
",,
,Asia,14520495,9725.0,256971.0,102.0,12967473.0,"+8,662",1296051,23484.0,,,,,,Asia,"
",,
,South America,10026714,86.0,303403.0,7.0,8962176.0,415,761135,17685.0,,,,,,South America,"
",,
,Europe,12424777,37689.0,297236.0,823.0,4502238.0,"+22,683",7625303,27640.0,,,,,,Europe,"
",,
,Africa,1903096,,45684.0,,1603562.0,,253850,2443.0,,,,,,Africa,"
",,
,Oceania,41021,7.0,990.0,,32856.0,,7175,24.0,,,,,,Australia/Oceania,"
",,
,World,51286197,52586.0,1270056.0,1145.0,36083283.0,"+37,099",13932858,93761.0,6580.0,162.9,,,,All,"
",,
1,USA,10422026,,244449.0,,6552764.0,,3624813,18955.0,31420.0,737.0,159284960.0,480206.0,"331,700,997 ",North America,32,"1,357",2
2,India,8591730,655.0,127104.0,,7959406.0,"+2,200",505220,8944.0,6204.0,92.0,119615857.0,86374.0,"1,384,863,826 ",Asia,161,"10,896",12
3,Brazil,5675766,,162638.0,,5064344.0,,448784,8318.0,26634.0,763.0,21900000.0,102768.0,"213,102,282 ",South America,38,"1,310",10
4,Russia,1817109,20977.0,31161.0,368.0,1350741.0,"+15,600",435207,2300.0,12450.0,213.0,65600000.0,449447.0,"145,957,111 ",Europe,80,"4,684",2
5,France,1807479,,40987.0,,129735.0,,1636757,4690.0,27669.0,627.0,18120790.0,277391.0,"65,325,688 ",Europe,36,"1,594",4
6,Spain,1426602,,39345.0,,0.0,N/A,0,3007.0,30508.0,841.0,19394289.0,414751.0,"46,761,333 ",Europe,33,"1,188",2
7,Argentina,1250499,,33907.0,,1073577.0,,143015,4577.0,27578.0,748.0,3258221.0,71855.0,"45,344,427 ",South America,36,"1,337",14
8,UK,1213363,,49238.0,,0.0,N/A,0,1185.0,17840.0,724.0,36567555.0,537644.0,"68,014,402 ",Europe,56,"1,381",2
9,Colombia,1149063,,32974.0,,1047017.0,,69072,2376.0,22497.0,646.0,5451307.0,106727.0,"51,076,952 ",South America,44,"1,549",9
