#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,40093096,4500.0,905729.0,233.0,33140629,"+2,544",6046738,12432.0,,,,,,North America,"
",,,,,
,Asia,53103203,10204.0,730512.0,140.0,50024097,"+23,071",2348594,27849.0,,,,,,Asia,"
",,,,,
,South America,30255109,3233.0,933566.0,74.0,27404086,"+1,859",1917457,30718.0,,,,,,South America,"
",,,,,
,Europe,47072190,2449.0,1083787.0,77.0,44343684,"+10,707",1644719,11064.0,,,,,,Europe,"
",,,,,
,Africa,5031191,,134064.0,,4512200,,384927,2519.0,,,,,,Africa,"
",,,,,
,Oceania,69997,8.0,1254.0,,67264,,1479,11.0,,,,,,Australia/Oceania,"
",,,,,
,World,175625507,20394.0,3788927.0,524.0,159492666,"+38,181",12343914,84593.0,22531.0,486.1,,,,All,"
",,,,,
1,USA,34275783,,614007.0,,28278394,,5383382,4991.0,102983.0,1845.0,491878084.0,1477873.0,"332,828,477 ",North America,10,542,1,,,"16,175"
2,India,29274823,1485.0,363097.0,,27790073,"+11,179",1121653,8944.0,21019.0,261.0,374242384.0,268707.0,"1,392,753,410 ",Asia,48,"3,836",4,1,,805
3,Brazil,17215159,,482135.0,,15670754,,1062270,8318.0,80452.0,2253.0,50127012.0,234260.0,"213,980,268 ",South America,12,444,4,,,"4,964"
4,France,5729967,,110270.0,,5471081,,148616,2245.0,87601.0,1686.0,88004750.0,1345443.0,"65,409,502 ",Europe,11,593,1,,,"2,272"
5,Turkey,5313098,,48524.0,,5186728,,77846,1009.0,62366.0,570.0,56346656.0,661411.0,"85,191,618 ",Asia,16,"1,756",2,,,914
6,Russia,5167949,,125278.0,,4771995,,270676,2300.0,35399.0,858.0,141500000.0,969222.0,"145,993,404 ",Europe,28,"1,165",1,,,"1,854"
7,UK,4542986,,127867.0,,4283263,,131856,158.0,66592.0,1874.0,192177143.0,2816958.0,"68,221,512 ",Europe,15,534,0,,,"1,933"
8,Italy,4239868,,126855.0,,3943704,,169309,626.0,70222.0,2101.0,68057064.0,1127182.0,"60,378,046 ",Europe,14,476,1,,,"2,804"
9,Argentina,4066156,,83941.0,,3639402,,342813,7817.0,89198.0,1841.0,14963643.0,328254.0,"45,585,549 ",South America,11,543,3,,,"7,520"
10,Spain,3729458,,80465.0,,3505243,,143750,1005.0,79737.0,1720.0,51240666.0,1095545.0,"46,771,836 ",Europe,13,581,1,,,"3,073"
11,Germany,3718617,,90283.0,,3569000,"+5,200",59334,1598.0,44250.0,1074.0,62263057.0,740908.0,"84,036,119 ",Europe,23,931,1,,,706
12,Colombia,3665137,,94046.0,,3409076,,162015,6582.0,71317.0,1830.0,17912045.0,348535.0,"51,392,392 ",South America,14,546,3,,,"3,153"
13,Iran,3003112,,81672.0,,2612091,,309349,3549.0,35330.0,961.0,21194370.0,249339.0,"85,002,300 ",Asia,28,"1,041",4,,,"3,639"
14,Poland,2876667,,74447.0,,2647095,,155125,364.0,76087.0,1969.0,16467982.0,435574.0,"37,807,553 ",Europe,13,508,2,,,"4,103"
15,Mexico,2445538,3672.0,229578.0,225.0,1948268,"+1,791",267692,4798.0,18782.0,1763.0,7189826.0,55219.0,"130,205,401 ",North America,53,567,18,28,2,"2,056"
16,Ukraine,2221427,1603.0,51577.0,70.0,2120780,"+5,583",49070,177.0,51084.0,1186.0,10434574.0,239953.0,"43,485,917 ",Europe,20,843,4,37,2,"1,128"
17,Peru,1995257,,187847.0,,0,N/A,0,2594.0,59733.0,5624.0,13325242.0,398924.0,"33,402,936 ",South America,17,178,3,,,"2,597"
18,Indonesia,1885942,,52373.0,,1728914,,104655,,6827.0,190.0,17640999.0,63861.0,"276,240,874 ",Asia,146,"5,274",16,,,379
19,South Africa,1722086,,57410.0,,1593059,,71617,546.0,28696.0,957.0,12044072.0,200698.0,"60,010,785 ",Africa,35,"1,045",5,,,"1,193"
20,Netherlands,1669121,,17705.0,,1553693,,97723,305.0,97208.0,1031.0,14248931.0,829846.0,"17,170,569 ",Europe,10,970,1,,,"5,691"
21,Czechia,1664649,,30211.0,,1628170,,6268,36.0,155173.0,2816.0,26335670.0,2454925.0,"10,727,688 ",Europe,6,355,0,,,584
22,Chile,1453478,,30339.0,,1376335,,46804,3266.0,75425.0,1574.0,15443833.0,801426.0,"19,270,445 ",South America,13,635,1,,,"2,429"
23,Canada,1398275,,25873.0,,1353147,,19255,795.0,36745.0,680.0,35504029.0,933010.0,"38,053,196 ",North America,27,"1,471",1,,,506
24,Philippines,1293687,,22312.0,,1214454,,56921,1704.0,11660.0,201.0,13931997.0,125570.0,"110,950,213 ",Asia,86,"4,973",8,,,513
25,Iraq,1242540,,16648.0,,1159973,,65919,441.0,30256.0,405.0,10851837.0,264244.0,"41,067,421 ",Asia,33,"2,467",4,,,"1,605"
26,Sweden,1082729,,14528.0,,1013284,,54917,125.0,106584.0,1430.0,10239089.0,1007934.0,"10,158,496 ",Europe,9,699,1,,,"5,406"
27,Romania,1079427,,31531.0,,1043604,,4292,265.0,56465.0,1649.0,9318083.0,487434.0,"19,116,618 ",Europe,18,606,2,,,225
28,Belgium,1074204,846.0,25068.0,7.0,991558,,57578,309.0,92309.0,2154.0,14412839.0,1238526.0,"11,637,088 ",Europe,11,464,1,73,0.6,"4,948"
29,Pakistan,938737,1303.0,21576.0,47.0,873543,"+1,874",43618,2841.0,4174.0,96.0,13745973.0,61117.0,"224,911,246 ",Asia,240,"10,424",16,6,0.2,194
30,Portugal,855432,,17043.0,,814023,,24366,72.0,84124.0,1676.0,12186678.0,1198452.0,"10,168,683 ",Europe,12,597,1,,,"2,396"
31,Israel,839630,,6428.0,,832997,,205,33.0,90031.0,689.0,14739061.0,1580427.0,"9,326,000 ",Asia,11,"1,451",1,,,22
32,Bangladesh,820395,,12989.0,,759630,,47776,1246.0,4935.0,78.0,6126238.0,36854.0,"166,231,089 ",Asia,203,"12,798",27,,,287
33,Hungary,806591,,29896.0,,722296,,54399,57.0,83695.0,3102.0,5948874.0,617280.0,"9,637,230 ",Europe,12,322,2,,,"5,645"
34,Japan,767808,,13841.0,,717882,,36085,1015.0,6088.0,110.0,15171267.0,120300.0,"126,111,471 ",Asia,164,"9,111",8,,,286
35,Jordan,742178,,9570.0,,724469,,8139,540.0,72068.0,929.0,7493032.0,727598.0,"10,298,311 ",Asia,14,"1,076",1,,,790
36,Serbia,714462,,6945.0,,702339,,5178,20.0,82083.0,798.0,4249908.0,488260.0,"8,704,187 ",Europe,12,"1,253",2,,,595
37,Switzerland,699697,,10853.0,,664845,,23999,86.0,80294.0,1245.0,7919475.0,908808.0,"8,714,136 ",Europe,12,803,1,,,"2,754"
38,Austria,647971,,10650.0,,632660,,4661,118.0,71562.0,1176.0,46942669.0,5184320.0,"9,054,739 ",Europe,14,850,0,,,515
39,Malaysia,639562,,3684.0,,556030,,79848,911.0,19525.0,112.0,13020243.0,397500.0,"32,755,333 ",Asia,51,"8,891",3,,,"2,438"
40,Nepal,601687,,8238.0,,515591,,77858,,20308.0,278.0,3189104.0,107638.0,"29,628,062 ",Asia,49,"3,597",9,,,"2,628"
41,UAE,591613,,1717.0,,570960,,18936,,59146.0,172.0,52387380.0,5237367.0,"10,002,618 ",Asia,17,"5,826",0,,,"1,893"
42,Lebanon,542169,,7785.0,,525900,,8484,86.0,79770.0,1145.0,4543738.0,668529.0,"6,796,622 ",Asia,13,873,1,,,"1,248"
43,Morocco,522765,,9192.0,,510299,,3274,108.0,14007.0,246.0,6602685.0,176914.0,"37,321,423 ",Africa,71,"4,060",6,,,88
44,Saudi Arabia,462528,,7519.0,,444792,,10217,1553.0,13094.0,213.0,20113388.0,569422.0,"35,322,485 ",Asia,76,"4,698",2,,,289
45,Ecuador,436023,,20949.0,,398645,,16429,471.0,24366.0,1171.0,1458828.0,81524.0,"17,894,407 ",South America,41,854,12,,,918
