#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,13584726,3033.0,378516.0,344.0,8560020.0,"+4,157",4646190,25151.0,,,,,,North America,"
",,
,Asia,15174965,13228.0,267962.0,237.0,13552087.0,"+14,266",1354916,24850.0,,,,,,Asia,"
",,
,South America,10390262,125.0,310874.0,10.0,9392751.0,317,686637,17399.0,,,,,,South America,"
",,
,Europe,14228834,62177.0,327537.0,1277.0,5334924.0,"+50,480",8566373,29763.0,,,,,,Europe,"
",,
,Africa,1998121,,47719.0,,1680971.0,,269431,2573.0,,,,,,Africa,"
",,
,Oceania,42568,10.0,997.0,,32912.0,1,8659,26.0,,,,,,Australia/Oceania,"
",,
,World,55420197,78573.0,1333620.0,1868.0,38554324.0,"+69,221",15532253,99766.0,7110.0,171.1,,,,All,"
",,
1,USA,11538280,,252652.0,,7019364.0,,4266264,21184.0,34781.0,762.0,170137170.0,512866.0,"331,738,050 ",North America,29,"1,313",2
2,India,8874290,118.0,130559.0,,8290370.0,"+2,201",453361,8944.0,6407.0,94.0,126542907.0,91359.0,"1,385,123,108 ",Asia,156,"10,609",11
3,Brazil,5876740,,166067.0,,5322406.0,,388267,8318.0,27573.0,779.0,21900000.0,102754.0,"213,131,136 ",South America,36,"1,283",10
4,France,1991233,,45054.0,,140880.0,,1805299,4919.0,30480.0,690.0,19191764.0,293773.0,"65,328,442 ",Europe,33,"1,450",3
5,Russia,1971013,22410.0,33931.0,442.0,1475904.0,"+22,055",461178,2300.0,13504.0,232.0,69550659.0,476510.0,"145,958,304 ",Europe,74,"4,302",2
6,Spain,1521899,,41253.0,,0.0,N/A,0,3156.0,32546.0,882.0,20742051.0,443569.0,"46,761,678 ",Europe,31,"1,134",2
7,UK,1390681,,52147.0,,0.0,N/A,0,1355.0,20445.0,767.0,38932715.0,572361.0,"68,021,208 ",Europe,49,"1,304",2
8,Argentina,1318384,,35727.0,,1140196.0,,142461,4322.0,29070.0,788.0,3474091.0,76602.0,"45,352,351 ",South America,34,"1,269",13
