#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,9396770,5876.0,323809.0,385.0,6171045.0,"+23,268",2901916,18130.0,,,,,,North America,"
",,
,Asia,11524558,8954.0,208468.0,111.0,9817538.0,"+8,940",1498552,20785.0,,,,,,Asia,"
",,
,South America,8518766,263.0,267721.0,36.0,7395162.0,544,855883,17413.0,,,,,,South America,"
",,
, Europe,5750053,25153.0,228862.0,324.0,2976837.0,"+9,754",2544354,10017.0,,,,,,Europe,"
",,
,Africa,1556017,,37452.0,,1292200.0,,226365,1617.0,,,,,,Africa,"
",,
,Oceania,32121,22.0,941.0,,29198.0,3,1982,13.0,,,,,,Australia/Oceania,"
",,
,World,36779006,40268.0,1067268.0,856.0,27682631.0,"+42,509",8029107,67979.0,4718.0,136.9,,,,All,"
",,
1,USA,7833763,,217738.0,,5025193.0,,2590832,14653.0,23629.0,657.0,115343815.0,347912.0,"331,531,610 ",North America,42,"1,523",3
2,India,6906151,2339.0,106521.0,,5906069.0,"+2,862",893561,8944.0,4991.0,77.0,84634680.0,61166.0,"1,383,678,536 ",Asia,200,"12,990",16
3,Brazil,5029539,,149034.0,,4414564.0,,465941,8318.0,23616.0,700.0,17900000.0,84049.0,"212,970,378 ",South America,42,"1,429",12
4,Russia,1272238,12126.0,22257.0,201.0,1009421.0,"+7,092",240560,2300.0,8717.0,152.0,49656873.0,340228.0,"145,951,658 ",Europe,115,"6,558",3
5,Colombia,886179,,27331.0,,777658.0,,81190,2220.0,17366.0,536.0,4047592.0,79319.0,"51,029,561 ",South America,58,"1,867",13
6,Spain,884381,,32688.0,,0.0,N/A,0,1585.0,18913.0,699.0,13689776.0,292768.0,"46,759,755 ",Europe,53,"1,430",3
7,Argentina,856369,,22710.0,,684844.0,,148815,4043.0,18901.0,501.0,2166276.0,47812.0,"45,308,202 ",South America,53,"1,995",21
8,Peru,838614,,33098.0,,728216.0,,77300,1233.0,25339.0,1000.0,4003363.0,120964.0,"33,095,400 ",South America,39,"1,000",8
9,Mexico,804488,5300.0,83096.0,370.0,583603.0,"+22,708",137789,2553.0,6222.0,643.0,2053282.0,15880.0,"129,299,186 ",North America,161,"1,556",63
10,South Africa,686891,,17408.0,,618771.0,,50712,539.0,11542.0,293.0,4339686.0,72923.0,"59,510,270 ",Africa,87,"3,419",14
11,France,671638,,32521.0,,100306.0,,538811,1427.0,10283.0,498.0,11900095.0,182201.0,"65,313,096 ",Europe,97,"2,008",5
12,UK,561815,,42592.0,,0.0,N/A,0,442.0,8264.0,627.0,26679020.0,392435.0,"67,983,287 ",Europe,121,"1,596",3
13,Iran,488236,,27888.0,,399300.0,,61048,4335.0,5793.0,331.0,4232064.0,50213.0,"84,282,671 ",Asia,173,"3,022",20
14,Chile,476016,,13167.0,,448710.0,,14139,812.0,24843.0,687.0,3581727.0,186931.0,"19,160,727 ",South America,40,"1,455",5
