#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,38701240,3485.0,868548.0,229.0,30520952,"+3,082",7311740,17153.0,,,,,,North America,"
",,,,,
,Asia,42503181,18140.0,552753.0,230.0,36557952,"+28,186",5392476,33503.0,,,,,,Asia,"
",,,,,
,South America,25581250,1783.0,694866.0,28.0,23239762,791,1646622,27709.0,,,,,,South America,"
",,,,,
,Europe,45220174,11922.0,1028897.0,417.0,40369703,"+42,566",3821574,27528.0,,,,,,Europe,"
",,,,,
,Africa,4649033,,123937.0,,4182095,,343001,3498.0,,,,,,Africa,"
",,,,,
,Oceania,63663,8.0,1209.0,,60439,3,2015,4.0,,,,,,Australia/Oceania,"
",,,,,
,World,156719262,35338.0,3270225.0,904.0,134931609,"+74,628",18517428,109395.0,20106.0,419.5,,,,All,"
",,,,,
1,USA,33369192,,594006.0,,26105411,,6669775,9279.0,100315.0,1786.0,454453202.0,1366188.0,"332,643,210 ",North America,10,560,1,,,"20,051"
2,India,21491598,6313.0,234083.0,12.0,17612351,"+14,941",3645164,8944.0,15445.0,168.0,298601699.0,214596.0,"1,391,457,000 ",Asia,65,"5,944",5,5,0.01,"2,620"
3,Brazil,15009023,,417176.0,,13591335,,1000512,8318.0,70189.0,1951.0,46616516.0,218001.0,"213,835,998 ",South America,14,513,5,,,"4,679"
4,France,5728090,,105850.0,,4786754,,835486,5231.0,87591.0,1619.0,77792623.0,1189567.0,"65,395,729 ",Europe,11,618,1,,,"12,776"
5,Turkey,4977982,,42187.0,,4626799,,308996,3378.0,58492.0,496.0,48712606.0,572383.0,"85,104,881 ",Asia,17,"2,017",2,,,"3,631"
6,Russia,4855128,,112246.0,,4472338,,270544,2300.0,33257.0,769.0,130600000.0,894598.0,"145,987,440 ",Europe,30,"1,301",1,,,"1,853"
7,UK,4428553,,127583.0,,4240475,,60495,182.0,64947.0,1871.0,161933673.0,2374830.0,"68,187,480 ",Europe,15,534,0,,,887
8,Italy,4082198,,122263.0,,3557133,,402802,2308.0,67601.0,2025.0,60203970.0,996977.0,"60,386,514 ",Europe,15,494,1,,,"6,670"
9,Spain,3559222,,78726.0,,3239382,,241114,2212.0,76100.0,1683.0,47213067.0,1009471.0,"46,770,110 ",Europe,13,594,1,,,"5,155"
10,Germany,3486462,,84811.0,,3128800,"+21,500",272851,5049.0,41500.0,1010.0,56836969.0,676545.0,"84,010,567 ",Europe,24,991,1,,,"3,248"
11,Argentina,3095582,,66263.0,,2757230,,272089,5299.0,67966.0,1455.0,11610358.0,254915.0,"45,545,928 ",South America,15,687,4,,,"5,974"
12,Colombia,2951101,,76414.0,,2773220,,101467,6006.0,57481.0,1488.0,15201520.0,296092.0,"51,340,559 ",South America,17,672,3,,,"1,976"
13,Poland,2818378,,68993.0,,2546751,,202634,2334.0,74538.0,1825.0,14546443.0,384709.0,"37,811,502 ",Europe,13,548,3,,,"5,359"
14,Iran,2610018,,73906.0,,2057692,,478420,5515.0,30742.0,871.0,16652514.0,196144.0,"84,899,496 ",Asia,33,"1,149",5,,,"5,635"
15,Mexico,2358831,2846.0,218173.0,166.0,1879713,"+2,366",260945,4798.0,18134.0,1677.0,6714852.0,51623.0,"130,075,942 ",North America,55,596,19,22,1,"2,006"
16,Ukraine,2105428,8404.0,45830.0,379.0,1731162,"+19,453",328436,177.0,48389.0,1053.0,9555109.0,219603.0,"43,510,910 ",Europe,21,949,5,193,9,"7,548"
17,Peru,1832671,,63223.0,,1720665,,48783,2658.0,54938.0,1895.0,11483598.0,344243.0,"33,359,002 ",South America,18,528,3,,,"1,462"
18,Indonesia,1697305,,46496.0,,1552532,,98277,,6150.0,168.0,15023292.0,54439.0,"275,964,453 ",Asia,163,"5,935",18,,,356
19,Czechia,1641120,,29521.0,,1569862,,41737,435.0,153007.0,2752.0,19341919.0,1803309.0,"10,725,794 ",Europe,7,363,1,,,"3,891"
20,South Africa,1590370,,54620.0,,1511905,,23845,546.0,26533.0,911.0,10805804.0,180279.0,"59,939,283 ",Africa,38,"1,097",6,,,398
21,Netherlands,1538589,,17269.0,,1295738,,225582,806.0,89625.0,1006.0,12762141.0,743413.0,"17,166,953 ",Europe,11,994,1,,,"13,140"
22,Canada,1265320,,24489.0,,1159506,,81325,1456.0,33279.0,644.0,32266260.0,848630.0,"38,021,585 ",North America,30,"1,553",1,,,"2,139"
23,Chile,1229248,,26895.0,,1166227,,36126,3188.0,63841.0,1397.0,13366644.0,694199.0,"19,254,771 ",South America,16,716,1,,,"1,876"
24,Iraq,1098187,,15673.0,,986134,,96380,566.0,26798.0,382.0,9565625.0,233417.0,"40,980,899 ",Asia,37,"2,615",4,,,"2,352"
25,Philippines,1080172,,17991.0,,999011,,63170,750.0,9748.0,162.0,12120695.0,109382.0,"110,810,725 ",Asia,103,"6,159",9,,,570
26,Romania,1062527,,28710.0,,1005623,,28194,1100.0,55546.0,1501.0,8381037.0,438137.0,"19,128,823 ",Europe,18,666,2,,,"1,474"
27,Belgium,1007264,3518.0,24444.0,38.0,878558,"+1,929",104262,757.0,86592.0,2101.0,12821364.0,1102223.0,"11,632,275 ",Europe,12,476,1,302,3,"8,963"
28,Sweden,1002121,,14158.0,,827604,,160359,401.0,98707.0,1395.0,8798383.0,866624.0,"10,152,485 ",Europe,10,717,1,,,"15,795"
29,Pakistan,850131,4298.0,18677.0,140.0,747755,"+4,631",83699,5177.0,3787.0,83.0,12101832.0,53906.0,"224,500,406 ",Asia,264,"12,020",19,19,0.6,373
30,Israel,838828,,6374.0,,831331,,1123,87.0,91201.0,693.0,14315208.0,1556409.0,"9,197,590 ",Asia,11,"1,443",1,,,122
31,Portugal,838475,,16988.0,,798952,,22535,77.0,82434.0,1670.0,10781631.0,1059983.0,"10,171,514 ",Europe,12,599,1,,,"2,216"
32,Hungary,787647,,28297.0,,546246,,213104,485.0,81710.0,2936.0,5475551.0,568029.0,"9,639,566 ",Europe,12,341,2,,,"22,107"
33,Bangladesh,769160,,11796.0,,702163,,55201,1120.0,4631.0,71.0,5582263.0,33613.0,"166,074,306 ",Asia,216,"14,079",30,,,332
34,Jordan,717930,,9014.0,,698201,,10715,729.0,69779.0,876.0,6798116.0,660741.0,"10,288,632 ",Asia,14,"1,141",2,,,"1,041"
35,Serbia,697241,,6499.0,,653821,,36921,138.0,80073.0,746.0,3894730.0,447283.0,"8,707,537 ",Europe,12,"1,340",2,,,"4,240"
36,Switzerland,669067,,10695.0,,599677,,58695,214.0,76833.0,1228.0,7057364.0,810437.0,"8,708,092 ",Europe,13,814,1,,,"6,740"
37,Austria,627484,,10333.0,,597922,,19229,434.0,69337.0,1142.0,33702259.0,3724074.0,"9,049,835 ",Europe,14,876,0,,,"2,125"
38,Japan,616123,,10517.0,,542569,,63037,1098.0,4884.0,83.0,12150722.0,96321.0,"126,148,334 ",Asia,205,"11,995",10,,,500
39,Lebanon,531234,,7415.0,,475383,,48436,478.0,78128.0,1091.0,4069394.0,598482.0,"6,799,531 ",Asia,13,917,2,,,"7,123"
40,UAE,530944,,1604.0,,511340,,18000,,53141.0,161.0,45255315.0,4529521.0,"9,991,193 ",Asia,19,"6,229",0,,,"1,802"
41,Morocco,513016,,9049.0,,499917,,4050,150.0,13761.0,243.0,6311023.0,169289.0,"37,279,597 ",Africa,73,"4,120",6,,,109
42,Malaysia,427927,,1610.0,,392555,,33762,354.0,13080.0,49.0,9821638.0,300212.0,"32,715,679 ",Asia,76,"20,320",3,,,"1,032"
43,Saudi Arabia,423406,,7032.0,,406589,,9785,1333.0,12005.0,199.0,17314863.0,490915.0,"35,270,603 ",Asia,83,"5,016",2,,,277
44,Bulgaria,408372,,16800.0,,345489,,46083,587.0,59150.0,2433.0,2562234.0,371120.0,"6,904,062 ",Europe,17,411,3,,,"6,675"
45,Ecuador,395327,,19018.0,,329582,,46727,621.0,22124.0,1064.0,1322673.0,74021.0,"17,868,773 ",South America,45,940,14,,,"2,615"
46,Slovakia,384660,,11920.0,,366230,,6510,277.0,70426.0,2182.0,2697906.0,493952.0,"5,461,881 ",Europe,14,458,2,,,"1,192"
47,Nepal,368580,,3529.0,,292490,,72561,,12461.0,119.0,2578418.0,87174.0,"29,577,883 ",Asia,80,"8,381",11,,,"2,453"
48,Panama,366364,,6255.0,,356144,,3965,105.0,83798.0,1431.0,2439336.0,557947.0,"4,371,982 ",North America,12,699,2,,,907
49,Belarus,364951,,2602.0,,355531,,6818,,38633.0,275.0,5939162.0,628703.0,"9,446,691 ",Europe,26,"3,631",2,,,722
50,Greece,355445,,10847.0,,320966,,23632,754.0,34244.0,1045.0,8324935.0,802026.0,"10,379,885 ",Europe,29,957,1,,,"2,277"
51,Croatia,341052,,7355.0,,321755,,11942,236.0,83514.0,1801.0,1855623.0,454387.0,"4,083,793 ",Europe,12,555,2,,,"2,924"
