ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
533072,North America,North America,,581.0,33.0,12857.0,,598876,23509.0,42295.0,,
582794,Europe, Europe,,10.0,3.0,29929.0,,881120,76771.0,221555.0,,
141352,Asia,Asia,,397.0,8.0,6598.0,,299133,11010.0,146771.0,,
43006,South America,South America,,203.0,16.0,1205.0,,50784,2097.0,5681.0,,
3838,Australia/Oceania,Oceania,,57.0,3.0,86.0,,7789,66.0,3885.0,,
11369,Africa,Africa,,,,174.0,,15082,791.0,2922.0,,
1315520,All,World,14.7,1248.0,63.0,50859.0,,1853505,114257.0,423728.0,,238.0
505684,North America,USA,67.0,133.0,10.0,11766.0,8559.0,560433,22115.0,32634.0,2833112.0,1693.0
87231,Europe,Spain,368.0,,,7371.0,12833.0,166831,17209.0,62391.0,600000.0,3568.0
102253,Europe,Italy,329.0,,,3343.0,16708.0,156363,19899.0,34211.0,1010193.0,2586.0
91012,Europe,France,221.0,,,6845.0,5114.0,132591,14393.0,27186.0,333807.0,2031.0
64532,Europe,Germany,36.0,,,4895.0,15730.0,127854,3022.0,60300.0,1317887.0,1526.0
73323,Europe,UK,156.0,,,1559.0,5200.0,84279,10612.0,0.0,352974.0,1241.0
23318,Asia,Iran,53.0,,,3930.0,3136.0,71686,4474.0,43894.0,263388.0,853.0
52312,Asia,Turkey,14.0,,,1665.0,4459.0,56956,1198.0,3446.0,376100.0,675.0
19584,Europe,Belgium,311.0,,,1223.0,8814.0,29647,3600.0,6463.0,102151.0,2558.0
22600,Europe,Netherlands,160.0,,,1384.0,5926.0,25587,2737.0,250.0,101534.0,1493.0
11609,Europe,Switzerland,128.0,,,386.0,22393.0,25415,1106.0,12700.0,193800.0,2937.0
16494,North America,Canada,19.0,,,557.0,11186.0,24383,717.0,7172.0,422200.0,646.0
20915,South America,Brazil,6.0,126.0,7.0,296.0,296.0,22318,1230.0,173.0,62985.0,105.0
15804,Europe,Portugal,49.0,,,228.0,16046.0,16585,504.0,277.0,163616.0,1627.0
14349,Europe,Russia,0.9,,,8.0,8223.0,15770,130.0,1291.0,1200000.0,108.0
6608,Europe,Austria,39.0,,,243.0,16086.0,13945,350.0,6987.0,144877.0,1548.0
9415,Asia,Israel,12.0,,,183.0,13557.0,11145,103.0,1627.0,117339.0,1288.0
2873,Asia,S. Korea,4.0,25.0,3.0,55.0,10038.0,10537,217.0,7447.0,514621.0,206.0
9203,Europe,Sweden,89.0,,,839.0,5416.0,10483,899.0,381.0,54700.0,1038.0
9296,Europe,Ireland,68.0,,,194.0,10734.0,9655,334.0,25.0,53000.0,1955.0
7813,Asia,India,0.2,35.0,,,137.0,9240,331.0,1096.0,189111.0,7.0
5528,South America,Peru,6.0,,,134.0,2320.0,7519,193.0,1798.0,76506.0,228.0
6632,South America,Ecuador,19.0,,,184.0,1340.0,7466,333.0,501.0,23635.0,423.0
6463,Asia,Japan,1.0,,,129.0,612.0,7370,123.0,784.0,77381.0,58.0
5074,South America,Chile,4.0,,,387.0,4304.0,7213,80.0,2059.0,82271.0,377.0
6003,Europe,Poland,6.0,,,160.0,3646.0,6674,232.0,439.0,138007.0,176.0
6365,Europe,Norway,24.0,,,59.0,23332.0,6525,128.0,32.0,126486.0,1204.0
2952,Australia/Oceania,Australia,2.0,38.0,2.0,81.0,13880.0,6351,61.0,3338.0,353941.0,249.0
5132,Europe,Romania,16.0,,,204.0,3240.0,6300,316.0,852.0,62328.0,327.0
3778,Europe,Denmark,47.0,,,104.0,12107.0,6174,273.0,2123.0,70125.0,1066.0
5389,Europe,Czechia,13.0,,,87.0,11684.0,5991,138.0,464.0,125126.0,559.0
4186,Asia,Pakistan,0.4,144.0,2.0,44.0,295.0,5374,93.0,1095.0,65114.0,24.0
2499,Asia,Malaysia,2.0,,,66.0,2394.0,4683,76.0,2108.0,77491.0,145.0
2522,North America,Mexico,2.0,442.0,23.0,185.0,284.0,4661,296.0,1843.0,36594.0,36.0
4154,Asia,Philippines,3.0,,,1.0,309.0,4648,297.0,197.0,33814.0,42.0
