#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,5920367,7753.0,229887.0,850.0,3152543.0,"+4,988",2537937,25702.0,,,,,,North America,"
",,
,South America,4544254,1282.0,154892.0,80.0,3116474.0,936,1272888,14319.0,,,,,,South America,"
",,
,Asia,4791448,17231.0,105457.0,203.0,3599549.0,"+12,422",1086442,18804.0,,,,,,Asia,"
",,
,Europe,2991217,8641.0,205404.0,172.0,1801494.0,"+8,343",984319,5193.0,,,,,,Europe,"
",,
,Africa,1011932,60.0,22127.0,13.0,693629.0,9,296176,1192.0,,,,,,Africa,"
",,
,Oceania,22117,410.0,292.0,11.0,12826.0,35,8999,51.0,,,,,,Australia/Oceania,"
",,
,World,19282056,35377.0,718074.0,1329.0,12377166.0,"+26,733",6186816,65265.0,2474.0,92.1,,,,All,"
",,
1,USA,5032561,382.0,162805.0,1.0,2577349.0,681,2292407,18296.0,15195.0,492.0,63143120.0,190651.0,"331,198,130 ",North America,66,"2,034",5
2,Brazil,2917562,,98644.0,,2047660.0,,771258,8318.0,13716.0,464.0,13206188.0,62085.0,"212,710,692 ",South America,73,"2,156",16
3,India,2030001,4592.0,41673.0,35.0,1378642.0,"+1,258",609686,8944.0,1470.0,30.0,22788393.0,16497.0,"1,381,344,997 ",Asia,680,"33,147",61
4,Russia,877135,5241.0,14725.0,119.0,683592.0,"+7,235",178818,2300.0,6010.0,101.0,30038123.0,205824.0,"145,940,924 ",Europe,166,"9,911",5
5,South Africa,538184,,9604.0,,387316.0,,141264,539.0,9063.0,162.0,3149807.0,53044.0,"59,381,566 ",Africa,110,"6,183",19
6,Mexico,462690,6590.0,50517.0,819.0,308848.0,"+4,140",103325,3987.0,3585.0,391.0,1056915.0,8189.0,"129,066,160 ",North America,279,"2,555",122
7,Peru,455409,,20424.0,,310337.0,,124648,1426.0,13793.0,619.0,2493429.0,75521.0,"33,016,319 ",South America,72,"1,617",13
8,Chile,366671,,9889.0,,340168.0,,16614,1358.0,19165.0,517.0,1760615.0,92022.0,"19,132,514 ",South America,52,"1,935",11
9,Colombia,357710,,11939.0,,192355.0,,153416,1493.0,7023.0,234.0,1801835.0,35374.0,"50,936,262 ",South America,142,"4,266",28
10,Spain,354530,,28500.0,,0.0,N/A,0,617.0,7582.0,610.0,7064329.0,151087.0,"46,756,648 ",Europe,132,"1,641",7
11,Iran,320117,,17976.0,,277463.0,,24678,4156.0,3806.0,214.0,2612763.0,31068.0,"84,097,623 ",Asia,263,"4,678",32
12,UK,308134,,46413.0,,0.0,N/A,0,73.0,4537.0,683.0,17515234.0,257873.0,"67,922,029 ",Europe,220,"1,463",4
13,Saudi Arabia,284226,,3055.0,,247089.0,,34082,1915.0,8152.0,88.0,3635705.0,104277.0,"34,865,919 ",Asia,123,"11,413",10
14,Pakistan,282645,782.0,6052.0,17.0,258099.0,"+2,041",18494,826.0,1277.0,27.0,2079333.0,9396.0,"221,295,851 ",Asia,783,"36,566",106
15,Bangladesh,252502,2851.0,3333.0,27.0,145584.0,"+1,760",103585,,1532.0,20.0,1237823.0,7509.0,"164,851,401 ",Asia,653,"49,460",133
16,Italy,249204,,35187.0,,201323.0,,12694,42.0,4122.0,582.0,7099713.0,117443.0,"60,452,568 ",Europe,243,"1,718",9
17,Turkey,237265,,5798.0,,220546.0,,10921,580.0,2810.0,69.0,5081802.0,60191.0,"84,428,331 ",Asia,356,"14,562",17
18,Argentina,228195,,4251.0,,99852.0,,124092,1150.0,5044.0,94.0,794544.0,17564.0,"45,236,884 ",South America,198,"10,641",57
19,Germany,215210,,9252.0,,196200.0,,9758,236.0,2568.0,110.0,8586648.0,102452.0,"83,811,260 ",Europe,389,"9,059",10
20,France,195633,,30312.0,,82460.0,,82861,384.0,2996.0,464.0,3992206.0,61147.0,"65,288,306 ",Europe,334,"2,154",16
21,Iraq,140603,,5161.0,,101025.0,,34417,517.0,3488.0,128.0,1092741.0,27111.0,"40,306,025 ",Asia,287,"7,810",37
22,Philippines,122754,3379.0,2168.0,24.0,66852.0,73,53734,239.0,1119.0,20.0,1669996.0,15220.0,"109,722,719 ",Asia,894,"50,610",66
23,Indonesia,121226,2473.0,5593.0,72.0,77557.0,"+1,912",38076,,443.0,20.0,1633156.0,5965.0,"273,808,365 ",Asia,"2,259","48,956",168
24,Canada,118561,,8966.0,,103106.0,,6489,2263.0,3139.0,237.0,4319172.0,114339.0,"37,775,022 ",North America,319,"4,213",9
25,Qatar,112092,,178.0,,108831.0,,3083,77.0,39922.0,63.0,511000.0,181993.0,"2,807,805 ",Asia,25,"15,774",5
26,Kazakhstan,96922,980.0,1058.0,,70680.0,"+1,809",25184,221.0,5156.0,56.0,2183308.0,116142.0,"18,798,667 ",Asia,194,"17,768",9
27,Egypt,95006,,4951.0,,48898.0,,41157,41.0,927.0,48.0,135000.0,1317.0,"102,516,525 ",Africa,"1,079","20,706",759
28,Ecuador,90537,,5877.0,,71318.0,,13342,378.0,5124.0,333.0,258582.0,14635.0,"17,668,824 ",South America,195,"3,006",68
29,Bolivia,86423,1282.0,3465.0,80.0,27373.0,936,55585,71.0,7394.0,296.0,183583.0,15706.0,"11,688,459 ",South America,135,"3,373",64
30,Sweden,81967,,5766.0,,0.0,N/A,0,34.0,8111.0,571.0,863315.0,85429.0,"10,105,596 ",Europe,123,"1,753",12
31,Oman,80713,,502.0,10.0,70910.0,,9301,177.0,15769.0,98.0,309212.0,60411.0,"5,118,446 ",Asia,63,"10,196",17
32,Israel,80054,495.0,576.0,,55256.0,"+1,829",24222,358.0,8704.0,63.0,1872453.0,203581.0,"9,197,590 ",Asia,115,"15,968",5
33,Ukraine,78261,1453.0,1852.0,33.0,43055.0,531,33354,143.0,1791.0,42.0,1135051.0,25970.0,"43,705,858 ",Europe,558,"23,599",39
34,Dominican Republic,76536,,1246.0,,40539.0,,34751,317.0,7048.0,115.0,281926.0,25963.0,"10,858,648 ",North America,142,"8,715",39
35,Belgium,72016,858.0,9861.0,2.0,17700.0,39,44455,65.0,6211.0,850.0,1767120.0,152407.0,"11,594,739 ",Europe,161,"1,176",7
36,Panama,71418,,1574.0,,45658.0,,24186,161.0,16527.0,364.0,240995.0,55769.0,"4,321,282 ",North America,61,"2,745",18
37,Kuwait,70045,,469.0,,61610.0,,7966,127.0,16378.0,110.0,522200.0,122105.0,"4,276,658 ",Asia,61,"9,119",8
38,Belarus,68503,,580.0,,63756.0,,4167,,7250.0,61.0,1344303.0,142269.0,"9,449,001 ",Europe,138,"16,291",7
39,UAE,61845,,354.0,,55739.0,,5752,,6246.0,36.0,5262658.0,531470.0,"9,902,079 ",Asia,160,"27,972",2
40,Romania,57895,,2566.0,,28992.0,,26337,458.0,3012.0,133.0,1319369.0,68631.0,"19,224,023 ",Europe,332,"7,492",15
41,Netherlands,56982,,6153.0,,0.0,N/A,0,37.0,3325.0,359.0,1079860.0,63007.0,"17,138,756 ",Europe,301,"2,785",16
42,Singapore,54797,242.0,27.0,,48031.0,,6739,,9359.0,5.0,1474372.0,251817.0,"5,854,932 ",Asia,107,"216,849",4
43,Guatemala,54339,,2119.0,,42070.0,,10150,5.0,3028.0,118.0,172712.0,9624.0,"17,946,899 ",North America,330,"8,470",104
44,Portugal,52061,,1743.0,,37840.0,,12478,42.0,5107.0,171.0,1705474.0,167308.0,"10,193,593 ",Europe,196,"5,848",6
45,Poland,50324,809.0,1787.0,13.0,36041.0,399,12496,73.0,1330.0,47.0,2374686.0,62752.0,"37,842,302 ",Europe,752,"21,176",16
46,Honduras,45755,657.0,1446.0,23.0,6225.0,109,38084,45.0,4613.0,146.0,112370.0,11328.0,"9,919,704 ",North America,217,"6,860",88
47,Nigeria,45244,,930.0,,32430.0,,11884,7.0,219.0,5.0,306894.0,1485.0,"206,606,300 ",Africa,"4,566","222,157",673
