#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40454968,6495.0,914998.0,261.0,33887219,"+3,024",5652751,10970.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,55023721,13030.0,777709.0,146.0,52412164,"+16,086",1833848,26433.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,32213263,2430.0,985842.0,85.0,29182503,"+2,036",2044918,31279.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,47650921,1723.0,1096461.0,56.0,45167397,"+4,660",1387063,7816.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5363727,,140040.0,,4712888,,510799,4520.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,72674,18.0,1272.0,,68469,7,2933,10.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,180779995,23696.0,3916337.0,548.0,165431346,"+25,813",11432312,81028.0,23192.0,502.4,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34464956,,618685.0,,28871914,,4974357,3884.0,103529.0,1858.0,502180123.0,1508490.0,"332,902,583 ",North America,10,538,1,,,"14,942",Dummy,Dummy
2,India,30134445,1028.0,393338.0,,29128267,"+7,927",612840,8944.0,21629.0,282.0,399568448.0,286784.0,"1,393,271,975 ",Asia,46,"3,542",3,0.7,,440,Dummy,Dummy
3,Brazil,18243483,,509282.0,,16511701,,1222500,8318.0,85235.0,2379.0,52820657.0,246782.0,"214,037,976 ",South America,12,420,4,,,"5,712",Dummy,Dummy
4,France,5764329,,110906.0,,5590123,,63300,1439.0,88119.0,1695.0,91746176.0,1402525.0,"65,415,010 ",Europe,11,590,1,,,968,Dummy,Dummy
5,Turkey,5393248,,49417.0,,5254708,,89123,752.0,63281.0,580.0,59444650.0,697492.0,"85,226,313 ",Asia,16,"1,725",1,,,"1,046",Dummy,Dummy
6,Russia,5388695,,131463.0,,4915615,,341617,2300.0,36910.0,900.0,146900000.0,1006193.0,"145,995,790 ",Europe,27,"1,111",1,,,"2,340",Dummy,Dummy
