#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,7950458,6789.0,289160.0,431.0,4835669.0,"+5,032",2825629,18336.0,,,,,,North America,"
",,
,Asia,8489498,7970.0,162628.0,96.0,6864343.0,"+26,714",1462527,19357.0,,,,,,Asia,"
",,
,South America,7073893,810.0,227166.0,47.0,5771324.0,"+1,556",1075403,15251.0,,,,,,South America,"
",,
,Europe,4059927,10127.0,212433.0,140.0,2243388.0,"+4,579",1604106,6426.0,,,,,,Europe,"
",,
,Africa,1352693,,32556.0,,1096779.0,,223358,1486.0,,,,,,Africa,"
",,
,Oceania,29967,46.0,843.0,7.0,25940.0,24,3184,25.0,,,,,,Australia/Oceania,"
",,
,World,28957157,25742.0,924801.0,721.0,20838094.0,"+37,905",7194262,60885.0,3715.0,118.6,,,,All,"
",,
1,USA,6676601,,198128.0,,3950354.0,,2528119,14366.0,20147.0,598.0,91703503.0,276720.0,"331,393,984 ",North America,50,"1,673",4
2,India,4754356,2568.0,78614.0,,3702595.0,"+3,297",973147,8944.0,3438.0,57.0,56260928.0,40689.0,"1,382,715,488 ",Asia,291,"17,589",25
3,Brazil,4315858,,131274.0,,3553421.0,,631163,8318.0,20275.0,617.0,14505652.0,68145.0,"212,863,206 ",South America,49,"1,622",15
4,Russia,1062811,5449.0,18578.0,94.0,876225.0,"+2,690",168008,2300.0,7282.0,127.0,40600000.0,278183.0,"145,947,228 ",Europe,137,"7,856",4
5,Peru,722832,,30593.0,,559321.0,,132918,1463.0,21862.0,925.0,3509997.0,106162.0,"33,062,763 ",South America,46,"1,081",9
6,Colombia,708964,,22734.0,,592820.0,,93410,863.0,13904.0,446.0,3132861.0,61439.0,"50,991,057 ",South America,72,"2,243",16
