date,cases,active,death
2020-01-23,1,0
2020-01-24,2,0
2020-01-25,3,0
2020-01-26,4,0
2020-01-27,5,0
2020-01-28,7,0
2020-01-31,16,0
2020-02-01,18,0
2020-02-02,19,0
2020-02-03,20,0
2020-02-04,24,0
2020-02-05,28,0
2020-02-06,30,0
2020-02-07,33,0
2020-02-08,40,0
2020-02-09,43,0
2020-02-10,45,0
2020-02-11,47,0
2020-02-12,50,0
2020-02-13,58,0
2020-02-14,67,0
2020-02-16,75,0
2020-02-17,77,0
2020-02-18,81,0
2020-02-19,84,0
2020-02-20,85,0
2020-02-21,86,0
2020-02-22,88,0
2020-02-23,89,0
2020-02-24,90,0
2020-02-25,91,0
2020-02-26,92,0
2020-02-26,93,0
2020-02-27,96,0
2020-02-28,98,0
2020-02-29,102,0
2020-03-01,106,0
2020-03-02,108,0
2020-03-03,110,0
2020-03-04,112,0
2020-03-05,117,0
2020-03-06,130,0
2020-03-07,138,0
2020-03-08,150,0
2020-03-09,160,0
2020-03-10,166,0
2020-03-11,178,0
2020-03-12,187,0
2020-03-13,200,0
2020-03-14,201,0
2020-03-14,202,0
2020-03-14,212,0
2020-03-15,226,0
2020-03-16,243,0
2020-03-17,266,0
2020-03-18,313,0
2020-03-19,345,0
2020-03-20,385,0
2020-03-21,432,0
2020-03-22,455,0
2020-03-23,509,0
2020-03-24,558,0
2020-03-25,631,0
2020-03-26,683,0
2020-03-27,732,0
2020-03-28,802,0
2020-03-29,844,629
2020-03-30,879,648
2020-03-31,926,683
2020-04-01,1000,751
2020-04-02,1049,778
2020-04-03,1114,826
2020-04-04,1189,886
2020-04-05,1309,983
2020-04-06,1375,1025
2020-04-07,1481,1098
2020-04-08,1623,1211
2020-04-09,1910,1444
2020-04-10,2108,1609
2020-04-11,2299,1763
2020-04-12,2532,1964
2020-04-13,2918,2323
2020-04-14,3252,2631
2020-04-15,3699,3037,10.0
2020-04-16,4427,3734,10.0
2020-04-17,5050,4331,11.0
2020-04-18,5992,5241,11.0
2020-04-19,6588,5809,11.0
2020-04-20,8014,7202,11.0
2020-04-21,9125,8275,11.0
2020-04-22,10141,9233,12.0
2020-04-23,11178,10242,12.0
2020-04-24,12075,11107,12.0
2020-04-25,12693,11679,12.0
2020-04-26,13624,12552,12.0
2020-04-27,14423,13314,14.0
2020-04-28,14951,13809,14.0
2020-04-29,15641,14439,14.0
2020-04-30,16169,14910,15.0
2020-05-01,17101,15817,16.0
2020-05-02,17548,16184,17.0
2020-05-03,18205,16779,18.0
2020-05-04,18778,17303,18.0
2020-05-05,19410,17873,18.0
2020-05-06,20198,18544,20.0
2020-05-07,20939,19207,20.0
2020-05-08,21707,19647,20.0
2020-05-09,22460,20144,20.0
2020-05-10,23336,20595,20.0
