#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1196364,North America,North America,,4956.0,688.0,"+3,262",,19520.0,,2228972,133968.0,898640.0,,
,"
",,,504376,South America,South America,,484.0,12.0,"+13,513",,11756.0,,1072792,47463.0,520953.0,,
,"
",,,828256,Europe,Europe,,41.0,1.0,138,,7318.0,,2062162,177960.0,1055946.0,,
,"
",,,477392,Asia,Asia,,5501.0,97.0,"+2,271",,14573.0,,1297624,33772.0,786460.0,,
,"
",,,94071,Africa,Africa,,,,,,443.0,,179337,4942.0,80324.0,,
,"
",,,466,Australia/Oceania,Oceania,,4.0,,7,,2.0,,8865,124.0,8275.0,,
,"
",,,3100980,All,World,51.1,10986.0,798.0,"+19,191",,53616.0,,6850473,398244.0,3351249.0,,879.0
1,168,"2,970",16,1115672,North America,USA,337.0,,,,"330,869,944 ",17121.0,61255.0,1965708,111390.0,738646.0,20267335.0,5941.0
2,329,"6,062",212,308875,South America,Brazil,165.0,,,"+13,432","212,455,128 ",8318.0,4706.0,646006,35047.0,302084.0,999836.0,3041.0
3,324,"26,398",12,231626,Europe,Russia,38.0,,,,"145,930,359 ",2300.0,82599.0,449834,5528.0,212680.0,12053663.0,3083.0
4,162,"1,723",12,0,Europe,Spain,580.0,,,N/A,"46,753,591 ",617.0,86920.0,288058,27134.0,0.0,4063843.0,6161.0
5,240,"1,686",13,0,Europe,UK,593.0,,,N/A,"67,861,743 ",604.0,76837.0,283311,40261.0,0.0,5214277.0,4175.0
6,"5,827","207,407",305,115935,Asia,India,5.0,473.0,,840,"1,379,048,498 ",8944.0,3281.0,236657,6649.0,114073.0,4524317.0,172.0
7,258,"1,790",15,36976,Europe,Italy,559.0,,,,"60,467,569 ",316.0,68046.0,234531,33774.0,163781.0,4114572.0,3879.0
8,176,"6,381",29,103024,South America,Peru,157.0,,,,"32,938,493 ",1041.0,35049.0,187400,5162.0,79214.0,1154468.0,5689.0
9,452,"9,559",19,8151,Europe,Germany,105.0,,,,"83,765,996 ",595.0,51917.0,185414,8763.0,168500.0,4348880.0,2213.0
10,501,"18,131",37,30292,Asia,Turkey,55.0,,,,"84,274,682 ",592.0,26905.0,168340,4648.0,133400.0,2267412.0,1998.0
11,502,"10,317",81,29281,Asia,Iran,97.0,,,,"83,915,513 ",2573.0,12397.0,167156,8134.0,129741.0,1040289.0,1992.0
12,426,"2,242",47,53440,Europe,France,446.0,,,,"65,263,909 ",1094.0,21216.0,153055,29111.0,70504.0,1384633.0,2345.0
13,156,"13,194",29,25420,South America,Chile,76.0,,,,"19,104,748 ",1521.0,34994.0,122499,1448.0,95631.0,668556.0,6412.0
14,"1,171","9,783",397,18266,North America,Mexico,102.0,4346.0,625.0,"+3,142","128,836,832 ",378.0,2522.0,110026,13170.0,78590.0,324897.0,854.0
15,363,"54,165",38,24490,Asia,Saudi Arabia,18.0,,,,"34,774,012 ",1321.0,26139.0,95748,642.0,70616.0,908972.0,2753.0
16,400,"4,897",21,34064,North America,Canada,204.0,,,,"37,719,025 ",1738.0,48530.0,94335,7703.0,52568.0,1830498.0,2501.0
17,"2,347","113,989",334,59467,Asia,Pakistan,9.0,4734.0,97.0,"+1,383","220,568,077 ",111.0,2995.0,93983,1935.0,32581.0,660508.0,426.0
18,43,"57,302",11,24511,Asia,Qatar,17.0,,,,"2,807,805 ",238.0,87742.0,65495,49.0,40935.0,246362.0,23326.0
19,"2,725","202,927",442,46776,Asia,Bangladesh,5.0,,,,"164,573,672 ",1.0,2263.0,60391,811.0,12804.0,372365.0,367.0
