#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1900360,North America,North America,,7600.0,721.0,"+5,095",,19064.0,,3858268,183935.0,1773973.0,,
,"
",,,843892,South America,South America,,1452.0,64.0,"+28,480",,13633.0,,2797934,102334.0,1851708.0,,
,"
",,,821930,Asia,Asia,,5245.0,69.0,"+4,928",,19656.0,,2853304,67796.0,1963578.0,,
,"
",,,858528,Europe,Europe,,,,500,,5359.0,,2546899,195876.0,1492495.0,,
,"
",,,275141,Africa,Africa,,,,,,965.0,,562728,12809.0,274778.0,,
,"
",,,1749,Australia/Oceania,Oceania,,191.0,1.0,154,,16.0,,11212,129.0,9334.0,,
,"
",,,4701655,All,World,72.2,14488.0,855.0,"+39,157",,58697.0,,12631066,562894.0,7366517.0,,1620.0
1,101,"2,422",8,1694620,North America,USA,413.0,,,,"331,055,210 ",15777.0,123877.0,3291786,136671.0,1460495.0,41010213.0,9943.0
2,118,"3,015",46,520302,South America,Brazil,332.0,,,"+27,916","212,599,398 ",8318.0,21509.0,1804338,70524.0,1213512.0,4572796.0,8487.0
3,"1,678","62,335",122,284253,Asia,India,16.0,,,,"1,380,344,908 ",8944.0,8191.0,822603,22144.0,516206.0,11307002.0,596.0
4,204,"13,246",7,213851,Europe,Russia,75.0,,,,"145,936,323 ",2300.0,153411.0,713936,11017.0,489068.0,22388195.0,4892.0
5,103,"2,868",18,97508,South America,Peru,349.0,,,,"32,982,427 ",1309.0,57101.0,319646,11500.0,210638.0,1883326.0,9691.0
6,62,"2,820",15,24440,South America,Chile,355.0,,,,"19,120,422 ",1990.0,65655.0,309274,6781.0,278053.0,1255359.0,16175.0
7,155,"1,646",8,0,Europe,Spain,607.0,,,N/A,"46,755,317 ",617.0,122651.0,300988,28403.0,0.0,5734599.0,6438.0
8,446,"3,772",180,77886,North America,Mexico,265.0,6891.0,665.0,"+4,867","128,966,291 ",378.0,5546.0,289174,34191.0,177097.0,715295.0,2242.0
9,236,"1,521",6,0,Europe,UK,658.0,,,N/A,"67,895,775 ",185.0,169945.0,288133,44650.0,0.0,11538519.0,4244.0
10,332,"6,750",44,25258,Asia,Iran,148.0,,,,"84,018,317 ",3319.0,22882.0,252720,12447.0,215015.0,1922501.0,3008.0
11,237,"15,370",29,128595,Africa,South Africa,65.0,,,,"59,326,408 ",539.0,34676.0,250687,3860.0,118232.0,2057232.0,4226.0
12,897,"43,135",144,88094,Asia,Pakistan,23.0,2752.0,65.0,"+4,042","220,978,917 ",2156.0,6962.0,246351,5123.0,153134.0,1538427.0,1115.0
13,249,"1,730",10,13428,Europe,Italy,578.0,,,,"60,459,100 ",65.0,96836.0,242639,34938.0,194273.0,5854621.0,4013.0
14,154,"16,191",16,61309,Asia,Saudi Arabia,62.0,,,,"34,825,895 ",2220.0,62581.0,226486,2151.0,163026.0,2179448.0,6503.0
15,400,"15,848",22,13759,Asia,Turkey,63.0,,,,"84,361,420 ",1182.0,46009.0,210965,5323.0,191883.0,3881410.0,2501.0
16,420,"9,178",13,5958,Europe,Germany,109.0,,,500,"83,791,548 ",278.0,76094.0,199588,9130.0,184500.0,6376054.0,2382.0
17,923,"72,409",179,89762,Asia,Bangladesh,14.0,,,,"164,730,455 ",1.0,5593.0,178443,2275.0,86406.0,921272.0,1083.0
18,382,"2,176",47,62360,Europe,France,460.0,,,,"65,277,681 ",496.0,21211.0,170752,30004.0,78388.0,1384633.0,2616.0
19,362,"10,334",53,77051,South America,Colombia,97.0,,,,"50,896,277 ",875.0,19028.0,140776,4925.0,58800.0,968465.0,2766.0
20,352,"4,310",12,27466,North America,Canada,232.0,,,,"37,750,636 ",2155.0,83249.0,107126,8759.0,70901.0,3142702.0,2838.0
21,27,"19,232",7,4251,Asia,Qatar,52.0,,,,"2,807,805 ",139.0,144194.0,102630,146.0,98233.0,404868.0,36552.0
22,481,"25,483",101,53302,South America,Argentina,39.0,,,,"45,206,319 ",688.0,9860.0,94060,1774.0,38984.0,445733.0,2081.0
23,"1,276","27,654",758,53259,Africa,Egypt,36.0,,,,"102,373,924 ",41.0,1319.0,80235,3702.0,23274.0,135000.0,784.0
24,135,"1,828",17,0,Europe,Sweden,547.0,,,N/A,"10,100,959 ",85.0,59402.0,74898,5526.0,0.0,600019.0,7415.0
25,555,"13,594",61,28120,Asia,Iraq,74.0,,,,"40,239,279 ",404.0,16429.0,72460,2960.0,41380.0,661090.0,1801.0
26,"3,782","78,869",269,35349,Asia,Indonesia,13.0,,,,"273,595,125 ",,3712.0,72347,3469.0,33529.0,1015678.0,264.0
27,271,"3,573",101,30502,South America,Ecuador,280.0,,,,"17,649,049 ",308.0,9902.0,65018,4939.0,29577.0,174769.0,3684.0
28,146,"20,813",9,9896,Europe,Belarus,48.0,,,,"9,449,229 ",89.0,117641.0,64604,454.0,54254.0,1111614.0,6837.0
29,186,"1,185",9,35397,Europe,Belgium,844.0,,,,"11,591,026 ",36.0,116455.0,62357,9781.0,17179.0,1349831.0,5380.0
30,333,"71,144",11,23691,Asia,Kazakhstan,14.0,1708.0,,685,"18,782,102 ",221.0,90223.0,56455,264.0,32500.0,1694586.0,3006.0
31,183,"29,980",3,9751,Asia,UAE,33.0,,,,"9,893,265 ",1.0,385717.0,54050,330.0,43969.0,3816000.0,5463.0
32,95,"20,938",22,19145,Asia,Oman,48.0,,,,"5,108,835 ",130.0,45257.0,53614,244.0,34225.0,231211.0,10494.0
33,80,"11,154",10,9983,Asia,Kuwait,90.0,,,,"4,271,997 ",157.0,99955.0,53580,383.0,43214.0,427006.0,12542.0
34,"2,072","80,599",117,38324,Asia,Philippines,12.0,,,,"109,615,114 ",333.0,8537.0,52914,1360.0,13230.0,935763.0,483.0
35,840,"32,509",57,25898,Europe,Ukraine,31.0,,,,"43,725,138 ",101.0,17698.0,52043,1345.0,24800.0,773831.0,1190.0
36,337,"2,793",25,0,Europe,Netherlands,358.0,,,N/A,"17,135,967 ",20.0,39795.0,50840,6136.0,0.0,681931.0,2967.0
37,223,"6,194",8,13683,Europe,Portugal,161.0,,,,"10,195,777 ",66.0,129115.0,45679,1646.0,30350.0,1316425.0,4480.0
38,128,"225,059",7,3807,Asia,Singapore,4.0,,,,"5,851,542 ",1.0,148066.0,45613,26.0,41780.0,866414.0,7795.0
39,256,"6,861",114,29945,South America,Bolivia,146.0,1452.0,64.0,564,"11,676,710 ",71.0,8776.0,45565,1702.0,13918.0,102477.0,3902.0
40,100,"5,001",27,20968,North America,Panama,200.0,,,,"4,316,267 ",160.0,36761.0,43257,863.0,21426.0,158669.0,10022.0
41,259,"12,559",60,20221,North America,Dominican Republic,80.0,,,,"10,850,630 ",226.0,16797.0,41915,864.0,20830.0,182263.0,3863.0
42,"1,017","24,229",22,9606,Europe,Poland,41.0,,,,"37,845,348 ",66.0,45459.0,37216,1562.0,26048.0,1720428.0,983.0
43,254,"26,204",8,17302,Asia,Israel,38.0,,,,"9,197,590 ",130.0,129611.0,36266,351.0,18613.0,1192111.0,3943.0
44,"1,139","40,108",493,12341,Asia,Afghanistan,25.0,,,,"38,944,614 ",31.0,2027.0,34194,971.0,20882.0,78959.0,878.0
45,265,"4,403",13,1324,Europe,Switzerland,227.0,,,,"8,656,290 ",16.0,77456.0,32690,1966.0,29400.0,670484.0,3776.0
46,53,"16,368",3,4722,Asia,Bahrain,61.0,,,,"1,702,281 ",53.0,381265.0,32039,104.0,27213.0,649020.0,18821.0
47,613,"10,413",23,8405,Europe,Romania,96.0,,,,"19,233,439 ",236.0,42860.0,31381,1847.0,21129.0,824343.0,1632.0
48,"6,584","290,872","1,174",17819,Africa,Nigeria,3.0,,,,"206,228,253 ",7.0,852.0,31323,709.0,12795.0,175656.0,152.0
49,96,"5,427",23,11648,Asia,Armenia,184.0,,,,"2,963,404 ",10.0,44279.0,30903,546.0,18709.0,131216.0,10428.0
50,649,"15,735",277,22456,North America,Guatemala,64.0,,,,"17,922,416 ",5.0,3604.0,27619,1139.0,4024.0,64590.0,1541.0
51,366,"13,211",201,23453,North America,Honduras,76.0,669.0,46.0,71,"9,908,074 ",58.0,4977.0,27053,750.0,2850.0,49308.0,2730.0
52,193,"2,832",10,481,Europe,Ireland,353.0,,,,"4,939,133 ",9.0,99541.0,25589,1744.0,23364.0,491648.0,5181.0
53,"1,304","230,263",96,4487,Africa,Ghana,4.0,,,,"31,085,538 ",8.0,10388.0,23834,135.0,19212.0,322910.0,767.0
54,441,"34,731",18,8605,Asia,Azerbaijan,29.0,,,,"10,141,508 ",66.0,54460.0,22990,292.0,14093.0,552311.0,2267.0
55,"6,104","128,782",234,2085,Asia,Japan,8.0,,,,"126,464,295 ",31.0,4273.0,20719,982.0,17652.0,540411.0,164.0
56,213,"6,352",40,6101,Europe,Moldova,157.0,,,,"4,033,672 ",391.0,25084.0,18924,635.0,12188.0,101180.0,4692.0
57,481,"12,759",13,1195,Europe,Austria,78.0,,,,"9,007,794 ",9.0,75877.0,18709,706.0,16808.0,683484.0,2077.0
58,"2,405","44,044",,4122,Africa,Algeria,23.0,,,,"43,867,588 ",50.0,,18242,996.0,13124.0,,416.0
59,493,"23,611",18,3707,Europe,Serbia,42.0,,,,"8,736,249 ",130.0,54983.0,17728,370.0,13651.0,480346.0,2029.0
60,"1,751","832,794",50,8603,Asia,Nepal,1.0,,,,"29,147,777 ",,20185.0,16649,35.0,8011.0,588353.0,571.0
61,"2,409","151,939",43,3258,Africa,Morocco,7.0,,,,"36,921,094 ",19.0,22998.0,15328,243.0,11827.0,849097.0,415.0
