#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1859984,North America,North America,,7694.0,746.0,"+4,554",,18906.0,,3774642,182253.0,1732405.0,,
,"
",,,819656,South America,South America,,1129.0,61.0,"+33,600",,13629.0,,2733305,100406.0,1813243.0,,
,"
",,,806223,Asia,Asia,,6162.0,92.0,"+4,019",,19767.0,,2797438,66722.0,1924493.0,,
,"
",,,857514,Europe,Europe,,,,,,5381.0,,2532361,195484.0,1479363.0,,
,"
",,,266854,Africa,Africa,,87.0,2.0,11,,952.0,,545150,12502.0,265794.0,,
,"
",,,1731,Australia/Oceania,Oceania,,325.0,,6,,13.0,,11039,128.0,9180.0,,
,"
",,,4612017,All,World,71.5,15397.0,901.0,"+42,190",,58652.0,,12394656,557510.0,7225129.0,,1590.0
1,103,"2,437",8,1657749,North America,USA,410.0,,,,"331,049,917 ",15645.0,121314.0,3219999,135822.0,1426428.0,40161137.0,9727.0
2,121,"3,070",47,504253,South America,Brazil,326.0,,,"+33,129","212,595,276 ",8318.0,21234.0,1759103,69254.0,1185596.0,4514329.0,8274.0
3,"1,735","63,809",125,277925,Asia,India,16.0,763.0,9.0,88,"1,380,307,868 ",8944.0,7987.0,795605,21632.0,496048.0,11024491.0,576.0
4,206,"13,459",7,215142,Europe,Russia,74.0,,,,"145,936,153 ",2300.0,151294.0,707301,10843.0,481316.0,22079294.0,4847.0
5,104,"2,915",18,97332,South America,Peru,343.0,,,,"32,981,172 ",1292.0,56495.0,316448,11314.0,207802.0,1863278.0,9595.0
6,62,"2,861",15,24612,South America,Chile,349.0,,,,"19,119,974 ",1999.0,64730.0,306216,6682.0,274922.0,1237632.0,16016.0
7,156,"1,646",8,0,Europe,Spain,607.0,,,N/A,"46,755,268 ",617.0,122651.0,300136,28401.0,0.0,5734599.0,6419.0
8,236,"1,522",6,0,Europe,UK,657.0,,,N/A,"67,894,803 ",185.0,166241.0,287621,44602.0,0.0,11286921.0,4236.0
9,457,"3,847",184,76527,North America,Mexico,260.0,7280.0,730.0,"+4,435","128,962,592 ",378.0,5427.0,282283,33526.0,172230.0,699944.0,2189.0
10,335,"6,828",44,25977,Asia,Iran,146.0,,,,"84,015,380 ",3324.0,22589.0,250458,12305.0,212176.0,1897803.0,2981.0
11,907,"43,687",146,89449,Asia,Pakistan,23.0,2751.0,75.0,"+3,781","220,967,179 ",2375.0,6856.0,243599,5058.0,149092.0,1514858.0,1102.0
12,249,"1,731",10,13459,Europe,Italy,578.0,,,,"60,459,342 ",69.0,96043.0,242363,34926.0,193978.0,5806668.0,4009.0
13,249,"15,947",30,121558,Africa,South Africa,63.0,,,,"59,324,365 ",539.0,33723.0,238339,3720.0,113061.0,2000569.0,4018.0
14,156,"16,583",16,60131,Asia,Saudi Arabia,60.0,,,,"34,824,413 ",2225.0,61020.0,223327,2100.0,161096.0,2124976.0,6413.0
15,402,"15,917",22,14272,Asia,Turkey,63.0,,,,"84,358,941 ",1179.0,45432.0,209962,5300.0,190390.0,3832623.0,2489.0
16,421,"9,183",13,6473,Europe,Germany,109.0,,,,"83,790,818 ",292.0,76095.0,199198,9125.0,183600.0,6376054.0,2377.0
17,939,"73,604",181,88712,Asia,Bangladesh,14.0,,,,"164,725,975 ",1.0,5511.0,175494,2238.0,84544.0,907784.0,1065.0
18,384,"2,177",47,61945,Europe,France,459.0,,,,"65,277,288 ",512.0,21212.0,170094,29979.0,78170.0,1384633.0,2606.0
19,380,"10,797",54,72987,South America,Colombia,93.0,,,,"50,894,796 ",875.0,18572.0,133973,4714.0,56272.0,945240.0,2632.0
20,353,"4,315",12,27482,North America,Canada,232.0,,,,"37,749,733 ",2152.0,82072.0,106805,8749.0,70574.0,3098193.0,2829.0
21,27,"19,773",7,4696,Asia,Qatar,51.0,,,,"2,807,805 ",145.0,142733.0,102110,142.0,97272.0,400767.0,36366.0
22,498,"26,282",104,50660,South America,Argentina,38.0,,,,"45,205,187 ",688.0,9616.0,90693,1720.0,38313.0,434692.0,2006.0
23,"1,292","28,302",758,52884,Africa,Egypt,35.0,,,,"102,368,642 ",41.0,1319.0,79254,3617.0,22753.0,135000.0,774.0
24,136,"1,837",17,0,Europe,Sweden,545.0,,,N/A,"10,100,787 ",90.0,59403.0,74333,5500.0,0.0,600019.0,7359.0
25,"3,868","80,066",276,34668,Asia,Indonesia,12.0,,,,"273,587,227 ",,3626.0,70736,3417.0,32651.0,992069.0,259.0
26,578,"13,961",62,27228,Asia,Iraq,72.0,,,,"40,236,807 ",415.0,16130.0,69612,2882.0,39502.0,649036.0,1730.0
27,147,"21,045",9,10353,Europe,Belarus,48.0,,,,"9,449,238 ",89.0,115062.0,64411,449.0,53609.0,1087245.0,6817.0
28,275,"3,602",103,30137,South America,Ecuador,278.0,,,,"17,648,317 ",310.0,9726.0,64221,4900.0,29184.0,171653.0,3639.0
29,186,"1,185",9,35273,Europe,Belgium,844.0,,,,"11,590,889 ",32.0,115237.0,62210,9778.0,17159.0,1335704.0,5367.0
30,343,"71,142",11,19346,Asia,Kazakhstan,14.0,1726.0,,,"18,781,489 ",221.0,88361.0,54747,264.0,35137.0,1659543.0,2915.0
31,185,"30,161",3,9679,Asia,UAE,33.0,,,,"9,892,939 ",1.0,380979.0,53577,328.0,43570.0,3769000.0,5416.0
32,81,"11,183",10,9772,Asia,Kuwait,89.0,,,,"4,271,824 ",150.0,98994.0,52840,382.0,42686.0,422885.0,12369.0
33,"2,118","83,418",120,37627,Asia,Philippines,12.0,,,,"109,611,129 ",213.0,8317.0,51754,1314.0,12813.0,911680.0,472.0
34,99,"21,646",23,18468,Asia,Oman,46.0,,,,"5,108,479 ",129.0,44365.0,51725,236.0,33021.0,226637.0,10125.0
35,854,"32,951",58,26113,Europe,Ukraine,30.0,,,,"43,725,853 ",85.0,17387.0,51224,1327.0,23784.0,760247.0,1171.0
36,337,"2,792",25,0,Europe,Netherlands,358.0,,,N/A,"17,135,863 ",20.0,39796.0,50798,6137.0,0.0,681931.0,2964.0
37,129,"225,055",7,3752,Asia,Singapore,4.0,,,,"5,851,417 ",1.0,148069.0,45423,26.0,41645.0,866414.0,7763.0
38,225,"6,202",8,13584,Europe,Portugal,161.0,,,,"10,195,858 ",74.0,127463.0,45277,1644.0,30049.0,1299594.0,4441.0
39,265,"7,128",118,29121,South America,Bolivia,140.0,1129.0,61.0,471,"11,676,275 ",71.0,8497.0,44113,1638.0,13354.0,99212.0,3778.0
40,102,"5,144",28,20940,North America,Panama,194.0,,,,"4,316,082 ",160.0,36052.0,42216,839.0,20437.0,155605.0,9781.0
41,266,"12,886",61,19522,North America,Dominican Republic,78.0,,,,"10,850,333 ",208.0,16482.0,40790,842.0,20426.0,178838.0,3759.0
42,"1,024","24,401",22,9923,Europe,Poland,41.0,,,,"37,845,460 ",65.0,45459.0,36951,1551.0,25477.0,1720428.0,976.0
43,264,"26,430",8,16025,Asia,Israel,38.0,,,,"9,197,590 ",122.0,129611.0,34825,348.0,18452.0,1192111.0,3786.0
44,"1,148","40,692",498,12104,Asia,Afghanistan,25.0,,,,"38,942,212 ",31.0,2009.0,33908,957.0,20847.0,78217.0,871.0
45,266,"4,403",13,1220,Europe,Switzerland,227.0,,,,"8,656,118 ",16.0,76404.0,32586,1966.0,29400.0,661362.0,3765.0
46,54,"16,525",3,4905,Asia,Bahrain,61.0,,,,"1,702,118 ",54.0,376131.0,31528,103.0,26520.0,640219.0,18523.0
47,625,"10,487",24,7986,Europe,Romania,95.0,,,,"19,233,788 ",240.0,42096.0,30789,1834.0,20969.0,809663.0,1601.0
48,"6,707","299,295","1,199",17513,Africa,Nigeria,3.0,,,,"206,214,251 ",7.0,834.0,30748,689.0,12546.0,171931.0,149.0
49,98,"5,539",23,11811,Asia,Armenia,181.0,,,,"2,963,389 ",10.0,43587.0,30346,535.0,18000.0,129166.0,10240.0
50,672,"16,412",277,21769,North America,Guatemala,61.0,,,,"17,921,509 ",5.0,3604.0,26658,1092.0,3797.0,64590.0,1487.0
51,376,"14,073",201,22901,North America,Honduras,71.0,406.0,10.0,58,"9,907,643 ",58.0,4977.0,26384,704.0,2779.0,49308.0,2663.0
52,193,"2,834",10,458,Europe,Ireland,353.0,,,,"4,938,982 ",12.0,97655.0,25565,1743.0,23364.0,482314.0,5176.0
53,"1,325","240,959",96,4712,Africa,Ghana,4.0,,,,"31,083,762 ",8.0,10388.0,23463,129.0,18622.0,322910.0,755.0
54,451,"35,709",19,8589,Asia,Azerbaijan,28.0,,,,"10,141,259 ",66.0,52975.0,22464,284.0,13591.0,537230.0,2215.0
55,"6,208","128,915",240,1924,Asia,Japan,8.0,,,,"126,465,349 ",38.0,4171.0,20371,981.0,17466.0,527546.0,161.0
56,216,"6,464",40,6106,Europe,Moldova,155.0,,,,"4,033,697 ",391.0,25084.0,18666,624.0,11936.0,101180.0,4628.0
57,484,"12,759",13,1151,Europe,Austria,78.0,,,,"9,007,653 ",12.0,75017.0,18615,706.0,16758.0,675727.0,2067.0
58,"2,463","44,398",,4183,Africa,Algeria,23.0,,,,"43,865,422 ",53.0,,17808,988.0,12637.0,,406.0
59,504,"24,819",19,3339,Europe,Serbia,40.0,,,,"8,736,345 ",120.0,53993.0,17342,352.0,13651.0,471700.0,1985.0
60,"1,763","832,753",50,8605,Asia,Nepal,1.0,,,,"29,146,343 ",,20021.0,16531,35.0,7891.0,583547.0,567.0
61,"2,448","152,562",44,3390,Africa,Morocco,7.0,,,,"36,919,899 ",19.0,22624.0,15079,242.0,11447.0,835264.0,408.0
62,"1,780","73,971",,3032,Africa,Cameroon,14.0,,,,"26,555,481 ",52.0,,14916,359.0,11525.0,,562.0
63,"3,844","178,022",37,985,Asia,S. Korea,6.0,45.0,1.0,46,"51,270,368 ",15.0,27012.0,13338,288.0,12065.0,1384890.0,260.0
64,829,"30,425",18,4439,Europe,Czechia,33.0,,,,"10,709,504 ",12.0,54560.0,12919,352.0,8128.0,584308.0,1206.0
65,448,"9,512",5,262,Europe,Denmark,105.0,,,,"5,792,722 ",5.0,205655.0,12916,609.0,12045.0,1191302.0,2230.0
66,"2,246","334,023",375,5919,Africa,Ivory Coast,3.0,,,,"26,387,827 ",,2668.0,11750,79.0,5752.0,70414.0,445.0
67,"2,856","643,825",30,4384,Asia,Uzbekistan,2.0,159.0,1.0,,"33,478,904 ",42.0,33491.0,11723,52.0,7287.0,1121236.0,350.0
68,"4,318","68,432","109,389",4317,Africa,Sudan,15.0,,,,"43,865,004 ",,9.0,10158,641.0,5200.0,401.0,232.0
69,"2,720","240,625",9,1695,Australia/Oceania,Australia,4.0,318.0,,3,"25,506,237 ",13.0,116275.0,9377,106.0,7576.0,2965729.0,368.0
70,697,"53,494",28,6102,Asia,Kyrgyzstan,19.0,511.0,6.0,81,"6,526,236 ",24.0,36299.0,9358,122.0,3134.0,236893.0,1434.0
71,"5,993","310,927",269,6145,Africa,Kenya,3.0,,,,"53,790,339 ",29.0,3724.0,8975,173.0,2657.0,200311.0,167.0
72,605,"21,517",15,575,Europe,Norway,46.0,,,,"5,422,232 ",2.0,67862.0,8965,252.0,8138.0,367964.0,1653.0
73,733,"26,052",35,3254,North America,El Salvador,38.0,,6.0,52,"6,487,015 ",269.0,28492.0,8844,249.0,5341.0,184831.0,1363.0
74,"3,729","267,559",39,63,Asia,Malaysia,4.0,,,,"32,374,648 ",2.0,25637.0,8683,121.0,8499.0,829988.0,268.0
75,"3,396","355,420",21,5748,South America,Venezuela,3.0,,,,"28,433,636 ",24.0,46987.0,8372,80.0,2544.0,1336021.0,294.0
76,"11,419","474,037",,4144,Africa,DRC,2.0,,,,"89,592,940 ",,,7846,189.0,3513.0,,88.0
77,"2,152","117,133",191,2472,Africa,Senegal,9.0,,,,"16,750,005 ",36.0,5245.0,7784,143.0,5169.0,87861.0,465.0
78,275,"5,755",29,3586,Europe,North Macedonia,174.0,,,,"2,083,372 ",55.0,34891.0,7572,362.0,3624.0,72690.0,3634.0
79,762,"16,842",20,144,Europe,Finland,59.0,,,,"5,540,948 ",2.0,48800.0,7273,329.0,6800.0,270400.0,1313.0
80,"16,493","958,377",459,4423,Africa,Ethiopia,1.0,,,,"115,005,225 ",35.0,2179.0,6973,120.0,2430.0,250604.0,61.0
81,"1,041","26,515",41,3181,Europe,Bulgaria,38.0,,,,"6,946,833 ",28.0,24153.0,6672,262.0,3229.0,167790.0,960.0
82,"1,758","92,727",832,4182,North America,Haiti,11.0,,,,"11,405,471 ",,1202.0,6486,123.0,2181.0,13709.0,569.0
83,786,"203,807",100,4437,North America,Costa Rica,5.0,,,,"5,095,175 ",14.0,9980.0,6485,25.0,2023.0,50852.0,1273.0
84,"1,488","176,686",,1289,Asia,Tajikistan,6.0,,,,"9,541,040 ",,,6410,54.0,5067.0,,672.0
85,539,"15,328",31,3057,Europe,Bosnia and Herzegovina,65.0,,,,"3,280,203 ",4.0,32380.0,6086,214.0,2815.0,106214.0,1855.0
86,"2,234","364,932",912,1173,Africa,Guinea,3.0,,,,"13,137,554 ",24.0,1097.0,5881,36.0,4672.0,14407.0,448.0
87,379,"48,403",50,3143,Africa,Gabon,21.0,,,,"2,226,535 ",11.0,19934.0,5871,46.0,2682.0,44383.0,2637.0
88,54,"13,581",34,2981,South America,French Guiana,74.0,,,,"298,790 ",30.0,29141.0,5558,22.0,2555.0,8707.0,18602.0
89,978,"212,635",42,4671,Asia,Palestine,5.0,,,,"5,103,244 ",,24015.0,5220,24.0,525.0,122555.0,1023.0
90,907,"32,301",336,2956,Africa,Mauritania,31.0,,,,"4,651,346 ",5.0,2976.0,5126,144.0,2026.0,13842.0,1102.0
91,199,"17,648",20,228,Africa,Djibouti,57.0,,,,"988,287 ",,50332.0,4955,56.0,4671.0,49742.0,5014.0
92,133,"5,692",2,553,Europe,Luxembourg,176.0,,,,"626,172 ",3.0,408369.0,4719,110.0,4056.0,255709.0,7536.0
93,"2,289","16,345",33,742,Europe,Hungary,61.0,,,,"9,659,653 ",6.0,29981.0,4220,591.0,2887.0,289602.0,437.0
94,"1,150","92,910",181,3006,Africa,CAR,11.0,,,,"4,831,321 ",2.0,5512.0,4200,52.0,1142.0,26632.0,869.0
95,"7,324","839,426","1,038",1799,Africa,Madagascar,1.0,,,,"27,701,070 ",50.0,963.0,3782,33.0,1950.0,26688.0,137.0
96,"2,838","53,998",29,2105,Europe,Greece,19.0,,,,"10,421,548 ",9.0,34421.0,3672,193.0,1374.0,358725.0,352.0
97,"1,202","35,691",46,978,Europe,Croatia,28.0,,,,"4,104,503 ",3.0,21870.0,3416,115.0,2323.0,89764.0,832.0
98,"21,800","1,203,526",116,57,Asia,Thailand,0.8,,,2,"69,804,533 ",1.0,8648.0,3202,58.0,3087.0,603657.0,46.0
99,903,"34,671",106,1273,Europe,Albania,29.0,,,,"2,877,710 ",11.0,9396.0,3188,83.0,1832.0,27038.0,1108.0
100,457,"27,519",88,2178,Africa,Equatorial Guinea,36.0,,,,"1,403,457 ",,11400.0,3071,51.0,842.0,16000.0,2188.0
101,"5,233","172,815",,1737,Africa,Somalia,6.0,,,,"15,898,960 ",2.0,,3038,92.0,1209.0,,191.0
102,"2,328","72,816",,762,North America,Nicaragua,14.0,,,,"6,626,235 ",,,2846,91.0,1993.0,,430.0
103,101,"7,376",31,185,Africa,Mayotte,136.0,,,,"272,913 ",3.0,32245.0,2702,37.0,2480.0,8800.0,9901.0
104,"2,704","356,719",84,1389,South America,Paraguay,3.0,,,,"7,134,389 ",10.0,11913.0,2638,20.0,1229.0,84991.0,370.0
105,212,"41,594",9,313,Asia,Maldives,24.0,,,,"540,719 ",12.0,110094.0,2553,13.0,2227.0,59530.0,4721.0
106,"4,713","131,703",59,73,North America,Cuba,8.0,,,,"11,326,426 ",4.0,16991.0,2403,86.0,2244.0,192443.0,212.0
107,"8,548","168,817","1,242",629,Africa,Mali,6.0,,,,"20,258,096 ",,805.0,2370,120.0,1621.0,16317.0,117.0
108,"9,113","1,946,865",187,360,Asia,Sri Lanka,0.5,196.0,,,"21,415,510 ",1.0,5359.0,2350,11.0,1979.0,114765.0,110.0
109,"5,540","294,646","1,034",1650,Africa,South Sudan,3.0,,,,"11,196,535 ",,967.0,2021,38.0,333.0,10824.0,181.0
110,660,"19,225",12,53,Europe,Estonia,52.0,,,,"1,326,559 ",1.0,83695.0,2011,69.0,1889.0,111027.0,1516.0
111,"3,394","189,571",43,607,Asia,Lebanon,5.0,,,,"6,824,547 ",7.0,23467.0,2011,36.0,1368.0,160153.0,295.0
112,"9,854","765,476","1,082",1548,Africa,Malawi,1.0,,,,"19,136,897 ",4.0,925.0,1942,25.0,369.0,17693.0,101.0
113,"9,705","437,871",324,505,Africa,Zambia,2.0,,,,"18,390,588 ",1.0,3090.0,1895,42.0,1348.0,56825.0,103.0
114,181,"34,130",4,18,Europe,Iceland,29.0,,,,"341,296 ",,277563.0,1882,10.0,1854.0,94731.0,5514.0
115,"1,465","34,443",6,214,Europe,Lithuania,29.0,,,,"2,721,005 ",15.0,166110.0,1857,79.0,1564.0,451987.0,682.0
116,"2,950","194,990",24,346,Europe,Slovakia,5.0,,,,"5,459,713 ",3.0,40987.0,1851,28.0,1477.0,223778.0,339.0
117,"3,031","117,449",,1249,Africa,Congo,9.0,,,,"5,520,084 ",,,1821,47.0,525.0,,330.0
118,"1,100","78,748","1,312",1005,Africa,Guinea-Bissau,13.0,,,,"1,968,709 ",5.0,762.0,1790,25.0,760.0,1500.0,909.0
119,"1,171","18,729",18,236,Europe,Slovenia,53.0,,,,"2,078,946 ",,54101.0,1776,111.0,1429.0,112474.0,854.0
120,"4,994","126,662",,412,Africa,Sierra Leone,8.0,,,,"7,979,735 ",,,1598,63.0,1123.0,,200.0
121,358,"30,896",14,804,Africa,Cabo Verde,32.0,,,,"556,119 ",,71001.0,1552,18.0,730.0,39485.0,2791.0
122,"3,244","227,368",12,23,Australia/Oceania,New Zealand,4.0,2.0,,3,"5,002,100 ",,84908.0,1542,22.0,1497.0,424719.0,308.0
123,"5,489","1,071,199",22,183,Asia,Hong Kong,0.9,,,,"7,498,394 ",2.0,46330.0,1366,7.0,1176.0,347400.0,182.0
124,"22,003","82,650","248,638",376,Asia,Yemen,12.0,,,,"29,836,526 ",,4.0,1356,361.0,619.0,120.0,45.0
125,"5,122","180,874",208,997,Africa,Libya,6.0,,,,"6,873,203 ",,4797.0,1342,38.0,307.0,32970.0,195.0
126,"9,438","527,287",214,929,Africa,Benin,2.0,86.0,2.0,,"12,127,601 ",1.0,4668.0,1285,23.0,333.0,56613.0,106.0
127,"9,603","236,427",156,126,Africa,Tunisia,4.0,,,,"11,821,346 ",,6390.0,1231,50.0,1055.0,75539.0,104.0
128,957,"68,261",81,587,Africa,Eswatini,15.0,,,,"1,160,430 ",5.0,12277.0,1213,17.0,609.0,14247.0,1045.0
129,"10,708","4,318,970",75,584,Africa,Rwanda,0.2,,,,"12,956,909 ",,13303.0,1210,3.0,623.0,172362.0,93.0
130,"8,730","1,020,540",23,177,Asia,Jordan,1.0,,,,"10,205,395 ",3.0,43967.0,1169,10.0,982.0,448701.0,115.0
131,"1,634","62,851",12,105,Europe,Latvia,16.0,,,,"1,885,521 ",1.0,86856.0,1154,30.0,1019.0,163769.0,612.0
132,"22,073","356,088","3,667",53,Africa,Niger,3.0,,,,"24,213,988 ",,273.0,1097,68.0,976.0,6603.0,45.0
133,"28,633","3,474,079",852,743,Africa,Mozambique,0.3,,,,"31,266,712 ",,1174.0,1092,9.0,340.0,36698.0,35.0
134,616,"33,056",40,680,Europe,Montenegro,30.0,,,,"628,068 ",,24867.0,1019,19.0,320.0,15618.0,1622.0
135,"1,196","63,556",7,152,Asia,Cyprus,16.0,,,,"1,207,567 ",,138621.0,1010,19.0,839.0,167394.0,836.0
136,"20,807","394,544",,90,Africa,Burkina Faso,3.0,,,,"20,910,839 ",,,1005,53.0,862.0,,48.0
137,"45,757",,208,92,Africa,Uganda,,,,,"45,756,806 ",,4800.0,1000,,908.0,219627.0,22.0
138,"3,556","119,794",46,70,South America,Uruguay,8.0,,,,"3,474,037 ",1.0,21887.0,977,29.0,878.0,76035.0,281.0
139,"4,100","265,930",30,112,Asia,Georgia,4.0,5.0,,2,"3,988,951 ",5.0,33655.0,973,15.0,846.0,134250.0,244.0
140,"5,287","120,464",,517,Africa,Liberia,8.0,,,,"5,059,499 ",,,957,42.0,398.0,,189.0
141,"16,055","1,238,937",172,608,Africa,Zimbabwe,0.8,,,,"14,867,244 ",,5799.0,926,12.0,306.0,86212.0,62.0
142,"18,822","222,051",,11,Africa,Chad,5.0,,,,"16,431,761 ",,,873,74.0,788.0,,53.0
143,90,"1,486",21,1,Europe,Andorra,673.0,,,,"77,268 ",,48532.0,855,52.0,802.0,3750.0,11065.0
144,"3,933","296,149",108,140,North America,Jamaica,3.0,2.0,,3,"2,961,491 ",,9296.0,753,10.0,603.0,27531.0,254.0
145,302,"15,659",115,429,Africa,Sao Tome and Principe,64.0,,,,"219,232 ",,8671.0,726,14.0,283.0,1901.0,3312.0
146,,,,48,,Diamond Princess,,,,, ,4.0,,712,13.0,651.0,,
147,"11,764","552,113",243,206,Africa,Togo,2.0,,,,"8,281,699 ",2.0,4118.0,704,15.0,483.0,34101.0,85.0
148,49,808,6,1,Europe,San Marino,1238.0,,,,"33,933 ",,168833.0,699,42.0,656.0,5729.0,20599.0
149,845,"34,515",472,221,South America,Suriname,29.0,,,,"586,752 ",5.0,2120.0,694,17.0,456.0,1244.0,1183.0
150,655,"49,064",4,9,Europe,Malta,20.0,,,,"441,573 ",,237578.0,674,9.0,656.0,104908.0,1526.0
151,"4,133",,201,590,Africa,Namibia,,,,,"2,541,739 ",1.0,4967.0,615,,25.0,12624.0,242.0
152,301,"3,700",8,18,Europe,Channel Islands,270.0,,,,"173,899 ",,122991.0,577,47.0,512.0,21388.0,3318.0
153,"1,582","298,488",25,91,Africa,Réunion,3.0,,,,"895,464 ",3.0,39554.0,566,3.0,472.0,35419.0,632.0
154,"117,398","2,845,509",,305,Africa,Tanzania,0.4,,,,"59,755,699 ",7.0,,509,21.0,183.0,,9.0
155,"53,047","3,402,559",305,4,Asia,Taiwan,0.3,,,,"23,817,911 ",,3284.0,449,7.0,438.0,78212.0,19.0
156,"83,025","1,494,442","3,288",257,Africa,Angola,0.7,,,,"32,877,719 ",6.0,304.0,396,22.0,117.0,10000.0,12.0
157,"47,062","1,250,499",,232,Asia,Syria,0.8,,,,"17,506,982 ",,,372,14.0,126.0,,21.0
158,"263,844",,354,22,Asia,Vietnam,,,,,"97,358,537 ",1.0,2825.0,369,,347.0,275000.0,4.0
159,"3,719","127,182",7,2,Africa,Mauritius,8.0,,,,"1,271,824 ",,152192.0,342,10.0,330.0,193561.0,269.0
160,253,"3,544",12,0,Europe,Isle of Man,282.0,,,,"85,044 ",,81875.0,336,24.0,312.0,6963.0,3951.0
161,"169,528","9,069,755",617,61,Asia,Myanmar,0.1,2.0,,,"54,418,530 ",,1621.0,321,6.0,254.0,88234.0,6.0
162,"2,770","124,272",,35,Africa,Comoros,8.0,,,,"869,906 ",,,314,7.0,272.0,,361.0
163,"7,492","2,352,436",49,282,Africa,Botswana,0.4,,,,"2,352,436 ",1.0,20345.0,314,1.0,31.0,47860.0,133.0
164,"2,751","49,165",255,145,South America,Guyana,20.0,,,,"786,646 ",6.0,3924.0,286,16.0,125.0,3087.0,364.0
165,"1,507","26,804",,137,North America,Martinique,37.0,,,,"375,257 ",5.0,,249,14.0,98.0,,664.0
166,"15,291",,,125,Africa,Eritrea,,,,,"3,547,419 ",,,232,,107.0,,65.0
167,"14,446",,124,30,Asia,Mongolia,,,,,"3,279,302 ",3.0,8092.0,227,,197.0,26536.0,69.0
168,327,"65,739",3,3,North America,Cayman Islands,15.0,,,,"65,739 ",,391548.0,201,1.0,197.0,25740.0,3058.0
169,"62,278","11,895,005","15,881",72,Africa,Burundi,0.08,,,,"11,895,005 ",,63.0,191,1.0,118.0,749.0,16.0
170,260,,2,0,Europe,Faeroe Islands,,,,,"48,868 ",,447430.0,188,,188.0,21865.0,3847.0
171,"2,175","28,580",41,13,North America,Guadeloupe,35.0,,,,"400,126 ",4.0,24115.0,184,14.0,157.0,9649.0,460.0
172,187,,2,4,Europe,Gibraltar,,,,,"33,691 ",,459915.0,180,,176.0,15495.0,5343.0
173,418,"6,919",5,3,North America,Bermuda,145.0,,,,"62,271 ",1.0,209520.0,149,9.0,137.0,13047.0,2393.0
174,"3,103","145,858",15,0,Asia,Brunei ,7.0,,,,"437,573 ",,68197.0,141,3.0,138.0,29841.0,322.0
175,"118,608",,387,10,Asia,Cambodia,,,,,"16,723,670 ",1.0,2583.0,141,,131.0,43198.0,8.0
176,"15,990","2,142,645",442,113,Africa,Lesotho,0.5,,,9,"2,142,645 ",,2264.0,134,1.0,20.0,4852.0,63.0
177,"10,523","174,951",243,5,North America,Trinidad and Tobago,6.0,,,,"1,399,604 ",,4108.0,133,8.0,120.0,5750.0,95.0
178,363,"9,812",2,8,Europe,Monaco,102.0,,,,"39,249 ",,412749.0,108,4.0,96.0,16200.0,2752.0
179,"3,676","35,757",157,7,North America,Bahamas,28.0,1.0,,,"393,329 ",1.0,6359.0,107,11.0,89.0,2501.0,272.0
180,"1,017","35,592",36,4,North America,Aruba,28.0,,,,"106,777 ",,28161.0,105,3.0,98.0,3007.0,983.0
181,"2,932","41,055",33,1,North America,Barbados,24.0,,,,"287,384 ",,29984.0,98,7.0,90.0,8617.0,341.0
182,"1,046",,,83,Africa,Seychelles,,,,,"98,362 ",,,94,,11.0,,956.0
183,454,"38,131",42,2,Europe,Liechtenstein,26.0,,,,"38,131 ",,23603.0,84,1.0,81.0,900.0,2203.0
184,"9,647",,29,25,Asia,Bhutan,,,,,"771,793 ",,34425.0,80,,55.0,26569.0,104.0
185,550,"2,859",82,0,North America,Sint Maarten,350.0,,,,"42,887 ",,12195.0,78,15.0,63.0,523.0,1819.0
186,"1,342","32,649",115,13,North America,Antigua and Barbuda,31.0,,,,"97,948 ",1.0,8719.0,73,3.0,57.0,854.0,745.0
187,"37,774","805,846",677,27,Africa,Gambia,1.0,1.0,,2,"2,417,539 ",,1478.0,64,3.0,34.0,3573.0,26.0
188,"4,531",,60,2,Australia/Oceania,French Polynesia,,,,,"280,948 ",,16548.0,62,,60.0,4649.0,221.0
189,704,"19,364",47,42,North America,Turks and Caicos,52.0,,,,"38,728 ",,21251.0,55,2.0,11.0,823.0,1420.0
190,"14,120",,160,1,Asia,Macao,,,,,"649,516 ",,6268.0,46,,45.0,4071.0,71.0
