#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,30497865,16371.0,651683.0,1513.0,19360053,"+12,229",10486129,32353.0,,,,,,North America,"
",,
,Asia,23029827,8977.0,371887.0,156.0,21477664,"+19,223",1180276,23618.0,,,,,,Asia,"
",,
,South America,15839303,2005.0,414653.0,51.0,14005694,"+1,236",1418956,19763.0,,,,,,South America,"
",,
,Europe,30181859,29081.0,700429.0,678.0,16899995,"+34,609",12581435,29831.0,,,,,,Europe,"
",,
,Africa,3569944,,90554.0,,3045741,,433649,2765.0,,,,,,Africa,"
",,
,Oceania,50156,4.0,1076.0,,34041,13,15039,10.0,,,,,,Australia/Oceania,"
",,
,World,103169675,56438.0,2230297.0,2398.0,74823894,"+67,310",26115484,108340.0,13236.0,286.1,,,,All,"
",,
1,USA,26655740,,450381.0,,16328950,,9876409,24488.0,80256.0,1356.0,310561031.0,935044.0,"332,135,050 ",North America,12,737,1
2,India,10747091,,154312.0,,10423125,"+1,016",169654,8944.0,7743.0,111.0,196588372.0,141644.0,"1,387,901,130 ",Asia,129,"8,994",7
3,Brazil,9176975,,223971.0,,7998246,,954758,8318.0,42996.0,1049.0,28600000.0,133995.0,"213,440,286 ",South America,23,953,7
4,Russia,3850439,18359.0,73182.0,485.0,3300004,"+20,040",477253,2300.0,26378.0,501.0,102002995.0,698789.0,"145,971,083 ",Europe,38,"1,995",1
5,UK,3796088,,105571.0,,1673936,,2016581,3832.0,55748.0,1550.0,71677362.0,1052622.0,"68,094,134 ",Europe,18,645,1
6,France,3177879,,75862.0,,224120,,2877897,3113.0,48623.0,1161.0,43688734.0,668453.0,"65,357,954 ",Europe,21,862,1
7,Spain,2830478,,58319.0,,0,N/A,0,4723.0,60525.0,1247.0,32027728.0,684860.0,"46,765,376 ",Europe,17,802,1
8,Italy,2541783,,88279.0,,1990152,,463352,2218.0,42076.0,1461.0,32453362.0,537221.0,"60,409,742 ",Europe,24,684,2
9,Turkey,2470901,,25865.0,,2355409,,89627,1692.0,29115.0,305.0,29495004.0,347544.0,"84,866,973 ",Asia,34,"3,281",3
10,Germany,2217234,,57512.0,,1921700,"+9,900",238022,4437.0,26414.0,685.0,38533736.0,459060.0,"83,940,481 ",Europe,38,"1,460",2
11,Colombia,2086806,,53650.0,,1924401,,108755,3482.0,40759.0,1048.0,10037909.0,196059.0,"51,198,389 ",South America,25,954,5
12,Argentina,1922264,,47931.0,,1712868,,161465,3624.0,42306.0,1055.0,6157226.0,135511.0,"45,437,253 ",South America,24,948,7
13,Mexico,1857230,15337.0,158074.0,1495.0,1403064,"+12,158",296092,5692.0,14317.0,1219.0,4684273.0,36110.0,"129,720,853 ",North America,70,821,28
14,Poland,1508674,,37082.0,,1264574,,207018,1409.0,39888.0,980.0,8562280.0,226382.0,"37,822,332 ",Europe,25,"1,020",4
15,South Africa,1449236,,43951.0,,1292921,,112364,546.0,24258.0,736.0,8245124.0,138009.0,"59,743,163 ",Africa,41,"1,359",7
16,Iran,1411731,,57889.0,,1202893,,150949,3964.0,16684.0,684.0,9230376.0,109084.0,"84,617,519 ",Asia,60,"1,462",9
17,Ukraine,1219455,3177.0,22707.0,79.0,1018784,"+4,126",177964,177.0,27982.0,521.0,6184320.0,141909.0,"43,579,463 ",Europe,36,"1,919",7
18,Peru,1133022,,40857.0,,1045854,,46311,1859.0,34088.0,1229.0,6300181.0,189545.0,"33,238,498 ",South America,29,814,5
19,Indonesia,1066313,,29728.0,,862502,,174083,,3875.0,108.0,9194031.0,33408.0,"275,206,268 ",Asia,258,"9,257",30
20,Czechia,984774,4025.0,16308.0,50.0,871917,294,96549,951.0,91858.0,1521.0,6152245.0,573871.0,"10,720,599 ",Europe,11,657,2
21,Netherlands,974775,,13959.0,,0,N/A,0,640.0,56815.0,814.0,6970400.0,406271.0,"17,157,038 ",Europe,18,"1,229",2
22,Canada,775048,,19942.0,,700920,,54186,830.0,20431.0,526.0,17433226.0,459557.0,"37,934,881 ",North America,49,"1,902",2
23,Romania,726918,,18264.0,,672532,,36122,1018.0,37935.0,953.0,5432062.0,283477.0,"19,162,300 ",Europe,26,"1,049",4
