#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1239707,North America,North America,,3816.0,462.0,"+2,359",,19458.0,,1985003,120636.0,624660.0,,
,"
",,,400535,South America,South America,,619.0,13.0,49,,11077.0,,758107,36746.0,320826.0,,
,"
",,,849835,Europe,Europe,,,,,,9377.0,,1969899,171568.0,948496.0,,
,"
",,,401716,Asia,Asia,,3657.0,57.0,"+2,286",,13699.0,,1054923,29177.0,624030.0,,
,"
",,,72647,Africa,Africa,,,,,,352.0,,131587,3814.0,55126.0,,
,"
",,,487,Australia/Oceania,Oceania,,15.0,,7,,5.0,,8774,125.0,8162.0,,
,"
",,,2964982,All,World,46.5,8107.0,532.0,"+4,701",,53972.0,,5909014,362081.0,2581951.0,,758.0
1,187,"3,202",20,1166406,North America,USA,312.0,,,,"330,827,597 ",17202.0,49365.0,1768461,103330.0,498725.0,16331312.0,5346.0
2,484,"7,937",244,218867,South America,Brazil,126.0,,,,"212,422,152 ",8318.0,4104.0,438812,26764.0,193181.0,871839.0,2066.0
3,385,"35,232",15,223916,Europe,Russia,28.0,,,,"145,928,996 ",2300.0,66479.0,379051,4142.0,150993.0,9701280.0,2598.0
4,164,"1,724",13,60909,Europe,Spain,580.0,,,,"46,753,197 ",854.0,76071.0,284986,27119.0,196958.0,3556567.0,6096.0
5,252,"1,793",17,0,Europe,UK,558.0,,,N/A,"67,853,964 ",1559.0,57743.0,269127,37837.0,0.0,3918079.0,3966.0
6,261,"1,825",16,47986,Europe,Italy,548.0,,,,"60,469,504 ",489.0,60909.0,231732,33142.0,150604.0,3683144.0,3832.0
7,350,"2,277",47,90385,Europe,France,439.0,,,,"65,260,761 ",1429.0,21217.0,186238,28662.0,67191.0,1384633.0,2854.0
8,459,"9,774",21,10682,Europe,Germany,102.0,,,,"83,760,156 ",744.0,47194.0,182452,8570.0,163200.0,3952971.0,2178.0
9,"8,316","292,667",396,89982,Asia,India,3.0,413.0,,186,"1,378,752,175 ",8944.0,2527.0,165799,4711.0,71106.0,3483838.0,120.0
10,523,"18,887",44,32149,Asia,Turkey,53.0,,,,"84,254,857 ",683.0,22885.0,160979,4461.0,124369.0,1928209.0,1911.0
11,583,"10,999",96,23234,Asia,Iran,91.0,,,,"83,892,015 ",2543.0,10448.0,143849,7627.0,112988.0,876492.0,1715.0
12,232,"8,033",35,78238,South America,Peru,124.0,,,,"32,928,451 ",926.0,28207.0,141779,4099.0,59442.0,928797.0,4306.0
13,426,"5,484",24,34795,North America,Canada,182.0,,,,"37,711,800 ",1613.0,42036.0,88512,6877.0,46840.0,1585235.0,2347.0
14,220,"21,462",36,49903,South America,Chile,47.0,,,,"19,101,165 ",1289.0,27756.0,86943,890.0,36150.0,530173.0,4552.0
15,"1,582","14,242",526,15718,North America,Mexico,70.0,3377.0,447.0,"+2,255","128,807,241 ",378.0,1901.0,81400,9044.0,56638.0,244858.0,632.0
16,434,"78,826",45,25191,Asia,Saudi Arabia,13.0,,,,"34,762,153 ",384.0,22171.0,80185,441.0,54553.0,770696.0,2307.0
17,"3,443","167,406",424,40406,Asia,Pakistan,6.0,2801.0,57.0,"+2,074","220,474,171 ",111.0,2359.0,64028,1317.0,22305.0,520017.0,290.0
18,200,"1,234",14,32889,Europe,Belgium,810.0,,,,"11,585,114 ",208.0,70678.0,57849,9388.0,15572.0,818807.0,4993.0
19,56,"87,163",14,35482,Asia,Qatar,11.0,,,,"2,876,377 ",214.0,71977.0,50914,33.0,15399.0,207033.0,17701.0
20,373,"2,902",50,0,Europe,Netherlands,345.0,,,N/A,"17,131,525 ",182.0,20003.0,45950,5903.0,0.0,342681.0,2682.0
21,"4,081","294,343",597,31337,Asia,Bangladesh,3.0,,,,"164,537,836 ",1.0,1676.0,40321,559.0,8425.0,275776.0,245.0
22,237,"43,149",19,22979,Europe,Belarus,23.0,,,,"9,449,593 ",92.0,52833.0,39858,219.0,16660.0,499249.0,4218.0
23,458,"5,318",159,16733,South America,Ecuador,188.0,,,,"17,617,555 ",220.0,6290.0,38471,3313.0,18425.0,110812.0,2184.0
24,283,"2,366",42,26490,Europe,Sweden,423.0,,,,"10,093,573 ",280.0,23659.0,35727,4266.0,4971.0,238800.0,3540.0
25,176,"254,180",17,14932,Asia,Singapore,4.0,,,,"5,846,144 ",7.0,57250.0,33249,23.0,18294.0,334691.0,5687.0
26,304,"38,292",5,15589,Asia,UAE,26.0,,,,"9,879,229 ",1.0,213629.0,32532,258.0,16685.0,2110493.0,3293.0
27,323,"7,450",13,11590,Europe,Portugal,134.0,,,,"10,199,255 ",65.0,76349.0,31596,1369.0,18637.0,778698.0,3098.0
28,281,"4,507",22,577,Europe,Switzerland,222.0,,,,"8,648,865 ",36.0,44610.0,30796,1919.0,28300.0,385822.0,3561.0
29,"2,162","102,666",90,12456,Africa,South Africa,10.0,,,,"59,238,562 ",128.0,11069.0,27403,577.0,14370.0,655723.0,463.0
30,"2,004","61,840",179,17879,South America,Colombia,16.0,,,,"50,832,596 ",136.0,5574.0,25366,822.0,6665.0,283346.0,499.0
31,199,"3,010",15,1113,Europe,Ireland,332.0,,,,"4,932,656 ",47.0,66049.0,24841,1639.0,22089.0,325795.0,5036.0
32,"11,136","182,657",943,16802,Asia,Indonesia,5.0,,,,"273,255,522 ",,1061.0,24538,1496.0,6240.0,289906.0,90.0
33,177,"23,052",15,15229,Asia,Kuwait,43.0,,,,"4,264,573 ",197.0,66206.0,24112,185.0,8698.0,282341.0,5654.0
34,"1,658","36,465",45,11227,Europe,Poland,27.0,,,,"37,850,199 ",160.0,22371.0,22825,1038.0,10560.0,846732.0,603.0
35,"1,955","65,405",136,13274,Europe,Ukraine,15.0,,,,"43,755,845 ",263.0,7376.0,22382,669.0,8439.0,322746.0,512.0
36,"4,913","120,884",757,14589,Africa,Egypt,8.0,,,,"102,146,819 ",41.0,1322.0,20793,845.0,5359.0,135000.0,204.0
37,"1,024","15,586",47,4927,Europe,Romania,64.0,,,,"19,248,434 ",182.0,21300.0,18791,1235.0,12629.0,410000.0,976.0
38,545,"32,386",16,1909,Asia,Israel,31.0,,,,"9,197,590 ",41.0,60724.0,16872,284.0,14679.0,558516.0,1834.0
39,"7,583","145,916",450,1669,Asia,Japan,7.0,,,,"126,509,583 ",136.0,2223.0,16683,867.0,14147.0,281293.0,132.0
40,541,"13,476",21,674,Europe,Austria,74.0,,,,"9,001,768 ",30.0,47476.0,16628,668.0,15286.0,427372.0,1847.0
41,674,"22,346",145,6631,North America,Dominican Republic,45.0,,,,"10,837,859 ",123.0,6884.0,16068,485.0,8952.0,74612.0,1483.0
42,"7,021","118,831",338,11069,Asia,Philippines,8.0,,,,"109,443,743 ",81.0,2959.0,15588,921.0,3598.0,323819.0,142.0
43,"3,072","88,893",311,9577,South America,Argentina,11.0,,,,"45,157,642 ",171.0,3213.0,14702,508.0,4617.0,145081.0,326.0
44,"2,980","165,282","1,113",11592,Asia,Afghanistan,6.0,,,,"38,841,361 ",19.0,899.0,13036,235.0,1209.0,34903.0,336.0
45,355,"13,463",68,4432,North America,Panama,74.0,,,,"4,308,282 ",72.0,14670.0,12131,320.0,7379.0,63202.0,2816.0
46,503,"10,194",10,764,Europe,Denmark,98.0,,,,"5,790,388 ",20.0,100693.0,11512,568.0,10180.0,583052.0,1988.0
47,"4,496","190,577",58,770,Asia,S. Korea,5.0,58.0,,23,"51,265,321 ",15.0,17265.0,11402,269.0,10363.0,885120.0,222.0
48,773,"36,267",37,4621,Europe,Serbia,28.0,,,,"8,740,364  ",9.0,26775.0,11300,241.0,6438.0,234019.0,1293.0
49,169,"113,019",6,4618,Asia,Bahrain,9.0,,,,"1,695,292 ",9.0,175706.0,10052,15.0,5419.0,297873.0,5929.0
50,"1,888","506,911",25,4995,Asia,Kazakhstan,2.0,356.0,,,"18,755,722 ",62.0,40613.0,9932,37.0,4900.0,761727.0,530.0
