#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,2006989,North America,North America,,5177.0,505.0,"+4,573",,19303.0,,4075594,187122.0,1881483.0,,
,"
",,,939938,South America,South America,,1063.0,59.0,451,,13709.0,,2931929,106499.0,1885492.0,,
,"
",,,841382,Asia,Asia,,4509.0,56.0,"+10,648",,19834.0,,3019558,71509.0,2106667.0,,
,"
",,,872158,Europe,Europe,,,,,,5323.0,,2586586,196822.0,1517606.0,,
,"
",,,295056,Africa,Africa,,,,,,994.0,,614412,13504.0,305852.0,,
,"
",,,2345,Australia/Oceania,Oceania,,271.0,,68,,28.0,,11915,130.0,9440.0,,
,"
",,,4957923,All,World,73.8,11020.0,620.0,"+15,740",,59195.0,,13240715,575601.0,7707191.0,,1699.0
1,95,"2,395",8,1791767,North America,USA,418.0,,,,"331,071,090 ",15934.0,130645.0,3479483,138247.0,1549469.0,43252833.0,10510.0
2,113,"2,916",46,601526,South America,Brazil,343.0,,,,"212,611,764 ",8318.0,21508.0,1887959,72921.0,1213512.0,4572796.0,8880.0
3,"1,521","58,181",114,311806,Asia,India,17.0,,,,"1,380,456,029 ",8944.0,8760.0,907645,23727.0,572112.0,12092503.0,657.0
4,199,"12,758",6,218239,Europe,Russia,78.0,,,,"145,936,834 ",2300.0,158973.0,733699,11439.0,504021.0,23200000.0,5028.0
5,100,"2,737",17,97061,South America,Peru,365.0,,,,"32,986,193 ",1314.0,58924.0,330123,12054.0,221008.0,1943679.0,10008.0
6,60,"2,722",15,24077,South America,Chile,367.0,,,,"19,121,766 ",1995.0,68522.0,317657,7024.0,286556.0,1310265.0,16612.0
7,424,"3,634",174,79881,North America,Mexico,275.0,4685.0,485.0,"+4,299","128,977,388 ",378.0,5737.0,304435,35491.0,189063.0,739922.0,2360.0
8,154,"1,646",8,0,Europe,Spain,608.0,,,N/A,"46,755,465 ",617.0,128893.0,303033,28406.0,0.0,6026446.0,6481.0
9,234,"1,515",6,0,Europe,UK,660.0,,,N/A,"67,898,692 ",185.0,178630.0,290133,44830.0,0.0,12128749.0,4273.0
10,206,"14,222",27,145383,Africa,South Africa,70.0,,,,"59,332,536 ",539.0,36989.0,287796,4172.0,138241.0,2194624.0,4851.0
11,324,"6,448",42,24081,Asia,Iran,155.0,,,,"84,027,129 ",3375.0,23778.0,259652,13032.0,222539.0,1997967.0,3090.0
12,871,"41,544",138,77628,Asia,Pakistan,24.0,1979.0,54.0,"+8,739","221,014,132 ",2151.0,7267.0,253604,5320.0,170656.0,1606190.0,1147.0
13,249,"1,729",10,13157,Europe,Italy,578.0,,,,"60,458,374 ",65.0,98626.0,243230,34967.0,195106.0,5962744.0,4023.0
