#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,34639364,2087.0,792886.0,260.0,26028390,"+6,235",7818088,15757.0,,,,,,North America,"
",,
,South America,19346806,670.0,499992.0,16.0,17327933,815,1518881,19292.0,,,,,,South America,"
",,
,Asia,26268003,5718.0,410904.0,82.0,24571763,"+4,808",1285336,22980.0,,,,,,Asia,"
",,
,Europe,36412523,21731.0,859569.0,496.0,25825531,"+15,726",9727423,27605.0,,,,,,Europe,"
",,
,Africa,4075038,,108296.0,,3645966,,320776,2599.0,,,,,,Africa,"
",,
,Oceania,52758,9.0,1104.0,,34379,1,17275,4.0,,,,,,Australia/Oceania,"
",,
,World,120795213,30215.0,2672766.0,854.0,97434668,"+27,585",20687779,88237.0,15497.0,342.9,,,,All,"
",,
1,USA,30138586,,548013.0,,22286551,,7304022,9286.0,90678.0,1649.0,381627499.0,1148208.0,"332,367,957 ",North America,11,606,1
2,Brazil,11525477,,279602.0,,10111954,,1133921,8318.0,53953.0,1309.0,28600000.0,133882.0,"213,621,654 ",South America,19,764,7
3,India,11409831,236.0,158892.0,,11027543,"+1,912",223396,8944.0,8211.0,114.0,228280763.0,164286.0,"1,389,530,904 ",Asia,122,"8,745",6
4,Russia,4400045,,92494.0,,4003576,,303975,2300.0,30142.0,634.0,115500000.0,791212.0,"145,978,580 ",Europe,33,"1,578",1
5,UK,4263527,,125580.0,,3526715,,611232,1110.0,62573.0,1843.0,106046223.0,1556370.0,"68,136,918 ",Europe,16,543,1
6,France,4078133,,90762.0,,273771,,3713600,4219.0,62380.0,1388.0,57688372.0,882419.0,"65,375,268 ",Europe,16,720,1
7,Italy,3238394,,102499.0,,2605538,,530357,3157.0,53617.0,1697.0,44802319.0,741771.0,"60,399,096 ",Europe,19,589,1
8,Spain,3195062,,72424.0,,2857714,,264924,2112.0,68318.0,1549.0,41114319.0,879121.0,"46,767,546 ",Europe,15,646,1
9,Turkey,2894893,,29552.0,,2716969,,148372,1425.0,34067.0,348.0,35277116.0,415142.0,"84,976,014 ",Asia,29,"2,875",2
10,Germany,2585385,,74115.0,,2374200,"+9,100",137070,2848.0,30788.0,883.0,46319641.0,551604.0,"83,972,604 ",Europe,32,"1,133",2
11,Colombia,2305884,,61243.0,,2206210,,38431,1982.0,44981.0,1195.0,12020903.0,234492.0,"51,263,550 ",South America,22,837,4
12,Argentina,2201886,,53836.0,,1993215,,154835,3469.0,48407.0,1184.0,8032713.0,176593.0,"45,487,062 ",South America,21,845,6
13,Mexico,2167729,1439.0,194944.0,234.0,1711931,"+6,188",260854,4798.0,16690.0,1501.0,5776241.0,44472.0,"129,883,602 ",North America,60,666,22
14,Poland,1917527,,47206.0,,1574455,,295866,2084.0,50705.0,1248.0,10668987.0,282119.0,"37,817,368 ",Europe,20,801,4
15,Iran,1754933,,61330.0,,1499301,,194302,3839.0,20708.0,724.0,11781317.0,139018.0,"84,746,758 ",Asia,48,"1,382",7
16,South Africa,1530033,,51421.0,,1455325,,23287,546.0,25572.0,859.0,9465515.0,158199.0,"59,833,051 ",Africa,39,"1,164",6
17,Ukraine,1477190,9642.0,28697.0,264.0,1232209,"+6,202",216284,177.0,33921.0,659.0,7328468.0,168285.0,"43,548,043 ",Europe,29,"1,518",6
18,Indonesia,1425044,,38573.0,,1249947,,136524,,5172.0,140.0,11664857.0,42332.0,"275,553,769 ",Asia,193,"7,144",24
19,Peru,1418974,,49177.0,,1329788,,40009,2245.0,42620.0,1477.0,8329451.0,250181.0,"33,293,729 ",South America,23,677,4
20,Czechia,1412962,10511.0,23657.0,128.0,1214530,359,174775,1993.0,131770.0,2206.0,9931725.0,926209.0,"10,722,980 ",Europe,8,453,1
21,Netherlands,1162661,,16087.0,,0,N/A,0,564.0,67748.0,937.0,6970400.0,406163.0,"17,161,582 ",Europe,15,"1,067",2
22,Canada,913047,,22495.0,,858922,,31630,553.0,24044.0,592.0,25996052.0,684564.0,"37,974,620 ",North America,42,"1,688",1
23,Chile,896231,,21772.0,,840668,,33791,2053.0,46602.0,1132.0,10189233.0,529820.0,"19,231,484 ",South America,21,883,2
24,Romania,862681,,21565.0,,787392,,53724,1225.0,45056.0,1126.0,6774562.0,353819.0,"19,146,957 ",Europe,22,888,3
25,Israel,820913,,6030.0,,788112,,26771,602.0,89253.0,656.0,12884409.0,1400846.0,"9,197,590 ",Asia,11,"1,525",1
26,Portugal,814513,,16694.0,,761788,,36031,231.0,80045.0,1641.0,8505802.0,835892.0,"10,175,719 ",Europe,12,610,1
27,Belgium,809861,1578.0,22545.0,104.0,54642,65,732674,503.0,69665.0,1939.0,10132224.0,871580.0,"11,625,125 ",Europe,14,516,1
28,Iraq,763085,,13788.0,,690620,,58677,458.0,18679.0,338.0,7419942.0,181628.0,"40,852,352 ",Asia,54,"2,963",6
29,Sweden,712527,,13146.0,,0,N/A,0,250.0,70244.0,1296.0,6627544.0,653375.0,"10,143,554 ",Europe,14,772,2
30,Philippines,626893,,12837.0,,560577,,53479,785.0,5668.0,116.0,9360101.0,84628.0,"110,603,486 ",Asia,176,"8,616",12
31,Pakistan,609964,2511.0,13595.0,58.0,573014,"+1,136",23355,1895.0,2724.0,61.0,9565066.0,42722.0,"223,890,015 ",Asia,367,"16,469",23
32,Switzerland,573815,,10118.0,,530686,,33011,164.0,65962.0,1163.0,5458758.0,627507.0,"8,699,113 ",Europe,15,860,2
33,Bangladesh,559168,,8571.0,,513127,,37470,,3372.0,52.0,4283246.0,25827.0,"165,841,372 ",Asia,297,"19,349",39
34,Hungary,524196,,17083.0,,354817,,152296,1008.0,54360.0,1772.0,4104415.0,425635.0,"9,643,036 ",Europe,18,564,2
35,Serbia,520911,,4747.0,,445182,,70982,219.0,59789.0,545.0,3164313.0,363192.0,"8,712,513 ",Europe,17,"1,835",3
36,Austria,495464,,8892.0,,459288,,27284,364.0,54793.0,983.0,6033827.0,667271.0,"9,042,548 ",Europe,18,"1,017",1
37,Morocco,489096,,8733.0,,476126,,4237,262.0,13142.0,235.0,5805216.0,155981.0,"37,217,457 ",Africa,76,"4,262",6
