#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,41057755,3573.0,925149.0,118.0,34513298,"+10,088",5619308,11379.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,57821350,24073.0,823870.0,142.0,54875546,"+21,067",2121934,28572.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,34070047,1195.0,1038793.0,31.0,31398365,"+1,445",1632889,28041.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,49019641,1701.0,1113984.0,37.0,45913551,"+1,572",1992106,6146.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,6035879,,152825.0,,5253267,,629787,4356.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,82474,117.0,1327.0,1.0,70622,8,10525,51.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,188087867,30659.0,4055963.0,329.0,172025355,"+34,180",12006549,78545.0,24130.0,520.3,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34766404,,623029.0,,29274349,,4869026,4457.0,104404.0,1871.0,513059613.0,1540729.0,"332,997,863 ",North America,10,534,1,,,"14,622",Dummy,Dummy
2,India,30907282,2548.0,409338.0,,30063720,"+7,590",434224,8944.0,22173.0,294.0,434058138.0,311390.0,"1,393,938,700 ",Asia,45,"3,405",3,2,,312,Dummy,Dummy
3,Brazil,19106971,,534311.0,,17666654,,906006,8318.0,89238.0,2495.0,54204686.0,253160.0,"214,112,172 ",South America,11,401,4,,,"4,231",Dummy,Dummy
4,France,5813899,,111353.0,,5648649,,53897,957.0,88868.0,1702.0,96853814.0,1480445.0,"65,422,093 ",Europe,11,588,1,,,824,Dummy,Dummy
5,Russia,5808473,,143712.0,,5216648,,448113,2300.0,39784.0,984.0,155900000.0,1067817.0,"145,998,857 ",Europe,25,"1,016",1,,,"3,069",Dummy,Dummy
6,Turkey,5486959,,50278.0,,5354850,,81831,684.0,64347.0,590.0,63471889.0,744356.0,"85,270,920 ",Asia,16,"1,696",1,,,960,Dummy,Dummy
7,UK,5155243,,128431.0,,4362858,,663954,417.0,75532.0,1882.0,225521761.0,3304221.0,"68,252,627 ",Europe,13,531,0,,,"9,728",Dummy,Dummy
8,Argentina,4662937,,99255.0,,4300823,,262859,5222.0,102209.0,2176.0,17699179.0,387955.0,"45,621,774 ",South America,10,460,3,,,"5,762",Dummy,Dummy
9,Colombia,4530610,,113335.0,,4276465,,140810,8155.0,88076.0,2203.0,21060560.0,409422.0,"51,439,782 ",South America,11,454,2,,,"2,737",Dummy,Dummy
10,Italy,4272163,,127788.0,,4103949,,40426,158.0,70766.0,2117.0,73582831.0,1218858.0,"60,370,303 ",Europe,14,472,1,,,670,Dummy,Dummy
11,Spain,3971124,,81020.0,,3648438,,241666,719.0,84901.0,1732.0,54183930.0,1158434.0,"46,773,414 ",Europe,12,577,1,,,"5,167",Dummy,Dummy
12,Germany,3744267,,91774.0,,3635900,800,16593,435.0,44543.0,1092.0,65247345.0,776204.0,"84,059,481 ",Europe,22,916,1,,,197,Dummy,Dummy
13,Iran,3394279,,86041.0,,3041541,,266697,3790.0,39888.0,1011.0,24594420.0,289019.0,"85,096,292 ",Asia,25,989,3,,,"3,134",Dummy,Dummy
14,Poland,2880865,,75160.0,,2652577,,153128,59.0,76205.0,1988.0,17869992.0,472702.0,"37,803,943 ",Europe,13,503,2,,,"4,051",Dummy,Dummy
15,Mexico,2593574,3074.0,235058.0,89.0,2051357,"+9,939",307159,4798.0,19901.0,1804.0,7749537.0,59464.0,"130,323,764 ",North America,50,554,17,24,0.7,"2,357",Dummy,Dummy
16,Indonesia,2567630,,67355.0,,2119478,,380797,,9286.0,244.0,21927069.0,79304.0,"276,493,602 ",Asia,108,"4,105",13,,,"1,377",Dummy,Dummy
17,Ukraine,2241698,481.0,52640.0,36.0,2178279,750,0,177.0,51577.0,1211.0,11063662.0,254553.0,"43,463,066 ",Europe,19,826,4,11,0.8,248,Dummy,Dummy
18,South Africa,2206781,,64509.0,,1943513,,198759,546.0,36733.0,1074.0,13937470.0,231997.0,"60,076,159 ",Africa,27,931,4,,,"3,308",Dummy,Dummy
19,Peru,2081557,,194488.0,,0,N/A,0,2154.0,62242.0,5815.0,14712510.0,439927.0,"33,443,104 ",South America,16,172,2,,,"4,976",Dummy,Dummy
20,Netherlands,1736879,,17766.0,,1653937,,65176,88.0,101135.0,1034.0,15010077.0,874006.0,"17,173,874 ",Europe,10,967,1,,,"3,795",Dummy,Dummy
21,Czechia,1669745,239.0,30333.0,,1637251,6,2161,2.0,155623.0,2827.0,30974889.0,2886912.0,"10,729,420 ",Europe,6,354,0,22,,201,Dummy,Dummy
22,Chile,1589623,,33980.0,,1537815,,17828,2347.0,82429.0,1762.0,17692623.0,917440.0,"19,284,776 ",South America,12,568,1,,,924,Dummy,Dummy
23,Philippines,1478061,,26015.0,,1402918,,49128,2031.0,13307.0,234.0,15567708.0,140151.0,"111,077,745 ",Asia,75,"4,270",7,,,442,Dummy,Dummy
24,Iraq,1438511,,17592.0,,1313552,,107367,647.0,34961.0,428.0,12253725.0,297807.0,"41,146,527 ",Asia,29,"2,339",3,,,"2,609",Dummy,Dummy
25,Canada,1421108,,26438.0,,1389518,,5152,321.0,37317.0,694.0,37454055.0,983508.0,"38,082,097 ",North America,27,"1,440",1,,,135,Dummy,Dummy
26,Belgium,1097029,895.0,25205.0,1.0,1048162,,23662,83.0,94234.0,2165.0,16035305.0,1377428.0,"11,641,487 ",Europe,11,462,1,77,0.09,"2,033",Dummy,Dummy
27,Sweden,1092540,,14604.0,,1069824,,8112,23.0,107491.0,1437.0,11153755.0,1097379.0,"10,163,992 ",Europe,9,696,1,,,798,Dummy,Dummy
28,Romania,1081275,,34219.0,,1045390,,1666,55.0,56595.0,1791.0,10067592.0,526948.0,"19,105,459 ",Europe,18,558,2,,,87,Dummy,Dummy
29,Bangladesh,1034957,,16639.0,,881521,,136797,1202.0,6221.0,100.0,7015234.0,42165.0,"166,374,433 ",Asia,161,"9,999",24,,,822,Dummy,Dummy
30,Pakistan,976867,1775.0,22618.0,21.0,914605,732,39644,2181.0,4336.0,100.0,15152403.0,67258.0,"225,286,872 ",Asia,231,"9,961",15,8,0.09,176,Dummy,Dummy
31,Portugal,909756,,17164.0,,846544,,46048,163.0,89489.0,1688.0,14017995.0,1378897.0,"10,166,095 ",Europe,11,592,1,,,"4,530",Dummy,Dummy
32,Israel,846327,,6438.0,,835792,,4097,47.0,90749.0,690.0,15527757.0,1664996.0,"9,326,000  ",Asia,11,"1,449",1,,,439,Dummy,Dummy
33,Malaysia,844870,,6260.0,,747338,,91272,964.0,25765.0,191.0,15618851.0,476307.0,"32,791,589 ",Asia,39,"5,238",2,,,"2,783",Dummy,Dummy
34,Japan,820715,,14955.0,,786581,,19179,432.0,6510.0,119.0,17062088.0,135330.0,"126,077,769 ",Asia,154,"8,430",7,,,152,Dummy,Dummy
35,Hungary,808539,,30007.0,,741509,,37023,12.0,83916.0,3114.0,6210862.0,644608.0,"9,635,094 ",Europe,12,321,2,,,"3,843",Dummy,Dummy
36,Jordan,757690,,9843.0,,740546,,7301,489.0,73511.0,955.0,8105340.0,786380.0,"10,307,160 ",Asia,14,"1,047",1,,,708,Dummy,Dummy
37,Serbia,717667,,7073.0,,708944,,1650,4.0,82480.0,813.0,4505390.0,517794.0,"8,701,124 ",Europe,12,"1,230",2,,,190,Dummy,Dummy
38,Switzerland,705765,,10900.0,,689157,,5708,28.0,80939.0,1250.0,8627251.0,989402.0,"8,719,662 ",Europe,12,800,1,,,655,Dummy,Dummy
39,Nepal,657139,,9400.0,,621027,,26712,,22145.0,317.0,3423164.0,115359.0,"29,673,940 ",Asia,45,"3,157",9,,,900,Dummy,Dummy
40,Austria,651804,,10723.0,,638965,,2116,35.0,71949.0,1184.0,59103861.0,6524164.0,"9,059,224 ",Europe,14,845,0,,,234,Dummy,Dummy
41,UAE,651762,,1870.0,,629809,,20083,,65091.0,187.0,61034142.0,6095451.0,"10,013,064 ",Asia,15,"5,355",0,,,"2,006",Dummy,Dummy
42,Lebanon,547961,,7877.0,,534646,,5438,54.0,80654.0,1159.0,4731376.0,696409.0,"6,793,963 ",Asia,12,863,1,,,800,Dummy,Dummy
43,Morocco,543119,,9384.0,,525286,,8449,176.0,14538.0,251.0,7045634.0,188589.0,"37,359,663 ",Africa,69,"3,981",5,,,226,Dummy,Dummy
44,Saudi Arabia,502439,,7992.0,,483937,,10510,1434.0,14205.0,226.0,23100062.0,653099.0,"35,369,921 ",Asia,70,"4,426",2,,,297,Dummy,Dummy
45,Tunisia,501923,,16494.0,,400378,,85051,526.0,42017.0,1381.0,1954416.0,163610.0,"11,945,609 ",Africa,24,724,6,,,"7,120",Dummy,Dummy
46,Ecuador,468414,,21830.0,,437167,,9417,427.0,26142.0,1218.0,1583164.0,88357.0,"17,917,844 ",South America,38,821,11,,,526,Dummy,Dummy
47,Kazakhstan,462417,3693.0,4716.0,,415268,"+1,770",42433,221.0,24328.0,248.0,11575012.0,608979.0,"19,007,256 ",Asia,41,"4,030",2,194,,"2,232",Dummy,Dummy
48,Bolivia,455436,1195.0,17250.0,31.0,381945,"+1,445",56241,200.0,38478.0,1457.0,1933420.0,163345.0,"11,836,404 ",South America,26,686,6,101,3,"4,752",Dummy,Dummy
49,Greece,440872,,12778.0,,409688,,18406,139.0,42512.0,1232.0,11234385.0,1083291.0,"10,370,611 ",Europe,24,812,1,,,"1,775",Dummy,Dummy
50,Paraguay,438764,,13964.0,,394920,,29880,571.0,60750.0,1933.0,1595354.0,220888.0,"7,222,467 ",South America,16,517,5,,,"4,137",Dummy,Dummy
51,Belarus,428595,,3266.0,,421842,,3487,,45373.0,346.0,6987496.0,739721.0,"9,446,124 ",Europe,22,"2,892",1,,,369,Dummy,Dummy
52,Bulgaria,422545,,18144.0,,396528,,7873,95.0,61287.0,2632.0,3342431.0,484794.0,"6,894,541 ",Europe,16,380,2,,,"1,142",Dummy,Dummy
53,Panama,416232,,6646.0,,395949,,13637,84.0,94934.0,1516.0,3143680.0,717011.0,"4,384,424 ",North America,11,660,1,,,"3,110",Dummy,Dummy
54,Slovakia,391925,,12521.0,,379045,,359,17.0,71750.0,2292.0,3018508.0,552601.0,"5,462,363 ",Europe,14,436,2,,,66,Dummy,Dummy
55,Costa Rica,383500,,4812.0,,307274,,71414,388.0,74583.0,936.0,1592489.0,309708.0,"5,141,900 ",North America,13,"1,069",3,,,"13,889",Dummy,Dummy
56,Georgia,379673,1862.0,5479.0,11.0,360558,619,13636,,95364.0,1376.0,6153482.0,1545602.0,"3,981,284 ",Asia,10,727,1,468,3,"3,425",Dummy,Dummy
57,Kuwait,377364,,2136.0,,357256,,17972,331.0,87043.0,493.0,3151199.0,726860.0,"4,335,357 ",Asia,11,"2,030",1,,,"4,145",Dummy,Dummy
58,Uruguay,376876,,5833.0,,364431,,6612,153.0,108108.0,1673.0,2911447.0,835156.0,"3,486,111 ",South America,9,598,1,,,"1,897",Dummy,Dummy
59,Croatia,360841,,8229.0,,352101,,511,8.0,88459.0,2017.0,2193449.0,537718.0,"4,079,184 ",Europe,11,496,2,,,125,Dummy,Dummy
60,Thailand,353712,8685.0,2847.0,56.0,255455,"+3,797",95410,2895.0,5054.0,41.0,8129670.0,116171.0,"69,980,143 ",Asia,198,"24,580",9,124,0.8,"1,363",Dummy,Dummy
61,Azerbaijan,337323,,4987.0,,330802,,1534,,32964.0,487.0,3858551.0,377067.0,"10,233,054 ",Asia,30,"2,052",3,,,150,Dummy,Dummy
62,Dominican Republic,334544,,3893.0,,275595,,55056,319.0,30525.0,355.0,1770735.0,161569.0,"10,959,628 ",North America,33,"2,815",6,,,"5,024",Dummy,Dummy
63,Guatemala,319157,,9721.0,,280923,,28513,5.0,17483.0,533.0,1670606.0,91514.0,"18,255,200 ",North America,57,"1,878",11,,,"1,562",Dummy,Dummy
64,Palestine,315224,,3582.0,,310027,,1615,5.0,60355.0,686.0,1932252.0,369965.0,"5,222,794 ",Asia,17,"1,458",3,,,309,Dummy,Dummy
65,Denmark,300071,,2539.0,,290555,,6977,9.0,51619.0,437.0,72116053.0,12405614.0,"5,813,179 ",Europe,19,"2,290",0,,,"1,200",Dummy,Dummy
66,Oman,286072,,3435.0,,259550,,23087,477.0,54599.0,656.0,1550000.0,295831.0,"5,239,480 ",Asia,18,"1,525",3,,,"4,406",Dummy,Dummy
67,Venezuela,285910,,3302.0,,268872,,13736,424.0,10084.0,116.0,3359014.0,118471.0,"28,352,978 ",South America,99,"8,587",8,,,484,Dummy,Dummy
68,Egypt,283212,,16403.0,,219291,,47518,90.0,2715.0,157.0,3068679.0,29418.0,"104,312,241 ",Africa,368,"6,359",34,,,456,Dummy,Dummy
69,Lithuania,279302,86.0,4401.0,,268198,47,6703,18.0,104097.0,1640.0,3858809.0,1438188.0,"2,683,104 ",Europe,10,610,1,32,,"2,498",Dummy,Dummy
70,Ireland,278464,,5006.0,,261498,,11960,16.0,55755.0,1002.0,4729538.0,946965.0,"4,994,415 ",Europe,18,998,1,,,"2,395",Dummy,Dummy
71,Ethiopia,277137,,4343.0,,262022,,10772,121.0,2351.0,37.0,2924982.0,24814.0,"117,877,091 ",Africa,425,"27,142",40,,,91,Dummy,Dummy
72,Sri Lanka,276106,,3533.0,,246241,,26332,,12839.0,164.0,4136675.0,192354.0,"21,505,573 ",Asia,78,"6,087",5,,,"1,224",Dummy,Dummy
73,Honduras,274977,499.0,7288.0,29.0,94540,149,173149,625.0,27317.0,724.0,826298.0,82087.0,"10,066,154 ",North America,37,"1,381",12,50,3,"17,201",Dummy,Dummy
