#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39875285,3877.0,900119.0,330.0,32761421,"+2,354",6213745,13628.0,,,,,,North America,"
",,,,,
,Asia,51705963,12398.0,695181.0,205.0,47954089,"+21,808",3056693,29416.0,,,,,,Asia,"
",,,,,
,South America,29155789,3310.0,903870.0,93.0,26325283,"+1,882",1926636,30583.0,,,,,,South America,"
",,,,,
,Europe,46715841,4755.0,1074685.0,134.0,43764857,"+24,287",1876299,13882.0,,,,,,Europe,"
",,,,,
,Africa,4909386,,131630.0,,4425846,,351910,2409.0,,,,,,Africa,"
",,,,,
,Oceania,68720,9.0,1252.0,,66216,3,1252,4.0,,,,,,Australia/Oceania,"
",,,,,
,World,172431705,24349.0,3706752.0,762.0,155298418,"+50,334",13426535,89922.0,22121.0,475.5,,,,All,"
",,,,,
1,USA,34154305,,611020.0,,27986511,,5556774,5841.0,102631.0,1836.0,481607993.0,1447200.0,"332,786,130 ",North America,10,545,1,,,"16,698"
2,India,28441986,998.0,338013.0,,26390584,"+7,687",1713389,8944.0,20426.0,243.0,353782648.0,254071.0,"1,392,457,088 ",Asia,49,"4,120",4,0.7,,"1,230"
3,Brazil,16720081,,467706.0,,15168330,,1084045,8318.0,78150.0,2186.0,49612384.0,231891.0,"213,947,292 ",South America,13,457,4,,,"5,067"
4,France,5685915,,109758.0,,5371805,,204352,2825.0,86932.0,1678.0,85454984.0,1306524.0,"65,406,354 ",Europe,12,596,1,,,"3,124"
5,Turkey,5263697,,47768.0,,5131453,,84476,1213.0,61801.0,561.0,54586941.0,640904.0,"85,171,792 ",Asia,16,"1,783",2,,,992
6,Russia,5090249,,122267.0,,4702599,,265383,2300.0,34867.0,837.0,138800000.0,950737.0,"145,992,041 ",Europe,29,"1,194",1,,,"1,818"
7,UK,4494699,,127794.0,,4293977,,72928,136.0,65891.0,1873.0,184827214.0,2709531.0,"68,213,733 ",Europe,15,534,0,,,"1,069"
8,Italy,4223200,,126283.0,,3886867,,210050,933.0,69944.0,2091.0,66620345.0,1103352.0,"60,379,981 ",Europe,14,478,1,,,"3,479"
