#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40254960,4602.0,909725.0,222.0,33541334,"+2,679",5803901,11702.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,53952475,11295.0,756267.0,114.0,51196549,"+20,148",1999659,26905.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,31085362,2836.0,956269.0,88.0,28186528,"+3,664",1942565,32030.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,47303479,1859.0,1089214.0,66.0,44752347,"+14,334",1461918,9499.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5150242,,136254.0,,4583122,,430866,2903.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,70805,12.0,1256.0,,67678,1,1871,10.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,177818044,20604.0,3849000.0,490.0,162328264,"+40,826",11640780,83049.0,22812.0,493.8,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34365985,,616150.0,,28616495,,5133340,4288.0,103244.0,1851.0,496625233.0,1491993.0,"332,860,237 ",North America,10,540,1,,,"15,422",Dummy,Dummy
2,India,29700313,758.0,381931.0,,28491670,"+7,126",826712,8944.0,21321.0,274.0,385238220.0,276558.0,"1,392,975,652 ",Asia,47,"3,647",4,0.5,,593,Dummy,Dummy
3,Brazil,17629714,,493837.0,,16030601,,1105276,8318.0,82380.0,2308.0,50870041.0,237705.0,"214,005,000 ",South America,12,433,4,,,"5,165",Dummy,Dummy
4,France,5747647,,110578.0,,5525051,,112018,1873.0,87869.0,1690.0,89589999.0,1369629.0,"65,411,863 ",Europe,11,592,1,,,"1,713",Dummy,Dummy
5,Turkey,5348249,,48950.0,,5215654,,83645,881.0,62768.0,574.0,57674798.0,676883.0,"85,206,487 ",Asia,16,"1,741",1,,,982,Dummy,Dummy
6,Russia,5249990,,127576.0,,4828500,,293914,2300.0,35960.0,874.0,143600000.0,983599.0,"145,994,426 ",Europe,28,"1,144",1,,,"2,013",Dummy,Dummy
7,UK,4589814,,127926.0,,4294506,,167382,206.0,67272.0,1875.0,197685875.0,2897458.0,"68,227,346 ",Europe,15,533,0,,,"2,453",Dummy,Dummy
8,Italy,4248432,,127153.0,,4019424,,101855,471.0,70366.0,2106.0,69099370.0,1144473.0,"60,376,594 ",Europe,14,475,1,,,"1,687",Dummy,Dummy
9,Argentina,4198620,,87261.0,,3791979,,319380,7664.0,92090.0,1914.0,15514806.0,340294.0,"45,592,341 ",South America,11,522,3,,,"7,005",Dummy,Dummy
10,Colombia,3829879,,97560.0,,3565158,,167161,8155.0,74509.0,1898.0,18451017.0,358960.0,"51,401,278 ",South America,13,527,3,,,"3,252",Dummy,Dummy
11,Spain,3749031,,80615.0,,3536165,,132251,853.0,80155.0,1724.0,51240666.0,1095538.0,"46,772,132 ",Europe,12,580,1,,,"2,828",Dummy,Dummy
12,Germany,3726731,,90748.0,,3594700,"+3,800",41283,1210.0,44344.0,1080.0,62263057.0,740870.0,"84,040,499 ",Europe,23,926,1,,,491,Dummy,Dummy
13,Iran,3060135,,82480.0,,2696434,,281221,3346.0,35993.0,970.0,21941648.0,258077.0,"85,019,924 ",Asia,28,"1,031",4,,,"3,308",Dummy,Dummy
