#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,2052994,North America,North America,,7151.0,599.0,"+5,450",,19924.0,,4236876,190705.0,1993177.0,,
,"
",,,879413,South America,South America,,1351.0,44.0,"+111,749",,13791.0,,3050797,110315.0,2061069.0,,
,"
",,,852358,Asia,Asia,,4613.0,50.0,"+7,139",,19608.0,,3135579,73937.0,2209284.0,,
,"
",,,869889,Europe,Europe,,,,1,,5287.0,,2613810,197754.0,1546167.0,,
,"
",,,297144,Africa,Africa,,,,,,990.0,,646973,14029.0,335800.0,,
,"
",,,2703,Australia/Oceania,Oceania,,324.0,2.0,108,,30.0,,12479,135.0,9641.0,,
,"
",,,4954556,All,World,75.3,13439.0,695.0,"+124,447",,59634.0,,13697235,586890.0,8155789.0,,1757.0
1,92,"2,363",7,1830645,North America,USA,423.0,,,,"331,081,677 ",16459.0,135450.0,3616747,140140.0,1645962.0,44844982.0,10924.0
2,108,"2,815",43,528611,South America,Brazil,355.0,,,"+111,211","212,620,008 ",8318.0,23098.0,1970909,75523.0,1366775.0,4911063.0,9270.0
3,"1,423","55,378",108,331505,Asia,India,18.0,,,,"1,380,530,110 ",8944.0,9228.0,970169,24929.0,613735.0,12739490.0,703.0
4,196,"12,399",6,211350,Europe,Russia,81.0,,,,"145,937,175 ",2300.0,162773.0,746369,11770.0,523249.0,23754645.0,5114.0
5,98,"2,657",17,98907,South America,Peru,376.0,,,,"32,988,703 ",1325.0,60140.0,337724,12417.0,226400.0,1983932.0,10238.0
6,60,"2,661",14,21934,South America,Chile,376.0,,,,"19,122,661 ",1915.0,69797.0,321205,7186.0,292085.0,1334712.0,16797.0
7,406,"3,495",168,81600,North America,Mexico,286.0,6149.0,579.0,"+5,153","128,984,785 ",378.0,5958.0,317635,36906.0,199129.0,768457.0,2463.0
8,191,"13,325",26,145903,Africa,South Africa,75.0,,,,"59,336,622 ",539.0,38393.0,311049,4453.0,160693.0,2278127.0,5242.0
9,154,"1,646",8,0,Europe,Spain,608.0,,,N/A,"46,755,564 ",617.0,128893.0,304574,28413.0,0.0,6026446.0,6514.0
10,233,"1,507",5,0,Europe,UK,664.0,,,N/A,"67,900,637 ",145.0,183531.0,291911,45053.0,0.0,12461869.0,4299.0
11,318,"6,266",41,23590,Asia,Iran,160.0,,,,"84,033,003 ",3411.0,24372.0,264561,13410.0,227561.0,2048049.0,3148.0
12,857,"40,737",134,73751,Asia,Pakistan,25.0,2145.0,40.0,"+5,927","221,037,609 ",1942.0,7475.0,257914,5426.0,178737.0,1652183.0,1167.0
13,248,"1,728",10,12493,Europe,Italy,579.0,,,,"60,457,891 ",57.0,100120.0,243506,34997.0,196016.0,6053060.0,4028.0
14,145,"14,982",14,55101,Asia,Saudi Arabia,67.0,,,,"34,833,307 ",2221.0,69953.0,240474,2325.0,183048.0,2436683.0,6904.0
