#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,11683249,7000.0,358640.0,680.0,7703446.0,"+5,844",3621163,21735.0,,,,,,North America,"
",,
,Asia,14048637,10090.0,249251.0,130.0,12537763.0,"+7,982",1261623,22539.0,,,,,,Asia,"
",,
,South America,9827408,126.0,298817.0,7.0,8828637.0,316,699954,17958.0,,,,,,South America,"
",,
,Europe,11047048,53120.0,280045.0,829.0,4116471.0,"+36,416",6650532,24782.0,,,,,,Europe,"
",,
,Africa,1840838,1971.0,44077.0,65.0,1529549.0,"+31,695",267212,2436.0,,,,,,Africa,"
",,
,Oceania,39569,14.0,980.0,,32787.0,21,5802,26.0,,,,,,Australia/Oceania,"
",,
,World,48487470,72321.0,1231825.0,1711.0,34749312.0,"+82,274",12506333,89480.0,6220.0,158.0,,,,All,"
",,
1,USA,9802374,1019.0,239842.0,13.0,6293132.0,"+1,113",3269400,18045.0,29554.0,723.0,152052680.0,458439.0,"331,674,530 ",North America,34,"1,383",2
2,India,8364086,674.0,124354.0,,7711809.0,"+1,179",527923,8944.0,6040.0,90.0,114208384.0,82480.0,"1,384,678,624 ",Asia,166,"11,135",12
3,Brazil,5590941,,161170.0,,5064344.0,,365427,8318.0,26238.0,756.0,21900000.0,102777.0,"213,081,672 ",South America,38,"1,322",10
4,Russia,1712858,19404.0,29509.0,292.0,1279169.0,"+12,238",404180,2300.0,11735.0,202.0,63000000.0,431636.0,"145,956,259 ",Europe,85,"4,946",2
5,France,1543321,,38674.0,,122662.0,,1381985,4089.0,23626.0,592.0,16819377.0,257477.0,"65,323,720 ",Europe,42,"1,689",4
6,Spain,1356798,,38118.0,,0.0,N/A,0,2786.0,29016.0,815.0,18072174.0,386479.0,"46,761,086 ",Europe,34,"1,227",3
7,Argentina,1205928,,32520.0,,1017647.0,,155761,4816.0,26598.0,717.0,3114747.0,68699.0,"45,338,767 ",South America,38,"1,394",15
8,Colombia,1108084,,32013.0,,1002202.0,,73869,2376.0,21698.0,627.0,5215323.0,102122.0,"51,069,547 ",South America,46,"1,595",10
9,UK,1099059,,47742.0,,0.0,N/A,0,1142.0,16160.0,702.0,34920908.0,513471.0,"68,009,540 ",Europe,62,"1,425",2
10,Mexico,943630,5225.0,93228.0,635.0,697402.0,"+4,175",153000,2838.0,7292.0,720.0,2445709.0,18901.0,"129,399,055 ",North America,137,"1,388",53
11,Peru,911787,,34671.0,,835694.0,,41422,1037.0,27522.0,1047.0,4591407.0,138591.0,"33,129,291 ",South America,36,956,7
12,Italy,790377,,39764.0,,307378.0,,443235,2292.0,13079.0,658.0,16497767.0,273003.0,"60,430,792 ",Europe,76,"1,520",4
13,South Africa,730548,,19585.0,,660185.0,,50778,546.0,12265.0,329.0,4893683.0,82156.0,"59,565,429 ",Africa,82,"3,041",12
14,Iran,646164,,36579.0,,500400.0,,109185,5426.0,7659.0,434.0,5073034.0,60134.0,"84,361,977 ",Asia,131,"2,306",17
15,Germany,597453,94.0,11029.0,1.0,391600.0,"+10,200",194824,2546.0,7123.0,131.0,21882967.0,260894.0,"83,876,966 ",Europe,140,"7,605",4
16,Chile,515042,,14340.0,,492149.0,,8553,733.0,26863.0,748.0,4427858.0,230945.0,"19,172,818 ",South America,37,"1,337",4
17,Iraq,485870,,11128.0,,417235.0,,57507,430.0,11988.0,275.0,2931341.0,72328.0,"40,528,511 ",Asia,83,"3,642",14
18,Belgium,468213,14903.0,12331.0,205.0,27334.0,673,428548,1412.0,40338.0,1062.0,5126695.0,441686.0,"11,607,113 ",Europe,25,941,2
19,Poland,439536,,6475.0,,168960.0,,264101,1625.0,11618.0,171.0,4963261.0,131192.0,"37,832,148 ",Europe,86,"5,843",8
20,Ukraine,430467,9850.0,7924.0,193.0,184782.0,"+8,378",237761,177.0,9864.0,182.0,3312549.0,75903.0,"43,641,589 ",Europe,101,"5,508",13
21,Indonesia,421731,,14259.0,,353282.0,,54190,,1536.0,52.0,4638515.0,16897.0,"274,519,163 ",Asia,651,"19,252",59
22,Bangladesh,414164,,6004.0,,331697.0,,76463,,2506.0,36.0,2389677.0,14461.0,"165,254,557 ",Asia,399,"27,524",69
23,Philippines,389725,1594.0,7409.0,42.0,349543.0,468,32773,1483.0,3540.0,67.0,4902459.0,44535.0,"110,081,403 ",Asia,282,"14,858",22
24,Turkey,384509,,10558.0,,330665.0,,43286,2464.0,4542.0,125.0,14554923.0,171940.0,"84,651,369 ",Asia,220,"8,018",6
25,Netherlands,383523,,7682.0,,0.0,N/A,0,634.0,22365.0,448.0,3327701.0,194057.0,"17,148,052 ",Europe,45,"2,232",5
26,Czechia,378716,,4133.0,,199763.0,,174820,1156.0,35342.0,386.0,2422416.0,226058.0,"10,715,890 ",Europe,28,"2,593",4
27,Saudi Arabia,348936,,5471.0,,335594.0,,7871,736.0,9970.0,156.0,8215017.0,234719.0,"34,999,331 ",Asia,100,"6,397",4
28,Pakistan,338875,1302.0,6893.0,26.0,316665.0,605,15317,827.0,1524.0,31.0,4573768.0,20570.0,"222,352,298 ",Asia,656,"32,258",49
29,Israel,317556,224.0,2597.0,,305553.0,227,9406,353.0,34526.0,282.0,4680374.0,508870.0,"9,197,590 ",Asia,29,"3,542",2
30,Romania,267088,,7419.0,,186260.0,,73409,1001.0,13916.0,387.0,3341867.0,174122.0,"19,192,639 ",Europe,72,"2,587",6
31,Canada,247703,,10331.0,,205647.0,,31725,234.0,6543.0,273.0,9753158.0,257636.0,"37,856,306 ",North America,153,"3,664",4
32,Morocco,235310,,3982.0,,193886.0,,37442,886.0,6349.0,107.0,3410053.0,92012.0,"37,060,910 ",Africa,157,"9,307",11
33,Switzerland,192376,,2555.0,,87100.0,,102721,375.0,22172.0,294.0,2080775.0,239818.0,"8,676,493 ",Europe,45,"3,396",4
34,Nepal,182923,,1034.0,,144978.0,,36911,,6240.0,35.0,1494122.0,50967.0,"29,315,518 ",Asia,160,"28,352",20
35,Ecuador,171433,,12704.0,,149048.0,,9681,344.0,9667.0,716.0,556763.0,31394.0,"17,734,741 ",South America,103,"1,396",32
36,Portugal,156940,,2694.0,,88946.0,,65300,325.0,15407.0,264.0,3518047.0,345370.0,"10,186,314 ",Europe,65,"3,781",3
37,Bolivia,142062,126.0,8758.0,7.0,112842.0,316,20462,71.0,12113.0,747.0,336701.0,28710.0,"11,727,621 ",South America,83,"1,339",35
38,Sweden,137730,,5997.0,,0.0,N/A,0,73.0,13608.0,593.0,2242469.0,221565.0,"10,121,054 ",Europe,73,"1,688",5
39,UAE,137310,,505.0,,134983.0,,1822,,13826.0,51.0,13581249.0,1367498.0,"9,931,457 ",Asia,72,"19,666",1
40,Panama,136024,,2744.0,,114207.0,,19073,109.0,31356.0,633.0,689899.0,159036.0,"4,337,996 ",North America,32,"1,581",6
41,Qatar,133370,,232.0,,130414.0,,2724,37.0,47500.0,83.0,995459.0,354533.0,"2,807,805 ",Asia,21,"12,103",3
42,Kuwait,128843,,794.0,,119742.0,,8307,114.0,30018.0,185.0,940518.0,219123.0,"4,292,196 ",Asia,33,"5,406",5
43,Dominican Republic,128278,,2257.0,,106304.0,,19717,169.0,11784.0,207.0,609031.0,55949.0,"10,885,378 ",North America,85,"4,823",18
44,Austria,125099,,1227.0,,77036.0,,46836,383.0,13863.0,136.0,2334815.0,258728.0,"9,024,190 ",Europe,72,"7,355",4
45,Oman,116847,,1275.0,,106903.0,,8669,158.0,22687.0,248.0,376700.0,73139.0,"5,150,485 ",Asia,44,"4,040",14
46,Kazakhstan,114235,494.0,1857.0,,107139.0,246,5239,221.0,6059.0,98.0,3466616.0,183867.0,"18,853,882 ",Asia,165,"10,153",5
47,Costa Rica,113261,,1431.0,,69143.0,,42687,179.0,22164.0,280.0,318064.0,62242.0,"5,110,157 ",North America,45,"3,571",16
48,Guatemala,109147,,3752.0,,99167.0,,6228,5.0,6054.0,208.0,442049.0,24519.0,"18,028,508 ",North America,165,"4,805",41
49,Egypt,108329,,6318.0,,99874.0,,2137,41.0,1052.0,61.0,135000.0,1311.0,"102,991,862 ",Africa,951,"16,301",763
