#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,37760260,5177.0,852506.0,568.0,29432660,"+2,994",7475094,17504.0,,,,,,North America,"
",,,,,
,Asia,35626067,19929.0,482539.0,196.0,30735785,"+16,391",4407743,30213.0,,,,,,Asia,"
",,,,,
,South America,23897427,1330.0,639607.0,27.0,21516906,"+1,501",1740914,26461.0,,,,,,South America,"
",,,,,
,Europe,43506385,21249.0,990524.0,504.0,37887358,"+38,494",4628503,32082.0,,,,,,Europe,"
",,,,,
,Africa,4513248,,119538.0,,4033762,,359948,3837.0,,,,,,Africa,"
",,,,,
,Oceania,61971,38.0,1184.0,,41404,51,19383,8.0,,,,,,Australia/Oceania,"
",,,,,
,World,145366079,47723.0,3085913.0,1295.0,123648581,"+59,431",18631585,110105.0,18649.0,395.9,,,,All,"
",,,,,
1,USA,32669121,,584226.0,,25236658,,6848237,9962.0,98233.0,1757.0,435438612.0,1309318.0,"332,569,103 ",North America,10,569,1,,,"20,592"
2,India,16263695,6386.0,186928.0,,13648159,"+6,553",2428608,8944.0,11693.0,134.0,274445653.0,197310.0,"1,390,938,435 ",Asia,86,"7,441",5,5,,"1,746"
3,Brazil,14172139,,383757.0,,12673785,,1114597,8318.0,66294.0,1795.0,28600000.0,133783.0,"213,778,290 ",South America,15,557,7,,,"5,214"
4,France,5408606,,102164.0,,4242893,,1063549,5981.0,82713.0,1562.0,73468365.0,1123538.0,"65,390,220 ",Europe,12,640,1,,,"16,265"
5,Russia,4736121,,107103.0,,4361807,,267211,2300.0,32443.0,734.0,126800000.0,868582.0,"145,985,055 ",Europe,31,"1,363",1,,,"1,830"
6,Turkey,4501382,,37329.0,,3909935,,554118,3463.0,52914.0,439.0,45040704.0,529453.0,"85,070,186 ",Asia,19,"2,279",2,,,"6,514"
7,UK,4398431,,127345.0,,4171798,,99288,276.0,64518.0,1868.0,146043397.0,2142220.0,"68,173,867 ",Europe,15,535,0,,,"1,456"
8,Italy,3920945,,118357.0,,3330392,,472196,3021.0,64927.0,1960.0,56250055.0,931448.0,"60,389,901 ",Europe,15,510,1,,,"7,819"
9,Spain,3456886,,77496.0,,3156955,,222435,2283.0,73913.0,1657.0,44374223.0,948787.0,"46,769,420 ",Europe,14,604,1,,,"4,756"
10,Germany,3238054,,81693.0,,2865000,"+19,700",291361,5049.0,38548.0,973.0,54061332.0,643585.0,"84,000,346 ",Europe,26,"1,028",2,,,"3,469"
11,Argentina,2796768,,60620.0,,2449793,,286355,4791.0,61427.0,1331.0,10521258.0,231084.0,"45,530,079 ",South America,16,751,4,,,"6,289"
12,Poland,2731256,,64168.0,,2380787,,286301,3229.0,72230.0,1697.0,13767550.0,364095.0,"37,813,081 ",Europe,14,589,3,,,"7,571"
13,Colombia,2720619,,70026.0,,2538020,,112573,5306.0,53013.0,1365.0,14134970.0,275429.0,"51,319,826 ",South America,19,733,4,,,"2,194"
