#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1245875,North America, North America,,6214.0,543.0,"+3,872",,19289.0,,2427312,143365.0,1038072.0,,
,"
",,,577163,South America,South America,,764.0,26.0,"+30,977",,12010.0,,1356208,57870.0,721175.0,,
,"
",,,843677,Europe,Europe,,,,,,6693.0,,2173578,182067.0,1147834.0,,
,"
",,,562080,Asia,Asia,,7620.0,94.0,"+10,296",,15364.0,,1546285,38831.0,945374.0,,
,"
",,,116437,Africa,Africa,,,,,,526.0,,227609,6080.0,105092.0,,
,"
",,,390,Australia/Oceania,Oceania,,4.0,,20,,2.0,,8905,124.0,8391.0,,
,"
",,,3345677,All,World,55.0,14602.0,663.0,"+45,165",,53888.0,,7740618,428352.0,3966589.0,,993.0
1,156,"2,832",14,1158260,North America,USA,353.0,105.0,6.0,2,"330,906,997 ",16613.0,71907.0,2117027,116831.0,841936.0,23794382.0,6398.0
2,256,"5,071",144,360391,South America,Brazil,197.0,,,"+30,918","212,483,982 ",8318.0,6947.0,829902,41901.0,427610.0,1476057.0,3906.0
3,285,"21,732",10,235338,Europe,Russia,46.0,,,,"145,931,552 ",2300.0,97434.0,511423,6715.0,269370.0,14218674.0,3505.0
4,"4,455","155,153",250,146383,Asia,India,6.0,,,99,"1,379,307,780 ",8944.0,3993.0,309603,8890.0,154330.0,5507182.0,224.0
5,232,"1,636",11,0,Europe,UK,611.0,,,N/A,"67,868,549 ",492.0,94811.0,292950,41481.0,0.0,6434713.0,4316.0
6,161,"1,723",10,0,Europe,Spain,580.0,,,N/A,"46,753,936 ",617.0,95507.0,290289,27136.0,0.0,4465338.0,6209.0
7,256,"1,767",13,28997,Europe,Italy,566.0,,,,"60,465,875 ",227.0,74661.0,236305,34223.0,173085.0,4514441.0,3908.0
8,149,"5,223",25,107308,South America,Peru,191.0,,,,"32,947,280 ",1089.0,39925.0,220749,6308.0,107133.0,1315417.0,6700.0
9,447,"9,452",18,6788,Europe,Germany,106.0,,,,"83,771,107 ",447.0,56035.0,187251,8863.0,171600.0,4694147.0,2235.0
10,460,"9,694",70,29217,Asia,Iran,103.0,,,,"83,936,074 ",2739.0,14260.0,182525,8659.0,144649.0,1196947.0,2175.0
11,481,"17,642",33,21338,Asia,Turkey,57.0,,,,"84,292,030 ",664.0,30156.0,175218,4778.0,149102.0,2541903.0,2079.0
12,119,"6,658",24,26618,South America,Chile,150.0,,,,"19,107,883 ",1689.0,41856.0,160846,2870.0,131358.0,799776.0,8418.0
13,418,"2,222",47,54341,Europe,France,450.0,,,,"65,266,664 ",879.0,21215.0,156287,29374.0,72572.0,1384633.0,2395.0
14,926,"7,835",327,20981,North America,Mexico,128.0,5222.0,504.0,"+3,703","128,862,724 ",378.0,3055.0,139196,16448.0,101767.0,393714.0,1080.0
15,"1,666","86,496",263,79798,Asia,Pakistan,12.0,6472.0,88.0,"+9,809","220,650,245 ",111.0,3802.0,132405,2551.0,50056.0,839019.0,600.0
16,290,"38,952",33,38020,Asia,Saudi Arabia,26.0,,,,"34,784,389 ",1820.0,30750.0,119942,893.0,81029.0,1069636.0,3448.0
17,385,"4,687",18,31371,North America,Canada,213.0,,,,"37,725,348 ",1929.0,54926.0,97943,8049.0,58523.0,2072096.0,2596.0
18,"2,019","150,324",348,63179,Asia,Bangladesh,7.0,,,,"164,605,029 ",1.0,2876.0,81523,1095.0,17249.0,473322.0,495.0
19,37,"40,112",10,23222,Asia,Qatar,25.0,,,,"2,807,805 ",229.0,99959.0,76588,70.0,53296.0,280665.0,27277.0
20,957,"43,773",56,25567,Africa,South Africa,23.0,,,,"59,269,206 ",208.0,17892.0,61927,1354.0,35006.0,1060425.0,1045.0
21,194,"1,201",12,33675,Europe,Belgium,832.0,,,,"11,587,177 ",89.0,86025.0,59819,9646.0,16498.0,996785.0,5163.0
22,180,"31,710",14,24462,Europe,Belarus,32.0,,,,"9,449,466 ",92.0,73762.0,52520,298.0,27760.0,697011.0,5558.0
23,203,"2,080",31,0,Europe,Sweden,481.0,,,N/A,"10,096,150 ",272.0,32190.0,49684,4854.0,0.0,325000.0,4921.0
24,354,"2,831",38,0,Europe,Netherlands,353.0,,,N/A,"17,133,075 ",77.0,26561.0,48461,6053.0,0.0,455067.0,2829.0
25,"1,085","32,916",108,26598,South America,Colombia,30.0,,,,"50,854,810 ",335.0,9249.0,46858,1545.0,18715.0,470351.0,921.0
26,385,"4,605",138,19271,South America,Ecuador,217.0,,,,"17,628,541 ",219.0,7271.0,45778,3828.0,22679.0,128175.0,2597.0
27,238,"34,439",4,15266,Asia,UAE,29.0,,,,"9,884,125 ",1.0,265679.0,41499,287.0,25946.0,2626000.0,4199.0
28,"2,475","71,889",757,28773,Africa,Egypt,14.0,,,,"102,226,041 ",41.0,1321.0,41303,1422.0,11108.0,135000.0,404.0
29,147,"233,921",12,11785,Asia,Singapore,4.0,,,,"5,848,027 ",2.0,83566.0,39850,25.0,28040.0,488695.0,6814.0
30,"7,509","133,483",571,21145,Asia,Indonesia,7.0,,,,"273,373,988 ",,1752.0,36406,2048.0,13213.0,478953.0,133.0
31,282,"6,776",11,12475,Europe,Portugal,148.0,,,,"10,198,041 ",73.0,93554.0,36180,1505.0,22200.0,954069.0,3548.0
