#,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,ActiveCases,Continent,Country,Deathsper1Mpop,NewCases,NewDeaths,NewRecovered,Population,Serious_Critical,Testsper1Mpop,TotalCases,TotalDeaths,TotalRecovered,TotalTests,TotCasesper1Mpop
,"
",,,1264194,North America,North America,,4310.0,469.0,"+5,059",,19458.0,,2512341,146219.0,1101928.0,,
,"
",,,608989,South America,South America,,614.0,21.0,"+11,523",,12091.0,,1463160,61562.0,792609.0,,
,"
",,,859934,Europe,Europe,,8919.0,212.0,"+10,741",,6568.0,,2229009,183427.0,1185648.0,,
,"
",,,582018,Asia,Asia,,5880.0,127.0,"+18,397",,15931.0,,1659999,41285.0,1036696.0,,
,"
",,,130709,Africa,Africa,,87.0,3.0,66,,515.0,,254301,6796.0,116796.0,,
,"
",,,394,Australia/Oceania,Oceania,,14.0,,3,,4.0,,8960,124.0,8442.0,,
,"
",,,3446293,All,World,56.4,19824.0,832.0,"+45,789",,54571.0,,8128491,439428.0,4242770.0,,1043.0
1,152,"2,798",13,1174801,North America,USA,357.0,,,,"330,922,877 ",16716.0,76329.0,2182950,118283.0,889866.0,25259077.0,6597.0
2,238,"4,817",130,382664,South America,Brazil,208.0,,,"+11,206","212,496,348 ",8318.0,7664.0,891556,44118.0,464774.0,1628482.0,4196.0
3,268,"20,035",10,243868,Europe,Russia,50.0,8248.0,193.0,"+9,767","145,932,063 ",2300.0,104843.0,545458,7284.0,294306.0,15300000.0,3738.0
4,"4,021","139,124",233,152856,Asia,India,7.0,65.0,,,"1,379,418,901 ",8944.0,4292.0,343091,9915.0,180320.0,5921069.0,249.0
5,229,"1,626",10,0,Europe,UK,615.0,,,N/A,"67,871,466 ",392.0,101169.0,296857,41736.0,0.0,6866481.0,4374.0
6,161,"1,723",10,0,Europe,Spain,580.0,,,N/A,"46,754,084 ",617.0,103232.0,291189,27136.0,0.0,4826516.0,6228.0
