#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop,"(484, 'Country')","(245, 'Country')"
,North America,40747394,2947.0,921076.0,107.0,34250258,"+4,456",5576060,10863.0,,,,,,North America,"
",,,,,,Dummy,Dummy
,Asia,56595294,15214.0,803608.0,158.0,53889150,"+18,050",1902536,26772.0,,,,,,Asia,"
",,,,,,Dummy,Dummy
,South America,33422057,1394.0,1020078.0,34.0,30489607,"+2,051",1912372,29048.0,,,,,,South America,"
",,,,,,Dummy,Dummy
,Europe,48352572,1210.0,1107306.0,25.0,45632695,"+3,160",1612571,6413.0,,,,,,Europe,"
",,,,,,Dummy,Dummy
,Africa,5744524,,147465.0,,4983287,,613772,4666.0,,,,,,Africa,"
",,,,,,Dummy,Dummy
,Oceania,77457,662.0,1299.0,6.0,69325,34,6833,35.0,,,,,,Australia/Oceania,"
",,,,,,Dummy,Dummy
,World,184940019,21427.0,4000847.0,330.0,169315028,"+27,751",11624144,77797.0,23726.0,513.3,,,,All,"
",,,,,,Dummy,Dummy
1,USA,34598361,,621335.0,,29111580,,4865446,3831.0,103911.0,1866.0,507960228.0,1525586.0,"332,960,810 ",North America,10,536,1,,,"14,613",Dummy,Dummy
2,India,30619932,993.0,403310.0,,29752294,"+7,463",464328,8944.0,21971.0,289.0,421424881.0,302383.0,"1,393,679,418 ",Asia,46,"3,456",3,0.7,,333,Dummy,Dummy
3,Brazil,18792511,,525229.0,,17151673,,1115609,8318.0,87781.0,2453.0,54003112.0,252253.0,"214,083,318 ",South America,11,408,4,,,"5,211",Dummy,Dummy
