#,Country,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious_Critical,TotCasesper1Mpop,Deathsper1Mpop,TotalTests,Testsper1Mpop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
,North America,39562443,3283.0,886894.0,292.0,32281300,"+1,850",6394249,14668.0,,,,,,North America,"
",,,,,
,Asia,49792356,11016.0,658177.0,155.0,45213274,"+20,250",3920905,31035.0,,,,,,Asia,"
",,,,,
,South America,27990397,3179.0,760196.0,100.0,25269912,"+1,497",1960289,29437.0,,,,,,South America,"
",,,,,
,Europe,46299396,4250.0,1064098.0,228.0,42986976,"+29,870",2248322,17622.0,,,,,,Europe,"
",,,,,
,Africa,4819606,,129317.0,,4346183,,344106,2712.0,,,,,,Africa,"
",,,,,
,Oceania,67656,29.0,1245.0,,65192,,1219,2.0,,,,,,Australia/Oceania,"
",,,,,
,World,168532575,21757.0,3499942.0,775.0,150163543,"+53,467",14869090,95476.0,21621.0,449.0,,,,All,"
",,,,,
1,USA,33947189,,605208.0,,27606442,,5735539,6839.0,102022.0,1819.0,475226822.0,1428206.0,"332,743,783 ",North America,10,550,1,,,"17,237"
2,India,27157795,1413.0,311421.0,,24350816,"+7,517",2495558,8944.0,19508.0,224.0,334811496.0,240498.0,"1,392,160,765 ",Asia,51,"4,470",4,1,,"1,793"
3,Brazil,16195981,,452224.0,,14648332,,1095425,8318.0,75712.0,2114.0,49076549.0,229422.0,"213,914,316 ",South America,13,473,4,,,"5,121"
4,France,5609050,,108879.0,,5246228,,253943,3447.0,85761.0,1665.0,83375451.0,1274791.0,"65,403,206 ",Europe,12,601,1,,,"3,883"
5,Turkey,5203385,,46621.0,,5045508,,111256,1667.0,61107.0,548.0,52817437.0,620273.0,"85,151,966 ",Asia,16,"1,826",2,,,"1,307"
6,Russia,5017795,,119194.0,,4632955,,265646,2300.0,34371.0,816.0,136100000.0,932251.0,"145,990,678 ",Europe,29,"1,225",1,,,"1,820"
7,UK,4467310,,127739.0,,4305971,,33600,121.0,65497.0,1873.0,178307058.0,2614245.0,"68,205,954 ",Europe,15,534,0,,,493
8,Italy,4197892,,125501.0,,3804246,,268145,1323.0,69522.0,2078.0,64918613.0,1075133.0,"60,381,917 ",Europe,14,481,1,,,"4,441"
9,Germany,3662568,,88161.0,,3438800,"+15,100",135607,3180.0,43589.0,1049.0,59197639.0,704529.0,"84,024,438 ",Europe,23,953,1,,,"1,614"
10,Spain,3652879,,79801.0,,3402258,,170820,1552.0,78101.0,1706.0,49708830.0,1062812.0,"46,771,047 ",Europe,13,586,1,,,"3,652"
11,Argentina,3586736,,75056.0,,3157660,,354020,6552.0,78713.0,1647.0,13342649.0,292811.0,"45,567,436 ",South America,13,607,3,,,"7,769"
12,Colombia,3270614,,85666.0,,3063330,,121618,6582.0,63669.0,1668.0,16509243.0,321387.0,"51,368,697 ",South America,16,600,3,,,"2,368"
13,Poland,2867187,,73096.0,,2629626,,164465,990.0,75833.0,1933.0,15581754.0,412114.0,"37,809,358 ",Europe,13,517,2,,,"4,350"
14,Iran,2855396,,79056.0,,2362428,,413912,4695.0,33611.0,931.0,19185933.0,225836.0,"84,955,304 ",Asia,30,"1,075",4,,,"4,872"
15,Mexico,2399790,2483.0,221960.0,265.0,1917958,"+1,814",259872,4798.0,18439.0,1705.0,6965015.0,53517.0,"130,146,220 ",North America,54,586,19,19,2,"1,997"
16,Ukraine,2189858,3395.0,49893.0,208.0,1990051,"+14,987",149914,177.0,50345.0,1147.0,10076621.0,231661.0,"43,497,342 ",Europe,20,872,4,78,5,"3,447"
17,Peru,1932255,,68470.0,,1720665,,143120,2678.0,57882.0,2051.0,12554299.0,376070.0,"33,382,852 ",South America,17,488,3,,,"4,287"
18,Indonesia,1786187,,49627.0,,1642074,,94486,,6469.0,180.0,16230571.0,58782.0,"276,114,510 ",Asia,155,"5,564",17,,,342
19,Czechia,1658778,,30041.0,,1612831,,15906,144.0,154638.0,2801.0,23250240.0,2167486.0,"10,726,822 ",Europe,6,357,0,,,"1,483"
20,South Africa,1640932,,55976.0,,1543951,,41005,546.0,27359.0,933.0,11406308.0,190175.0,"59,978,099 ",Africa,37,"1,071",5,,,684
21,Netherlands,1631384,,17566.0,,1443571,,170247,578.0,95020.0,1023.0,13797380.0,803626.0,"17,168,916 ",Europe,11,977,1,,,"9,916"
22,Canada,1365516,,25324.0,,1292324,,47868,1236.0,35898.0,666.0,34315351.0,902116.0,"38,038,745 ",North America,28,"1,502",1,,,"1,258"
23,Chile,1339421,,28585.0,,1270769,,40067,3026.0,69532.0,1484.0,14426305.0,748902.0,"19,263,280 ",South America,14,674,1,,,"2,080"
24,Philippines,1188672,,20019.0,,1120452,,48201,1704.0,10720.0,181.0,13086760.0,118019.0,"110,886,448 ",Asia,93,"5,539",8,,,435
25,Iraq,1176980,,16241.0,,1090891,,69848,461.0,28687.0,396.0,10206732.0,248776.0,"41,027,868 ",Asia,35,"2,526",4,,,"1,702"
26,Romania,1076154,,30040.0,,1035115,,10999,545.0,56278.0,1571.0,8908274.0,465860.0,"19,122,198 ",Europe,18,637,2,,,575
27,Sweden,1064375,,14360.0,,935702,4,114313,227.0,104805.0,1414.0,9762557.0,961284.0,"10,155,748 ",Europe,10,707,1,,,"11,256"
28,Belgium,1050677,855.0,24873.0,20.0,947199,,78605,542.0,90304.0,2138.0,13682020.0,1175948.0,"11,634,888 ",Europe,11,468,1,73,2,"6,756"
29,Pakistan,908576,2724.0,20465.0,65.0,827843,"+4,686",60268,4242.0,4043.0,91.0,12943620.0,57598.0,"224,723,434 ",Asia,247,"10,981",17,12,0.3,268
30,Portugal,845840,,17021.0,,806648,,22171,52.0,83170.0,1674.0,11499368.0,1130717.0,"10,169,977 ",Europe,12,597,1,,,"2,180"
31,Israel,839389,,6406.0,,832523,,460,55.0,90005.0,687.0,14587504.0,1564176.0,"9,326,000 ",Asia,11,"1,456",1,,,49
32,Hungary,802510,,29581.0,,671392,,101537,159.0,83263.0,3069.0,5750359.0,596616.0,"9,638,298 ",Europe,12,326,2,,,"10,535"
33,Bangladesh,792196,,12441.0,,732810,,46945,1129.0,4768.0,75.0,5854919.0,35237.0,"166,159,417 ",Asia,210,"13,356",28,,,283
